sku_id,forecast_date,horizon_day,champion_model,forecast_quantity,p10,p50,p90,forecast_generation_method,interval_generation_method,future_forecast_warning_codes,event_flag,event_name,event_uplift_factor,day_of_week,month,week_of_year
SKU-BAT-008,2026-07-17,17,random_forest,7.1841,6.2976,7.1841,7.1841,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,4,7,29
SKU-BAT-008,2026-07-18,18,random_forest,7.1808,6.2943,7.1808,7.1808,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,5,7,29
SKU-BAT-008,2026-07-19,19,random_forest,7.1808,6.2943,7.1808,7.1808,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,6,7,29
SKU-BAT-008,2026-07-20,20,random_forest,7.1841,6.2976,7.1841,7.1841,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,0,7,30
SKU-BAT-008,2026-07-21,21,random_forest,7.1841,6.2976,7.1841,7.1841,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,1,7,30
SKU-BAT-008,2026-07-22,22,random_forest,7.1841,6.2976,7.1841,7.1841,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,2,7,30
SKU-BAT-008,2026-07-23,23,random_forest,7.1841,6.2976,7.1841,7.1841,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,3,7,30
SKU-BAT-008,2026-07-24,24,random_forest,7.1841,6.2976,7.1841,7.1841,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,4,7,30
SKU-BAT-008,2026-07-25,25,random_forest,7.1808,6.2943,7.1808,7.1808,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,5,7,30
SKU-BAT-008,2026-07-26,26,random_forest,7.1808,6.2943,7.1808,7.1808,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,6,7,30
SKU-BAT-008,2026-07-27,27,random_forest,7.007,6.1205,7.007,7.007,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,0,7,31
SKU-BAT-008,2026-07-28,28,random_forest,7.007,6.1205,7.007,7.007,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,1,7,31
SKU-BAT-008,2026-07-29,29,random_forest,7.007,6.1205,7.007,7.007,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,2,7,31
SKU-BAT-008,2026-07-30,30,random_forest,7.007,6.1205,7.007,7.007,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,3,7,31
SKU-BAT-008,2026-07-31,31,random_forest,7.007,6.1205,7.007,7.007,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,4,7,31
SKU-BAT-008,2026-08-01,32,random_forest,7.0036,6.1171,7.0036,7.0036,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,5,8,31
SKU-BAT-008,2026-08-02,33,random_forest,7.0011,6.1146,7.0011,7.0011,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,6,8,31
SKU-BAT-008,2026-08-03,34,random_forest,6.7573,5.8708,6.7573,6.7573,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,0,8,32
SKU-BAT-008,2026-08-04,35,random_forest,6.7573,5.8708,6.7573,6.7573,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,1,8,32
SKU-BAT-008,2026-08-05,36,random_forest,6.7573,5.8708,6.7573,6.7573,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,2,8,32
SKU-BAT-008,2026-08-06,37,random_forest,6.7573,5.8708,6.7573,6.7573,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,3,8,32
SKU-BAT-008,2026-08-07,38,random_forest,6.7573,5.8708,6.7573,6.7573,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,4,8,32
SKU-BAT-008,2026-08-08,39,random_forest,6.754,5.8675,6.754,6.754,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,5,8,32
SKU-BAT-008,2026-08-09,40,random_forest,6.7515,5.865,6.7515,6.7515,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,6,8,32
SKU-BAT-008,2026-08-10,41,random_forest,6.7573,5.8708,6.7573,6.7573,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,0,8,33
SKU-BAT-008,2026-08-11,42,random_forest,6.7573,5.8708,6.7573,6.7573,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,1,8,33
SKU-BAT-008,2026-08-12,43,random_forest,6.7573,5.8708,6.7573,6.7573,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,2,8,33
SKU-BAT-008,2026-08-13,44,random_forest,6.7573,5.8708,6.7573,6.7573,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,3,8,33
SKU-BAT-008,2026-08-14,45,random_forest,6.7573,5.8708,6.7573,6.7573,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,4,8,33
SKU-BAT-008,2026-08-15,46,random_forest,6.754,5.8675,6.754,6.754,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,5,8,33
SKU-BAT-008,2026-08-16,47,random_forest,6.7515,5.865,6.7515,6.7515,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,6,8,33
SKU-BAT-008,2026-08-17,48,random_forest,7.007,6.1205,7.007,7.007,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,0,8,34
SKU-BAT-008,2026-08-18,49,random_forest,7.007,6.1205,7.007,7.007,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,1,8,34
SKU-BAT-008,2026-08-19,50,random_forest,7.007,6.1205,7.007,7.007,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,2,8,34
SKU-BAT-008,2026-08-20,51,random_forest,7.007,6.1205,7.007,7.007,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,3,8,34
SKU-BAT-008,2026-08-21,52,random_forest,7.007,6.1205,7.007,7.007,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,4,8,34
SKU-BAT-008,2026-08-22,53,random_forest,7.0036,6.1171,7.0036,7.0036,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,5,8,34
SKU-BAT-008,2026-08-23,54,random_forest,7.0011,6.1146,7.0011,7.0011,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,6,8,34
SKU-BAT-008,2026-08-24,55,random_forest,7.007,6.1205,7.007,7.007,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,0,8,35
SKU-BAT-008,2026-08-25,56,random_forest,7.007,6.1205,7.007,7.007,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,1,8,35
SKU-BAT-008,2026-08-26,57,random_forest,7.007,6.1205,7.007,7.007,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,2,8,35
SKU-BAT-008,2026-08-27,58,random_forest,7.007,6.1205,7.007,7.007,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,3,8,35
SKU-BAT-008,2026-08-28,59,random_forest,7.007,6.1205,7.007,7.007,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,4,8,35
SKU-BAT-008,2026-08-29,60,random_forest,7.0036,6.1171,7.0036,7.0036,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,5,8,35
SKU-BAT-008,2026-08-30,61,random_forest,7.0011,6.1146,7.0011,7.0011,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,6,8,35
SKU-BAT-008,2026-08-31,62,random_forest,7.007,6.1205,7.007,7.007,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,0,8,36
SKU-BAT-008,2026-09-01,63,random_forest,7.007,6.1205,7.007,7.007,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,1,9,36
SKU-BAT-008,2026-09-02,64,random_forest,7.007,6.1205,7.007,7.007,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,2,9,36
SKU-BAT-008,2026-09-03,65,random_forest,7.007,6.1205,7.007,7.007,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,3,9,36
SKU-BAT-008,2026-09-04,66,random_forest,7.007,6.1205,7.007,7.007,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,4,9,36
SKU-BAT-008,2026-09-05,67,random_forest,7.0036,6.1171,7.0036,7.0036,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,5,9,36
SKU-BAT-008,2026-09-06,68,random_forest,7.0011,6.1146,7.0011,7.0011,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,6,9,36
SKU-BAT-008,2026-09-07,69,random_forest,7.007,6.1205,7.007,7.007,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,0,9,37
SKU-BAT-008,2026-09-08,70,random_forest,7.007,6.1205,7.007,7.007,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,1,9,37
SKU-BAT-008,2026-09-09,71,random_forest,7.007,6.1205,7.007,7.007,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,2,9,37
SKU-BAT-008,2026-09-10,72,random_forest,7.007,6.1205,7.007,7.007,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,3,9,37
SKU-BAT-008,2026-09-11,73,random_forest,7.007,6.1205,7.007,7.007,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,4,9,37
SKU-BAT-008,2026-09-12,74,random_forest,7.0036,6.1171,7.0036,7.0036,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,5,9,37
SKU-BAT-008,2026-09-13,75,random_forest,7.0011,6.1146,7.0011,7.0011,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,6,9,37
SKU-BAT-008,2026-09-14,76,random_forest,7.007,6.1205,7.007,7.007,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,0,9,38
SKU-BAT-008,2026-09-15,77,random_forest,7.007,6.1205,7.007,7.007,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,1,9,38
SKU-BAT-008,2026-09-16,78,random_forest,7.007,6.1205,7.007,7.007,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,2,9,38
SKU-BAT-008,2026-09-17,79,random_forest,7.007,6.1205,7.007,7.007,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,3,9,38
SKU-BAT-008,2026-09-18,80,random_forest,7.007,6.1205,7.007,7.007,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,4,9,38
SKU-BAT-008,2026-09-19,81,random_forest,7.0036,6.1171,7.0036,7.0036,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,5,9,38
SKU-BAT-008,2026-09-20,82,random_forest,7.0011,6.1146,7.0011,7.0011,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,6,9,38
SKU-BAT-008,2026-09-21,83,random_forest,7.007,6.1205,7.007,7.007,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,0,9,39
SKU-BAT-008,2026-09-22,84,random_forest,7.007,6.1205,7.007,7.007,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,1,9,39
SKU-BAT-008,2026-09-23,85,random_forest,7.007,6.1205,7.007,7.007,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,2,9,39
SKU-BAT-008,2026-09-24,86,random_forest,7.007,6.1205,7.007,7.007,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,3,9,39
SKU-BAT-008,2026-09-25,87,random_forest,7.007,6.1205,7.007,7.007,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,4,9,39
SKU-BAT-008,2026-09-26,88,random_forest,7.0036,6.1171,7.0036,7.0036,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,5,9,39
SKU-BAT-008,2026-09-27,89,random_forest,7.0011,6.1146,7.0011,7.0011,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,6,9,39
SKU-BAT-008,2026-09-28,90,random_forest,7.007,6.1205,7.007,7.007,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,0,9,40
SKU-BBQ-006,2026-07-01,1,gradient_boosting,25.0061,25.0061,25.0061,26.1241,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,2,7,27
SKU-BBQ-006,2026-07-02,2,gradient_boosting,25.0061,25.0061,25.0061,26.1241,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,3,7,27
SKU-BBQ-006,2026-07-03,3,gradient_boosting,25.0061,25.0061,25.0061,26.1241,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,4,7,27
SKU-BBQ-006,2026-07-04,4,gradient_boosting,25.0131,25.0131,25.0131,26.1312,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,5,7,27
SKU-BBQ-006,2026-07-05,5,gradient_boosting,25.0181,25.0181,25.0181,26.1361,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,6,7,27
SKU-BBQ-006,2026-07-06,6,gradient_boosting,25.0044,25.0044,25.0044,26.1224,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,0,7,28
SKU-BBQ-006,2026-07-07,7,gradient_boosting,25.0041,25.0041,25.0041,26.1221,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,1,7,28
SKU-BBQ-006,2026-07-08,8,gradient_boosting,25.0059,25.0059,25.0059,26.1239,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,2,7,28
SKU-BBQ-006,2026-07-09,9,gradient_boosting,25.0059,25.0059,25.0059,26.1239,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,3,7,28
SKU-BBQ-006,2026-07-10,10,gradient_boosting,25.0059,25.0059,25.0059,26.1239,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,4,7,28
SKU-BBQ-006,2026-07-11,11,gradient_boosting,25.0059,25.0059,25.0059,26.1239,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,5,7,28
SKU-BBQ-006,2026-07-12,12,gradient_boosting,25.0059,25.0059,25.0059,26.1239,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,6,7,28
SKU-BBQ-006,2026-07-13,13,gradient_boosting,25.0044,25.0044,25.0044,26.1224,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,0,7,29
SKU-BBQ-006,2026-07-14,14,gradient_boosting,25.0041,25.0041,25.0041,26.1221,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,1,7,29
SKU-BBQ-006,2026-07-15,15,gradient_boosting,25.0059,25.0059,25.0059,26.1239,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,2,7,29
SKU-BBQ-006,2026-07-16,16,gradient_boosting,25.0059,25.0059,25.0059,26.1239,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,3,7,29
SKU-BBQ-006,2026-07-17,17,gradient_boosting,25.0059,25.0059,25.0059,26.1239,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,4,7,29
SKU-BBQ-006,2026-07-18,18,gradient_boosting,25.0059,25.0059,25.0059,26.1239,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,5,7,29
SKU-BBQ-006,2026-07-19,19,gradient_boosting,25.0059,25.0059,25.0059,26.1239,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,6,7,29
SKU-BBQ-006,2026-07-20,20,gradient_boosting,25.0044,25.0044,25.0044,26.1224,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,0,7,30
SKU-BBQ-006,2026-07-21,21,gradient_boosting,25.0041,25.0041,25.0041,26.1221,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,1,7,30
SKU-BBQ-006,2026-07-22,22,gradient_boosting,25.0058,25.0058,25.0058,26.1238,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,2,7,30
SKU-BBQ-006,2026-07-23,23,gradient_boosting,25.0058,25.0058,25.0058,26.1238,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,3,7,30
SKU-BBQ-006,2026-07-24,24,gradient_boosting,25.0058,25.0058,25.0058,26.1238,PERSISTED_CHAMPION_MODEL,BACKTEST_RESIDUAL_QUANTILES,RECURSIVE_FUTURE_FEATURES_USED,False,,1.0,4,7,30
