planning_run_id,schedule_candidate_window_id,candidate_id,machine_id,machine_name,workstation_id,workstation_name,planned_downtime_hours,production_impact_level,bottleneck_impact_level,machine_availability_impact_level,estimated_capacity_at_risk_hours,window_impact_level,note_no_capacity_reduction_applied_flag,source_phase,advisory_only_flag
PHASE4-MPS-20260721170405,SCHED-WIN-011,MAINT-CAND-002,M-FRAME-JIG-001,Frame Jig and Alignment Fixture,WS-FRAME-PREP,Frame Preparation Station,3.0,CRITICAL,CRITICAL,CRITICAL,6.06,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-012,MAINT-CAND-002,M-FRAME-JIG-001,Frame Jig and Alignment Fixture,WS-FRAME-PREP,Frame Preparation Station,3.0,CRITICAL,CRITICAL,CRITICAL,6.06,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-013,MAINT-CAND-002,M-FRAME-JIG-001,Frame Jig and Alignment Fixture,WS-FRAME-PREP,Frame Preparation Station,3.0,CRITICAL,CRITICAL,CRITICAL,6.06,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-014,MAINT-CAND-002,M-FRAME-JIG-001,Frame Jig and Alignment Fixture,WS-FRAME-PREP,Frame Preparation Station,3.0,CRITICAL,CRITICAL,CRITICAL,6.06,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-015,MAINT-CAND-002,M-FRAME-JIG-001,Frame Jig and Alignment Fixture,WS-FRAME-PREP,Frame Preparation Station,3.0,CRITICAL,CRITICAL,CRITICAL,6.06,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-016,MAINT-CAND-002,M-FRAME-JIG-001,Frame Jig and Alignment Fixture,WS-FRAME-PREP,Frame Preparation Station,3.0,CRITICAL,CRITICAL,CRITICAL,6.06,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-017,MAINT-CAND-002,M-FRAME-JIG-001,Frame Jig and Alignment Fixture,WS-FRAME-PREP,Frame Preparation Station,3.0,CRITICAL,CRITICAL,CRITICAL,6.06,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-018,MAINT-CAND-002,M-FRAME-JIG-001,Frame Jig and Alignment Fixture,WS-FRAME-PREP,Frame Preparation Station,3.0,CRITICAL,CRITICAL,CRITICAL,6.06,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-019,MAINT-CAND-002,M-FRAME-JIG-001,Frame Jig and Alignment Fixture,WS-FRAME-PREP,Frame Preparation Station,3.0,CRITICAL,CRITICAL,CRITICAL,6.06,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-020,MAINT-CAND-002,M-FRAME-JIG-001,Frame Jig and Alignment Fixture,WS-FRAME-PREP,Frame Preparation Station,3.0,CRITICAL,CRITICAL,CRITICAL,6.06,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-021,MAINT-CAND-003,M-WHEEL-TRUE-001,Wheel Truing Stand,WS-WHEEL-SUB,Wheel Subassembly Station,0.25,CRITICAL,CRITICAL,CRITICAL,4.12,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-022,MAINT-CAND-003,M-WHEEL-TRUE-001,Wheel Truing Stand,WS-WHEEL-SUB,Wheel Subassembly Station,0.25,CRITICAL,CRITICAL,CRITICAL,4.12,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-023,MAINT-CAND-003,M-WHEEL-TRUE-001,Wheel Truing Stand,WS-WHEEL-SUB,Wheel Subassembly Station,0.25,CRITICAL,CRITICAL,CRITICAL,4.12,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-024,MAINT-CAND-003,M-WHEEL-TRUE-001,Wheel Truing Stand,WS-WHEEL-SUB,Wheel Subassembly Station,0.25,CRITICAL,CRITICAL,CRITICAL,4.12,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-025,MAINT-CAND-003,M-WHEEL-TRUE-001,Wheel Truing Stand,WS-WHEEL-SUB,Wheel Subassembly Station,0.25,CRITICAL,CRITICAL,CRITICAL,4.12,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-026,MAINT-CAND-004,M-WHEEL-TRUE-001,Wheel Truing Stand,WS-WHEEL-SUB,Wheel Subassembly Station,2.5,CRITICAL,CRITICAL,CRITICAL,4.12,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-027,MAINT-CAND-004,M-WHEEL-TRUE-001,Wheel Truing Stand,WS-WHEEL-SUB,Wheel Subassembly Station,2.5,CRITICAL,CRITICAL,CRITICAL,4.12,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-028,MAINT-CAND-004,M-WHEEL-TRUE-001,Wheel Truing Stand,WS-WHEEL-SUB,Wheel Subassembly Station,2.5,CRITICAL,CRITICAL,CRITICAL,4.12,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-029,MAINT-CAND-004,M-WHEEL-TRUE-001,Wheel Truing Stand,WS-WHEEL-SUB,Wheel Subassembly Station,2.5,CRITICAL,CRITICAL,CRITICAL,4.12,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-030,MAINT-CAND-004,M-WHEEL-TRUE-001,Wheel Truing Stand,WS-WHEEL-SUB,Wheel Subassembly Station,2.5,CRITICAL,CRITICAL,CRITICAL,4.12,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-031,MAINT-CAND-004,M-WHEEL-TRUE-001,Wheel Truing Stand,WS-WHEEL-SUB,Wheel Subassembly Station,2.5,CRITICAL,CRITICAL,CRITICAL,4.12,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-032,MAINT-CAND-004,M-WHEEL-TRUE-001,Wheel Truing Stand,WS-WHEEL-SUB,Wheel Subassembly Station,2.5,CRITICAL,CRITICAL,CRITICAL,4.12,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-033,MAINT-CAND-004,M-WHEEL-TRUE-001,Wheel Truing Stand,WS-WHEEL-SUB,Wheel Subassembly Station,2.5,CRITICAL,CRITICAL,CRITICAL,4.12,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-034,MAINT-CAND-004,M-WHEEL-TRUE-001,Wheel Truing Stand,WS-WHEEL-SUB,Wheel Subassembly Station,2.5,CRITICAL,CRITICAL,CRITICAL,4.12,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-035,MAINT-CAND-004,M-WHEEL-TRUE-001,Wheel Truing Stand,WS-WHEEL-SUB,Wheel Subassembly Station,2.5,CRITICAL,CRITICAL,CRITICAL,4.12,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-036,MAINT-CAND-005,M-BRAKE-BENCH-001,Brake Assembly Bench and Tooling,WS-BRAKE-SUB,Brake Subassembly Station,2.0,HIGH,CRITICAL,CRITICAL,2.41,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-037,MAINT-CAND-005,M-BRAKE-BENCH-001,Brake Assembly Bench and Tooling,WS-BRAKE-SUB,Brake Subassembly Station,2.0,HIGH,CRITICAL,CRITICAL,2.41,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-038,MAINT-CAND-005,M-BRAKE-BENCH-001,Brake Assembly Bench and Tooling,WS-BRAKE-SUB,Brake Subassembly Station,2.0,HIGH,CRITICAL,CRITICAL,2.41,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-039,MAINT-CAND-005,M-BRAKE-BENCH-001,Brake Assembly Bench and Tooling,WS-BRAKE-SUB,Brake Subassembly Station,2.0,HIGH,CRITICAL,CRITICAL,2.41,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-040,MAINT-CAND-005,M-BRAKE-BENCH-001,Brake Assembly Bench and Tooling,WS-BRAKE-SUB,Brake Subassembly Station,2.0,HIGH,CRITICAL,CRITICAL,2.41,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-041,MAINT-CAND-005,M-BRAKE-BENCH-001,Brake Assembly Bench and Tooling,WS-BRAKE-SUB,Brake Subassembly Station,2.0,HIGH,CRITICAL,CRITICAL,2.41,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-042,MAINT-CAND-005,M-BRAKE-BENCH-001,Brake Assembly Bench and Tooling,WS-BRAKE-SUB,Brake Subassembly Station,2.0,HIGH,CRITICAL,CRITICAL,2.41,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-043,MAINT-CAND-005,M-BRAKE-BENCH-001,Brake Assembly Bench and Tooling,WS-BRAKE-SUB,Brake Subassembly Station,2.0,HIGH,CRITICAL,CRITICAL,2.41,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-044,MAINT-CAND-005,M-BRAKE-BENCH-001,Brake Assembly Bench and Tooling,WS-BRAKE-SUB,Brake Subassembly Station,2.0,HIGH,CRITICAL,CRITICAL,2.41,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-045,MAINT-CAND-005,M-BRAKE-BENCH-001,Brake Assembly Bench and Tooling,WS-BRAKE-SUB,Brake Subassembly Station,2.0,HIGH,CRITICAL,CRITICAL,2.41,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-046,MAINT-CAND-006,M-FORK-BENCH-001,Fork and Suspension Prep Bench,WS-FORK-SUSP,Fork and Suspension Prep Station,0.5,HIGH,CRITICAL,CRITICAL,2.47,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-047,MAINT-CAND-006,M-FORK-BENCH-001,Fork and Suspension Prep Bench,WS-FORK-SUSP,Fork and Suspension Prep Station,0.5,HIGH,CRITICAL,CRITICAL,2.47,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-048,MAINT-CAND-006,M-FORK-BENCH-001,Fork and Suspension Prep Bench,WS-FORK-SUSP,Fork and Suspension Prep Station,0.5,HIGH,CRITICAL,CRITICAL,2.47,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-049,MAINT-CAND-006,M-FORK-BENCH-001,Fork and Suspension Prep Bench,WS-FORK-SUSP,Fork and Suspension Prep Station,0.5,HIGH,CRITICAL,CRITICAL,2.47,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-050,MAINT-CAND-006,M-FORK-BENCH-001,Fork and Suspension Prep Bench,WS-FORK-SUSP,Fork and Suspension Prep Station,0.5,HIGH,CRITICAL,CRITICAL,2.47,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-051,MAINT-CAND-006,M-FORK-BENCH-001,Fork and Suspension Prep Bench,WS-FORK-SUSP,Fork and Suspension Prep Station,0.5,HIGH,CRITICAL,CRITICAL,2.47,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-052,MAINT-CAND-006,M-FORK-BENCH-001,Fork and Suspension Prep Bench,WS-FORK-SUSP,Fork and Suspension Prep Station,0.5,HIGH,CRITICAL,CRITICAL,2.47,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-053,MAINT-CAND-006,M-FORK-BENCH-001,Fork and Suspension Prep Bench,WS-FORK-SUSP,Fork and Suspension Prep Station,0.5,HIGH,CRITICAL,CRITICAL,2.47,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-054,MAINT-CAND-006,M-FORK-BENCH-001,Fork and Suspension Prep Bench,WS-FORK-SUSP,Fork and Suspension Prep Station,0.5,HIGH,CRITICAL,CRITICAL,2.47,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-055,MAINT-CAND-006,M-FORK-BENCH-001,Fork and Suspension Prep Bench,WS-FORK-SUSP,Fork and Suspension Prep Station,0.5,HIGH,CRITICAL,CRITICAL,2.47,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-056,MAINT-CAND-007,M-FORK-BENCH-001,Fork and Suspension Prep Bench,WS-FORK-SUSP,Fork and Suspension Prep Station,3.5,HIGH,CRITICAL,CRITICAL,2.47,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-057,MAINT-CAND-007,M-FORK-BENCH-001,Fork and Suspension Prep Bench,WS-FORK-SUSP,Fork and Suspension Prep Station,3.5,HIGH,CRITICAL,CRITICAL,2.47,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-058,MAINT-CAND-007,M-FORK-BENCH-001,Fork and Suspension Prep Bench,WS-FORK-SUSP,Fork and Suspension Prep Station,3.5,HIGH,CRITICAL,CRITICAL,2.47,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-059,MAINT-CAND-007,M-FORK-BENCH-001,Fork and Suspension Prep Bench,WS-FORK-SUSP,Fork and Suspension Prep Station,3.5,HIGH,CRITICAL,CRITICAL,2.47,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-060,MAINT-CAND-007,M-FORK-BENCH-001,Fork and Suspension Prep Bench,WS-FORK-SUSP,Fork and Suspension Prep Station,3.5,HIGH,CRITICAL,CRITICAL,2.47,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-061,MAINT-CAND-007,M-FORK-BENCH-001,Fork and Suspension Prep Bench,WS-FORK-SUSP,Fork and Suspension Prep Station,3.5,HIGH,CRITICAL,CRITICAL,2.47,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-062,MAINT-CAND-007,M-FORK-BENCH-001,Fork and Suspension Prep Bench,WS-FORK-SUSP,Fork and Suspension Prep Station,3.5,HIGH,CRITICAL,CRITICAL,2.47,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-063,MAINT-CAND-007,M-FORK-BENCH-001,Fork and Suspension Prep Bench,WS-FORK-SUSP,Fork and Suspension Prep Station,3.5,HIGH,CRITICAL,CRITICAL,2.47,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-064,MAINT-CAND-007,M-FORK-BENCH-001,Fork and Suspension Prep Bench,WS-FORK-SUSP,Fork and Suspension Prep Station,3.5,HIGH,CRITICAL,CRITICAL,2.47,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-065,MAINT-CAND-007,M-FORK-BENCH-001,Fork and Suspension Prep Bench,WS-FORK-SUSP,Fork and Suspension Prep Station,3.5,HIGH,CRITICAL,CRITICAL,2.47,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-066,MAINT-CAND-008,M-FINAL-STAND-001,Final Assembly Stand,WS-FINAL-ASM,Final Assembly Station,0.5,CRITICAL,CRITICAL,CRITICAL,10.05,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-067,MAINT-CAND-008,M-FINAL-STAND-001,Final Assembly Stand,WS-FINAL-ASM,Final Assembly Station,0.5,CRITICAL,CRITICAL,CRITICAL,10.05,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-068,MAINT-CAND-008,M-FINAL-STAND-001,Final Assembly Stand,WS-FINAL-ASM,Final Assembly Station,0.5,CRITICAL,CRITICAL,CRITICAL,10.05,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-069,MAINT-CAND-008,M-FINAL-STAND-001,Final Assembly Stand,WS-FINAL-ASM,Final Assembly Station,0.5,CRITICAL,CRITICAL,CRITICAL,10.05,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-070,MAINT-CAND-008,M-FINAL-STAND-001,Final Assembly Stand,WS-FINAL-ASM,Final Assembly Station,0.5,CRITICAL,CRITICAL,CRITICAL,10.05,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-071,MAINT-CAND-008,M-FINAL-STAND-001,Final Assembly Stand,WS-FINAL-ASM,Final Assembly Station,0.5,CRITICAL,CRITICAL,CRITICAL,10.05,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-072,MAINT-CAND-008,M-FINAL-STAND-001,Final Assembly Stand,WS-FINAL-ASM,Final Assembly Station,0.5,CRITICAL,CRITICAL,CRITICAL,10.05,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-073,MAINT-CAND-008,M-FINAL-STAND-001,Final Assembly Stand,WS-FINAL-ASM,Final Assembly Station,0.5,CRITICAL,CRITICAL,CRITICAL,10.05,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-074,MAINT-CAND-008,M-FINAL-STAND-001,Final Assembly Stand,WS-FINAL-ASM,Final Assembly Station,0.5,CRITICAL,CRITICAL,CRITICAL,10.05,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-075,MAINT-CAND-008,M-FINAL-STAND-001,Final Assembly Stand,WS-FINAL-ASM,Final Assembly Station,0.5,CRITICAL,CRITICAL,CRITICAL,10.05,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-076,MAINT-CAND-009,M-FINAL-STAND-001,Final Assembly Stand,WS-FINAL-ASM,Final Assembly Station,3.0,CRITICAL,CRITICAL,CRITICAL,10.05,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-077,MAINT-CAND-009,M-FINAL-STAND-001,Final Assembly Stand,WS-FINAL-ASM,Final Assembly Station,3.0,CRITICAL,CRITICAL,CRITICAL,10.05,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-078,MAINT-CAND-009,M-FINAL-STAND-001,Final Assembly Stand,WS-FINAL-ASM,Final Assembly Station,3.0,CRITICAL,CRITICAL,CRITICAL,10.05,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-079,MAINT-CAND-009,M-FINAL-STAND-001,Final Assembly Stand,WS-FINAL-ASM,Final Assembly Station,3.0,CRITICAL,CRITICAL,CRITICAL,10.05,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-080,MAINT-CAND-009,M-FINAL-STAND-001,Final Assembly Stand,WS-FINAL-ASM,Final Assembly Station,3.0,CRITICAL,CRITICAL,CRITICAL,10.05,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-081,MAINT-CAND-009,M-FINAL-STAND-001,Final Assembly Stand,WS-FINAL-ASM,Final Assembly Station,3.0,CRITICAL,CRITICAL,CRITICAL,10.05,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-082,MAINT-CAND-009,M-FINAL-STAND-001,Final Assembly Stand,WS-FINAL-ASM,Final Assembly Station,3.0,CRITICAL,CRITICAL,CRITICAL,10.05,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260721170405,SCHED-WIN-083,MAINT-CAND-009,M-FINAL-STAND-001,Final Assembly Stand,WS-FINAL-ASM,Final Assembly Station,3.0,CRITICAL,CRITICAL,CRITICAL,10.05,CRITICAL,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
