planning_run_id,schedule_candidate_window_id,candidate_id,machine_id,machine_name,candidate_type,maintenance_plan_id,required_skill_id,required_crew_type,required_worker_count,maintenance_level,estimated_duration_hours,planned_downtime_hours,candidate_window_period,candidate_window_day,candidate_window_shift,crew_capacity_available_flag,spare_part_ready_flag,production_bottleneck_sensitive_flag,schedule_feasibility_status,schedule_feasibility_reason,scheduling_priority_score,recommended_scheduling_priority,schedule_assignment_status,note_no_schedule_created_flag,source_phase,advisory_only_flag
PHASE4-MPS-20260726202343,SCHED-WIN-011,MAINT-CAND-002,M-FRAME-JIG-001,Frame Jig and Alignment Fixture,OVERDUE_MAINTENANCE,MP-FRAME-MED-001,SKILL-MECH-MAINT,MAINTENANCE,1.0,MEDIUM,3.0,3.0,STEP7G_WEEKLY_FEASIBILITY_PERIOD,Friday,07:30-16:00,False,True,True,MULTI_BLOCKED,BLOCKERS=CREW+PRODUCTION_IMPACT,260.0,CRITICAL,NOT_SCHEDULED_CANDIDATE_ONLY,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260726202343,SCHED-WIN-012,MAINT-CAND-002,M-FRAME-JIG-001,Frame Jig and Alignment Fixture,OVERDUE_MAINTENANCE,MP-FRAME-MED-001,SKILL-MECH-MAINT,MAINTENANCE,1.0,MEDIUM,3.0,3.0,STEP7G_WEEKLY_FEASIBILITY_PERIOD,Monday,07:30-16:00,False,True,True,MULTI_BLOCKED,BLOCKERS=CREW+PRODUCTION_IMPACT,260.0,CRITICAL,NOT_SCHEDULED_CANDIDATE_ONLY,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260726202343,SCHED-WIN-013,MAINT-CAND-002,M-FRAME-JIG-001,Frame Jig and Alignment Fixture,OVERDUE_MAINTENANCE,MP-FRAME-MED-001,SKILL-MECH-MAINT,MAINTENANCE,1.0,MEDIUM,3.0,3.0,STEP7G_WEEKLY_FEASIBILITY_PERIOD,Thursday,07:30-16:00,False,True,True,MULTI_BLOCKED,BLOCKERS=CREW+PRODUCTION_IMPACT,260.0,CRITICAL,NOT_SCHEDULED_CANDIDATE_ONLY,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260726202343,SCHED-WIN-014,MAINT-CAND-002,M-FRAME-JIG-001,Frame Jig and Alignment Fixture,OVERDUE_MAINTENANCE,MP-FRAME-MED-001,SKILL-MECH-MAINT,MAINTENANCE,1.0,MEDIUM,3.0,3.0,STEP7G_WEEKLY_FEASIBILITY_PERIOD,Tuesday,07:30-16:00,False,True,True,MULTI_BLOCKED,BLOCKERS=CREW+PRODUCTION_IMPACT,260.0,CRITICAL,NOT_SCHEDULED_CANDIDATE_ONLY,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260726202343,SCHED-WIN-015,MAINT-CAND-002,M-FRAME-JIG-001,Frame Jig and Alignment Fixture,OVERDUE_MAINTENANCE,MP-FRAME-MED-001,SKILL-MECH-MAINT,MAINTENANCE,1.0,MEDIUM,3.0,3.0,STEP7G_WEEKLY_FEASIBILITY_PERIOD,Wednesday,07:30-16:00,False,True,True,MULTI_BLOCKED,BLOCKERS=CREW+PRODUCTION_IMPACT,260.0,CRITICAL,NOT_SCHEDULED_CANDIDATE_ONLY,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260726202343,SCHED-WIN-016,MAINT-CAND-002,M-FRAME-JIG-001,Frame Jig and Alignment Fixture,OVERDUE_MAINTENANCE,MP-FRAME-MED-001,SKILL-MECH-MAINT,MAINTENANCE,1.0,MEDIUM,3.0,3.0,STEP7G_WEEKLY_FEASIBILITY_PERIOD,Friday,07:30-16:00,False,True,True,MULTI_BLOCKED,BLOCKERS=CREW+PRODUCTION_IMPACT,260.0,CRITICAL,NOT_SCHEDULED_CANDIDATE_ONLY,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260726202343,SCHED-WIN-017,MAINT-CAND-002,M-FRAME-JIG-001,Frame Jig and Alignment Fixture,OVERDUE_MAINTENANCE,MP-FRAME-MED-001,SKILL-MECH-MAINT,MAINTENANCE,1.0,MEDIUM,3.0,3.0,STEP7G_WEEKLY_FEASIBILITY_PERIOD,Monday,07:30-16:00,False,True,True,MULTI_BLOCKED,BLOCKERS=CREW+PRODUCTION_IMPACT,260.0,CRITICAL,NOT_SCHEDULED_CANDIDATE_ONLY,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260726202343,SCHED-WIN-018,MAINT-CAND-002,M-FRAME-JIG-001,Frame Jig and Alignment Fixture,OVERDUE_MAINTENANCE,MP-FRAME-MED-001,SKILL-MECH-MAINT,MAINTENANCE,1.0,MEDIUM,3.0,3.0,STEP7G_WEEKLY_FEASIBILITY_PERIOD,Thursday,07:30-16:00,False,True,True,MULTI_BLOCKED,BLOCKERS=CREW+PRODUCTION_IMPACT,260.0,CRITICAL,NOT_SCHEDULED_CANDIDATE_ONLY,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260726202343,SCHED-WIN-019,MAINT-CAND-002,M-FRAME-JIG-001,Frame Jig and Alignment Fixture,OVERDUE_MAINTENANCE,MP-FRAME-MED-001,SKILL-MECH-MAINT,MAINTENANCE,1.0,MEDIUM,3.0,3.0,STEP7G_WEEKLY_FEASIBILITY_PERIOD,Tuesday,07:30-16:00,False,True,True,MULTI_BLOCKED,BLOCKERS=CREW+PRODUCTION_IMPACT,260.0,CRITICAL,NOT_SCHEDULED_CANDIDATE_ONLY,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260726202343,SCHED-WIN-020,MAINT-CAND-002,M-FRAME-JIG-001,Frame Jig and Alignment Fixture,OVERDUE_MAINTENANCE,MP-FRAME-MED-001,SKILL-MECH-MAINT,MAINTENANCE,1.0,MEDIUM,3.0,3.0,STEP7G_WEEKLY_FEASIBILITY_PERIOD,Wednesday,07:30-16:00,False,True,True,MULTI_BLOCKED,BLOCKERS=CREW+PRODUCTION_IMPACT,260.0,CRITICAL,NOT_SCHEDULED_CANDIDATE_ONLY,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260726202343,SCHED-WIN-021,MAINT-CAND-003,M-WHEEL-TRUE-001,Wheel Truing Stand,OVERDUE_MAINTENANCE,MP-WHEEL-LIGHT-001,SKILL-BOLT-TIGHTENING,PRODUCTION,1.0,LIGHT,0.5,0.25,STEP7G_WEEKLY_FEASIBILITY_PERIOD,Friday,08:00-16:30,True,True,True,BLOCKED_BY_PRODUCTION_IMPACT,BLOCKERS=PRODUCTION_IMPACT,246.25,CRITICAL,NOT_SCHEDULED_CANDIDATE_ONLY,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260726202343,SCHED-WIN-022,MAINT-CAND-003,M-WHEEL-TRUE-001,Wheel Truing Stand,OVERDUE_MAINTENANCE,MP-WHEEL-LIGHT-001,SKILL-BOLT-TIGHTENING,PRODUCTION,1.0,LIGHT,0.5,0.25,STEP7G_WEEKLY_FEASIBILITY_PERIOD,Monday,08:00-16:30,True,True,True,BLOCKED_BY_PRODUCTION_IMPACT,BLOCKERS=PRODUCTION_IMPACT,246.25,CRITICAL,NOT_SCHEDULED_CANDIDATE_ONLY,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260726202343,SCHED-WIN-023,MAINT-CAND-003,M-WHEEL-TRUE-001,Wheel Truing Stand,OVERDUE_MAINTENANCE,MP-WHEEL-LIGHT-001,SKILL-BOLT-TIGHTENING,PRODUCTION,1.0,LIGHT,0.5,0.25,STEP7G_WEEKLY_FEASIBILITY_PERIOD,Thursday,08:00-16:30,True,True,True,BLOCKED_BY_PRODUCTION_IMPACT,BLOCKERS=PRODUCTION_IMPACT,246.25,CRITICAL,NOT_SCHEDULED_CANDIDATE_ONLY,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260726202343,SCHED-WIN-024,MAINT-CAND-003,M-WHEEL-TRUE-001,Wheel Truing Stand,OVERDUE_MAINTENANCE,MP-WHEEL-LIGHT-001,SKILL-BOLT-TIGHTENING,PRODUCTION,1.0,LIGHT,0.5,0.25,STEP7G_WEEKLY_FEASIBILITY_PERIOD,Tuesday,08:00-16:30,True,True,True,BLOCKED_BY_PRODUCTION_IMPACT,BLOCKERS=PRODUCTION_IMPACT,246.25,CRITICAL,NOT_SCHEDULED_CANDIDATE_ONLY,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260726202343,SCHED-WIN-025,MAINT-CAND-003,M-WHEEL-TRUE-001,Wheel Truing Stand,OVERDUE_MAINTENANCE,MP-WHEEL-LIGHT-001,SKILL-BOLT-TIGHTENING,PRODUCTION,1.0,LIGHT,0.5,0.25,STEP7G_WEEKLY_FEASIBILITY_PERIOD,Wednesday,08:00-16:30,True,True,True,BLOCKED_BY_PRODUCTION_IMPACT,BLOCKERS=PRODUCTION_IMPACT,246.25,CRITICAL,NOT_SCHEDULED_CANDIDATE_ONLY,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260726202343,SCHED-WIN-026,MAINT-CAND-004,M-WHEEL-TRUE-001,Wheel Truing Stand,DUE_MAINTENANCE,MP-WHEEL-MED-001,SKILL-MECH-MAINT,MAINTENANCE,1.0,MEDIUM,2.5,2.5,STEP7G_WEEKLY_FEASIBILITY_PERIOD,Friday,07:30-16:00,False,True,True,MULTI_BLOCKED,BLOCKERS=CREW+PRODUCTION_IMPACT,242.5,CRITICAL,NOT_SCHEDULED_CANDIDATE_ONLY,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260726202343,SCHED-WIN-027,MAINT-CAND-004,M-WHEEL-TRUE-001,Wheel Truing Stand,DUE_MAINTENANCE,MP-WHEEL-MED-001,SKILL-MECH-MAINT,MAINTENANCE,1.0,MEDIUM,2.5,2.5,STEP7G_WEEKLY_FEASIBILITY_PERIOD,Monday,07:30-16:00,False,True,True,MULTI_BLOCKED,BLOCKERS=CREW+PRODUCTION_IMPACT,242.5,CRITICAL,NOT_SCHEDULED_CANDIDATE_ONLY,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260726202343,SCHED-WIN-028,MAINT-CAND-004,M-WHEEL-TRUE-001,Wheel Truing Stand,DUE_MAINTENANCE,MP-WHEEL-MED-001,SKILL-MECH-MAINT,MAINTENANCE,1.0,MEDIUM,2.5,2.5,STEP7G_WEEKLY_FEASIBILITY_PERIOD,Thursday,07:30-16:00,False,True,True,MULTI_BLOCKED,BLOCKERS=CREW+PRODUCTION_IMPACT,242.5,CRITICAL,NOT_SCHEDULED_CANDIDATE_ONLY,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260726202343,SCHED-WIN-029,MAINT-CAND-004,M-WHEEL-TRUE-001,Wheel Truing Stand,DUE_MAINTENANCE,MP-WHEEL-MED-001,SKILL-MECH-MAINT,MAINTENANCE,1.0,MEDIUM,2.5,2.5,STEP7G_WEEKLY_FEASIBILITY_PERIOD,Tuesday,07:30-16:00,False,True,True,MULTI_BLOCKED,BLOCKERS=CREW+PRODUCTION_IMPACT,242.5,CRITICAL,NOT_SCHEDULED_CANDIDATE_ONLY,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260726202343,SCHED-WIN-030,MAINT-CAND-004,M-WHEEL-TRUE-001,Wheel Truing Stand,DUE_MAINTENANCE,MP-WHEEL-MED-001,SKILL-MECH-MAINT,MAINTENANCE,1.0,MEDIUM,2.5,2.5,STEP7G_WEEKLY_FEASIBILITY_PERIOD,Wednesday,07:30-16:00,False,True,True,MULTI_BLOCKED,BLOCKERS=CREW+PRODUCTION_IMPACT,242.5,CRITICAL,NOT_SCHEDULED_CANDIDATE_ONLY,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260726202343,SCHED-WIN-031,MAINT-CAND-004,M-WHEEL-TRUE-001,Wheel Truing Stand,DUE_MAINTENANCE,MP-WHEEL-MED-001,SKILL-MECH-MAINT,MAINTENANCE,1.0,MEDIUM,2.5,2.5,STEP7G_WEEKLY_FEASIBILITY_PERIOD,Friday,07:30-16:00,False,True,True,MULTI_BLOCKED,BLOCKERS=CREW+PRODUCTION_IMPACT,242.5,CRITICAL,NOT_SCHEDULED_CANDIDATE_ONLY,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260726202343,SCHED-WIN-032,MAINT-CAND-004,M-WHEEL-TRUE-001,Wheel Truing Stand,DUE_MAINTENANCE,MP-WHEEL-MED-001,SKILL-MECH-MAINT,MAINTENANCE,1.0,MEDIUM,2.5,2.5,STEP7G_WEEKLY_FEASIBILITY_PERIOD,Monday,07:30-16:00,False,True,True,MULTI_BLOCKED,BLOCKERS=CREW+PRODUCTION_IMPACT,242.5,CRITICAL,NOT_SCHEDULED_CANDIDATE_ONLY,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260726202343,SCHED-WIN-033,MAINT-CAND-004,M-WHEEL-TRUE-001,Wheel Truing Stand,DUE_MAINTENANCE,MP-WHEEL-MED-001,SKILL-MECH-MAINT,MAINTENANCE,1.0,MEDIUM,2.5,2.5,STEP7G_WEEKLY_FEASIBILITY_PERIOD,Thursday,07:30-16:00,False,True,True,MULTI_BLOCKED,BLOCKERS=CREW+PRODUCTION_IMPACT,242.5,CRITICAL,NOT_SCHEDULED_CANDIDATE_ONLY,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260726202343,SCHED-WIN-034,MAINT-CAND-004,M-WHEEL-TRUE-001,Wheel Truing Stand,DUE_MAINTENANCE,MP-WHEEL-MED-001,SKILL-MECH-MAINT,MAINTENANCE,1.0,MEDIUM,2.5,2.5,STEP7G_WEEKLY_FEASIBILITY_PERIOD,Tuesday,07:30-16:00,False,True,True,MULTI_BLOCKED,BLOCKERS=CREW+PRODUCTION_IMPACT,242.5,CRITICAL,NOT_SCHEDULED_CANDIDATE_ONLY,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260726202343,SCHED-WIN-035,MAINT-CAND-004,M-WHEEL-TRUE-001,Wheel Truing Stand,DUE_MAINTENANCE,MP-WHEEL-MED-001,SKILL-MECH-MAINT,MAINTENANCE,1.0,MEDIUM,2.5,2.5,STEP7G_WEEKLY_FEASIBILITY_PERIOD,Wednesday,07:30-16:00,False,True,True,MULTI_BLOCKED,BLOCKERS=CREW+PRODUCTION_IMPACT,242.5,CRITICAL,NOT_SCHEDULED_CANDIDATE_ONLY,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260726202343,SCHED-WIN-036,MAINT-CAND-005,M-BRAKE-BENCH-001,Brake Assembly Bench and Tooling,OVERDUE_MAINTENANCE,MP-BRAKE-MED-001,SKILL-MECH-MAINT,MAINTENANCE,1.0,MEDIUM,2.0,2.0,STEP7G_WEEKLY_FEASIBILITY_PERIOD,Friday,07:30-16:00,False,True,False,BLOCKED_BY_CREW,BLOCKERS=CREW,225.0,CRITICAL,NOT_SCHEDULED_CANDIDATE_ONLY,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260726202343,SCHED-WIN-037,MAINT-CAND-005,M-BRAKE-BENCH-001,Brake Assembly Bench and Tooling,OVERDUE_MAINTENANCE,MP-BRAKE-MED-001,SKILL-MECH-MAINT,MAINTENANCE,1.0,MEDIUM,2.0,2.0,STEP7G_WEEKLY_FEASIBILITY_PERIOD,Monday,07:30-16:00,False,True,False,BLOCKED_BY_CREW,BLOCKERS=CREW,225.0,CRITICAL,NOT_SCHEDULED_CANDIDATE_ONLY,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260726202343,SCHED-WIN-038,MAINT-CAND-005,M-BRAKE-BENCH-001,Brake Assembly Bench and Tooling,OVERDUE_MAINTENANCE,MP-BRAKE-MED-001,SKILL-MECH-MAINT,MAINTENANCE,1.0,MEDIUM,2.0,2.0,STEP7G_WEEKLY_FEASIBILITY_PERIOD,Thursday,07:30-16:00,False,True,False,BLOCKED_BY_CREW,BLOCKERS=CREW,225.0,CRITICAL,NOT_SCHEDULED_CANDIDATE_ONLY,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260726202343,SCHED-WIN-039,MAINT-CAND-005,M-BRAKE-BENCH-001,Brake Assembly Bench and Tooling,OVERDUE_MAINTENANCE,MP-BRAKE-MED-001,SKILL-MECH-MAINT,MAINTENANCE,1.0,MEDIUM,2.0,2.0,STEP7G_WEEKLY_FEASIBILITY_PERIOD,Tuesday,07:30-16:00,False,True,False,BLOCKED_BY_CREW,BLOCKERS=CREW,225.0,CRITICAL,NOT_SCHEDULED_CANDIDATE_ONLY,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260726202343,SCHED-WIN-040,MAINT-CAND-005,M-BRAKE-BENCH-001,Brake Assembly Bench and Tooling,OVERDUE_MAINTENANCE,MP-BRAKE-MED-001,SKILL-MECH-MAINT,MAINTENANCE,1.0,MEDIUM,2.0,2.0,STEP7G_WEEKLY_FEASIBILITY_PERIOD,Wednesday,07:30-16:00,False,True,False,BLOCKED_BY_CREW,BLOCKERS=CREW,225.0,CRITICAL,NOT_SCHEDULED_CANDIDATE_ONLY,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260726202343,SCHED-WIN-041,MAINT-CAND-005,M-BRAKE-BENCH-001,Brake Assembly Bench and Tooling,OVERDUE_MAINTENANCE,MP-BRAKE-MED-001,SKILL-MECH-MAINT,MAINTENANCE,1.0,MEDIUM,2.0,2.0,STEP7G_WEEKLY_FEASIBILITY_PERIOD,Friday,07:30-16:00,False,True,False,BLOCKED_BY_CREW,BLOCKERS=CREW,225.0,CRITICAL,NOT_SCHEDULED_CANDIDATE_ONLY,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260726202343,SCHED-WIN-042,MAINT-CAND-005,M-BRAKE-BENCH-001,Brake Assembly Bench and Tooling,OVERDUE_MAINTENANCE,MP-BRAKE-MED-001,SKILL-MECH-MAINT,MAINTENANCE,1.0,MEDIUM,2.0,2.0,STEP7G_WEEKLY_FEASIBILITY_PERIOD,Monday,07:30-16:00,False,True,False,BLOCKED_BY_CREW,BLOCKERS=CREW,225.0,CRITICAL,NOT_SCHEDULED_CANDIDATE_ONLY,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260726202343,SCHED-WIN-043,MAINT-CAND-005,M-BRAKE-BENCH-001,Brake Assembly Bench and Tooling,OVERDUE_MAINTENANCE,MP-BRAKE-MED-001,SKILL-MECH-MAINT,MAINTENANCE,1.0,MEDIUM,2.0,2.0,STEP7G_WEEKLY_FEASIBILITY_PERIOD,Thursday,07:30-16:00,False,True,False,BLOCKED_BY_CREW,BLOCKERS=CREW,225.0,CRITICAL,NOT_SCHEDULED_CANDIDATE_ONLY,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260726202343,SCHED-WIN-044,MAINT-CAND-005,M-BRAKE-BENCH-001,Brake Assembly Bench and Tooling,OVERDUE_MAINTENANCE,MP-BRAKE-MED-001,SKILL-MECH-MAINT,MAINTENANCE,1.0,MEDIUM,2.0,2.0,STEP7G_WEEKLY_FEASIBILITY_PERIOD,Tuesday,07:30-16:00,False,True,False,BLOCKED_BY_CREW,BLOCKERS=CREW,225.0,CRITICAL,NOT_SCHEDULED_CANDIDATE_ONLY,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
PHASE4-MPS-20260726202343,SCHED-WIN-045,MAINT-CAND-005,M-BRAKE-BENCH-001,Brake Assembly Bench and Tooling,OVERDUE_MAINTENANCE,MP-BRAKE-MED-001,SKILL-MECH-MAINT,MAINTENANCE,1.0,MEDIUM,2.0,2.0,STEP7G_WEEKLY_FEASIBILITY_PERIOD,Wednesday,07:30-16:00,False,True,False,BLOCKED_BY_CREW,BLOCKERS=CREW,225.0,CRITICAL,NOT_SCHEDULED_CANDIDATE_ONLY,True,SHARED_STEP7G_MAINTENANCE_SCHEDULE_FEASIBILITY,True
