schema_version,run_id,sku_id,final_iteration,convergence_status,forecast_demand_30d,demand_urgency_score,forecast_uncertainty_level,usable_on_hand_inventory_units,integrated_inventory_position_units,safety_stock_units,reorder_point_units,main_inventory_status,net_replenishment_requirement_units,maximum_safe_order_units,selected_supplier_ids,supplier_allocation_plan,total_allocated_usable_quantity,total_supplier_purchase_quantity,split_sourcing_used_flag,expedite_used_flag,earliest_arrival_date,final_arrival_date,total_procurement_cost,projected_holding_cost,projected_stockout_cost,projected_expiry_cost,projected_warehouse_cost,projected_total_relevant_cost,procurement_capacity_feasible_flag,inventory_policy_feasible_flag,warehouse_capacity_feasible_flag,service_level_feasible_flag,allocation_accepted_flag,final_recommendation,final_action_owner,final_priority,final_review_required,final_review_reason,auto_apply_allowed,purchase_order_creation_allowed,procurement_execution_ready_flag,approval_status,approval_owner
1.0,INTEGRATED-20260623120202,SKU-BIKE-ROAD-001,1,CONVERGED_WITH_REVIEW,424.6453,34.32,LOW,16.0,14.0,76.0,162.0,CRITICAL_LOW_STOCK,86.0,232.0,,,0.0,0.0,False,False,,,0.0,0.0,2150.0,0.0,0.0,0.0,False,True,True,True,False,REVIEW_BEFORE_ACTION,MULTI_DEPARTMENT_REVIEW,HIGH,True,CONVERGED_WITH_REVIEW;UNALLOCATED_REQUIREMENT_REMAINS;PHASE3_ALLOCATION_VALIDATION_NOT_ACCEPTED,False,False,False,NOT_REQUESTED,HUMAN_MANAGER
1.0,INTEGRATED-20260623120202,SKU-BIKE-MT-001,1,CONVERGED_WITH_REVIEW,329.889,33.36,LOW,13.0,12.0,62.0,132.0,CRITICAL_LOW_STOCK,70.0,189.0,,,0.0,0.0,False,False,,,0.0,0.0,1750.0,0.0,0.0,0.0,False,True,True,True,False,REVIEW_BEFORE_ACTION,MULTI_DEPARTMENT_REVIEW,HIGH,True,CONVERGED_WITH_REVIEW;UNALLOCATED_REQUIREMENT_REMAINS;PHASE3_ALLOCATION_VALIDATION_NOT_ACCEPTED,False,False,False,NOT_REQUESTED,HUMAN_MANAGER
1.0,INTEGRATED-20260623120202,SKU-COMP-FRAME-ROAD-001,1,CONVERGED_WITH_REVIEW,0.0,0.0,UNKNOWN,110.0,100.0,11.0,29.0,OVERSTOCK,0.0,0.0,,,0.0,0.0,False,False,,,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True,NO_PROCUREMENT_ACTION_REQUIRED,NO_OWNER_REQUIRED,LOW,False,NO_REPLENISHMENT_REQUIREMENT,False,False,False,NOT_REQUESTED,HUMAN_MANAGER
1.0,INTEGRATED-20260623120202,SKU-COMP-FRAME-MT-001,1,CONVERGED_WITH_REVIEW,0.0,0.0,UNKNOWN,82.0,74.0,12.0,32.0,OVERSTOCK,0.0,10.0,,,0.0,0.0,False,False,,,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True,NO_PROCUREMENT_ACTION_REQUIRED,NO_OWNER_REQUIRED,LOW,False,NO_REPLENISHMENT_REQUIREMENT,False,False,False,NOT_REQUESTED,HUMAN_MANAGER
1.0,INTEGRATED-20260623120202,SKU-COMP-WHEEL-ROAD-700C,1,CONVERGED_WITH_REVIEW,0.0,0.0,UNKNOWN,240.0,220.0,10.0,24.0,OVERSTOCK,0.0,0.0,,,0.0,0.0,False,False,,,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True,NO_PROCUREMENT_ACTION_REQUIRED,NO_OWNER_REQUIRED,LOW,False,NO_REPLENISHMENT_REQUIREMENT,False,False,False,NOT_REQUESTED,HUMAN_MANAGER
1.0,INTEGRATED-20260623120202,SKU-COMP-WHEEL-MT-29,1,CONVERGED_WITH_REVIEW,0.0,0.0,UNKNOWN,192.0,174.0,11.0,27.0,OVERSTOCK,0.0,0.0,,,0.0,0.0,False,False,,,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True,NO_PROCUREMENT_ACTION_REQUIRED,NO_OWNER_REQUIRED,LOW,False,NO_REPLENISHMENT_REQUIREMENT,False,False,False,NOT_REQUESTED,HUMAN_MANAGER
1.0,INTEGRATED-20260623120202,SKU-COMP-TIRE-ROAD-700C,1,CONVERGED_WITH_REVIEW,0.0,0.0,UNKNOWN,315.0,290.0,9.0,19.0,OVERSTOCK,0.0,0.0,,,0.0,0.0,False,False,,,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True,NO_PROCUREMENT_ACTION_REQUIRED,NO_OWNER_REQUIRED,LOW,False,NO_REPLENISHMENT_REQUIREMENT,False,False,False,NOT_REQUESTED,HUMAN_MANAGER
1.0,INTEGRATED-20260623120202,SKU-COMP-TIRE-MT-29,1,CONVERGED_WITH_REVIEW,0.0,0.0,UNKNOWN,278.0,256.0,9.0,20.0,OVERSTOCK,0.0,0.0,,,0.0,0.0,False,False,,,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True,NO_PROCUREMENT_ACTION_REQUIRED,NO_OWNER_REQUIRED,LOW,False,NO_REPLENISHMENT_REQUIREMENT,False,False,False,NOT_REQUESTED,HUMAN_MANAGER
1.0,INTEGRATED-20260623120202,SKU-COMP-BRAKE-FRONT-001,1,CONVERGED_WITH_REVIEW,0.0,0.0,UNKNOWN,148.0,136.0,10.0,23.0,OVERSTOCK,0.0,0.0,,,0.0,0.0,False,False,,,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True,NO_PROCUREMENT_ACTION_REQUIRED,NO_OWNER_REQUIRED,LOW,False,NO_REPLENISHMENT_REQUIREMENT,False,False,False,NOT_REQUESTED,HUMAN_MANAGER
1.0,INTEGRATED-20260623120202,SKU-COMP-BRAKE-REAR-001,1,CONVERGED_WITH_REVIEW,0.0,0.0,UNKNOWN,143.0,131.0,10.0,23.0,OVERSTOCK,0.0,0.0,,,0.0,0.0,False,False,,,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True,NO_PROCUREMENT_ACTION_REQUIRED,NO_OWNER_REQUIRED,LOW,False,NO_REPLENISHMENT_REQUIREMENT,False,False,False,NOT_REQUESTED,HUMAN_MANAGER
1.0,INTEGRATED-20260623120202,SKU-COMP-PEDAL-SET-001,1,CONVERGED_WITH_REVIEW,0.0,0.0,UNKNOWN,166.0,152.0,5.0,14.0,OVERSTOCK,0.0,0.0,,,0.0,0.0,False,False,,,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True,NO_PROCUREMENT_ACTION_REQUIRED,NO_OWNER_REQUIRED,LOW,False,NO_REPLENISHMENT_REQUIREMENT,False,False,False,NOT_REQUESTED,HUMAN_MANAGER
1.0,INTEGRATED-20260623120202,SKU-COMP-BOLT-KIT-001,1,CONVERGED_WITH_REVIEW,0.0,0.0,UNKNOWN,460.0,420.0,4.0,11.0,OVERSTOCK,0.0,0.0,,,0.0,0.0,False,False,,,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True,NO_PROCUREMENT_ACTION_REQUIRED,NO_OWNER_REQUIRED,LOW,False,NO_REPLENISHMENT_REQUIREMENT,False,False,False,NOT_REQUESTED,HUMAN_MANAGER
