date,sku_id,quantity_demanded,location_id,channel,sales_value,event_label,notes,is_invalid_quantity,event_count,has_event,before_event_flag,during_event_flag,after_event_flag,promotion_flag,holiday_flag,stockout_flag,breakdown_flag,marketing_flag,event_names,event_types,day_of_week,week_of_year,month,quarter,weekend_flag,month_start_flag,month_end_flag,lag_1,lag_3,lag_7,lag_14,lag_30,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,rolling_mean_30,rolling_std_30,rolling_min_30,rolling_max_30,demand_change_1,demand_change_7,rolling_trend_7,rolling_trend_30,momentum_7,momentum_30,recent_event_count_7,recent_event_count_30,anomaly_recent_flag,anomaly_count_30,demand_behavior_class,coefficient_of_variation,zero_demand_ratio,event_affected_ratio,data_sufficiency_class
2026-01-11,SKU-BAT-008,0,WH-NORTH,online,0.0,,,False,0,0,0,0,0,0,0,0,0,0,,,6,2,1,1,1,0,0,6.0,7.0,0.0,,,3.0,3.7859388972001824,2.8,3.6453928305312844,2.8,3.6453928305312844,0.0,8.0,-6.0,0.0,0.20000000000000018,0.20000000000000018,6.0,,0.0,2.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-01-12,SKU-BAT-008,0,WH-NORTH,retail,0.0,,,False,0,0,0,0,0,0,0,0,0,0,,,0,3,1,1,0,0,0,0.0,8.0,0.0,,,3.0,3.7859388972001824,2.5454545454545454,3.559877423834601,2.5454545454545454,3.559877423834601,0.0,8.0,0.0,0.0,0.4545454545454546,0.4545454545454546,0.0,,0.0,2.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-01-13,SKU-BAT-008,0,WH-NORTH,retail,0.0,,,False,0,0,0,0,0,0,0,0,0,0,,,1,3,1,1,0,0,0,0.0,6.0,0.0,,,3.0,3.7859388972001824,2.3333333333333335,3.4728383291777436,2.3333333333333335,3.4728383291777436,0.0,8.0,0.0,0.0,0.6666666666666665,0.6666666666666665,0.0,,0.0,2.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-01-14,SKU-BAT-008,0,WH-NORTH,retail,0.0,,,False,0,0,0,0,0,0,0,0,0,0,,,2,3,1,1,0,0,0,0.0,0.0,0.0,,,3.0,3.7859388972001824,2.1538461538461537,3.3873823188944847,2.1538461538461537,3.3873823188944847,0.0,8.0,0.0,0.0,0.8461538461538463,0.8461538461538463,0.0,,0.0,2.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-01-15,SKU-BAT-008,0,WH-NORTH,retail,0.0,,,False,0,0,0,0,0,0,0,0,0,0,,,3,3,1,1,0,0,0,0.0,0.0,7.0,7.0,,3.0,3.7859388972001824,2.0,3.305007855221667,2.0,3.305007855221667,0.0,8.0,0.0,-7.0,1.0,1.0,-7.0,,0.0,2.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-01-16,SKU-BAT-008,0,WH-NORTH,retail,0.0,,,False,0,0,0,0,0,0,0,0,0,0,,,4,3,1,1,0,0,0,0.0,0.0,8.0,0.0,,2.0,3.464101615137755,1.5,3.0064034224404317,1.8666666666666667,3.2263793654069595,0.0,8.0,0.0,-8.0,0.5,0.1333333333333333,-8.0,,0.0,2.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-01-17,SKU-BAT-008,8,WH-NORTH,online,38.0,,,False,0,0,0,0,0,0,0,0,0,0,,,5,3,1,1,1,0,0,0.0,0.0,6.0,0.0,,0.8571428571428571,2.267786838055364,1.5,3.0064034224404317,1.75,3.1517191076194173,0.0,8.0,8.0,2.0,-0.6428571428571429,-0.8928571428571429,-6.0,,0.0,2.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-01-18,SKU-BAT-008,6,WH-NORTH,online,28.5,,,False,0,0,0,0,0,0,0,0,0,0,,,6,3,1,1,1,0,0,8.0,0.0,0.0,0.0,,1.1428571428571428,3.0237157840738185,2.0714285714285716,3.429830354949974,2.1176470588235294,3.407388166564981,0.0,8.0,-2.0,6.0,-0.9285714285714288,-0.9747899159663866,8.0,,0.0,2.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-01-19,SKU-BAT-008,8,WH-NORTH,retail,38.0,,,False,0,0,0,0,0,0,0,0,0,0,,,0,4,1,1,0,0,0,6.0,0.0,0.0,0.0,,2.0,3.464101615137755,2.5,3.524638552118064,2.3333333333333335,3.429971702850177,0.0,8.0,2.0,8.0,-0.5,-0.3333333333333335,6.0,,0.0,2.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-01-20,SKU-BAT-008,0,WH-NORTH,retail,0.0,,,False,0,0,0,0,0,0,0,0,0,0,,,1,4,1,1,0,0,0,8.0,8.0,0.0,0.0,,3.142857142857143,3.9761191895520196,3.0714285714285716,3.7306276171151707,2.6315789473684212,3.5778722155274463,0.0,8.0,-8.0,0.0,0.07142857142857117,0.5112781954887216,8.0,,0.0,2.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-01-21,SKU-BAT-008,0,WH-NORTH,retail,0.0,,,False,0,0,0,0,0,0,0,0,0,0,,,2,4,1,1,0,0,0,0.0,6.0,0.0,0.0,,3.142857142857143,3.9761191895520196,3.0714285714285716,3.7306276171151707,2.5,3.5318103304858144,0.0,8.0,0.0,0.0,0.07142857142857117,0.6428571428571428,0.0,,0.0,2.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-01-22,SKU-BAT-008,0,WH-NORTH,retail,0.0,,,False,0,0,0,0,0,0,0,0,0,0,,,3,4,1,1,0,0,0,0.0,8.0,0.0,7.0,,3.142857142857143,3.9761191895520196,3.0714285714285716,3.7306276171151707,2.380952380952381,3.485343461930122,0.0,8.0,0.0,0.0,0.07142857142857117,0.7619047619047619,0.0,,0.0,2.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-01-23,SKU-BAT-008,0,WH-NORTH,retail,0.0,,,False,0,0,0,0,0,0,0,0,0,0,,,4,4,1,1,0,0,0,0.0,0.0,0.0,8.0,,3.142857142857143,3.9761191895520196,2.5714285714285716,3.6313651960128146,2.272727272727273,3.4390172763218025,0.0,8.0,0.0,0.0,0.5714285714285712,0.8701298701298699,0.0,,0.0,2.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-01-24,SKU-BAT-008,0,WH-NORTH,online,0.0,,,False,0,0,0,0,0,0,0,0,0,0,,,5,4,1,1,1,0,0,0.0,0.0,8.0,6.0,,3.142857142857143,3.9761191895520196,2.0,3.328201177351375,2.1739130434782608,3.3932040893666953,0.0,8.0,0.0,-8.0,1.1428571428571428,0.968944099378882,-8.0,,0.0,2.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-01-25,SKU-BAT-008,0,WH-NORTH,online,0.0,,,False,0,0,0,0,0,0,0,0,0,0,,,6,4,1,1,1,0,0,0.0,0.0,6.0,0.0,,2.0,3.4641016151377544,1.5714285714285714,3.1553199451155436,2.0833333333333335,3.3481554515189753,0.0,8.0,0.0,-6.0,0.4285714285714286,-0.08333333333333348,-6.0,,0.0,2.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-01-26,SKU-BAT-008,7,WH-NORTH,retail,33.25,,,False,0,0,0,0,0,0,0,0,0,0,,,0,5,1,1,0,0,0,0.0,0.0,8.0,0.0,,1.1428571428571428,3.0237157840738176,1.5714285714285714,3.1553199451155436,2.0,3.3040379335998353,0.0,8.0,7.0,-1.0,-0.4285714285714286,-0.8571428571428572,-8.0,,0.0,2.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-01-27,SKU-BAT-008,9,WH-NORTH,retail,42.75,,,False,0,0,0,0,0,0,0,0,0,0,,,1,5,1,1,0,0,0,7.0,0.0,0.0,0.0,,1.0,2.6457513110645903,2.0714285714285716,3.429830354949974,2.1923076923076925,3.3825343252565028,0.0,8.0,2.0,9.0,-1.0714285714285716,-1.1923076923076925,7.0,,0.0,2.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-01-28,SKU-BAT-008,9,WH-NORTH,retail,42.75,,,False,0,0,0,0,0,0,0,0,0,0,,,2,5,1,1,0,0,0,9.0,0.0,0.0,0.0,,2.2857142857142856,3.9460649476951812,2.7142857142857144,3.8316208947805213,2.4444444444444446,3.5662233129669154,0.0,9.0,0.0,9.0,-0.4285714285714288,-0.15873015873015905,9.0,,0.0,2.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-01-29,SKU-BAT-008,0,WH-NORTH,retail,0.0,,,False,0,0,0,0,0,0,0,0,0,0,,,3,5,1,1,0,0,0,9.0,7.0,0.0,0.0,,3.5714285714285716,4.503966505838414,3.357142857142857,4.0876388305219935,2.6785714285714284,3.712377409658942,0.0,9.0,-9.0,0.0,0.2142857142857144,0.8928571428571432,9.0,,0.0,2.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-01-30,SKU-BAT-008,0,WH-NORTH,retail,0.0,,,False,0,0,0,0,0,0,0,0,0,0,,,4,5,1,1,0,0,0,0.0,9.0,0.0,0.0,,3.5714285714285716,4.503966505838414,3.357142857142857,4.0876388305219935,2.586206896551724,3.679258867327479,0.0,9.0,0.0,0.0,0.2142857142857144,0.9852216748768474,0.0,,0.0,2.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-01-31,SKU-BAT-008,0,WH-NORTH,online,0.0,,,False,0,0,0,0,0,0,0,0,0,0,,,5,5,1,1,1,0,1,0.0,9.0,0.0,8.0,7.0,3.5714285714285716,4.503966505838414,3.357142857142857,4.0876388305219935,2.5,3.6459708512652518,0.0,9.0,0.0,0.0,0.2142857142857144,1.0714285714285716,0.0,-7.0,0.0,2.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-02-01,SKU-BAT-008,0,WH-NORTH,online,0.0,,,False,0,0,0,0,0,0,0,0,0,0,,,6,5,2,1,1,1,0,0.0,0.0,0.0,6.0,0.0,3.5714285714285716,4.503966505838414,2.7857142857142856,3.945368685678699,2.2666666666666666,3.5712775009099684,0.0,9.0,0.0,0.0,0.785714285714286,1.304761904761905,0.0,0.0,0.0,1.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-02-02,SKU-BAT-008,0,WH-NORTH,retail,0.0,,,False,0,0,0,0,0,0,0,0,0,0,,,0,6,2,1,0,0,0,0.0,0.0,7.0,8.0,0.0,3.5714285714285716,4.503966505838414,2.357142857142857,3.8949107397127434,2.2666666666666666,3.5712775009099684,0.0,9.0,0.0,-7.0,1.2142857142857144,1.304761904761905,-7.0,0.0,0.0,0.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-02-03,SKU-BAT-008,0,WH-NORTH,retail,0.0,,,False,0,0,0,0,0,0,0,0,0,0,,,1,6,2,1,0,0,0,0.0,0.0,9.0,0.0,0.0,2.5714285714285716,4.3915503282684,1.7857142857142858,3.577248006038063,2.2666666666666666,3.5712775009099684,0.0,9.0,0.0,-9.0,0.7857142857142858,0.304761904761905,-9.0,0.0,0.0,0.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-02-04,SKU-BAT-008,9,WH-NORTH,retail,42.75,,,False,0,0,0,0,0,0,0,0,0,0,,,2,6,2,1,0,0,0,0.0,0.0,9.0,0.0,0.0,1.2857142857142858,3.4016802570830458,1.7857142857142858,3.577248006038063,2.2666666666666666,3.5712775009099684,0.0,9.0,9.0,0.0,-0.5,-0.9809523809523808,-9.0,0.0,0.0,0.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-02-05,SKU-BAT-008,7,WH-NORTH,retail,33.25,,,False,0,0,0,0,0,0,0,0,0,0,,,3,6,2,1,0,0,0,9.0,0.0,0.0,0.0,0.0,1.2857142857142858,3.4016802570830458,2.4285714285714284,4.013712758767138,2.566666666666667,3.7479496310358296,0.0,9.0,-2.0,7.0,-1.1428571428571426,-1.280952380952381,9.0,9.0,0.0,0.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-02-06,SKU-BAT-008,7,WH-NORTH,retail,33.25,,,False,0,0,0,0,0,0,0,0,0,0,,,4,6,2,1,0,0,0,7.0,0.0,0.0,0.0,0.0,2.2857142857142856,3.9460649476951817,2.9285714285714284,4.1224392651081585,2.8,3.800181483869531,0.0,9.0,0.0,7.0,-0.6428571428571428,-0.5142857142857142,7.0,7.0,0.0,0.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-02-07,SKU-BAT-008,0,WH-NORTH,online,0.0,,,False,0,0,0,0,0,0,0,0,0,0,,,5,6,2,1,1,0,0,7.0,9.0,0.0,0.0,7.0,3.2857142857142856,4.1518785191880605,3.4285714285714284,4.164211731007364,3.033333333333333,3.8370546654624467,0.0,9.0,-7.0,0.0,-0.1428571428571428,0.2523809523809524,7.0,0.0,0.0,0.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-02-08,SKU-BAT-008,0,WH-NORTH,online,0.0,,,False,0,0,0,0,0,0,0,0,0,0,,,6,6,2,1,1,0,0,0.0,7.0,0.0,0.0,8.0,3.2857142857142856,4.1518785191880605,3.4285714285714284,4.164211731007364,2.8,3.800181483869531,0.0,9.0,0.0,0.0,-0.1428571428571428,0.48571428571428577,0.0,-8.0,0.0,0.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-02-09,SKU-BAT-008,0,WH-NORTH,retail,0.0,,,False,0,0,0,0,0,0,0,0,0,0,,,0,7,2,1,0,0,0,0.0,7.0,0.0,7.0,6.0,3.2857142857142856,4.1518785191880605,3.4285714285714284,4.164211731007364,2.533333333333333,3.7021273784726514,0.0,9.0,0.0,0.0,-0.1428571428571428,0.7523809523809524,0.0,-6.0,0.0,0.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-02-10,SKU-BAT-008,0,WH-NORTH,retail,0.0,,,False,0,0,0,0,0,0,0,0,0,0,,,1,7,2,1,0,0,0,0.0,0.0,0.0,9.0,0.0,3.2857142857142856,4.1518785191880605,2.9285714285714284,4.1224392651081585,2.3333333333333335,3.6703221068206116,0.0,9.0,0.0,0.0,0.3571428571428572,0.9523809523809521,0.0,0.0,0.0,0.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-02-11,SKU-BAT-008,0,WH-NORTH,retail,0.0,,,False,0,0,0,0,0,0,0,0,0,0,,,2,7,2,1,0,0,0,0.0,0.0,9.0,9.0,0.0,3.2857142857142856,4.1518785191880605,2.2857142857142856,3.7912565692163827,2.3333333333333335,3.6703221068206116,0.0,9.0,0.0,-9.0,1.0,0.9523809523809521,-9.0,0.0,0.0,0.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-02-12,SKU-BAT-008,0,WH-NORTH,retail,0.0,,,False,0,0,0,0,0,0,0,0,0,0,,,3,7,2,1,0,0,0,0.0,0.0,7.0,0.0,0.0,2.0,3.415650255319867,1.6428571428571428,3.295851538318643,2.3333333333333335,3.6703221068206116,0.0,9.0,0.0,-7.0,0.3571428571428572,-0.3333333333333335,-7.0,0.0,0.0,0.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-02-13,SKU-BAT-008,7,WH-NORTH,retail,33.25,,,False,0,0,0,0,0,0,0,0,0,0,,,4,7,2,1,0,0,0,0.0,0.0,7.0,0.0,0.0,1.0,2.6457513110645916,1.6428571428571428,3.295851538318643,2.3333333333333335,3.6703221068206116,0.0,9.0,7.0,0.0,-0.6428571428571428,-1.3333333333333335,-7.0,0.0,0.0,0.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-02-14,SKU-BAT-008,8,WH-NORTH,online,38.0,,,False,0,0,0,0,0,0,0,0,0,0,,,5,7,2,1,1,0,0,7.0,0.0,0.0,0.0,0.0,1.0,2.6457513110645916,2.142857142857143,3.54871900738937,2.566666666666667,3.7387378778860962,0.0,9.0,1.0,8.0,-1.1428571428571428,-1.5666666666666669,7.0,7.0,0.0,0.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-02-15,SKU-BAT-008,8,WH-NORTH,online,38.0,,,False,0,0,0,0,0,0,0,0,0,0,,,6,7,2,1,1,0,0,8.0,0.0,0.0,0.0,0.0,2.142857142857143,3.670993118515817,2.7142857142857144,3.8114921654743736,2.8333333333333335,3.8334582688286276,0.0,9.0,0.0,8.0,-0.5714285714285716,-0.6904761904761907,8.0,8.0,0.0,0.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-02-16,SKU-BAT-008,0,WH-NORTH,retail,0.0,,,False,0,0,0,0,0,0,0,0,0,0,,,0,8,2,1,0,0,0,8.0,7.0,0.0,0.0,8.0,3.2857142857142856,4.111540089159038,3.2857142857142856,3.9696651947288655,3.1,3.90711111198278,0.0,9.0,-8.0,0.0,0.0,0.1857142857142855,8.0,0.0,0.0,0.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-02-17,SKU-BAT-008,0,WH-NORTH,retail,0.0,,,False,0,0,0,0,0,0,0,0,0,0,,,1,8,2,1,0,0,0,0.0,8.0,0.0,0.0,6.0,3.2857142857142856,4.111540089159038,3.2857142857142856,3.9696651947288655,2.8333333333333335,3.8334582688286276,0.0,9.0,0.0,0.0,0.0,0.4523809523809521,0.0,-6.0,0.0,0.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-02-18,SKU-BAT-008,0,WH-NORTH,retail,0.0,,,False,0,0,0,0,0,0,0,0,0,0,,,2,8,2,1,0,0,0,0.0,8.0,0.0,9.0,8.0,3.2857142857142856,4.111540089159038,3.2857142857142856,3.9696651947288655,2.6333333333333333,3.819038815103137,0.0,9.0,0.0,0.0,0.0,0.6523809523809523,0.0,-8.0,0.0,0.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-02-19,SKU-BAT-008,0,WH-NORTH,retail,0.0,,,False,0,0,0,0,0,0,0,0,0,0,,,3,8,2,1,0,0,0,0.0,0.0,0.0,7.0,0.0,3.2857142857142856,4.111540089159038,2.642857142857143,3.6921359850184468,2.3666666666666667,3.709106531817038,0.0,9.0,0.0,0.0,0.6428571428571428,0.9190476190476189,0.0,0.0,0.0,0.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-02-20,SKU-BAT-008,0,WH-NORTH,retail,0.0,,,False,0,0,0,0,0,0,0,0,0,0,,,4,8,2,1,0,0,0,0.0,0.0,7.0,7.0,0.0,3.2857142857142856,4.111540089159038,2.142857142857143,3.5269761041947025,2.3666666666666667,3.709106531817038,0.0,9.0,0.0,-7.0,1.1428571428571428,0.9190476190476189,-7.0,0.0,0.0,0.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-02-21,SKU-BAT-008,0,WH-NORTH,online,0.0,,,False,0,0,0,0,0,0,0,0,0,0,,,5,8,2,1,1,0,0,0.0,0.0,8.0,0.0,0.0,2.2857142857142856,3.9036002917941337,1.6428571428571428,3.2724289463319463,2.3666666666666667,3.709106531817038,0.0,9.0,0.0,-8.0,0.6428571428571428,-0.08095238095238111,-8.0,0.0,0.0,0.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-02-22,SKU-BAT-008,7,WH-NORTH,online,33.25,,,False,0,0,0,0,0,0,0,0,0,0,,,6,8,2,1,1,0,0,0.0,0.0,8.0,0.0,0.0,1.1428571428571428,3.0237157840738194,1.6428571428571428,3.2724289463319463,2.3666666666666667,3.709106531817038,0.0,9.0,7.0,-1.0,-0.5,-1.223809523809524,-8.0,0.0,0.0,0.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-02-23,SKU-BAT-008,7,WH-NORTH,retail,33.25,,,False,0,0,0,0,0,0,0,0,0,0,,,0,9,2,1,0,0,0,7.0,0.0,0.0,0.0,0.0,1.0,2.645751311064592,2.142857142857143,3.5269761041947025,2.6,3.7746888430795154,0.0,9.0,0.0,7.0,-1.1428571428571428,-1.6,7.0,7.0,0.0,0.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-02-24,SKU-BAT-008,7,WH-NORTH,retail,33.25,,,False,0,0,0,0,0,0,0,0,0,0,,,1,9,2,1,0,0,0,7.0,0.0,0.0,0.0,0.0,2.0,3.4156502553198678,2.642857142857143,3.6921359850184468,2.8333333333333335,3.8244524812852885,0.0,9.0,0.0,7.0,-0.6428571428571428,-0.8333333333333335,7.0,7.0,0.0,0.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-02-25,SKU-BAT-008,0,WH-NORTH,retail,0.0,,,False,0,0,0,0,0,0,0,0,0,0,,,2,9,2,1,0,0,0,7.0,7.0,0.0,0.0,7.0,3.0,3.7416573867739427,3.142857142857143,3.7796447300922726,3.066666666666667,3.859009461375874,0.0,9.0,-7.0,0.0,-0.1428571428571428,-0.06666666666666687,7.0,0.0,0.0,0.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-02-26,SKU-BAT-008,0,WH-NORTH,retail,0.0,,,False,0,0,0,0,0,0,0,0,0,0,,,3,9,2,1,0,0,0,0.0,7.0,0.0,0.0,9.0,3.0,3.7416573867739427,3.142857142857143,3.7796447300922726,2.8333333333333335,3.8244524812852885,0.0,9.0,0.0,0.0,-0.1428571428571428,0.16666666666666652,0.0,-9.0,0.0,0.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-02-27,SKU-BAT-008,0,WH-NORTH,retail,0.0,,,False,0,0,0,0,0,0,0,0,0,0,,,4,9,2,1,0,0,0,0.0,7.0,0.0,7.0,9.0,3.0,3.7416573867739427,3.142857142857143,3.7796447300922726,2.533333333333333,3.6740781938756624,0.0,9.0,0.0,0.0,-0.1428571428571428,0.4666666666666668,0.0,-9.0,0.0,0.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
2026-02-28,SKU-BAT-008,0,WH-NORTH,online,0.0,,,False,0,0,0,0,0,0,0,0,0,0,,,5,9,2,1,1,0,1,0.0,0.0,0.0,8.0,0.0,3.0,3.7416573867739427,2.642857142857143,3.6921359850184468,2.2333333333333334,3.4907101671815113,0.0,9.0,0.0,0.0,0.3571428571428572,0.7666666666666666,0.0,0.0,0.0,0.0,0,0.0,intermittent,1.7252946396530315,0.6574585635359116,0.08287292817679558,high
