sku_id,supplier_id,unit_cost,moq,batch_size,lead_time_mean_days,lead_time_std_days,yield_rate,defect_rate,delay_probability,partial_delivery_rate,fixed_order_cost,delivery_cost,cost_per_late_day,partial_delivery_penalty,quality_rejection_cost_per_unit,supplier_history_status,supplier_trend_status,supplier_watchlist_flag,supplier_watchlist_reason,supplier_evidence_status,supplier_evidence_warning,supplier_requires_review,reference_order_quantity,estimated_product_cost,estimated_fixed_order_cost,estimated_delivery_cost,estimated_expected_delay_cost,estimated_expected_partial_delivery_cost,estimated_expected_quality_cost,estimated_total_procurement_cost,cost_score_basis,normalized_total_cost_score,demand_behavior_class,zero_demand_ratio,coefficient_of_variation,event_affected_ratio,data_sufficiency_class,champion_model,champion_confidence_score,champion_risk_level,average_p50_forecast,average_p90_forecast,average_forecast_confidence_score,dominant_forecast_risk_level,demand_context_status,demand_adjusted_procurement_risk_score,demand_adjusted_procurement_risk_class,demand_context_adjustment,supplier_trend_adjustment,reference_usable_quantity,reference_quantity_source,yield_adjusted_order_quantity,batch_rounded_order_quantity,moq_adjusted_order_quantity,final_feasible_order_quantity,is_supplier_active,is_feasible_supplier_option,feasibility_warning,feasibility_reason,supplier_score,adjusted_supplier_score,procurement_risk_score,procurement_risk_class
SKU-CHC-005,SUP-005,9.27,55,40,14,7.8,0.904,0.096,0.36,0.232,71.4,150.0,45.0,237.6,8.0,HISTORICAL,WATCHLIST,True,Multiple supplier performance metrics are worsening.,STRONG_HISTORY,WATCHLIST_SUPPLIER,True,55.0,509.84999999999997,71.4,150.0,126.35999999999999,55.123200000000004,42.24,954.9732,estimated_total_procurement_cost,0.6411380090962795,smooth,0.0,0.2655149787728912,0.1602209944751381,high,gradient_boosting,0.9715421832144412,LOW_RISK,18.99866977844311,19.083469838866268,0.9715421832144414,LOW_RISK,LOADED_FROM_PHASE1,0.3610587486262757,MEDIUM,0.008713798977853493,-0.05,19.083469838866268,AVERAGE_P90_FORECAST,21.11003300759543,40.0,55.0,55.0,False,False,INACTIVE_SUPPLIER,Supplier is inactive.,0.6387612874420397,0.5974750864198932,0.35404098004368434,MEDIUM
SKU-CHC-005,SUP-006,6.81,170,135,18,4.2,0.929,0.071,0.24,0.112,183.6,70.0,28.0,151.2,6.0,HISTORICAL,WATCHLIST,True,Multiple supplier performance metrics are worsening.,STRONG_HISTORY,WATCHLIST_SUPPLIER,True,170.0,1157.7,183.6,70.0,28.224,16.9344,72.41999999999999,1528.8784,estimated_total_procurement_cost,0.0,smooth,0.0,0.2655149787728912,0.1602209944751381,high,gradient_boosting,0.9715421832144412,LOW_RISK,18.99866977844311,19.083469838866268,0.9715421832144414,LOW_RISK,LOADED_FROM_PHASE1,0.22845803818455843,LOW,0.015,-0.05,19.083469838866268,AVERAGE_P90_FORECAST,20.541948158090708,135.0,170.0,170.0,True,True,HIGH_MOQ_VS_DEMAND,MOQ is high compared to expected demand.,0.36066087051662316,0.3256608705166232,0.22144026960196708,LOW
SKU-COF-001,SUP-001,2.18,80,60,15,6.2,0.86,0.14,0.43,0.28,65.0,180.0,55.0,260.0,9.0,HISTORICAL,IMPROVING,False,Supplier performance is improving across most metrics.,STRONG_HISTORY,NONE,False,80.0,174.4,65.0,180.0,146.63,72.80000000000001,100.80000000000001,739.6299999999999,estimated_total_procurement_cost,0.0,smooth,0.0,0.1603027357993117,0.0828729281767955,high,gradient_boosting,0.9788810204272372,LOW_RISK,43.667053050294236,43.671395652516075,0.9788810204272372,LOW_RISK,LOADED_FROM_PHASE1,0.37767870422244526,MEDIUM,0.013612716763005779,0.02,43.671395652516075,AVERAGE_P90_FORECAST,50.78069261920474,60.0,80.0,80.0,True,True,LOW_YIELD_REQUIRES_EXTRA_ORDERING,Low yield requires ordering extra quantity.,0.32299720657657327,0.3566099233395791,0.37320551073209324,MEDIUM
SKU-COF-001,SUP-002,3.75,55,40,10,1.4,0.985,0.015,0.045,0.025,95.0,130.0,18.0,65.0,4.0,HISTORICAL,HEALTHY,False,Supplier performance trend is acceptable for current review.,STRONG_HISTORY,NONE,False,80.0,300.0,95.0,130.0,1.134,1.625,4.8,532.559,estimated_total_procurement_cost,0.5940585822073041,smooth,0.0,0.1603027357993117,0.0828729281767955,high,gradient_boosting,0.9788810204272372,LOW_RISK,43.667053050294236,43.671395652516075,0.9788810204272372,LOW_RISK,LOADED_FROM_PHASE1,0.06284567869745261,LOW,0.0,0.0,43.671395652516075,AVERAGE_P90_FORECAST,44.336442286818354,80.0,80.0,80.0,True,True,NONE,Supplier option is feasible.,0.7362144041670337,0.7362144041670337,0.05837248520710061,LOW
SKU-COF-001,SUP-003,2.97,40,25,4,1.1,0.88,0.12,0.12,0.08,55.0,90.0,30.0,120.0,14.0,HISTORICAL,MIXED,False,Supplier performance trend is acceptable for current review.,STRONG_HISTORY,NONE,False,50.0,148.5,55.0,90.0,3.96,9.6,84.0,391.06,estimated_total_procurement_cost,1.0,smooth,0.0,0.1603027357993117,0.0828729281767955,high,gradient_boosting,0.9788810204272372,LOW_RISK,43.667053050294236,43.671395652516075,0.9788810204272372,LOW_RISK,LOADED_FROM_PHASE1,0.10568382150967567,LOW,0.006763005780346819,0.0,43.671395652516075,AVERAGE_P90_FORECAST,49.62658596876827,50.0,50.0,50.0,True,True,LOW_YIELD_REQUIRES_EXTRA_ORDERING,Low yield requires ordering extra quantity.,0.9639217552334943,0.9706847610138412,0.10121062801932368,LOW
SKU-COF-001,SUP-006,2.02,170,135,16,4.2,0.935,0.065,0.24,0.1,180.0,70.0,28.0,140.0,6.0,HISTORICAL,WATCHLIST,True,Multiple supplier performance metrics are worsening.,STRONG_HISTORY,WATCHLIST_SUPPLIER,True,170.0,343.4,180.0,70.0,28.224,14.0,66.30000000000001,701.924,estimated_total_procurement_cost,0.10817339415325444,smooth,0.0,0.1603027357993117,0.0828729281767955,high,gradient_boosting,0.9788810204272372,LOW_RISK,43.667053050294236,43.671395652516075,0.9788810204272372,LOW_RISK,LOADED_FROM_PHASE1,0.22249346309231913,LOW,0.015,-0.05,43.671395652516075,AVERAGE_P90_FORECAST,46.70737502942895,135.0,170.0,170.0,True,True,HIGH_MOQ_VS_DEMAND,MOQ is high compared to expected demand.,0.3995925584702622,0.36459255847026223,0.21802026960196713,LOW
SKU-FIL-009,SUP-002,20.74,55,40,13,1.4,0.973,0.027,0.045,0.049,98.8,130.0,18.0,68.9,4.0,HISTORICAL,HEALTHY,False,Supplier performance trend is acceptable for current review.,STRONG_HISTORY,NONE,False,55.0,1140.6999999999998,98.8,130.0,1.134,3.3761000000000005,5.9399999999999995,1379.9500999999998,estimated_total_procurement_cost,0.9046325778168054,intermittent,0.7624309392265194,1.9286947422737468,0.0828729281767955,high,gradient_boosting,0.6927365724790615,MEDIUM_RISK,0.8333375407174547,0.8334174444298107,0.6927365724790614,MEDIUM_RISK,LOADED_FROM_PHASE1,0.18271942327289264,LOW,0.03,0.0,0.8334174444298107,AVERAGE_P90_FORECAST,0.8565441361046359,40.0,55.0,55.0,True,True,HIGH_MOQ_VS_DEMAND,MOQ is high compared to expected demand.,0.9427733026303592,0.9727733026303592,0.0652124852071006,LOW
SKU-FIL-009,SUP-004,17.34,65,45,25,2.0,0.953,0.047,0.07,0.064,88.4,75.0,20.0,84.8,5.0,HISTORICAL,WATCHLIST,True,Delay trend is worsening.,STRONG_HISTORY,WATCHLIST_SUPPLIER,True,65.0,1127.1,88.4,75.0,2.8000000000000003,5.4272,15.275,1314.0022000000001,estimated_total_procurement_cost,0.971073817308277,intermittent,0.7624309392265194,1.9286947422737468,0.0828729281767955,high,gradient_boosting,0.6927365724790615,MEDIUM_RISK,0.8333375407174547,0.8334174444298107,0.6927365724790614,MEDIUM_RISK,LOADED_FROM_PHASE1,0.21018415253153788,LOW,0.02790617848970252,-0.05,0.8334174444298107,AVERAGE_P90_FORECAST,0.8745198787301267,45.0,65.0,65.0,True,True,HIGH_MOQ_VS_DEMAND,MOQ is high compared to expected demand.,0.7593799512250333,0.7372861297147358,0.09267721446574584,LOW
SKU-FIL-009,SUP-005,15.17,55,40,16,7.8,0.898,0.102,0.36,0.244,72.8,150.0,45.0,233.2,8.0,HISTORICAL,WATCHLIST,True,Multiple supplier performance metrics are worsening.,STRONG_HISTORY,WATCHLIST_SUPPLIER,True,55.0,834.35,72.8,150.0,126.35999999999999,56.9008,44.879999999999995,1285.2907999999998,estimated_total_procurement_cost,1.0,intermittent,0.7624309392265194,1.9286947422737468,0.0828729281767955,high,gradient_boosting,0.6927365724790615,MEDIUM_RISK,0.8333375407174547,0.8334174444298107,0.6927365724790614,MEDIUM_RISK,LOADED_FROM_PHASE1,0.47496791810947636,MEDIUM,0.03,-0.05,0.8334174444298107,AVERAGE_P90_FORECAST,0.9280817866701678,40.0,55.0,55.0,False,False,INACTIVE_SUPPLIER;HIGH_MOQ_VS_DEMAND;LOW_YIELD_REQUIRES_EXTRA_ORDERING,Supplier is inactive.,0.8466253175916753,0.8266253175916752,0.3574609800436843,MEDIUM
SKU-FIL-009,SUP-006,11.15,170,135,19,4.2,0.923,0.077,0.24,0.124,187.2,70.0,28.0,148.4,6.0,HISTORICAL,WATCHLIST,True,Multiple supplier performance metrics are worsening.,STRONG_HISTORY,WATCHLIST_SUPPLIER,True,170.0,1895.5,187.2,70.0,28.224,18.401600000000002,78.53999999999999,2277.8656,estimated_total_procurement_cost,0.0,intermittent,0.7624309392265194,1.9286947422737468,0.0828729281767955,high,gradient_boosting,0.6927365724790615,MEDIUM_RISK,0.8333375407174547,0.8334174444298107,0.6927365724790614,MEDIUM_RISK,LOADED_FROM_PHASE1,0.34236720766775913,MEDIUM,0.0,-0.05,0.8334174444298107,AVERAGE_P90_FORECAST,0.9029441434775847,135.0,170.0,170.0,True,True,HIGH_MOQ_VS_DEMAND,MOQ is high compared to expected demand.,0.45958987051662314,0.40958987051662316,0.2248602696019671,LOW
SKU-GFT-010,SUP-001,13.6,95,70,15,6.5,0.86,0.14,0.445,0.28,65.0,182.7,56.65,280.8,9.22,HISTORICAL,IMPROVING,False,Supplier performance is improving across most metrics.,STRONG_HISTORY,NONE,False,95.0,1292.0,65.0,182.7,163.860125,78.62400000000001,122.62600000000002,1904.810125,estimated_total_procurement_cost,0.45675594524102014,intermittent,0.8176795580110497,2.208362289118341,0.0828729281767955,high,gradient_boosting,0.638439161333911,MEDIUM_RISK,0.6666712161685019,0.6667109230857101,0.6384391613339112,MEDIUM_RISK,LOADED_FROM_PHASE1,0.5075063433725006,HIGH,0.0032111331060698054,0.02,0.6667109230857101,AVERAGE_P90_FORECAST,0.7752452594019885,70.0,95.0,95.0,True,True,HIGH_MOQ_VS_DEMAND;LOW_YIELD_REQUIRES_EXTRA_ORDERING,MOQ is high compared to expected demand.,0.4823667874109303,0.5055779205170001,0.38310551073209326,MEDIUM
SKU-GFT-010,SUP-003,18.48,45,30,4,1.4,0.88,0.12,0.135,0.08,55.0,91.35,30.9,129.6,14.35,HISTORICAL,MIXED,False,Supplier performance trend is acceptable for current review.,STRONG_HISTORY,NONE,False,45.0,831.6,55.0,91.35,5.8401,10.368,77.49,1071.6481,estimated_total_procurement_cost,0.8705542695287578,intermittent,0.8176795580110497,2.208362289118341,0.0828729281767955,high,gradient_boosting,0.638439161333911,MEDIUM_RISK,0.6666712161685019,0.6667109230857101,0.6384391613339112,MEDIUM_RISK,LOADED_FROM_PHASE1,0.235511460659731,LOW,0.027525252525252526,0.0,0.6667109230857101,AVERAGE_P90_FORECAST,0.7576260489610342,30.0,45.0,45.0,True,True,HIGH_MOQ_VS_DEMAND;LOW_YIELD_REQUIRES_EXTRA_ORDERING,MOQ is high compared to expected demand.,0.9181207495685597,0.9456460020938122,0.11111062801932367,LOW
SKU-GFT-010,SUP-006,12.55,195,155,16,4.5,0.935,0.065,0.255,0.1,180.0,71.05,28.84,151.2,6.15,HISTORICAL,WATCHLIST,True,Multiple supplier performance metrics are worsening.,STRONG_HISTORY,WATCHLIST_SUPPLIER,True,195.0,2447.25,180.0,71.05,33.0939,15.12,77.95125000000002,2824.46515,estimated_total_procurement_cost,0.0,intermittent,0.8176795580110497,2.208362289118341,0.0828729281767955,high,gradient_boosting,0.638439161333911,MEDIUM_RISK,0.6666712161685019,0.6667109230857101,0.6384391613339112,MEDIUM_RISK,LOADED_FROM_PHASE1,0.3523211022423745,MEDIUM,0.0,-0.05,0.6667109230857101,AVERAGE_P90_FORECAST,0.7130598107868557,155.0,195.0,195.0,True,True,HIGH_MOQ_VS_DEMAND,MOQ is high compared to expected demand.,0.3612368705166232,0.3112368705166232,0.22792026960196715,LOW
SKU-GFT-010,SUP-007,21.27,30,20,7,2.6,0.945,0.055,0.155,0.06,35.0,111.65,24.72,102.6,6.15,HISTORICAL,INSUFFICIENT_DATA,False,Insufficient recent or baseline data for trend detection.,LIMITED_HISTORY,LIMITED_TREND_DATA,False,30.0,638.1,35.0,111.65,9.96216,6.156,10.1475,811.01566,estimated_total_procurement_cost,1.0,intermittent,0.8176795580110497,2.208362289118341,0.0828729281767955,high,gradient_boosting,0.638439161333911,MEDIUM_RISK,0.6666712161685019,0.6667109230857101,0.6384391613339112,MEDIUM_RISK,LOADED_FROM_PHASE1,0.3065038629434377,MEDIUM,0.03,-0.03,0.6667109230857101,AVERAGE_P90_FORECAST,0.7055142043235028,20.0,30.0,30.0,True,True,HIGH_MOQ_VS_DEMAND,MOQ is high compared to expected demand.,0.8202231313131313,0.8202231313131313,0.18210303030303032,LOW
SKU-SUN-003,SUP-002,8.02,75,55,13,1.4,0.973,0.027,0.075,0.049,98.8,133.9,18.0,67.6,4.2,HISTORICAL,HEALTHY,False,Supplier performance trend is acceptable for current review.,STRONG_HISTORY,NONE,False,75.0,601.5,98.8,133.9,1.89,3.3124,8.505,847.9073999999999,estimated_total_procurement_cost,0.29968627122898117,erratic,0.1381215469613259,1.0669435081917933,0.1933701657458563,high,naive,0.72010023085242,MEDIUM_RISK,27.866666666666667,32.86666666666667,0.7201002308524203,MEDIUM_RISK,LOADED_FROM_PHASE1,0.1454702033982443,LOW,0.0,0.0,32.86666666666667,AVERAGE_P90_FORECAST,33.778691332648165,55.0,75.0,75.0,True,True,NONE,Supplier option is feasible.,0.664045428657954,0.664045428657954,0.0718124852071006,LOW
SKU-SUN-003,SUP-003,6.34,50,35,7,1.1,0.868,0.132,0.15,0.104,57.2,92.7,30.0,124.8,14.7,HISTORICAL,MIXED,False,Supplier performance trend is acceptable for current review.,STRONG_HISTORY,NONE,False,70.0,443.8,57.2,92.7,4.95,12.979199999999999,135.828,747.4572000000001,estimated_total_procurement_cost,1.0,erratic,0.1381215469613259,1.0669435081917933,0.1933701657458563,high,naive,0.72010023085242,MEDIUM_RISK,27.866666666666667,32.86666666666667,0.7201002308524203,MEDIUM_RISK,LOADED_FROM_PHASE1,0.18830834621046738,LOW,0.0,0.0,32.86666666666667,AVERAGE_P90_FORECAST,37.864823348694316,70.0,70.0,70.0,True,True,LOW_YIELD_REQUIRES_EXTRA_ORDERING,Low yield requires ordering extra quantity.,0.9614497552334943,0.9614497552334943,0.11465062801932367,LOW
SKU-SUN-003,SUP-004,6.7,85,60,25,2.0,0.953,0.047,0.1,0.064,88.4,77.25,20.0,83.2,5.25,HISTORICAL,WATCHLIST,True,Delay trend is worsening.,STRONG_HISTORY,WATCHLIST_SUPPLIER,True,85.0,569.5,88.4,77.25,4.0,5.324800000000001,20.97375,765.44855,estimated_total_procurement_cost,0.8745687972336101,erratic,0.1381215469613259,1.0669435081917933,0.1933701657458563,high,naive,0.72010023085242,MEDIUM_RISK,27.866666666666667,32.86666666666667,0.7201002308524203,MEDIUM_RISK,LOADED_FROM_PHASE1,0.17293493265688953,LOW,0.0,-0.05,32.86666666666667,AVERAGE_P90_FORECAST,34.48758307100385,60.0,85.0,85.0,True,True,NONE,Supplier option is feasible.,0.7252731941988999,0.6752731941988999,0.09927721446574583,LOW
SKU-SUN-003,SUP-005,5.87,70,55,16,7.8,0.898,0.102,0.39,0.244,72.8,154.5,45.0,228.8,8.4,HISTORICAL,WATCHLIST,True,Multiple supplier performance metrics are worsening.,STRONG_HISTORY,WATCHLIST_SUPPLIER,True,70.0,410.90000000000003,72.8,154.5,136.89,55.827200000000005,59.976,890.8932000000001,estimated_total_procurement_cost,0.0,erratic,0.1381215469613259,1.0669435081917933,0.1933701657458563,high,naive,0.72010023085242,MEDIUM_RISK,27.866666666666667,32.86666666666667,0.7201002308524203,MEDIUM_RISK,LOADED_FROM_PHASE1,0.437718698234828,MEDIUM,0.0,-0.05,32.86666666666667,AVERAGE_P90_FORECAST,36.59985152190052,55.0,70.0,70.0,False,False,INACTIVE_SUPPLIER;LOW_YIELD_REQUIRES_EXTRA_ORDERING,Supplier is inactive.,0.44629531759167523,0.39629531759167524,0.3640609800436843,MEDIUM
SKU-SUP-004,SUP-001,6.0,120,90,15,6.5,0.86,0.14,0.475,0.28,65.0,188.1,56.65,275.6,9.67,HISTORICAL,IMPROVING,False,Supplier performance is improving across most metrics.,STRONG_HISTORY,NONE,False,120.0,720.0,65.0,188.1,174.90687499999999,77.16800000000002,162.45600000000002,1387.6308750000003,estimated_total_procurement_cost,0.32765441101287074,variable,0.0,0.5072057155713185,0.1878453038674033,high,moving_average_7,0.8294245150932132,MEDIUM_RISK,12.03809523809524,13.380952380952381,0.8294245150932134,MEDIUM_RISK,LOADED_FROM_PHASE1,0.44008415413792684,MEDIUM,0.0,0.02,13.380952380952381,AVERAGE_P90_FORECAST,15.559246954595793,90.0,120.0,120.0,True,True,HIGH_MOQ_VS_DEMAND;LOW_YIELD_REQUIRES_EXTRA_ORDERING,MOQ is high compared to expected demand.,0.5135179170977447,0.5335179170977448,0.38970551073209325,MEDIUM
