date,sku_id,quantity_demanded,location_id,channel,sales_value,event_label,notes
2026-01-22,SKU-TEA-002,5,WH-SOUTH,retail,12.0,,
2026-01-23,SKU-TEA-002,8,WH-SOUTH,retail,19.2,,
2026-01-24,SKU-TEA-002,10,WH-SOUTH,online,24.0,,
2026-01-25,SKU-TEA-002,6,WH-SOUTH,online,14.4,,
2026-01-26,SKU-TEA-002,6,WH-SOUTH,retail,14.4,,
2026-01-27,SKU-TEA-002,11,WH-SOUTH,retail,26.4,,
2026-01-28,SKU-TEA-002,10,WH-SOUTH,retail,24.0,,
2026-01-29,SKU-TEA-002,7,WH-SOUTH,retail,16.8,,
2026-01-30,SKU-TEA-002,10,WH-SOUTH,retail,24.0,,
2026-01-31,SKU-TEA-002,13,WH-SOUTH,online,31.2,,
2026-02-01,SKU-TEA-002,10,WH-SOUTH,online,24.0,,
2026-02-02,SKU-TEA-002,8,WH-SOUTH,retail,19.2,,
2026-02-03,SKU-TEA-002,13,WH-SOUTH,retail,31.2,,
2026-02-04,SKU-TEA-002,13,WH-SOUTH,retail,31.2,,
2026-02-05,SKU-TEA-002,8,WH-SOUTH,retail,19.2,,
2026-02-06,SKU-TEA-002,9,WH-SOUTH,retail,21.6,,
2026-02-07,SKU-TEA-002,14,WH-SOUTH,online,33.6,,
2026-02-08,SKU-TEA-002,11,WH-SOUTH,online,26.4,,
2026-02-09,SKU-TEA-002,7,WH-SOUTH,retail,16.8,,
2026-02-10,SKU-TEA-002,12,WH-SOUTH,retail,28.8,,
2026-02-11,SKU-TEA-002,15,WH-SOUTH,retail,36.0,,
2026-02-12,SKU-TEA-002,10,WH-SOUTH,retail,24.0,,
2026-02-13,SKU-TEA-002,10,WH-SOUTH,retail,24.0,,
2026-02-14,SKU-TEA-002,16,WH-SOUTH,online,38.4,,
2026-02-15,SKU-TEA-002,16,WH-SOUTH,online,38.4,,
2026-02-16,SKU-TEA-002,11,WH-SOUTH,retail,26.4,,
2026-02-17,SKU-TEA-002,14,WH-SOUTH,retail,33.6,,
2026-02-18,SKU-TEA-002,18,WH-SOUTH,retail,43.2,,
2026-02-19,SKU-TEA-002,14,WH-SOUTH,retail,33.6,,
2026-02-20,SKU-TEA-002,10,WH-SOUTH,retail,24.0,,
2026-02-21,SKU-TEA-002,16,WH-SOUTH,online,38.4,,
2026-02-22,SKU-TEA-002,17,WH-SOUTH,online,40.8,,
2026-02-23,SKU-TEA-002,12,WH-SOUTH,retail,28.8,,
2026-02-24,SKU-TEA-002,13,WH-SOUTH,retail,31.2,,
2026-02-25,SKU-TEA-002,18,WH-SOUTH,retail,43.2,,
2026-02-26,SKU-TEA-002,16,WH-SOUTH,retail,38.4,,
2026-02-27,SKU-TEA-002,12,WH-SOUTH,retail,28.8,,
2026-02-28,SKU-TEA-002,17,WH-SOUTH,online,40.8,,
2026-03-01,SKU-TEA-002,21,WH-SOUTH,online,50.4,,
2026-03-02,SKU-TEA-002,16,WH-SOUTH,retail,38.4,,
2026-03-03,SKU-TEA-002,16,WH-SOUTH,retail,38.4,,
2026-03-04,SKU-TEA-002,21,WH-SOUTH,retail,50.4,,
2026-03-05,SKU-TEA-002,21,WH-SOUTH,retail,50.4,,
2026-03-06,SKU-TEA-002,15,WH-SOUTH,retail,36.0,,
2026-03-07,SKU-TEA-002,18,WH-SOUTH,online,43.2,,
2026-03-08,SKU-TEA-002,23,WH-SOUTH,online,55.2,,
2026-03-09,SKU-TEA-002,18,WH-SOUTH,retail,43.2,,
2026-03-10,SKU-TEA-002,17,WH-SOUTH,retail,40.8,,
2026-03-11,SKU-TEA-002,20,WH-SOUTH,retail,48.0,,
2026-03-12,SKU-TEA-002,22,WH-SOUTH,retail,52.8,,
2026-03-13,SKU-TEA-002,17,WH-SOUTH,retail,40.8,,
2026-03-14,SKU-TEA-002,19,WH-SOUTH,online,45.6,,
2026-03-15,SKU-TEA-002,25,WH-SOUTH,online,60.0,,
2026-03-16,SKU-TEA-002,33,WH-SOUTH,retail,79.2,Spring Beverage Feature,
2026-03-17,SKU-TEA-002,30,WH-SOUTH,retail,72.0,Spring Beverage Feature,
2026-03-18,SKU-TEA-002,34,WH-SOUTH,retail,81.6,Spring Beverage Feature,
2026-03-19,SKU-TEA-002,38,WH-SOUTH,retail,91.2,Spring Beverage Feature,
2026-03-20,SKU-TEA-002,32,WH-SOUTH,retail,76.8,Spring Beverage Feature,
2026-03-21,SKU-TEA-002,32,WH-SOUTH,online,76.8,Spring Beverage Feature,
2026-03-22,SKU-TEA-002,38,WH-SOUTH,online,91.2,Spring Beverage Feature,
2026-03-23,SKU-TEA-002,37,WH-SOUTH,retail,88.8,Spring Beverage Feature,
2026-03-24,SKU-TEA-002,33,WH-SOUTH,retail,79.2,Spring Beverage Feature,
2026-03-25,SKU-TEA-002,34,WH-SOUTH,retail,81.6,Spring Beverage Feature,
2026-03-26,SKU-TEA-002,39,WH-SOUTH,retail,93.6,Spring Beverage Feature,
2026-03-27,SKU-TEA-002,35,WH-SOUTH,retail,84.0,Spring Beverage Feature,
2026-03-28,SKU-TEA-002,34,WH-SOUTH,online,81.6,Spring Beverage Feature,
2026-03-29,SKU-TEA-002,39,WH-SOUTH,online,93.6,Spring Beverage Feature,
2026-03-30,SKU-TEA-002,28,WH-SOUTH,retail,67.2,,
2026-03-31,SKU-TEA-002,27,WH-SOUTH,retail,64.8,,
2026-04-01,SKU-TEA-002,26,WH-SOUTH,retail,62.4,,
2026-04-02,SKU-TEA-002,30,WH-SOUTH,retail,72.0,,
2026-04-03,SKU-TEA-002,29,WH-SOUTH,retail,69.6,,
2026-04-04,SKU-TEA-002,28,WH-SOUTH,online,67.2,,
2026-04-05,SKU-TEA-002,36,WH-SOUTH,online,86.4,Easter Holiday,
2026-04-06,SKU-TEA-002,31,WH-SOUTH,retail,74.4,,
2026-04-07,SKU-TEA-002,31,WH-SOUTH,retail,74.4,,
2026-04-08,SKU-TEA-002,28,WH-SOUTH,retail,67.2,,
2026-04-09,SKU-TEA-002,30,WH-SOUTH,retail,72.0,,
2026-04-10,SKU-TEA-002,30,WH-SOUTH,retail,72.0,,
2026-04-11,SKU-TEA-002,30,WH-SOUTH,online,72.0,,
2026-04-12,SKU-TEA-002,30,WH-SOUTH,online,72.0,,
2026-04-13,SKU-TEA-002,32,WH-SOUTH,retail,76.8,,
2026-04-14,SKU-TEA-002,34,WH-SOUTH,retail,81.6,,
2026-04-15,SKU-TEA-002,31,WH-SOUTH,retail,74.4,,
2026-04-16,SKU-TEA-002,32,WH-SOUTH,retail,76.8,,
2026-04-17,SKU-TEA-002,34,WH-SOUTH,retail,81.6,,
2026-04-18,SKU-TEA-002,36,WH-SOUTH,online,86.4,,
2026-04-19,SKU-TEA-002,34,WH-SOUTH,online,81.6,,
2026-04-20,SKU-TEA-002,34,WH-SOUTH,retail,81.6,,
2026-04-21,SKU-TEA-002,38,WH-SOUTH,retail,91.2,,
2026-04-22,SKU-TEA-002,34,WH-SOUTH,retail,81.6,,
2026-04-23,SKU-TEA-002,32,WH-SOUTH,retail,76.8,,
2026-04-24,SKU-TEA-002,34,WH-SOUTH,retail,81.6,,
2026-04-25,SKU-TEA-002,38,WH-SOUTH,online,91.2,,
2026-04-26,SKU-TEA-002,35,WH-SOUTH,online,84.0,,
2026-04-27,SKU-TEA-002,34,WH-SOUTH,retail,81.6,,
2026-04-28,SKU-TEA-002,40,WH-SOUTH,retail,96.0,,
2026-04-29,SKU-TEA-002,38,WH-SOUTH,retail,91.2,,
2026-04-30,SKU-TEA-002,34,WH-SOUTH,retail,81.6,,
2026-05-01,SKU-TEA-002,36,WH-SOUTH,retail,86.4,,
2026-05-02,SKU-TEA-002,43,WH-SOUTH,online,103.2,,
2026-05-03,SKU-TEA-002,39,WH-SOUTH,online,93.6,,
2026-05-04,SKU-TEA-002,36,WH-SOUTH,retail,86.4,,
2026-05-05,SKU-TEA-002,43,WH-SOUTH,retail,103.2,,
2026-05-06,SKU-TEA-002,42,WH-SOUTH,retail,100.8,,
2026-05-07,SKU-TEA-002,37,WH-SOUTH,retail,88.8,,
2026-05-08,SKU-TEA-002,37,WH-SOUTH,retail,88.8,,
2026-05-09,SKU-TEA-002,44,WH-SOUTH,online,105.6,,
2026-05-10,SKU-TEA-002,41,WH-SOUTH,online,98.4,,
2026-05-11,SKU-TEA-002,36,WH-SOUTH,retail,86.4,,
2026-05-12,SKU-TEA-002,42,WH-SOUTH,retail,100.8,,
2026-05-13,SKU-TEA-002,44,WH-SOUTH,retail,105.6,,
2026-05-14,SKU-TEA-002,38,WH-SOUTH,retail,91.2,,
2026-05-15,SKU-TEA-002,37,WH-SOUTH,retail,88.8,,
2026-05-16,SKU-TEA-002,47,WH-SOUTH,online,112.8,,
2026-05-17,SKU-TEA-002,46,WH-SOUTH,online,110.4,,
2026-05-18,SKU-TEA-002,39,WH-SOUTH,retail,93.6,,
2026-05-19,SKU-TEA-002,45,WH-SOUTH,retail,108.0,,
2026-05-20,SKU-TEA-002,48,WH-SOUTH,retail,115.2,,
2026-05-21,SKU-TEA-002,42,WH-SOUTH,retail,100.8,,
2026-05-22,SKU-TEA-002,38,WH-SOUTH,retail,91.2,,
2026-05-23,SKU-TEA-002,47,WH-SOUTH,online,112.8,,
2026-05-24,SKU-TEA-002,48,WH-SOUTH,online,115.2,,
2026-05-25,SKU-TEA-002,53,WH-SOUTH,retail,127.2,Memorial Day,
2026-05-26,SKU-TEA-002,44,WH-SOUTH,retail,105.6,,
2026-05-27,SKU-TEA-002,48,WH-SOUTH,retail,115.2,,
2026-05-28,SKU-TEA-002,44,WH-SOUTH,retail,105.6,,
2026-05-29,SKU-TEA-002,38,WH-SOUTH,retail,91.2,,
2026-05-30,SKU-TEA-002,48,WH-SOUTH,online,115.2,,
2026-05-31,SKU-TEA-002,51,WH-SOUTH,online,122.4,,
2026-06-01,SKU-TEA-002,42,WH-SOUTH,retail,100.8,,
2026-06-02,SKU-TEA-002,45,WH-SOUTH,retail,108.0,,
2026-06-03,SKU-TEA-002,51,WH-SOUTH,retail,122.4,,
2026-06-04,SKU-TEA-002,48,WH-SOUTH,retail,115.2,,
2026-06-05,SKU-TEA-002,41,WH-SOUTH,retail,98.4,,
2026-06-06,SKU-TEA-002,48,WH-SOUTH,online,115.2,,
2026-06-07,SKU-TEA-002,52,WH-SOUTH,online,124.8,,
2026-06-08,SKU-TEA-002,44,WH-SOUTH,retail,105.6,,
2026-06-09,SKU-TEA-002,45,WH-SOUTH,retail,108.0,,
2026-06-10,SKU-TEA-002,49,WH-SOUTH,retail,117.6,,
2026-06-11,SKU-TEA-002,48,WH-SOUTH,retail,115.2,,
2026-06-12,SKU-TEA-002,41,WH-SOUTH,retail,98.4,,
2026-06-13,SKU-TEA-002,47,WH-SOUTH,online,112.8,,
2026-06-14,SKU-TEA-002,53,WH-SOUTH,online,127.2,,
2026-06-15,SKU-TEA-002,46,WH-SOUTH,retail,110.4,,
2026-06-16,SKU-TEA-002,46,WH-SOUTH,retail,110.4,,
2026-06-17,SKU-TEA-002,50,WH-SOUTH,retail,120.0,,
2026-06-18,SKU-TEA-002,148,WH-SOUTH,retail,355.2,Anomaly,Heat wave bulk order spike
2026-06-19,SKU-TEA-002,44,WH-SOUTH,retail,105.6,,
2026-06-20,SKU-TEA-002,48,WH-SOUTH,online,115.2,,
2026-06-21,SKU-TEA-002,53,WH-SOUTH,online,127.2,,
2026-06-22,SKU-TEA-002,48,WH-SOUTH,retail,115.2,,
2026-06-23,SKU-TEA-002,47,WH-SOUTH,retail,112.8,,
2026-06-24,SKU-TEA-002,48,WH-SOUTH,retail,115.2,,
2026-06-25,SKU-TEA-002,50,WH-SOUTH,retail,120.0,,
2026-06-26,SKU-TEA-002,44,WH-SOUTH,retail,105.6,,
2026-06-27,SKU-TEA-002,47,WH-SOUTH,online,112.8,,
2026-06-28,SKU-TEA-002,51,WH-SOUTH,online,122.4,,
2026-06-29,SKU-TEA-002,49,WH-SOUTH,retail,117.6,,
2026-06-30,SKU-TEA-002,48,WH-SOUTH,retail,115.2,,
2026-01-01,SKU-SUN-003,2,WH-NORTH,retail,25.0,,
2026-01-02,SKU-SUN-003,4,WH-NORTH,retail,50.0,,
2026-01-03,SKU-SUN-003,1,WH-NORTH,online,12.5,,
2026-01-04,SKU-SUN-003,0,WH-NORTH,online,0.0,,
2026-01-05,SKU-SUN-003,2,WH-NORTH,retail,25.0,,
2026-01-06,SKU-SUN-003,2,WH-NORTH,retail,25.0,,
2026-01-07,SKU-SUN-003,0,WH-NORTH,retail,0.0,,
2026-01-08,SKU-SUN-003,0,WH-NORTH,retail,0.0,,
2026-01-09,SKU-SUN-003,2,WH-NORTH,retail,25.0,,
2026-01-10,SKU-SUN-003,1,WH-NORTH,online,12.5,,
2026-01-11,SKU-SUN-003,0,WH-NORTH,online,0.0,,
2026-01-12,SKU-SUN-003,2,WH-NORTH,retail,25.0,,
2026-01-13,SKU-SUN-003,3,WH-NORTH,retail,37.5,,
2026-01-14,SKU-SUN-003,1,WH-NORTH,retail,12.5,,
2026-01-15,SKU-SUN-003,1,WH-NORTH,retail,12.5,,
2026-01-16,SKU-SUN-003,3,WH-NORTH,retail,37.5,,
2026-01-17,SKU-SUN-003,3,WH-NORTH,online,37.5,,
2026-01-18,SKU-SUN-003,0,WH-NORTH,online,0.0,,
2026-01-19,SKU-SUN-003,1,WH-NORTH,retail,12.5,,
2026-01-20,SKU-SUN-003,3,WH-NORTH,retail,37.5,,
2026-01-21,SKU-SUN-003,1,WH-NORTH,retail,12.5,,
2026-01-22,SKU-SUN-003,0,WH-NORTH,retail,0.0,,
