planning_run_id,period_start,period_end,workstation_id,required_machine_type,operation_count,finished_sku_count,total_planned_production_qty,machine_required_hours,available_machine_hours,machine_utilization_pct,machine_capacity_gap_hours,machine_capacity_status,machine_overload_flag,machine_near_capacity_flag,no_machine_capacity_record_flag,capacity_planning_basis,source_phase,advisory_only_flag
PHASE4-MPS-20260628173744,2026-07-06,2026-07-12,WS-FRAME-PREP,FRAME_ALIGNMENT_FIXTURE,2,2,175.9839,73.325435,160,45.828396874999996,86.674565,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-07-06,2026-07-12,WS-PACK,PACKAGING_TOOLS,2,2,175.9839,46.745111666666666,160,29.215694791666667,113.25488833333333,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-07-06,2026-07-12,WS-QC,INSPECTION_TOOLS,2,2,175.9839,58.16011,160,36.350068750000005,101.83989,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-07-06,2026-07-12,WS-WHEEL-SUB,WHEEL_TRUING_STAND,2,2,175.9839,84.75769500000001,360,23.54380416666667,275.242305,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-07-13,2026-07-19,WS-BRAKE-SUB,BRAKE_ASSEMBLY_TOOLS,2,2,176.3881,67.23410833333334,160,42.02131770833334,92.76589166666666,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-07-13,2026-07-19,WS-FINAL-ASM,BIKE_ASSEMBLY_STAND,2,2,176.3881,128.52194666666668,640,20.081554166666667,511.4780533333333,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-07-13,2026-07-19,WS-FORK-SUSP,FORK_SUSPENSION_BENCH,1,1,76.9741,40.03661833333334,160,25.02288645833334,119.96338166666666,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-07-13,2026-07-19,WS-FRAME-PREP,FRAME_ALIGNMENT_FIXTURE,2,2,176.3881,73.48037833333333,160,45.92523645833334,86.51962166666667,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-07-13,2026-07-19,WS-PACK,PACKAGING_TOOLS,2,2,176.3881,46.84616166666667,160,29.278851041666666,113.15383833333334,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-07-13,2026-07-19,WS-QC,INSPECTION_TOOLS,2,2,176.3881,58.28137000000001,160,36.42585625,101.71862999999999,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-07-13,2026-07-19,WS-WHEEL-SUB,WHEEL_TRUING_STAND,2,2,176.3881,84.93958500000002,360,23.59432916666667,275.060415,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-07-20,2026-07-26,WS-BRAKE-SUB,BRAKE_ASSEMBLY_TOOLS,2,2,176.3881,67.23410833333334,160,42.02131770833334,92.76589166666666,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-07-20,2026-07-26,WS-FINAL-ASM,BIKE_ASSEMBLY_STAND,2,2,176.3881,128.52194666666668,640,20.081554166666667,511.4780533333333,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-07-20,2026-07-26,WS-FORK-SUSP,FORK_SUSPENSION_BENCH,1,1,76.9741,40.03661833333334,160,25.02288645833334,119.96338166666666,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-07-20,2026-07-26,WS-FRAME-PREP,FRAME_ALIGNMENT_FIXTURE,2,2,176.3881,73.48037833333333,160,45.92523645833334,86.51962166666667,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-07-20,2026-07-26,WS-PACK,PACKAGING_TOOLS,2,2,176.3881,46.84616166666667,160,29.278851041666666,113.15383833333334,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-07-20,2026-07-26,WS-QC,INSPECTION_TOOLS,2,2,176.3881,58.28137000000001,160,36.42585625,101.71862999999999,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-07-20,2026-07-26,WS-WHEEL-SUB,WHEEL_TRUING_STAND,2,2,176.3881,84.93958500000002,360,23.59432916666667,275.060415,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-07-27,2026-08-02,WS-BRAKE-SUB,BRAKE_ASSEMBLY_TOOLS,2,2,176.3881,67.23410833333334,160,42.02131770833334,92.76589166666666,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-07-27,2026-08-02,WS-FINAL-ASM,BIKE_ASSEMBLY_STAND,2,2,176.3881,128.52194666666668,640,20.081554166666667,511.4780533333333,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-07-27,2026-08-02,WS-FORK-SUSP,FORK_SUSPENSION_BENCH,1,1,76.9741,40.03661833333334,160,25.02288645833334,119.96338166666666,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-07-27,2026-08-02,WS-FRAME-PREP,FRAME_ALIGNMENT_FIXTURE,2,2,176.3881,73.48037833333333,160,45.92523645833334,86.51962166666667,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-07-27,2026-08-02,WS-PACK,PACKAGING_TOOLS,2,2,176.3881,46.84616166666667,160,29.278851041666666,113.15383833333334,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-07-27,2026-08-02,WS-QC,INSPECTION_TOOLS,2,2,176.3881,58.28137000000001,160,36.42585625,101.71862999999999,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-07-27,2026-08-02,WS-WHEEL-SUB,WHEEL_TRUING_STAND,2,2,176.3881,84.93958500000002,360,23.59432916666667,275.060415,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-08-03,2026-08-09,WS-BRAKE-SUB,BRAKE_ASSEMBLY_TOOLS,2,2,176.3881,67.23410833333334,160,42.02131770833334,92.76589166666666,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-08-03,2026-08-09,WS-FINAL-ASM,BIKE_ASSEMBLY_STAND,2,2,176.3881,128.52194666666668,640,20.081554166666667,511.4780533333333,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-08-03,2026-08-09,WS-FORK-SUSP,FORK_SUSPENSION_BENCH,1,1,76.9741,40.03661833333334,160,25.02288645833334,119.96338166666666,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-08-03,2026-08-09,WS-FRAME-PREP,FRAME_ALIGNMENT_FIXTURE,2,2,176.3881,73.48037833333333,160,45.92523645833334,86.51962166666667,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-08-03,2026-08-09,WS-PACK,PACKAGING_TOOLS,2,2,176.3881,46.84616166666667,160,29.278851041666666,113.15383833333334,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-08-03,2026-08-09,WS-QC,INSPECTION_TOOLS,2,2,176.3881,58.28137000000001,160,36.42585625,101.71862999999999,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-08-03,2026-08-09,WS-WHEEL-SUB,WHEEL_TRUING_STAND,2,2,176.3881,84.93958500000002,360,23.59432916666667,275.060415,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-08-10,2026-08-16,WS-BRAKE-SUB,BRAKE_ASSEMBLY_TOOLS,2,2,176.3881,67.23410833333334,160,42.02131770833334,92.76589166666666,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-08-10,2026-08-16,WS-FINAL-ASM,BIKE_ASSEMBLY_STAND,2,2,176.3881,128.52194666666668,640,20.081554166666667,511.4780533333333,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-08-10,2026-08-16,WS-FORK-SUSP,FORK_SUSPENSION_BENCH,1,1,76.9741,40.03661833333334,160,25.02288645833334,119.96338166666666,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-08-10,2026-08-16,WS-FRAME-PREP,FRAME_ALIGNMENT_FIXTURE,2,2,176.3881,73.48037833333333,160,45.92523645833334,86.51962166666667,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-08-10,2026-08-16,WS-PACK,PACKAGING_TOOLS,2,2,176.3881,46.84616166666667,160,29.278851041666666,113.15383833333334,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-08-10,2026-08-16,WS-QC,INSPECTION_TOOLS,2,2,176.3881,58.28137000000001,160,36.42585625,101.71862999999999,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-08-10,2026-08-16,WS-WHEEL-SUB,WHEEL_TRUING_STAND,2,2,176.3881,84.93958500000002,360,23.59432916666667,275.060415,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-08-17,2026-08-23,WS-BRAKE-SUB,BRAKE_ASSEMBLY_TOOLS,2,2,176.3881,67.23410833333334,160,42.02131770833334,92.76589166666666,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-08-17,2026-08-23,WS-FINAL-ASM,BIKE_ASSEMBLY_STAND,2,2,176.3881,128.52194666666668,640,20.081554166666667,511.4780533333333,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-08-17,2026-08-23,WS-FORK-SUSP,FORK_SUSPENSION_BENCH,1,1,76.9741,40.03661833333334,160,25.02288645833334,119.96338166666666,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-08-17,2026-08-23,WS-FRAME-PREP,FRAME_ALIGNMENT_FIXTURE,2,2,176.3881,73.48037833333333,160,45.92523645833334,86.51962166666667,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-08-17,2026-08-23,WS-PACK,PACKAGING_TOOLS,2,2,176.3881,46.84616166666667,160,29.278851041666666,113.15383833333334,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-08-17,2026-08-23,WS-QC,INSPECTION_TOOLS,2,2,176.3881,58.28137000000001,160,36.42585625,101.71862999999999,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-08-17,2026-08-23,WS-WHEEL-SUB,WHEEL_TRUING_STAND,2,2,176.3881,84.93958500000002,360,23.59432916666667,275.060415,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-08-24,2026-08-30,WS-BRAKE-SUB,BRAKE_ASSEMBLY_TOOLS,2,2,176.3881,67.23410833333334,160,42.02131770833334,92.76589166666666,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-08-24,2026-08-30,WS-FINAL-ASM,BIKE_ASSEMBLY_STAND,2,2,176.3881,128.52194666666668,640,20.081554166666667,511.4780533333333,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-08-24,2026-08-30,WS-FORK-SUSP,FORK_SUSPENSION_BENCH,1,1,76.9741,40.03661833333334,160,25.02288645833334,119.96338166666666,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-08-24,2026-08-30,WS-FRAME-PREP,FRAME_ALIGNMENT_FIXTURE,2,2,176.3881,73.48037833333333,160,45.92523645833334,86.51962166666667,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-08-24,2026-08-30,WS-PACK,PACKAGING_TOOLS,2,2,176.3881,46.84616166666667,160,29.278851041666666,113.15383833333334,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-08-24,2026-08-30,WS-QC,INSPECTION_TOOLS,2,2,176.3881,58.28137000000001,160,36.42585625,101.71862999999999,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-08-24,2026-08-30,WS-WHEEL-SUB,WHEEL_TRUING_STAND,2,2,176.3881,84.93958500000002,360,23.59432916666667,275.060415,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-08-31,2026-09-06,WS-BRAKE-SUB,BRAKE_ASSEMBLY_TOOLS,2,2,176.3881,67.23410833333334,160,42.02131770833334,92.76589166666666,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-08-31,2026-09-06,WS-FINAL-ASM,BIKE_ASSEMBLY_STAND,2,2,176.3881,128.52194666666668,640,20.081554166666667,511.4780533333333,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-08-31,2026-09-06,WS-FORK-SUSP,FORK_SUSPENSION_BENCH,1,1,76.9741,40.03661833333334,160,25.02288645833334,119.96338166666666,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-08-31,2026-09-06,WS-FRAME-PREP,FRAME_ALIGNMENT_FIXTURE,2,2,176.3881,73.48037833333333,160,45.92523645833334,86.51962166666667,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-08-31,2026-09-06,WS-PACK,PACKAGING_TOOLS,2,2,176.3881,46.84616166666667,160,29.278851041666666,113.15383833333334,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-08-31,2026-09-06,WS-QC,INSPECTION_TOOLS,2,2,176.3881,58.28137000000001,160,36.42585625,101.71862999999999,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-08-31,2026-09-06,WS-WHEEL-SUB,WHEEL_TRUING_STAND,2,2,176.3881,84.93958500000002,360,23.59432916666667,275.060415,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-09-07,2026-09-13,WS-BRAKE-SUB,BRAKE_ASSEMBLY_TOOLS,2,2,176.3881,67.23410833333334,160,42.02131770833334,92.76589166666666,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-09-07,2026-09-13,WS-FINAL-ASM,BIKE_ASSEMBLY_STAND,2,2,176.3881,128.52194666666668,640,20.081554166666667,511.4780533333333,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-09-07,2026-09-13,WS-FORK-SUSP,FORK_SUSPENSION_BENCH,1,1,76.9741,40.03661833333334,160,25.02288645833334,119.96338166666666,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-09-07,2026-09-13,WS-FRAME-PREP,FRAME_ALIGNMENT_FIXTURE,2,2,176.3881,73.48037833333333,160,45.92523645833334,86.51962166666667,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-09-07,2026-09-13,WS-PACK,PACKAGING_TOOLS,2,2,176.3881,46.84616166666667,160,29.278851041666666,113.15383833333334,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-09-07,2026-09-13,WS-QC,INSPECTION_TOOLS,2,2,176.3881,58.28137000000001,160,36.42585625,101.71862999999999,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-09-07,2026-09-13,WS-WHEEL-SUB,WHEEL_TRUING_STAND,2,2,176.3881,84.93958500000002,360,23.59432916666667,275.060415,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-09-14,2026-09-20,WS-BRAKE-SUB,BRAKE_ASSEMBLY_TOOLS,2,2,176.3881,67.23410833333334,160,42.02131770833334,92.76589166666666,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-09-14,2026-09-20,WS-FINAL-ASM,BIKE_ASSEMBLY_STAND,2,2,176.3881,128.52194666666668,640,20.081554166666667,511.4780533333333,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-09-14,2026-09-20,WS-FORK-SUSP,FORK_SUSPENSION_BENCH,1,1,76.9741,40.03661833333334,160,25.02288645833334,119.96338166666666,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
PHASE4-MPS-20260628173744,2026-09-14,2026-09-20,WS-FRAME-PREP,FRAME_ALIGNMENT_FIXTURE,2,2,176.3881,73.48037833333333,160,45.92523645833334,86.51962166666667,FEASIBLE,False,False,False,MPS_ROUTING_MACHINE_TYPE_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_MACHINE_MASTER,True
