review_item_id,planning_run_id,schedule_candidate_id,finished_sku,operation_id,workstation_id,wip_item_id,wip_buffer_id,setup_family_id,issue_type,issue_severity,issue_description,recommended_review_action,auto_action_allowed,advisory_only_flag
SETUP8E-REV-0041,PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260921,SKU-BIKE-ROAD-001,ROAD-OP-010,WS-FRAME-PREP,,,ROAD_FRAME_PREP,BATCHING_OPPORTUNITY_REVIEW,MEDIUM,Batching similar setup families may reduce future setup loss.,REVIEW_BATCHING_OPPORTUNITY,False,True
SETUP8E-REV-0042,PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260928,SKU-BIKE-ROAD-001,ROAD-OP-010,WS-FRAME-PREP,,,ROAD_FRAME_PREP,BATCHING_OPPORTUNITY_REVIEW,MEDIUM,Batching similar setup families may reduce future setup loss.,REVIEW_BATCHING_OPPORTUNITY,False,True
SETUP8E-REV-0043,PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260629,SKU-BIKE-MT-001,MT-OP-070,WS-PACK,,,MTB_PACKAGING,BATCHING_OPPORTUNITY_REVIEW,MEDIUM,Batching similar setup families may reduce future setup loss.,REVIEW_BATCHING_OPPORTUNITY,False,True
SETUP8E-REV-0044,PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,MT-OP-070,WS-PACK,,,MTB_PACKAGING,BATCHING_OPPORTUNITY_REVIEW,MEDIUM,Batching similar setup families may reduce future setup loss.,REVIEW_BATCHING_OPPORTUNITY,False,True
SETUP8E-REV-0045,PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,MT-OP-070,WS-PACK,,,MTB_PACKAGING,BATCHING_OPPORTUNITY_REVIEW,MEDIUM,Batching similar setup families may reduce future setup loss.,REVIEW_BATCHING_OPPORTUNITY,False,True
SETUP8E-REV-0046,PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,MT-OP-070,WS-PACK,,,MTB_PACKAGING,BATCHING_OPPORTUNITY_REVIEW,MEDIUM,Batching similar setup families may reduce future setup loss.,REVIEW_BATCHING_OPPORTUNITY,False,True
SETUP8E-REV-0047,PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260727,SKU-BIKE-MT-001,MT-OP-070,WS-PACK,,,MTB_PACKAGING,BATCHING_OPPORTUNITY_REVIEW,MEDIUM,Batching similar setup families may reduce future setup loss.,REVIEW_BATCHING_OPPORTUNITY,False,True
SETUP8E-REV-0048,PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260803,SKU-BIKE-MT-001,MT-OP-070,WS-PACK,,,MTB_PACKAGING,BATCHING_OPPORTUNITY_REVIEW,MEDIUM,Batching similar setup families may reduce future setup loss.,REVIEW_BATCHING_OPPORTUNITY,False,True
SETUP8E-REV-0049,PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260810,SKU-BIKE-MT-001,MT-OP-070,WS-PACK,,,MTB_PACKAGING,BATCHING_OPPORTUNITY_REVIEW,MEDIUM,Batching similar setup families may reduce future setup loss.,REVIEW_BATCHING_OPPORTUNITY,False,True
SETUP8E-REV-0050,PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260817,SKU-BIKE-MT-001,MT-OP-070,WS-PACK,,,MTB_PACKAGING,BATCHING_OPPORTUNITY_REVIEW,MEDIUM,Batching similar setup families may reduce future setup loss.,REVIEW_BATCHING_OPPORTUNITY,False,True
SETUP8E-REV-0051,PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260824,SKU-BIKE-MT-001,MT-OP-070,WS-PACK,,,MTB_PACKAGING,BATCHING_OPPORTUNITY_REVIEW,MEDIUM,Batching similar setup families may reduce future setup loss.,REVIEW_BATCHING_OPPORTUNITY,False,True
SETUP8E-REV-0052,PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260831,SKU-BIKE-MT-001,MT-OP-070,WS-PACK,,,MTB_PACKAGING,BATCHING_OPPORTUNITY_REVIEW,MEDIUM,Batching similar setup families may reduce future setup loss.,REVIEW_BATCHING_OPPORTUNITY,False,True
SETUP8E-REV-0053,PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260907,SKU-BIKE-MT-001,MT-OP-070,WS-PACK,,,MTB_PACKAGING,BATCHING_OPPORTUNITY_REVIEW,MEDIUM,Batching similar setup families may reduce future setup loss.,REVIEW_BATCHING_OPPORTUNITY,False,True
SETUP8E-REV-0054,PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260914,SKU-BIKE-MT-001,MT-OP-070,WS-PACK,,,MTB_PACKAGING,BATCHING_OPPORTUNITY_REVIEW,MEDIUM,Batching similar setup families may reduce future setup loss.,REVIEW_BATCHING_OPPORTUNITY,False,True
SETUP8E-REV-0055,PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260921,SKU-BIKE-MT-001,MT-OP-070,WS-PACK,,,MTB_PACKAGING,BATCHING_OPPORTUNITY_REVIEW,MEDIUM,Batching similar setup families may reduce future setup loss.,REVIEW_BATCHING_OPPORTUNITY,False,True
SETUP8E-REV-0056,PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260928,SKU-BIKE-MT-001,MT-OP-070,WS-PACK,,,MTB_PACKAGING,BATCHING_OPPORTUNITY_REVIEW,MEDIUM,Batching similar setup families may reduce future setup loss.,REVIEW_BATCHING_OPPORTUNITY,False,True
SETUP8E-REV-0057,PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260629,SKU-BIKE-MT-001,MT-OP-030,WS-WHEEL-SUB,,,MTB_WHEEL_SUBASSEMBLY,BATCHING_OPPORTUNITY_REVIEW,MEDIUM,Batching similar setup families may reduce future setup loss.,REVIEW_BATCHING_OPPORTUNITY,False,True
SETUP8E-REV-0058,PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,MT-OP-030,WS-WHEEL-SUB,,,MTB_WHEEL_SUBASSEMBLY,BATCHING_OPPORTUNITY_REVIEW,MEDIUM,Batching similar setup families may reduce future setup loss.,REVIEW_BATCHING_OPPORTUNITY,False,True
SETUP8E-REV-0059,PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,MT-OP-030,WS-WHEEL-SUB,,,MTB_WHEEL_SUBASSEMBLY,BATCHING_OPPORTUNITY_REVIEW,MEDIUM,Batching similar setup families may reduce future setup loss.,REVIEW_BATCHING_OPPORTUNITY,False,True
SETUP8E-REV-0060,PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,MT-OP-030,WS-WHEEL-SUB,,,MTB_WHEEL_SUBASSEMBLY,BATCHING_OPPORTUNITY_REVIEW,MEDIUM,Batching similar setup families may reduce future setup loss.,REVIEW_BATCHING_OPPORTUNITY,False,True
SETUP8E-REV-0061,PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260727,SKU-BIKE-MT-001,MT-OP-030,WS-WHEEL-SUB,,,MTB_WHEEL_SUBASSEMBLY,BATCHING_OPPORTUNITY_REVIEW,MEDIUM,Batching similar setup families may reduce future setup loss.,REVIEW_BATCHING_OPPORTUNITY,False,True
SETUP8E-REV-0062,PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260803,SKU-BIKE-MT-001,MT-OP-030,WS-WHEEL-SUB,,,MTB_WHEEL_SUBASSEMBLY,BATCHING_OPPORTUNITY_REVIEW,MEDIUM,Batching similar setup families may reduce future setup loss.,REVIEW_BATCHING_OPPORTUNITY,False,True
SETUP8E-REV-0063,PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260810,SKU-BIKE-MT-001,MT-OP-030,WS-WHEEL-SUB,,,MTB_WHEEL_SUBASSEMBLY,BATCHING_OPPORTUNITY_REVIEW,MEDIUM,Batching similar setup families may reduce future setup loss.,REVIEW_BATCHING_OPPORTUNITY,False,True
SETUP8E-REV-0064,PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260817,SKU-BIKE-MT-001,MT-OP-030,WS-WHEEL-SUB,,,MTB_WHEEL_SUBASSEMBLY,BATCHING_OPPORTUNITY_REVIEW,MEDIUM,Batching similar setup families may reduce future setup loss.,REVIEW_BATCHING_OPPORTUNITY,False,True
SETUP8E-REV-0065,PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260824,SKU-BIKE-MT-001,MT-OP-030,WS-WHEEL-SUB,,,MTB_WHEEL_SUBASSEMBLY,BATCHING_OPPORTUNITY_REVIEW,MEDIUM,Batching similar setup families may reduce future setup loss.,REVIEW_BATCHING_OPPORTUNITY,False,True
SETUP8E-REV-0066,PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260831,SKU-BIKE-MT-001,MT-OP-030,WS-WHEEL-SUB,,,MTB_WHEEL_SUBASSEMBLY,BATCHING_OPPORTUNITY_REVIEW,MEDIUM,Batching similar setup families may reduce future setup loss.,REVIEW_BATCHING_OPPORTUNITY,False,True
SETUP8E-REV-0067,PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260907,SKU-BIKE-MT-001,MT-OP-030,WS-WHEEL-SUB,,,MTB_WHEEL_SUBASSEMBLY,BATCHING_OPPORTUNITY_REVIEW,MEDIUM,Batching similar setup families may reduce future setup loss.,REVIEW_BATCHING_OPPORTUNITY,False,True
SETUP8E-REV-0068,PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260914,SKU-BIKE-MT-001,MT-OP-030,WS-WHEEL-SUB,,,MTB_WHEEL_SUBASSEMBLY,BATCHING_OPPORTUNITY_REVIEW,MEDIUM,Batching similar setup families may reduce future setup loss.,REVIEW_BATCHING_OPPORTUNITY,False,True
SETUP8E-REV-0069,PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260921,SKU-BIKE-MT-001,MT-OP-030,WS-WHEEL-SUB,,,MTB_WHEEL_SUBASSEMBLY,BATCHING_OPPORTUNITY_REVIEW,MEDIUM,Batching similar setup families may reduce future setup loss.,REVIEW_BATCHING_OPPORTUNITY,False,True
SETUP8E-REV-0070,PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260928,SKU-BIKE-MT-001,MT-OP-030,WS-WHEEL-SUB,,,MTB_WHEEL_SUBASSEMBLY,BATCHING_OPPORTUNITY_REVIEW,MEDIUM,Batching similar setup families may reduce future setup loss.,REVIEW_BATCHING_OPPORTUNITY,False,True
