planning_run_id,bottleneck_review_item_id,period_start,period_end,workstation_id,workstation_name,bottleneck_issue_type,bottleneck_issue_severity,bottleneck_visibility_score,bottleneck_visibility_level,bottleneck_issue_description,evidence_layers,suggested_review_action,auto_action_allowed,advisory_only_flag
PHASE4-MPS-20260701125813,BN-REV-0013,2026-07-06,2026-07-12,WS-WHEEL-SUB,Wheel Subassembly Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,125.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0014,2026-07-06,2026-07-12,WS-BRAKE-SUB,Brake Subassembly Station,LABOR_STRESS_BOTTLENECK_RISK,HIGH,115.0,HIGH,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,REVIEW_LABOR_STRESS,False,True
PHASE4-MPS-20260701125813,BN-REV-0015,2026-07-06,2026-07-12,WS-FORK-SUSP,Fork and Suspension Prep Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,81.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0016,2026-07-06,2026-07-12,WS-FINAL-ASM,Final Assembly Station,ROUTING_JOIN_PRESSURE_BOTTLENECK_RISK,CRITICAL,206.0,CRITICAL,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE;ROUTING_JOIN_PRESSURE,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE;ROUTING_JOIN_PRESSURE,REVIEW_FINAL_ASSEMBLY_CAPACITY,False,True
PHASE4-MPS-20260701125813,BN-REV-0017,2026-07-06,2026-07-12,WS-QC,Final Quality Control Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,93.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0018,2026-07-06,2026-07-12,WS-PACK,Packaging Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,81.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0019,2026-07-13,2026-07-19,WS-FRAME-PREP,Frame Preparation Station,LABOR_STRESS_BOTTLENECK_RISK,HIGH,115.0,HIGH,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,REVIEW_LABOR_STRESS,False,True
PHASE4-MPS-20260701125813,BN-REV-0020,2026-07-13,2026-07-19,WS-WHEEL-SUB,Wheel Subassembly Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,125.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0021,2026-07-13,2026-07-19,WS-BRAKE-SUB,Brake Subassembly Station,LABOR_STRESS_BOTTLENECK_RISK,HIGH,115.0,HIGH,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,REVIEW_LABOR_STRESS,False,True
PHASE4-MPS-20260701125813,BN-REV-0022,2026-07-13,2026-07-19,WS-FORK-SUSP,Fork and Suspension Prep Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,81.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0023,2026-07-13,2026-07-19,WS-FINAL-ASM,Final Assembly Station,ROUTING_JOIN_PRESSURE_BOTTLENECK_RISK,CRITICAL,206.0,CRITICAL,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE;ROUTING_JOIN_PRESSURE,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE;ROUTING_JOIN_PRESSURE,REVIEW_FINAL_ASSEMBLY_CAPACITY,False,True
PHASE4-MPS-20260701125813,BN-REV-0024,2026-07-13,2026-07-19,WS-QC,Final Quality Control Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,93.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0025,2026-07-13,2026-07-19,WS-PACK,Packaging Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,81.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0026,2026-07-20,2026-07-26,WS-FRAME-PREP,Frame Preparation Station,LABOR_STRESS_BOTTLENECK_RISK,HIGH,115.0,HIGH,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,REVIEW_LABOR_STRESS,False,True
PHASE4-MPS-20260701125813,BN-REV-0027,2026-07-20,2026-07-26,WS-WHEEL-SUB,Wheel Subassembly Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,125.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0028,2026-07-20,2026-07-26,WS-BRAKE-SUB,Brake Subassembly Station,LABOR_STRESS_BOTTLENECK_RISK,HIGH,115.0,HIGH,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,REVIEW_LABOR_STRESS,False,True
PHASE4-MPS-20260701125813,BN-REV-0029,2026-07-20,2026-07-26,WS-FORK-SUSP,Fork and Suspension Prep Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,81.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0030,2026-07-20,2026-07-26,WS-FINAL-ASM,Final Assembly Station,ROUTING_JOIN_PRESSURE_BOTTLENECK_RISK,CRITICAL,206.0,CRITICAL,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE;ROUTING_JOIN_PRESSURE,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE;ROUTING_JOIN_PRESSURE,REVIEW_FINAL_ASSEMBLY_CAPACITY,False,True
PHASE4-MPS-20260701125813,BN-REV-0031,2026-07-20,2026-07-26,WS-QC,Final Quality Control Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,93.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0032,2026-07-20,2026-07-26,WS-PACK,Packaging Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,81.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0033,2026-07-27,2026-08-02,WS-FRAME-PREP,Frame Preparation Station,LABOR_STRESS_BOTTLENECK_RISK,HIGH,115.0,HIGH,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,REVIEW_LABOR_STRESS,False,True
PHASE4-MPS-20260701125813,BN-REV-0034,2026-07-27,2026-08-02,WS-WHEEL-SUB,Wheel Subassembly Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,125.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0035,2026-07-27,2026-08-02,WS-BRAKE-SUB,Brake Subassembly Station,LABOR_STRESS_BOTTLENECK_RISK,HIGH,115.0,HIGH,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,REVIEW_LABOR_STRESS,False,True
PHASE4-MPS-20260701125813,BN-REV-0036,2026-07-27,2026-08-02,WS-FORK-SUSP,Fork and Suspension Prep Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,81.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0037,2026-07-27,2026-08-02,WS-FINAL-ASM,Final Assembly Station,ROUTING_JOIN_PRESSURE_BOTTLENECK_RISK,CRITICAL,206.0,CRITICAL,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE;ROUTING_JOIN_PRESSURE,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE;ROUTING_JOIN_PRESSURE,REVIEW_FINAL_ASSEMBLY_CAPACITY,False,True
PHASE4-MPS-20260701125813,BN-REV-0038,2026-07-27,2026-08-02,WS-QC,Final Quality Control Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,93.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0039,2026-07-27,2026-08-02,WS-PACK,Packaging Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,81.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0040,2026-08-03,2026-08-09,WS-FRAME-PREP,Frame Preparation Station,LABOR_STRESS_BOTTLENECK_RISK,HIGH,115.0,HIGH,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,REVIEW_LABOR_STRESS,False,True
PHASE4-MPS-20260701125813,BN-REV-0041,2026-08-03,2026-08-09,WS-WHEEL-SUB,Wheel Subassembly Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,125.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0042,2026-08-03,2026-08-09,WS-BRAKE-SUB,Brake Subassembly Station,LABOR_STRESS_BOTTLENECK_RISK,HIGH,115.0,HIGH,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,REVIEW_LABOR_STRESS,False,True
PHASE4-MPS-20260701125813,BN-REV-0043,2026-08-03,2026-08-09,WS-FORK-SUSP,Fork and Suspension Prep Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,81.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0044,2026-08-03,2026-08-09,WS-FINAL-ASM,Final Assembly Station,ROUTING_JOIN_PRESSURE_BOTTLENECK_RISK,CRITICAL,206.0,CRITICAL,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE;ROUTING_JOIN_PRESSURE,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE;ROUTING_JOIN_PRESSURE,REVIEW_FINAL_ASSEMBLY_CAPACITY,False,True
PHASE4-MPS-20260701125813,BN-REV-0045,2026-08-03,2026-08-09,WS-QC,Final Quality Control Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,93.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0046,2026-08-03,2026-08-09,WS-PACK,Packaging Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,81.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0047,2026-08-10,2026-08-16,WS-FRAME-PREP,Frame Preparation Station,LABOR_STRESS_BOTTLENECK_RISK,HIGH,115.0,HIGH,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,REVIEW_LABOR_STRESS,False,True
PHASE4-MPS-20260701125813,BN-REV-0048,2026-08-10,2026-08-16,WS-WHEEL-SUB,Wheel Subassembly Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,125.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0049,2026-08-10,2026-08-16,WS-BRAKE-SUB,Brake Subassembly Station,LABOR_STRESS_BOTTLENECK_RISK,HIGH,115.0,HIGH,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,REVIEW_LABOR_STRESS,False,True
PHASE4-MPS-20260701125813,BN-REV-0050,2026-08-10,2026-08-16,WS-FORK-SUSP,Fork and Suspension Prep Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,81.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0051,2026-08-10,2026-08-16,WS-FINAL-ASM,Final Assembly Station,ROUTING_JOIN_PRESSURE_BOTTLENECK_RISK,CRITICAL,206.0,CRITICAL,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE;ROUTING_JOIN_PRESSURE,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE;ROUTING_JOIN_PRESSURE,REVIEW_FINAL_ASSEMBLY_CAPACITY,False,True
PHASE4-MPS-20260701125813,BN-REV-0052,2026-08-10,2026-08-16,WS-QC,Final Quality Control Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,93.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0053,2026-08-10,2026-08-16,WS-PACK,Packaging Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,81.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0054,2026-08-17,2026-08-23,WS-FRAME-PREP,Frame Preparation Station,LABOR_STRESS_BOTTLENECK_RISK,HIGH,115.0,HIGH,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,REVIEW_LABOR_STRESS,False,True
PHASE4-MPS-20260701125813,BN-REV-0055,2026-08-17,2026-08-23,WS-WHEEL-SUB,Wheel Subassembly Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,125.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0056,2026-08-17,2026-08-23,WS-BRAKE-SUB,Brake Subassembly Station,LABOR_STRESS_BOTTLENECK_RISK,HIGH,115.0,HIGH,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,REVIEW_LABOR_STRESS,False,True
PHASE4-MPS-20260701125813,BN-REV-0057,2026-08-17,2026-08-23,WS-FORK-SUSP,Fork and Suspension Prep Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,81.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0058,2026-08-17,2026-08-23,WS-FINAL-ASM,Final Assembly Station,ROUTING_JOIN_PRESSURE_BOTTLENECK_RISK,CRITICAL,206.0,CRITICAL,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE;ROUTING_JOIN_PRESSURE,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE;ROUTING_JOIN_PRESSURE,REVIEW_FINAL_ASSEMBLY_CAPACITY,False,True
PHASE4-MPS-20260701125813,BN-REV-0059,2026-08-17,2026-08-23,WS-QC,Final Quality Control Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,93.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0060,2026-08-17,2026-08-23,WS-PACK,Packaging Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,81.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0061,2026-08-24,2026-08-30,WS-FRAME-PREP,Frame Preparation Station,LABOR_STRESS_BOTTLENECK_RISK,HIGH,115.0,HIGH,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,REVIEW_LABOR_STRESS,False,True
PHASE4-MPS-20260701125813,BN-REV-0062,2026-08-24,2026-08-30,WS-WHEEL-SUB,Wheel Subassembly Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,125.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0063,2026-08-24,2026-08-30,WS-BRAKE-SUB,Brake Subassembly Station,LABOR_STRESS_BOTTLENECK_RISK,HIGH,115.0,HIGH,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,REVIEW_LABOR_STRESS,False,True
PHASE4-MPS-20260701125813,BN-REV-0064,2026-08-24,2026-08-30,WS-FORK-SUSP,Fork and Suspension Prep Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,81.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0065,2026-08-24,2026-08-30,WS-FINAL-ASM,Final Assembly Station,ROUTING_JOIN_PRESSURE_BOTTLENECK_RISK,CRITICAL,206.0,CRITICAL,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE;ROUTING_JOIN_PRESSURE,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE;ROUTING_JOIN_PRESSURE,REVIEW_FINAL_ASSEMBLY_CAPACITY,False,True
PHASE4-MPS-20260701125813,BN-REV-0066,2026-08-24,2026-08-30,WS-QC,Final Quality Control Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,93.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0067,2026-08-24,2026-08-30,WS-PACK,Packaging Station,RECURRING_WORKSTATION_OVERLOAD,HIGH,81.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260701125813,BN-REV-0068,2026-08-31,2026-09-06,WS-FRAME-PREP,Frame Preparation Station,LABOR_STRESS_BOTTLENECK_RISK,HIGH,115.0,HIGH,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,REVIEW_LABOR_STRESS,False,True
