planning_run_id,schedule_candidate_id,operation_id,workstation_id,machine_id,required_hours,available_hours_reference,current_utilization_pct,quality_adjusted_utilization_pct,maintenance_impact_level,capacity_feasibility_status,capacity_blocker_flag,note_no_capacity_change_flag,source_phase,advisory_only_flag
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260706,MT-OP-040,WS-BRAKE-SUB,M-BRAKE-BENCH-001,32.6781,36.25,185.0831,187.4195,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260706,MT-OP-050,WS-FINAL-ASM,M-FINAL-STAND-001,69.9233,36.25,353.7999,398.7676,CRITICAL,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260706,MT-OP-060,WS-QC,M-QC-TOOLS-001,29.0766,36.25,160.4417,164.6642,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260706,MT-OP-070,WS-PACK,M-PACK-BENCH-001,21.9646,36.25,128.952,129.2125,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260713,MT-OP-010,WS-FRAME-PREP,M-FRAME-JIG-001,35.0797,36.25,202.7045,202.7045,CRITICAL,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260713,MT-OP-020,WS-FORK-SUSP,M-FORK-BENCH-001,43.0296,36.25,110.4458,118.6224,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260713,MT-OP-030,WS-WHEEL-SUB,M-WHEEL-TRUE-001,43.2061,36.25,234.3161,252.5983,CRITICAL,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260713,MT-OP-040,WS-BRAKE-SUB,M-BRAKE-BENCH-001,32.6781,36.25,185.4734,187.8149,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260713,MT-OP-050,WS-FINAL-ASM,M-FINAL-STAND-001,69.9233,36.25,354.5433,399.6048,CRITICAL,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260713,MT-OP-060,WS-QC,M-QC-TOOLS-001,29.0766,36.25,160.7762,165.008,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260713,MT-OP-070,WS-PACK,M-PACK-BENCH-001,21.9646,36.25,129.2308,129.4918,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260720,MT-OP-010,WS-FRAME-PREP,M-FRAME-JIG-001,35.0797,36.25,202.7045,202.7045,CRITICAL,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260720,MT-OP-020,WS-FORK-SUSP,M-FORK-BENCH-001,43.0296,36.25,110.4458,118.6224,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260720,MT-OP-030,WS-WHEEL-SUB,M-WHEEL-TRUE-001,43.2061,36.25,234.3161,252.5983,CRITICAL,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260720,MT-OP-040,WS-BRAKE-SUB,M-BRAKE-BENCH-001,32.6781,36.25,185.4734,187.8149,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260720,MT-OP-050,WS-FINAL-ASM,M-FINAL-STAND-001,69.9233,36.25,354.5433,399.6048,CRITICAL,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260720,MT-OP-060,WS-QC,M-QC-TOOLS-001,29.0766,36.25,160.7762,165.008,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260720,MT-OP-070,WS-PACK,M-PACK-BENCH-001,21.9646,36.25,129.2308,129.4918,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260727,MT-OP-010,WS-FRAME-PREP,M-FRAME-JIG-001,35.0797,36.25,202.7045,202.7045,CRITICAL,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260727,MT-OP-020,WS-FORK-SUSP,M-FORK-BENCH-001,43.0296,36.25,110.4458,118.6224,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260727,MT-OP-030,WS-WHEEL-SUB,M-WHEEL-TRUE-001,43.2061,36.25,234.3161,252.5983,CRITICAL,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260727,MT-OP-040,WS-BRAKE-SUB,M-BRAKE-BENCH-001,32.6781,36.25,185.4734,187.8149,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260727,MT-OP-050,WS-FINAL-ASM,M-FINAL-STAND-001,69.9233,36.25,354.5433,399.6048,CRITICAL,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260727,MT-OP-060,WS-QC,M-QC-TOOLS-001,29.0766,36.25,160.7762,165.008,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260727,MT-OP-070,WS-PACK,M-PACK-BENCH-001,21.9646,36.25,129.2308,129.4918,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260803,MT-OP-010,WS-FRAME-PREP,M-FRAME-JIG-001,35.0797,36.25,202.7045,202.7045,CRITICAL,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260803,MT-OP-020,WS-FORK-SUSP,M-FORK-BENCH-001,43.0296,36.25,110.4458,118.6224,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260803,MT-OP-030,WS-WHEEL-SUB,M-WHEEL-TRUE-001,43.2061,36.25,234.3161,252.5983,CRITICAL,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260803,MT-OP-040,WS-BRAKE-SUB,M-BRAKE-BENCH-001,32.6781,36.25,185.4734,187.8149,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260803,MT-OP-050,WS-FINAL-ASM,M-FINAL-STAND-001,69.9233,36.25,354.5433,399.6048,CRITICAL,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260803,MT-OP-060,WS-QC,M-QC-TOOLS-001,29.0766,36.25,160.7762,165.008,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260803,MT-OP-070,WS-PACK,M-PACK-BENCH-001,21.9646,36.25,129.2308,129.4918,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260810,MT-OP-010,WS-FRAME-PREP,M-FRAME-JIG-001,35.0797,36.25,202.7045,202.7045,CRITICAL,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260810,MT-OP-020,WS-FORK-SUSP,M-FORK-BENCH-001,43.0296,36.25,110.4458,118.6224,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260810,MT-OP-030,WS-WHEEL-SUB,M-WHEEL-TRUE-001,43.2061,36.25,234.3161,252.5983,CRITICAL,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260810,MT-OP-040,WS-BRAKE-SUB,M-BRAKE-BENCH-001,32.6781,36.25,185.4734,187.8149,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260810,MT-OP-050,WS-FINAL-ASM,M-FINAL-STAND-001,69.9233,36.25,354.5433,399.6048,CRITICAL,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260810,MT-OP-060,WS-QC,M-QC-TOOLS-001,29.0766,36.25,160.7762,165.008,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260810,MT-OP-070,WS-PACK,M-PACK-BENCH-001,21.9646,36.25,129.2308,129.4918,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260817,MT-OP-010,WS-FRAME-PREP,M-FRAME-JIG-001,35.0797,36.25,202.7045,202.7045,CRITICAL,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260817,MT-OP-020,WS-FORK-SUSP,M-FORK-BENCH-001,43.0296,36.25,110.4458,118.6224,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260817,MT-OP-030,WS-WHEEL-SUB,M-WHEEL-TRUE-001,43.2061,36.25,234.3161,252.5983,CRITICAL,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260817,MT-OP-040,WS-BRAKE-SUB,M-BRAKE-BENCH-001,32.6781,36.25,185.4734,187.8149,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260817,MT-OP-050,WS-FINAL-ASM,M-FINAL-STAND-001,69.9233,36.25,354.5433,399.6048,CRITICAL,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260817,MT-OP-060,WS-QC,M-QC-TOOLS-001,29.0766,36.25,160.7762,165.008,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260817,MT-OP-070,WS-PACK,M-PACK-BENCH-001,21.9646,36.25,129.2308,129.4918,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260824,MT-OP-010,WS-FRAME-PREP,M-FRAME-JIG-001,35.0797,36.25,202.7045,202.7045,CRITICAL,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260824,MT-OP-020,WS-FORK-SUSP,M-FORK-BENCH-001,43.0296,36.25,110.4458,118.6224,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260824,MT-OP-030,WS-WHEEL-SUB,M-WHEEL-TRUE-001,43.2061,36.25,234.3161,252.5983,CRITICAL,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260824,MT-OP-040,WS-BRAKE-SUB,M-BRAKE-BENCH-001,32.6781,36.25,185.4734,187.8149,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260824,MT-OP-050,WS-FINAL-ASM,M-FINAL-STAND-001,69.9233,36.25,354.5433,399.6048,CRITICAL,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260824,MT-OP-060,WS-QC,M-QC-TOOLS-001,29.0766,36.25,160.7762,165.008,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260824,MT-OP-070,WS-PACK,M-PACK-BENCH-001,21.9646,36.25,129.2308,129.4918,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260831,MT-OP-010,WS-FRAME-PREP,M-FRAME-JIG-001,35.0797,36.25,202.7045,202.7045,CRITICAL,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260831,MT-OP-020,WS-FORK-SUSP,M-FORK-BENCH-001,43.0296,36.25,110.4458,118.6224,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260831,MT-OP-030,WS-WHEEL-SUB,M-WHEEL-TRUE-001,43.2061,36.25,234.3161,252.5983,CRITICAL,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260831,MT-OP-040,WS-BRAKE-SUB,M-BRAKE-BENCH-001,32.6781,36.25,185.4734,187.8149,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260831,MT-OP-050,WS-FINAL-ASM,M-FINAL-STAND-001,69.9233,36.25,354.5433,399.6048,CRITICAL,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260831,MT-OP-060,WS-QC,M-QC-TOOLS-001,29.0766,36.25,160.7762,165.008,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260831,MT-OP-070,WS-PACK,M-PACK-BENCH-001,21.9646,36.25,129.2308,129.4918,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260907,MT-OP-010,WS-FRAME-PREP,M-FRAME-JIG-001,35.0797,36.25,202.7045,202.7045,CRITICAL,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260907,MT-OP-020,WS-FORK-SUSP,M-FORK-BENCH-001,43.0296,36.25,110.4458,118.6224,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260907,MT-OP-030,WS-WHEEL-SUB,M-WHEEL-TRUE-001,43.2061,36.25,234.3161,252.5983,CRITICAL,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260907,MT-OP-040,WS-BRAKE-SUB,M-BRAKE-BENCH-001,32.6781,36.25,185.4734,187.8149,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260907,MT-OP-050,WS-FINAL-ASM,M-FINAL-STAND-001,69.9233,36.25,354.5433,399.6048,CRITICAL,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260907,MT-OP-060,WS-QC,M-QC-TOOLS-001,29.0766,36.25,160.7762,165.008,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260907,MT-OP-070,WS-PACK,M-PACK-BENCH-001,21.9646,36.25,129.2308,129.4918,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260914,MT-OP-010,WS-FRAME-PREP,M-FRAME-JIG-001,35.0797,36.25,202.7045,202.7045,CRITICAL,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260914,MT-OP-020,WS-FORK-SUSP,M-FORK-BENCH-001,43.0296,36.25,110.4458,118.6224,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260914,MT-OP-030,WS-WHEEL-SUB,M-WHEEL-TRUE-001,43.2061,36.25,234.3161,252.5983,CRITICAL,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260914,MT-OP-040,WS-BRAKE-SUB,M-BRAKE-BENCH-001,32.6781,36.25,185.4734,187.8149,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260914,MT-OP-050,WS-FINAL-ASM,M-FINAL-STAND-001,69.9233,36.25,354.5433,399.6048,CRITICAL,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260914,MT-OP-060,WS-QC,M-QC-TOOLS-001,29.0766,36.25,160.7762,165.008,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260914,MT-OP-070,WS-PACK,M-PACK-BENCH-001,21.9646,36.25,129.2308,129.4918,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260921,MT-OP-010,WS-FRAME-PREP,M-FRAME-JIG-001,35.0797,36.25,202.7045,202.7045,CRITICAL,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260921,MT-OP-020,WS-FORK-SUSP,M-FORK-BENCH-001,43.0296,36.25,110.4458,118.6224,HIGH,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260921,MT-OP-030,WS-WHEEL-SUB,M-WHEEL-TRUE-001,43.2061,36.25,234.3161,252.5983,CRITICAL,CAPACITY_BLOCKED,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
