planning_run_id,forecast_period,planning_period,period_start,period_end,finished_sku,component_sku,component_name,finished_goods_forecast_qty,mps_planned_production_qty,quantity_per_finished_unit,gross_component_requirement_qty,bom_explosion_basis,source_phase,advisory_only_flag
PHASE4-MPS-20260630131851,2026-07-13,2026-07-13,2026-07-13,2026-07-19,SKU-BIKE-MT-001,SKU-COMP-FRAME-MT-001,Mountain Bike Reinforced Frame,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-07-13,2026-07-13,2026-07-13,2026-07-19,SKU-BIKE-MT-001,SKU-COMP-WHEEL-MT-29,Mountain Bike 29 Inch Wheel,76.97409999999999,76.9741,2,153.9482,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-07-13,2026-07-13,2026-07-13,2026-07-19,SKU-BIKE-MT-001,SKU-COMP-TIRE-MT-29,Mountain Bike 29 Inch Tire,76.97409999999999,76.9741,2,153.9482,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-07-13,2026-07-13,2026-07-13,2026-07-19,SKU-BIKE-MT-001,SKU-COMP-BRAKE-FRONT-001,Front Brake Assembly,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-07-13,2026-07-13,2026-07-13,2026-07-19,SKU-BIKE-MT-001,SKU-COMP-BRAKE-REAR-001,Rear Brake Assembly,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-07-13,2026-07-13,2026-07-13,2026-07-19,SKU-BIKE-MT-001,SKU-COMP-PEDAL-SET-001,Pedal Set,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-07-13,2026-07-13,2026-07-13,2026-07-19,SKU-BIKE-MT-001,SKU-COMP-BOLT-KIT-001,Bolts and Nuts Kit,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-07-20,2026-07-20,2026-07-20,2026-07-26,SKU-BIKE-MT-001,SKU-COMP-FRAME-MT-001,Mountain Bike Reinforced Frame,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-07-20,2026-07-20,2026-07-20,2026-07-26,SKU-BIKE-MT-001,SKU-COMP-WHEEL-MT-29,Mountain Bike 29 Inch Wheel,76.97409999999999,76.9741,2,153.9482,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-07-20,2026-07-20,2026-07-20,2026-07-26,SKU-BIKE-MT-001,SKU-COMP-TIRE-MT-29,Mountain Bike 29 Inch Tire,76.97409999999999,76.9741,2,153.9482,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-07-20,2026-07-20,2026-07-20,2026-07-26,SKU-BIKE-MT-001,SKU-COMP-BRAKE-FRONT-001,Front Brake Assembly,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-07-20,2026-07-20,2026-07-20,2026-07-26,SKU-BIKE-MT-001,SKU-COMP-BRAKE-REAR-001,Rear Brake Assembly,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-07-20,2026-07-20,2026-07-20,2026-07-26,SKU-BIKE-MT-001,SKU-COMP-PEDAL-SET-001,Pedal Set,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-07-20,2026-07-20,2026-07-20,2026-07-26,SKU-BIKE-MT-001,SKU-COMP-BOLT-KIT-001,Bolts and Nuts Kit,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-07-27,2026-07-27,2026-07-27,2026-08-02,SKU-BIKE-MT-001,SKU-COMP-FRAME-MT-001,Mountain Bike Reinforced Frame,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-07-27,2026-07-27,2026-07-27,2026-08-02,SKU-BIKE-MT-001,SKU-COMP-WHEEL-MT-29,Mountain Bike 29 Inch Wheel,76.97409999999999,76.9741,2,153.9482,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-07-27,2026-07-27,2026-07-27,2026-08-02,SKU-BIKE-MT-001,SKU-COMP-TIRE-MT-29,Mountain Bike 29 Inch Tire,76.97409999999999,76.9741,2,153.9482,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-07-27,2026-07-27,2026-07-27,2026-08-02,SKU-BIKE-MT-001,SKU-COMP-BRAKE-FRONT-001,Front Brake Assembly,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-07-27,2026-07-27,2026-07-27,2026-08-02,SKU-BIKE-MT-001,SKU-COMP-BRAKE-REAR-001,Rear Brake Assembly,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-07-27,2026-07-27,2026-07-27,2026-08-02,SKU-BIKE-MT-001,SKU-COMP-PEDAL-SET-001,Pedal Set,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-07-27,2026-07-27,2026-07-27,2026-08-02,SKU-BIKE-MT-001,SKU-COMP-BOLT-KIT-001,Bolts and Nuts Kit,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-08-03,2026-08-03,2026-08-03,2026-08-09,SKU-BIKE-MT-001,SKU-COMP-FRAME-MT-001,Mountain Bike Reinforced Frame,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-08-03,2026-08-03,2026-08-03,2026-08-09,SKU-BIKE-MT-001,SKU-COMP-WHEEL-MT-29,Mountain Bike 29 Inch Wheel,76.97409999999999,76.9741,2,153.9482,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-08-03,2026-08-03,2026-08-03,2026-08-09,SKU-BIKE-MT-001,SKU-COMP-TIRE-MT-29,Mountain Bike 29 Inch Tire,76.97409999999999,76.9741,2,153.9482,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-08-03,2026-08-03,2026-08-03,2026-08-09,SKU-BIKE-MT-001,SKU-COMP-BRAKE-FRONT-001,Front Brake Assembly,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-08-03,2026-08-03,2026-08-03,2026-08-09,SKU-BIKE-MT-001,SKU-COMP-BRAKE-REAR-001,Rear Brake Assembly,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-08-03,2026-08-03,2026-08-03,2026-08-09,SKU-BIKE-MT-001,SKU-COMP-PEDAL-SET-001,Pedal Set,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-08-03,2026-08-03,2026-08-03,2026-08-09,SKU-BIKE-MT-001,SKU-COMP-BOLT-KIT-001,Bolts and Nuts Kit,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-08-10,2026-08-10,2026-08-10,2026-08-16,SKU-BIKE-MT-001,SKU-COMP-FRAME-MT-001,Mountain Bike Reinforced Frame,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-08-10,2026-08-10,2026-08-10,2026-08-16,SKU-BIKE-MT-001,SKU-COMP-WHEEL-MT-29,Mountain Bike 29 Inch Wheel,76.97409999999999,76.9741,2,153.9482,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-08-10,2026-08-10,2026-08-10,2026-08-16,SKU-BIKE-MT-001,SKU-COMP-TIRE-MT-29,Mountain Bike 29 Inch Tire,76.97409999999999,76.9741,2,153.9482,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-08-10,2026-08-10,2026-08-10,2026-08-16,SKU-BIKE-MT-001,SKU-COMP-BRAKE-FRONT-001,Front Brake Assembly,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-08-10,2026-08-10,2026-08-10,2026-08-16,SKU-BIKE-MT-001,SKU-COMP-BRAKE-REAR-001,Rear Brake Assembly,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-08-10,2026-08-10,2026-08-10,2026-08-16,SKU-BIKE-MT-001,SKU-COMP-PEDAL-SET-001,Pedal Set,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-08-10,2026-08-10,2026-08-10,2026-08-16,SKU-BIKE-MT-001,SKU-COMP-BOLT-KIT-001,Bolts and Nuts Kit,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-08-17,2026-08-17,2026-08-17,2026-08-23,SKU-BIKE-MT-001,SKU-COMP-FRAME-MT-001,Mountain Bike Reinforced Frame,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-08-17,2026-08-17,2026-08-17,2026-08-23,SKU-BIKE-MT-001,SKU-COMP-WHEEL-MT-29,Mountain Bike 29 Inch Wheel,76.97409999999999,76.9741,2,153.9482,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-08-17,2026-08-17,2026-08-17,2026-08-23,SKU-BIKE-MT-001,SKU-COMP-TIRE-MT-29,Mountain Bike 29 Inch Tire,76.97409999999999,76.9741,2,153.9482,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-08-17,2026-08-17,2026-08-17,2026-08-23,SKU-BIKE-MT-001,SKU-COMP-BRAKE-FRONT-001,Front Brake Assembly,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-08-17,2026-08-17,2026-08-17,2026-08-23,SKU-BIKE-MT-001,SKU-COMP-BRAKE-REAR-001,Rear Brake Assembly,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-08-17,2026-08-17,2026-08-17,2026-08-23,SKU-BIKE-MT-001,SKU-COMP-PEDAL-SET-001,Pedal Set,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-08-17,2026-08-17,2026-08-17,2026-08-23,SKU-BIKE-MT-001,SKU-COMP-BOLT-KIT-001,Bolts and Nuts Kit,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-08-24,2026-08-24,2026-08-24,2026-08-30,SKU-BIKE-MT-001,SKU-COMP-FRAME-MT-001,Mountain Bike Reinforced Frame,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-08-24,2026-08-24,2026-08-24,2026-08-30,SKU-BIKE-MT-001,SKU-COMP-WHEEL-MT-29,Mountain Bike 29 Inch Wheel,76.97409999999999,76.9741,2,153.9482,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-08-24,2026-08-24,2026-08-24,2026-08-30,SKU-BIKE-MT-001,SKU-COMP-TIRE-MT-29,Mountain Bike 29 Inch Tire,76.97409999999999,76.9741,2,153.9482,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-08-24,2026-08-24,2026-08-24,2026-08-30,SKU-BIKE-MT-001,SKU-COMP-BRAKE-FRONT-001,Front Brake Assembly,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-08-24,2026-08-24,2026-08-24,2026-08-30,SKU-BIKE-MT-001,SKU-COMP-BRAKE-REAR-001,Rear Brake Assembly,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-08-24,2026-08-24,2026-08-24,2026-08-30,SKU-BIKE-MT-001,SKU-COMP-PEDAL-SET-001,Pedal Set,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-08-24,2026-08-24,2026-08-24,2026-08-30,SKU-BIKE-MT-001,SKU-COMP-BOLT-KIT-001,Bolts and Nuts Kit,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-08-31,2026-08-31,2026-08-31,2026-09-06,SKU-BIKE-MT-001,SKU-COMP-FRAME-MT-001,Mountain Bike Reinforced Frame,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-08-31,2026-08-31,2026-08-31,2026-09-06,SKU-BIKE-MT-001,SKU-COMP-WHEEL-MT-29,Mountain Bike 29 Inch Wheel,76.97409999999999,76.9741,2,153.9482,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-08-31,2026-08-31,2026-08-31,2026-09-06,SKU-BIKE-MT-001,SKU-COMP-TIRE-MT-29,Mountain Bike 29 Inch Tire,76.97409999999999,76.9741,2,153.9482,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-08-31,2026-08-31,2026-08-31,2026-09-06,SKU-BIKE-MT-001,SKU-COMP-BRAKE-FRONT-001,Front Brake Assembly,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-08-31,2026-08-31,2026-08-31,2026-09-06,SKU-BIKE-MT-001,SKU-COMP-BRAKE-REAR-001,Rear Brake Assembly,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-08-31,2026-08-31,2026-08-31,2026-09-06,SKU-BIKE-MT-001,SKU-COMP-PEDAL-SET-001,Pedal Set,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-08-31,2026-08-31,2026-08-31,2026-09-06,SKU-BIKE-MT-001,SKU-COMP-BOLT-KIT-001,Bolts and Nuts Kit,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-09-07,2026-09-07,2026-09-07,2026-09-13,SKU-BIKE-MT-001,SKU-COMP-FRAME-MT-001,Mountain Bike Reinforced Frame,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-09-07,2026-09-07,2026-09-07,2026-09-13,SKU-BIKE-MT-001,SKU-COMP-WHEEL-MT-29,Mountain Bike 29 Inch Wheel,76.97409999999999,76.9741,2,153.9482,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-09-07,2026-09-07,2026-09-07,2026-09-13,SKU-BIKE-MT-001,SKU-COMP-TIRE-MT-29,Mountain Bike 29 Inch Tire,76.97409999999999,76.9741,2,153.9482,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-09-07,2026-09-07,2026-09-07,2026-09-13,SKU-BIKE-MT-001,SKU-COMP-BRAKE-FRONT-001,Front Brake Assembly,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-09-07,2026-09-07,2026-09-07,2026-09-13,SKU-BIKE-MT-001,SKU-COMP-BRAKE-REAR-001,Rear Brake Assembly,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-09-07,2026-09-07,2026-09-07,2026-09-13,SKU-BIKE-MT-001,SKU-COMP-PEDAL-SET-001,Pedal Set,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-09-07,2026-09-07,2026-09-07,2026-09-13,SKU-BIKE-MT-001,SKU-COMP-BOLT-KIT-001,Bolts and Nuts Kit,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-09-14,2026-09-14,2026-09-14,2026-09-20,SKU-BIKE-MT-001,SKU-COMP-FRAME-MT-001,Mountain Bike Reinforced Frame,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-09-14,2026-09-14,2026-09-14,2026-09-20,SKU-BIKE-MT-001,SKU-COMP-WHEEL-MT-29,Mountain Bike 29 Inch Wheel,76.97409999999999,76.9741,2,153.9482,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-09-14,2026-09-14,2026-09-14,2026-09-20,SKU-BIKE-MT-001,SKU-COMP-TIRE-MT-29,Mountain Bike 29 Inch Tire,76.97409999999999,76.9741,2,153.9482,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-09-14,2026-09-14,2026-09-14,2026-09-20,SKU-BIKE-MT-001,SKU-COMP-BRAKE-FRONT-001,Front Brake Assembly,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-09-14,2026-09-14,2026-09-14,2026-09-20,SKU-BIKE-MT-001,SKU-COMP-BRAKE-REAR-001,Rear Brake Assembly,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-09-14,2026-09-14,2026-09-14,2026-09-20,SKU-BIKE-MT-001,SKU-COMP-PEDAL-SET-001,Pedal Set,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-09-14,2026-09-14,2026-09-14,2026-09-20,SKU-BIKE-MT-001,SKU-COMP-BOLT-KIT-001,Bolts and Nuts Kit,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-09-21,2026-09-21,2026-09-21,2026-09-27,SKU-BIKE-MT-001,SKU-COMP-FRAME-MT-001,Mountain Bike Reinforced Frame,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-09-21,2026-09-21,2026-09-21,2026-09-27,SKU-BIKE-MT-001,SKU-COMP-WHEEL-MT-29,Mountain Bike 29 Inch Wheel,76.97409999999999,76.9741,2,153.9482,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-09-21,2026-09-21,2026-09-21,2026-09-27,SKU-BIKE-MT-001,SKU-COMP-TIRE-MT-29,Mountain Bike 29 Inch Tire,76.97409999999999,76.9741,2,153.9482,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-09-21,2026-09-21,2026-09-21,2026-09-27,SKU-BIKE-MT-001,SKU-COMP-BRAKE-FRONT-001,Front Brake Assembly,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-09-21,2026-09-21,2026-09-21,2026-09-27,SKU-BIKE-MT-001,SKU-COMP-BRAKE-REAR-001,Rear Brake Assembly,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-09-21,2026-09-21,2026-09-21,2026-09-27,SKU-BIKE-MT-001,SKU-COMP-PEDAL-SET-001,Pedal Set,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
PHASE4-MPS-20260630131851,2026-09-21,2026-09-21,2026-09-21,2026-09-27,SKU-BIKE-MT-001,SKU-COMP-BOLT-KIT-001,Bolts and Nuts Kit,76.97409999999999,76.9741,1,76.9741,MPS_PLANNED_PRODUCTION,PHASE4_MPS_BOM_BRIDGE,True
