planning_run_id,schedule_candidate_id,finished_sku,finished_product_name,mps_period_start,mps_period_end,planned_production_qty,candidate_schedule_period,candidate_schedule_day,candidate_schedule_shift,schedule_candidate_status,schedule_priority_score,recommended_schedule_priority,material_readiness_status,capacity_feasibility_status,maintenance_feasibility_status,critical_path_risk_flag,bottleneck_risk_flag,queue_risk_flag,schedule_assignment_status,note_no_production_order_created_flag,source_phase,advisory_only_flag
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260907,SKU-BIKE-MT-001,Mountain Bike,2026-09-07,2026-09-13,76.9741,2026-09-07,2026-09-07,SHIFT-A,MULTI_BLOCKED,185.0,CRITICAL,SUPPLIER_COVERED_REVIEW,CAPACITY_BLOCKED,MAINTENANCE_BLOCKED,True,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260914,SKU-BIKE-MT-001,Mountain Bike,2026-09-14,2026-09-20,76.9741,2026-09-14,2026-09-15,SHIFT-B,MULTI_BLOCKED,185.0,CRITICAL,SUPPLIER_COVERED_REVIEW,CAPACITY_BLOCKED,MAINTENANCE_BLOCKED,True,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260921,SKU-BIKE-MT-001,Mountain Bike,2026-09-21,2026-09-27,76.9741,2026-09-21,2026-09-23,SHIFT-A,MULTI_BLOCKED,185.0,CRITICAL,SUPPLIER_COVERED_REVIEW,CAPACITY_BLOCKED,MAINTENANCE_BLOCKED,True,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260928,SKU-BIKE-MT-001,Mountain Bike,2026-09-28,2026-10-04,10.9963,2026-09-28,2026-10-01,SHIFT-B,MAINTENANCE_BLOCKED,165.0,CRITICAL,SUPPLIER_COVERED_REVIEW,FEASIBLE,MAINTENANCE_BLOCKED,True,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260629,SKU-BIKE-ROAD-001,Road Bike,2026-06-29,2026-07-05,53.9995,2026-06-29,2026-06-29,SHIFT-A,MULTI_BLOCKED,185.0,CRITICAL,MATERIAL_READY,CAPACITY_BLOCKED,MAINTENANCE_BLOCKED,True,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260706,SKU-BIKE-ROAD-001,Road Bike,2026-07-06,2026-07-12,99.0098,2026-07-06,2026-07-07,SHIFT-B,MULTI_BLOCKED,185.0,CRITICAL,SUPPLIER_COVERED_REVIEW,CAPACITY_BLOCKED,MAINTENANCE_BLOCKED,True,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260713,SKU-BIKE-ROAD-001,Road Bike,2026-07-13,2026-07-19,99.414,2026-07-13,2026-07-15,SHIFT-A,MULTI_BLOCKED,185.0,CRITICAL,SUPPLIER_COVERED_REVIEW,CAPACITY_BLOCKED,MAINTENANCE_BLOCKED,True,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260720,SKU-BIKE-ROAD-001,Road Bike,2026-07-20,2026-07-26,99.414,2026-07-20,2026-07-23,SHIFT-B,MULTI_BLOCKED,185.0,CRITICAL,SUPPLIER_COVERED_REVIEW,CAPACITY_BLOCKED,MAINTENANCE_BLOCKED,True,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260727,SKU-BIKE-ROAD-001,Road Bike,2026-07-27,2026-08-02,99.414,2026-07-27,2026-07-31,SHIFT-A,MULTI_BLOCKED,185.0,CRITICAL,SUPPLIER_COVERED_REVIEW,CAPACITY_BLOCKED,MAINTENANCE_BLOCKED,True,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260803,SKU-BIKE-ROAD-001,Road Bike,2026-08-03,2026-08-09,99.414,2026-08-03,2026-08-03,SHIFT-B,MULTI_BLOCKED,185.0,CRITICAL,SUPPLIER_COVERED_REVIEW,CAPACITY_BLOCKED,MAINTENANCE_BLOCKED,True,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260810,SKU-BIKE-ROAD-001,Road Bike,2026-08-10,2026-08-16,99.414,2026-08-10,2026-08-11,SHIFT-A,MULTI_BLOCKED,185.0,CRITICAL,SUPPLIER_COVERED_REVIEW,CAPACITY_BLOCKED,MAINTENANCE_BLOCKED,True,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260817,SKU-BIKE-ROAD-001,Road Bike,2026-08-17,2026-08-23,99.414,2026-08-17,2026-08-19,SHIFT-B,MULTI_BLOCKED,185.0,CRITICAL,SUPPLIER_COVERED_REVIEW,CAPACITY_BLOCKED,MAINTENANCE_BLOCKED,True,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260824,SKU-BIKE-ROAD-001,Road Bike,2026-08-24,2026-08-30,99.414,2026-08-24,2026-08-27,SHIFT-A,MULTI_BLOCKED,185.0,CRITICAL,SUPPLIER_COVERED_REVIEW,CAPACITY_BLOCKED,MAINTENANCE_BLOCKED,True,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260831,SKU-BIKE-ROAD-001,Road Bike,2026-08-31,2026-09-06,99.414,2026-08-31,2026-09-04,SHIFT-B,MULTI_BLOCKED,185.0,CRITICAL,SUPPLIER_COVERED_REVIEW,CAPACITY_BLOCKED,MAINTENANCE_BLOCKED,True,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260907,SKU-BIKE-ROAD-001,Road Bike,2026-09-07,2026-09-13,99.414,2026-09-07,2026-09-07,SHIFT-A,MULTI_BLOCKED,185.0,CRITICAL,SUPPLIER_COVERED_REVIEW,CAPACITY_BLOCKED,MAINTENANCE_BLOCKED,True,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260914,SKU-BIKE-ROAD-001,Road Bike,2026-09-14,2026-09-20,99.414,2026-09-14,2026-09-15,SHIFT-B,MULTI_BLOCKED,185.0,CRITICAL,SUPPLIER_COVERED_REVIEW,CAPACITY_BLOCKED,MAINTENANCE_BLOCKED,True,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260921,SKU-BIKE-ROAD-001,Road Bike,2026-09-21,2026-09-27,99.414,2026-09-21,2026-09-23,SHIFT-A,MULTI_BLOCKED,185.0,CRITICAL,SUPPLIER_COVERED_REVIEW,CAPACITY_BLOCKED,MAINTENANCE_BLOCKED,True,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260928,SKU-BIKE-ROAD-001,Road Bike,2026-09-28,2026-10-04,14.202,2026-09-28,2026-10-01,SHIFT-B,MAINTENANCE_BLOCKED,165.0,CRITICAL,SUPPLIER_COVERED_REVIEW,FEASIBLE,MAINTENANCE_BLOCKED,True,True,True,NOT_SCHEDULED_CANDIDATE_ONLY,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
