planning_run_id,finished_sku,schedule_candidate_id,component_sku,component_name,required_date,consuming_operation_id,consuming_operation_name,workstation_id,consuming_operation_start_datetime,component_operation_mapping_status,component_operation_mapping_basis,component_operation_mapping_source,component_operation_review_required_flag,required_date_source,phase4_required_qty,phase3_available_inventory_qty,inventory_qty_used_for_requirement,phase3_net_replenishment_need_qty,phase2_allocated_supplier_qty,phase2_capacity_limited_supplier_qty,phase2_moq_adjusted_order_qty,phase2_yield_rate,expected_inbound_qty_available_for_requirement,expected_inbound_date,inbound_available_before_operation_flag,remaining_shortage_qty,material_readiness_status,material_blocker_flag,source_phase4_file,source_phase3_file,source_phase2_file,advisory_only_flag
PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260831,SKU-COMP-BOLT-KIT-001,Bolts and Nuts Kit,,ROAD-OP-040,Final Assembly,WS-FINAL-ASM,,EXPLICIT_CONSUMING_OPERATION_MAPPED,EXPLICIT_PLANNING_MASTER_BOM_QUANTITY_MATCH,PLANNING_MASTER_FROM_BOM_ROUTING_DESIGN,True,CONSUMING_OPERATION_NOT_SCHEDULED,99.414,460.0,0.0,1777.4323,0.0,543.2115,120.0,0.975,0.0,2026-08-02,False,99.414,REQUIRED_DATE_UNAVAILABLE_REVIEW,True,phase4_mrp_pegging_detail.csv;phase4_schedule_alternative_operation_detail.csv,phase4_component_inventory_check.csv,phase4_component_supplier_check.csv;phase2_procurement_capability_context.csv,True
PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260907,SKU-COMP-BOLT-KIT-001,Bolts and Nuts Kit,,MT-OP-050,Final Assembly,WS-FINAL-ASM,,EXPLICIT_CONSUMING_OPERATION_MAPPED,EXPLICIT_PLANNING_MASTER_BOM_QUANTITY_MATCH,PLANNING_MASTER_FROM_BOM_ROUTING_DESIGN,True,CONSUMING_OPERATION_NOT_SCHEDULED,76.9741,460.0,0.0,1777.4323,0.0,543.2115,120.0,0.975,0.0,2026-08-02,False,76.9741,REQUIRED_DATE_UNAVAILABLE_REVIEW,True,phase4_mrp_pegging_detail.csv;phase4_schedule_alternative_operation_detail.csv,phase4_component_inventory_check.csv,phase4_component_supplier_check.csv;phase2_procurement_capability_context.csv,True
PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260907,SKU-COMP-BOLT-KIT-001,Bolts and Nuts Kit,,ROAD-OP-040,Final Assembly,WS-FINAL-ASM,,EXPLICIT_CONSUMING_OPERATION_MAPPED,EXPLICIT_PLANNING_MASTER_BOM_QUANTITY_MATCH,PLANNING_MASTER_FROM_BOM_ROUTING_DESIGN,True,CONSUMING_OPERATION_NOT_SCHEDULED,99.414,460.0,0.0,1777.4323,0.0,543.2115,120.0,0.975,0.0,2026-08-02,False,99.414,REQUIRED_DATE_UNAVAILABLE_REVIEW,True,phase4_mrp_pegging_detail.csv;phase4_schedule_alternative_operation_detail.csv,phase4_component_inventory_check.csv,phase4_component_supplier_check.csv;phase2_procurement_capability_context.csv,True
PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260914,SKU-COMP-BOLT-KIT-001,Bolts and Nuts Kit,,MT-OP-050,Final Assembly,WS-FINAL-ASM,,EXPLICIT_CONSUMING_OPERATION_MAPPED,EXPLICIT_PLANNING_MASTER_BOM_QUANTITY_MATCH,PLANNING_MASTER_FROM_BOM_ROUTING_DESIGN,True,CONSUMING_OPERATION_NOT_SCHEDULED,76.9741,460.0,0.0,1777.4323,0.0,543.2115,120.0,0.975,0.0,2026-08-02,False,76.9741,REQUIRED_DATE_UNAVAILABLE_REVIEW,True,phase4_mrp_pegging_detail.csv;phase4_schedule_alternative_operation_detail.csv,phase4_component_inventory_check.csv,phase4_component_supplier_check.csv;phase2_procurement_capability_context.csv,True
PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260914,SKU-COMP-BOLT-KIT-001,Bolts and Nuts Kit,,ROAD-OP-040,Final Assembly,WS-FINAL-ASM,,EXPLICIT_CONSUMING_OPERATION_MAPPED,EXPLICIT_PLANNING_MASTER_BOM_QUANTITY_MATCH,PLANNING_MASTER_FROM_BOM_ROUTING_DESIGN,True,CONSUMING_OPERATION_NOT_SCHEDULED,99.414,460.0,0.0,1777.4323,0.0,543.2115,120.0,0.975,0.0,2026-08-02,False,99.414,REQUIRED_DATE_UNAVAILABLE_REVIEW,True,phase4_mrp_pegging_detail.csv;phase4_schedule_alternative_operation_detail.csv,phase4_component_inventory_check.csv,phase4_component_supplier_check.csv;phase2_procurement_capability_context.csv,True
PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260921,SKU-COMP-BOLT-KIT-001,Bolts and Nuts Kit,,MT-OP-050,Final Assembly,WS-FINAL-ASM,,EXPLICIT_CONSUMING_OPERATION_MAPPED,EXPLICIT_PLANNING_MASTER_BOM_QUANTITY_MATCH,PLANNING_MASTER_FROM_BOM_ROUTING_DESIGN,True,CONSUMING_OPERATION_NOT_SCHEDULED,76.9741,460.0,0.0,1777.4323,0.0,543.2115,120.0,0.975,0.0,2026-08-02,False,76.9741,REQUIRED_DATE_UNAVAILABLE_REVIEW,True,phase4_mrp_pegging_detail.csv;phase4_schedule_alternative_operation_detail.csv,phase4_component_inventory_check.csv,phase4_component_supplier_check.csv;phase2_procurement_capability_context.csv,True
PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260921,SKU-COMP-BOLT-KIT-001,Bolts and Nuts Kit,,ROAD-OP-040,Final Assembly,WS-FINAL-ASM,,EXPLICIT_CONSUMING_OPERATION_MAPPED,EXPLICIT_PLANNING_MASTER_BOM_QUANTITY_MATCH,PLANNING_MASTER_FROM_BOM_ROUTING_DESIGN,True,CONSUMING_OPERATION_NOT_SCHEDULED,99.414,460.0,0.0,1777.4323,0.0,543.2115,120.0,0.975,0.0,2026-08-02,False,99.414,REQUIRED_DATE_UNAVAILABLE_REVIEW,True,phase4_mrp_pegging_detail.csv;phase4_schedule_alternative_operation_detail.csv,phase4_component_inventory_check.csv,phase4_component_supplier_check.csv;phase2_procurement_capability_context.csv,True
PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260928,SKU-COMP-BOLT-KIT-001,Bolts and Nuts Kit,2026-09-30,MT-OP-050,Final Assembly,WS-FINAL-ASM,2026-09-30T14:59,EXPLICIT_CONSUMING_OPERATION_MAPPED,EXPLICIT_PLANNING_MASTER_BOM_QUANTITY_MATCH,PLANNING_MASTER_FROM_BOM_ROUTING_DESIGN,False,CONSUMING_OPERATION_PROPOSED_START,10.9963,460.0,0.0,1777.4323,0.0,543.2115,120.0,0.975,0.0,2026-08-02,False,10.9963,SHORTAGE_UNRESOLVED,True,phase4_mrp_pegging_detail.csv;phase4_schedule_alternative_operation_detail.csv,phase4_component_inventory_check.csv,phase4_component_supplier_check.csv;phase2_procurement_capability_context.csv,True
PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260928,SKU-COMP-BOLT-KIT-001,Bolts and Nuts Kit,,ROAD-OP-040,Final Assembly,WS-FINAL-ASM,,EXPLICIT_CONSUMING_OPERATION_MAPPED,EXPLICIT_PLANNING_MASTER_BOM_QUANTITY_MATCH,PLANNING_MASTER_FROM_BOM_ROUTING_DESIGN,True,CONSUMING_OPERATION_NOT_SCHEDULED,14.202,460.0,0.0,1777.4323,0.0,543.2115,120.0,0.975,0.0,2026-08-02,False,14.202,REQUIRED_DATE_UNAVAILABLE_REVIEW,True,phase4_mrp_pegging_detail.csv;phase4_schedule_alternative_operation_detail.csv,phase4_component_inventory_check.csv,phase4_component_supplier_check.csv;phase2_procurement_capability_context.csv,True
PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260629,SKU-COMP-BRAKE-FRONT-001,Front Brake Assembly,2026-07-01,MT-OP-040,Brake Subassembly,WS-BRAKE-SUB,2026-07-01T12:37,EXPLICIT_CONSUMING_OPERATION_MAPPED,EXPLICIT_PLANNING_MASTER_BOM_QUANTITY_MATCH,PLANNING_MASTER_FROM_BOM_ROUTING_DESIGN,False,CONSUMING_OPERATION_PROPOSED_START,41.9815,148.0,41.9815,2089.4323,0.0,605.8942,40.0,0.975,0.0,2026-08-08,False,0.0,READY_ON_TIME,False,phase4_mrp_pegging_detail.csv;phase4_schedule_alternative_operation_detail.csv,phase4_component_inventory_check.csv,phase4_component_supplier_check.csv;phase2_procurement_capability_context.csv,True
PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260629,SKU-COMP-BRAKE-FRONT-001,Front Brake Assembly,2026-07-01,ROAD-OP-030,Brake Subassembly,WS-BRAKE-SUB,2026-07-01T14:41,EXPLICIT_CONSUMING_OPERATION_MAPPED,EXPLICIT_PLANNING_MASTER_BOM_QUANTITY_MATCH,PLANNING_MASTER_FROM_BOM_ROUTING_DESIGN,False,CONSUMING_OPERATION_PROPOSED_START,53.9995,148.0,53.9995,2089.4323,0.0,605.8942,40.0,0.975,0.0,2026-08-08,False,0.0,READY_ON_TIME,False,phase4_mrp_pegging_detail.csv;phase4_schedule_alternative_operation_detail.csv,phase4_component_inventory_check.csv,phase4_component_supplier_check.csv;phase2_procurement_capability_context.csv,True
PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260706,SKU-COMP-BRAKE-FRONT-001,Front Brake Assembly,2026-07-10,MT-OP-040,Brake Subassembly,WS-BRAKE-SUB,2026-07-10T14:22,EXPLICIT_CONSUMING_OPERATION_MAPPED,EXPLICIT_PLANNING_MASTER_BOM_QUANTITY_MATCH,PLANNING_MASTER_FROM_BOM_ROUTING_DESIGN,False,CONSUMING_OPERATION_PROPOSED_START,76.9741,148.0,52.019,2089.4323,0.0,605.8942,40.0,0.975,0.0,2026-08-08,False,24.9551,LATE_INBOUND_REVIEW,True,phase4_mrp_pegging_detail.csv;phase4_schedule_alternative_operation_detail.csv,phase4_component_inventory_check.csv,phase4_component_supplier_check.csv;phase2_procurement_capability_context.csv,True
PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260706,SKU-COMP-BRAKE-FRONT-001,Front Brake Assembly,2026-07-10,ROAD-OP-030,Brake Subassembly,WS-BRAKE-SUB,2026-07-10T10:15,EXPLICIT_CONSUMING_OPERATION_MAPPED,EXPLICIT_PLANNING_MASTER_BOM_QUANTITY_MATCH,PLANNING_MASTER_FROM_BOM_ROUTING_DESIGN,False,CONSUMING_OPERATION_PROPOSED_START,99.0098,148.0,0.0,2089.4323,0.0,605.8942,40.0,0.975,0.0,2026-08-08,False,99.0098,LATE_INBOUND_REVIEW,True,phase4_mrp_pegging_detail.csv;phase4_schedule_alternative_operation_detail.csv,phase4_component_inventory_check.csv,phase4_component_supplier_check.csv;phase2_procurement_capability_context.csv,True
