planning_run_id,alternative_id,schedule_candidate_id,finished_sku,operation_id,operation_name,predecessor_operation_id,direct_input_wip_item_id,direct_input_wip_buffer_id,required_input_qty_per_output_unit,quantity_ratio_basis,requested_output_qty,predecessor_completed_qty_available,starting_accepted_wip_available,advisory_wip_produced_available,advisory_wip_already_drawn,total_input_qty_available,maximum_supported_output_qty,scheduled_output_qty,unscheduled_output_qty,quantity_flow_status,quantity_balance_check,quantity_balance_status,advisory_only_flag
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-ROAD-001-20260629,SKU-BIKE-ROAD-001,ROAD-OP-020,Wheel Subassembly,ROAD-OP-010,WIP-ROAD-FRAME-TO-WHEEL,BUF-ROAD-FRAME-WHEEL,1.0,ASSUMED_ONE_TO_ONE,53.9995,53.9995,0.0,53.9995,53.9995,53.9995,53.9995,53.9995,0.0,FULL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-ROAD-001-20260629,SKU-BIKE-ROAD-001,ROAD-OP-030,Brake Subassembly,ROAD-OP-010,WIP-ROAD-FRAME-TO-BRAKE,BUF-ROAD-FRAME-BRAKE,1.0,ASSUMED_ONE_TO_ONE,53.9995,53.9995,0.0,53.9995,53.9995,53.9995,53.9995,53.9995,0.0,FULL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-ROAD-001-20260629,SKU-BIKE-ROAD-001,ROAD-OP-040,Final Assembly,ROAD-OP-020,WIP-ROAD-WHEEL-SET-READY,BUF-ROAD-WHEEL,1.0,ASSUMED_ONE_TO_ONE,53.9995,53.9995,40.0,53.9995,53.9995,93.9995,91.9995,53.9995,0.0,FULL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-ROAD-001-20260629,SKU-BIKE-ROAD-001,ROAD-OP-040,Final Assembly,ROAD-OP-030,WIP-ROAD-BRAKE-SET-READY,BUF-ROAD-BRAKE,1.0,ASSUMED_ONE_TO_ONE,53.9995,53.9995,38.0,53.9995,53.9995,91.9995,91.9995,53.9995,0.0,FULL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-ROAD-001-20260629,SKU-BIKE-ROAD-001,ROAD-OP-050,Final Quality Control,ROAD-OP-040,WIP-ROAD-FINAL-ASSEMBLY-READY,BUF-ROAD-ASM,1.0,ASSUMED_ONE_TO_ONE,53.9995,53.9995,0.0,53.9995,40.0,53.9995,53.9995,40.0,13.9995,PARTIAL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-ROAD-001-20260629,SKU-BIKE-ROAD-001,ROAD-OP-060,Packaging,ROAD-OP-050,WIP-ROAD-QC-PASSED,BUF-ROAD-QC,1.0,ASSUMED_ONE_TO_ONE,53.9995,40.0,20.0,40.0,53.9995,60.0,60.0,53.9995,0.0,FULL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,MT-OP-010,Frame Preparation,,,,1.0,ASSUMED_ONE_TO_ONE,76.9741,0.0,0.0,0.0,0.0,0.0,76.9741,76.9741,0.0,NO_INPUT_REQUIRED_FIRST_OPERATION,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,MT-OP-020,Fork and Suspension Prep,MT-OP-010,WIP-MT-FRAME-TO-FORK,BUF-MT-FRAME-FORK,1.0,ASSUMED_ONE_TO_ONE,76.9741,76.9741,0.0,76.9741,76.9741,76.9741,76.9741,76.9741,0.0,PARTIAL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,MT-OP-030,Wheel Subassembly,MT-OP-010,WIP-MT-FRAME-TO-WHEEL,BUF-MT-FRAME-WHEEL,1.0,ASSUMED_ONE_TO_ONE,76.9741,76.9741,0.0,76.9741,75.0,76.9741,76.9741,75.0,1.9741,PARTIAL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,MT-OP-040,Brake Subassembly,MT-OP-010,WIP-MT-FRAME-TO-BRAKE,BUF-MT-FRAME-BRAKE,1.0,ASSUMED_ONE_TO_ONE,76.9741,76.9741,0.0,76.9741,76.9741,76.9741,76.9741,76.9741,0.0,PARTIAL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,MT-OP-050,Final Assembly,MT-OP-020,WIP-MT-FORK-READY,BUF-MT-FORK,1.0,ASSUMED_ONE_TO_ONE,76.9741,76.9741,0.0,76.9741,60.0,76.9741,76.9741,60.0,16.9741,FULL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,MT-OP-050,Final Assembly,MT-OP-030,WIP-MT-WHEEL-SET-READY,BUF-MT-WHEEL,1.0,ASSUMED_ONE_TO_ONE,76.9741,75.0,45.0,75.0,60.0,120.0,76.9741,60.0,16.9741,FULL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,MT-OP-050,Final Assembly,MT-OP-040,WIP-MT-BRAKE-SET-READY,BUF-MT-BRAKE,1.0,ASSUMED_ONE_TO_ONE,76.9741,76.9741,39.0,76.9741,60.0,115.9741,76.9741,60.0,16.9741,FULL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,MT-OP-060,Final Quality Control,MT-OP-050,WIP-MT-FINAL-ASSEMBLY-READY,BUF-MT-ASM,1.0,ASSUMED_ONE_TO_ONE,76.9741,60.0,0.0,60.0,42.0,60.0,60.0,42.0,34.9741,PARTIAL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,MT-OP-070,Packaging,MT-OP-060,WIP-MT-QC-PASSED,BUF-MT-QC,1.0,ASSUMED_ONE_TO_ONE,76.9741,42.0,18.0,42.0,60.0,60.0,60.0,60.0,16.9741,PARTIAL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-ROAD-001-20260706,SKU-BIKE-ROAD-001,ROAD-OP-010,Frame Preparation,,,,1.0,ASSUMED_ONE_TO_ONE,99.0098,0.0,0.0,0.0,0.0,0.0,99.0098,80.0,19.0098,NO_INPUT_REQUIRED_FIRST_OPERATION,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-ROAD-001-20260706,SKU-BIKE-ROAD-001,ROAD-OP-020,Wheel Subassembly,ROAD-OP-010,WIP-ROAD-FRAME-TO-WHEEL,BUF-ROAD-FRAME-WHEEL,1.0,ASSUMED_ONE_TO_ONE,99.0098,80.0,0.0,80.0,80.0,80.0,80.0,80.0,19.0098,PARTIAL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-ROAD-001-20260706,SKU-BIKE-ROAD-001,ROAD-OP-030,Brake Subassembly,ROAD-OP-010,WIP-ROAD-FRAME-TO-BRAKE,BUF-ROAD-FRAME-BRAKE,1.0,ASSUMED_ONE_TO_ONE,99.0098,80.0,0.0,80.0,80.0,80.0,80.0,80.0,19.0098,PARTIAL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-ROAD-001-20260706,SKU-BIKE-ROAD-001,ROAD-OP-040,Final Assembly,ROAD-OP-020,WIP-ROAD-WHEEL-SET-READY,BUF-ROAD-WHEEL,1.0,ASSUMED_ONE_TO_ONE,99.0098,80.0,40.0,80.0,46.0005,120.0,118.0,46.0005,53.0093,FULL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-ROAD-001-20260706,SKU-BIKE-ROAD-001,ROAD-OP-040,Final Assembly,ROAD-OP-030,WIP-ROAD-BRAKE-SET-READY,BUF-ROAD-BRAKE,1.0,ASSUMED_ONE_TO_ONE,99.0098,80.0,38.0,80.0,46.0005,118.0,118.0,46.0005,53.0093,FULL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-ROAD-001-20260706,SKU-BIKE-ROAD-001,ROAD-OP-050,Final Quality Control,ROAD-OP-040,WIP-ROAD-FINAL-ASSEMBLY-READY,BUF-ROAD-ASM,1.0,ASSUMED_ONE_TO_ONE,99.0098,46.0005,13.9995,46.0005,53.9995,60.0,60.0,53.9995,45.0103,PARTIAL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-ROAD-001-20260706,SKU-BIKE-ROAD-001,ROAD-OP-060,Packaging,ROAD-OP-050,WIP-ROAD-QC-PASSED,BUF-ROAD-QC,1.0,ASSUMED_ONE_TO_ONE,99.0098,53.9995,6.0005,53.9995,60.0,60.0,60.0,60.0,39.0098,PARTIAL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,MT-OP-010,Frame Preparation,,,,1.0,ASSUMED_ONE_TO_ONE,76.9741,0.0,0.0,0.0,0.0,0.0,76.9741,76.9741,0.0,NO_INPUT_REQUIRED_FIRST_OPERATION,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,MT-OP-020,Fork and Suspension Prep,MT-OP-010,WIP-MT-FRAME-TO-FORK,BUF-MT-FRAME-FORK,1.0,ASSUMED_ONE_TO_ONE,76.9741,76.9741,0.0,76.9741,76.9741,76.9741,76.9741,76.9741,0.0,PARTIAL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,MT-OP-030,Wheel Subassembly,MT-OP-010,WIP-MT-FRAME-TO-WHEEL,BUF-MT-FRAME-WHEEL,1.0,ASSUMED_ONE_TO_ONE,76.9741,76.9741,1.9741,76.9741,60.0,78.9482,78.9482,60.0,16.9741,FULL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,MT-OP-040,Brake Subassembly,MT-OP-010,WIP-MT-FRAME-TO-BRAKE,BUF-MT-FRAME-BRAKE,1.0,ASSUMED_ONE_TO_ONE,76.9741,76.9741,0.0,76.9741,64.0259,76.9741,76.9741,64.0259,12.9482,PARTIAL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,MT-OP-050,Final Assembly,MT-OP-020,WIP-MT-FORK-READY,BUF-MT-FORK,1.0,ASSUMED_ONE_TO_ONE,76.9741,76.9741,16.9741,76.9741,42.0,93.9482,93.9482,42.0,34.9741,FULL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,MT-OP-050,Final Assembly,MT-OP-030,WIP-MT-WHEEL-SET-READY,BUF-MT-WHEEL,1.0,ASSUMED_ONE_TO_ONE,76.9741,60.0,60.0,60.0,42.0,120.0,93.9482,42.0,34.9741,FULL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,MT-OP-050,Final Assembly,MT-OP-040,WIP-MT-BRAKE-SET-READY,BUF-MT-BRAKE,1.0,ASSUMED_ONE_TO_ONE,76.9741,64.0259,55.9741,64.0259,42.0,120.0,93.9482,42.0,34.9741,FULL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,MT-OP-060,Final Quality Control,MT-OP-050,WIP-MT-FINAL-ASSEMBLY-READY,BUF-MT-ASM,1.0,ASSUMED_ONE_TO_ONE,76.9741,42.0,18.0,42.0,60.0,60.0,60.0,60.0,16.9741,PARTIAL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,MT-OP-070,Packaging,MT-OP-060,WIP-MT-QC-PASSED,BUF-MT-QC,1.0,ASSUMED_ONE_TO_ONE,76.9741,60.0,0.0,60.0,60.0,60.0,60.0,60.0,16.9741,PARTIAL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-ROAD-001-20260713,SKU-BIKE-ROAD-001,ROAD-OP-010,Frame Preparation,,,,1.0,ASSUMED_ONE_TO_ONE,99.414,0.0,0.0,0.0,0.0,0.0,99.414,80.0,19.414,NO_INPUT_REQUIRED_FIRST_OPERATION,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-ROAD-001-20260713,SKU-BIKE-ROAD-001,ROAD-OP-020,Wheel Subassembly,ROAD-OP-010,WIP-ROAD-FRAME-TO-WHEEL,BUF-ROAD-FRAME-WHEEL,1.0,ASSUMED_ONE_TO_ONE,99.414,80.0,0.0,80.0,46.0005,80.0,80.0,46.0005,53.4135,PARTIAL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-ROAD-001-20260713,SKU-BIKE-ROAD-001,ROAD-OP-030,Brake Subassembly,ROAD-OP-010,WIP-ROAD-FRAME-TO-BRAKE,BUF-ROAD-FRAME-BRAKE,1.0,ASSUMED_ONE_TO_ONE,99.414,80.0,0.0,80.0,48.0005,80.0,80.0,48.0005,51.4135,PARTIAL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-ROAD-001-20260713,SKU-BIKE-ROAD-001,ROAD-OP-040,Final Assembly,ROAD-OP-020,WIP-ROAD-WHEEL-SET-READY,BUF-ROAD-WHEEL,1.0,ASSUMED_ONE_TO_ONE,99.414,46.0005,73.9995,46.0005,53.9995,120.0,120.0,53.9995,45.4145,FULL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-ROAD-001-20260713,SKU-BIKE-ROAD-001,ROAD-OP-040,Final Assembly,ROAD-OP-030,WIP-ROAD-BRAKE-SET-READY,BUF-ROAD-BRAKE,1.0,ASSUMED_ONE_TO_ONE,99.414,48.0005,71.9995,48.0005,53.9995,120.0,120.0,53.9995,45.4145,FULL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-ROAD-001-20260713,SKU-BIKE-ROAD-001,ROAD-OP-050,Final Quality Control,ROAD-OP-040,WIP-ROAD-FINAL-ASSEMBLY-READY,BUF-ROAD-ASM,1.0,ASSUMED_ONE_TO_ONE,99.414,53.9995,6.0005,53.9995,60.0,60.0,60.0,60.0,39.414,PARTIAL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-ROAD-001-20260713,SKU-BIKE-ROAD-001,ROAD-OP-060,Packaging,ROAD-OP-050,WIP-ROAD-QC-PASSED,BUF-ROAD-QC,1.0,ASSUMED_ONE_TO_ONE,99.414,60.0,0.0,60.0,60.0,60.0,60.0,60.0,39.414,PARTIAL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,MT-OP-010,Frame Preparation,,,,1.0,ASSUMED_ONE_TO_ONE,76.9741,0.0,0.0,0.0,0.0,0.0,76.9741,61.0518,15.9223,NO_INPUT_REQUIRED_FIRST_OPERATION,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,MT-OP-020,Fork and Suspension Prep,MT-OP-010,WIP-MT-FRAME-TO-FORK,BUF-MT-FRAME-FORK,1.0,ASSUMED_ONE_TO_ONE,76.9741,61.0518,0.0,61.0518,61.0518,61.0518,61.0518,61.0518,15.9223,PARTIAL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,MT-OP-030,Wheel Subassembly,MT-OP-010,WIP-MT-FRAME-TO-WHEEL,BUF-MT-FRAME-WHEEL,1.0,ASSUMED_ONE_TO_ONE,76.9741,61.0518,18.9482,61.0518,42.0,80.0,80.0,42.0,34.9741,FULL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,MT-OP-040,Brake Subassembly,MT-OP-010,WIP-MT-FRAME-TO-BRAKE,BUF-MT-FRAME-BRAKE,1.0,ASSUMED_ONE_TO_ONE,76.9741,61.0518,12.9482,61.0518,42.0,74.0,74.0,42.0,34.9741,PARTIAL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,MT-OP-050,Final Assembly,MT-OP-020,WIP-MT-FORK-READY,BUF-MT-FORK,1.0,ASSUMED_ONE_TO_ONE,76.9741,61.0518,51.9482,61.0518,60.0,113.0,113.0,60.0,16.9741,FULL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,MT-OP-050,Final Assembly,MT-OP-030,WIP-MT-WHEEL-SET-READY,BUF-MT-WHEEL,1.0,ASSUMED_ONE_TO_ONE,76.9741,42.0,78.0,42.0,60.0,120.0,113.0,60.0,16.9741,FULL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,MT-OP-050,Final Assembly,MT-OP-040,WIP-MT-BRAKE-SET-READY,BUF-MT-BRAKE,1.0,ASSUMED_ONE_TO_ONE,76.9741,42.0,78.0,42.0,60.0,120.0,113.0,60.0,16.9741,FULL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,MT-OP-060,Final Quality Control,MT-OP-050,WIP-MT-FINAL-ASSEMBLY-READY,BUF-MT-ASM,1.0,ASSUMED_ONE_TO_ONE,76.9741,60.0,0.0,60.0,60.0,60.0,60.0,60.0,16.9741,PARTIAL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,MT-OP-070,Packaging,MT-OP-060,WIP-MT-QC-PASSED,BUF-MT-QC,1.0,ASSUMED_ONE_TO_ONE,76.9741,60.0,0.0,60.0,60.0,60.0,60.0,60.0,16.9741,PARTIAL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-ROAD-001-20260720,SKU-BIKE-ROAD-001,ROAD-OP-010,Frame Preparation,,,,1.0,ASSUMED_ONE_TO_ONE,99.414,0.0,0.0,0.0,0.0,0.0,99.414,46.0005,53.4135,NO_INPUT_REQUIRED_FIRST_OPERATION,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-ROAD-001-20260720,SKU-BIKE-ROAD-001,ROAD-OP-020,Wheel Subassembly,ROAD-OP-010,WIP-ROAD-FRAME-TO-WHEEL,BUF-ROAD-FRAME-WHEEL,1.0,ASSUMED_ONE_TO_ONE,99.414,46.0005,33.9995,46.0005,53.9995,80.0,80.0,53.9995,45.4145,PARTIAL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-ROAD-001-20260720,SKU-BIKE-ROAD-001,ROAD-OP-030,Brake Subassembly,ROAD-OP-010,WIP-ROAD-FRAME-TO-BRAKE,BUF-ROAD-FRAME-BRAKE,1.0,ASSUMED_ONE_TO_ONE,99.414,46.0005,31.9995,46.0005,53.9995,78.0,78.0,53.9995,45.4145,PARTIAL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-ROAD-001-20260720,SKU-BIKE-ROAD-001,ROAD-OP-040,Final Assembly,ROAD-OP-020,WIP-ROAD-WHEEL-SET-READY,BUF-ROAD-WHEEL,1.0,ASSUMED_ONE_TO_ONE,99.414,53.9995,66.0005,53.9995,60.0,120.0,120.0,60.0,39.414,FULL_QUANTITY_SUPPORTED,0.0,BALANCED,True
PHASE4-MPS-20260721170405,ALT-BASELINE,PSC-SKU-BIKE-ROAD-001-20260720,SKU-BIKE-ROAD-001,ROAD-OP-040,Final Assembly,ROAD-OP-030,WIP-ROAD-BRAKE-SET-READY,BUF-ROAD-BRAKE,1.0,ASSUMED_ONE_TO_ONE,99.414,53.9995,66.0005,53.9995,60.0,120.0,120.0,60.0,39.414,FULL_QUANTITY_SUPPORTED,0.0,BALANCED,True
