planning_run_id,period_start,period_end,workstation_id,required_labor_skill,operation_count,finished_sku_count,total_planned_production_qty,labor_required_hours,available_labor_hours,labor_utilization_pct,labor_capacity_gap_hours,labor_capacity_status,labor_overload_flag,labor_near_capacity_flag,no_labor_capacity_record_flag,labor_soft_warning_threshold_pct,labor_hard_overload_threshold_pct,labor_high_utilization_warning_flag,labor_hard_overload_flag,labor_capacity_interpretation,capacity_planning_basis,source_phase,advisory_only_flag
PHASE4-MPS-20260701140123,2026-07-06,2026-07-12,WS-WHEEL-SUB,WHEEL_ASSEMBLY_TECHNICIAN,2,2,175.9839,84.75769500000001,120,70.63141250000001,35.24230499999999,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-07-13,2026-07-19,WS-BRAKE-SUB,BRAKE_ASSEMBLY_TECHNICIAN,2,2,176.3881,67.23410833333334,80,84.04263541666668,12.765891666666661,HIGH_UTILIZATION_WARNING,False,True,False,80.0,95.0,True,False,HIGH_LABOR_UTILIZATION_REVIEW,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-07-13,2026-07-19,WS-FINAL-ASM,FINAL_ASSEMBLY_OPERATOR,2,2,176.3881,128.52194666666668,160,80.32621666666667,31.47805333333332,HIGH_UTILIZATION_WARNING,False,True,False,80.0,95.0,True,False,HIGH_LABOR_UTILIZATION_REVIEW,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-07-13,2026-07-19,WS-FORK-SUSP,SUSPENSION_TECHNICIAN,1,1,76.9741,40.03661833333334,80,50.04577291666668,39.96338166666666,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-07-13,2026-07-19,WS-FRAME-PREP,FRAME_TECHNICIAN,2,2,176.3881,73.48037833333333,80,91.85047291666667,6.519621666666666,HIGH_UTILIZATION_WARNING,False,True,False,80.0,95.0,True,False,HIGH_LABOR_UTILIZATION_REVIEW,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-07-13,2026-07-19,WS-PACK,PACKAGING_OPERATOR,2,2,176.3881,46.84616166666667,80,58.55770208333333,33.15383833333333,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-07-13,2026-07-19,WS-QC,QUALITY_INSPECTOR,2,2,176.3881,58.28137000000001,80,72.8517125,21.71862999999999,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-07-13,2026-07-19,WS-WHEEL-SUB,WHEEL_ASSEMBLY_TECHNICIAN,2,2,176.3881,84.93958500000002,120,70.78298750000002,35.06041499999998,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-07-20,2026-07-26,WS-BRAKE-SUB,BRAKE_ASSEMBLY_TECHNICIAN,2,2,176.3881,67.23410833333334,80,84.04263541666668,12.765891666666661,HIGH_UTILIZATION_WARNING,False,True,False,80.0,95.0,True,False,HIGH_LABOR_UTILIZATION_REVIEW,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-07-20,2026-07-26,WS-FINAL-ASM,FINAL_ASSEMBLY_OPERATOR,2,2,176.3881,128.52194666666668,160,80.32621666666667,31.47805333333332,HIGH_UTILIZATION_WARNING,False,True,False,80.0,95.0,True,False,HIGH_LABOR_UTILIZATION_REVIEW,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-07-20,2026-07-26,WS-FORK-SUSP,SUSPENSION_TECHNICIAN,1,1,76.9741,40.03661833333334,80,50.04577291666668,39.96338166666666,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-07-20,2026-07-26,WS-FRAME-PREP,FRAME_TECHNICIAN,2,2,176.3881,73.48037833333333,80,91.85047291666667,6.519621666666666,HIGH_UTILIZATION_WARNING,False,True,False,80.0,95.0,True,False,HIGH_LABOR_UTILIZATION_REVIEW,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-07-20,2026-07-26,WS-PACK,PACKAGING_OPERATOR,2,2,176.3881,46.84616166666667,80,58.55770208333333,33.15383833333333,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-07-20,2026-07-26,WS-QC,QUALITY_INSPECTOR,2,2,176.3881,58.28137000000001,80,72.8517125,21.71862999999999,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-07-20,2026-07-26,WS-WHEEL-SUB,WHEEL_ASSEMBLY_TECHNICIAN,2,2,176.3881,84.93958500000002,120,70.78298750000002,35.06041499999998,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-07-27,2026-08-02,WS-BRAKE-SUB,BRAKE_ASSEMBLY_TECHNICIAN,2,2,176.3881,67.23410833333334,80,84.04263541666668,12.765891666666661,HIGH_UTILIZATION_WARNING,False,True,False,80.0,95.0,True,False,HIGH_LABOR_UTILIZATION_REVIEW,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-07-27,2026-08-02,WS-FINAL-ASM,FINAL_ASSEMBLY_OPERATOR,2,2,176.3881,128.52194666666668,160,80.32621666666667,31.47805333333332,HIGH_UTILIZATION_WARNING,False,True,False,80.0,95.0,True,False,HIGH_LABOR_UTILIZATION_REVIEW,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-07-27,2026-08-02,WS-FORK-SUSP,SUSPENSION_TECHNICIAN,1,1,76.9741,40.03661833333334,80,50.04577291666668,39.96338166666666,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-07-27,2026-08-02,WS-FRAME-PREP,FRAME_TECHNICIAN,2,2,176.3881,73.48037833333333,80,91.85047291666667,6.519621666666666,HIGH_UTILIZATION_WARNING,False,True,False,80.0,95.0,True,False,HIGH_LABOR_UTILIZATION_REVIEW,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-07-27,2026-08-02,WS-PACK,PACKAGING_OPERATOR,2,2,176.3881,46.84616166666667,80,58.55770208333333,33.15383833333333,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-07-27,2026-08-02,WS-QC,QUALITY_INSPECTOR,2,2,176.3881,58.28137000000001,80,72.8517125,21.71862999999999,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-07-27,2026-08-02,WS-WHEEL-SUB,WHEEL_ASSEMBLY_TECHNICIAN,2,2,176.3881,84.93958500000002,120,70.78298750000002,35.06041499999998,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-08-03,2026-08-09,WS-BRAKE-SUB,BRAKE_ASSEMBLY_TECHNICIAN,2,2,176.3881,67.23410833333334,80,84.04263541666668,12.765891666666661,HIGH_UTILIZATION_WARNING,False,True,False,80.0,95.0,True,False,HIGH_LABOR_UTILIZATION_REVIEW,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-08-03,2026-08-09,WS-FINAL-ASM,FINAL_ASSEMBLY_OPERATOR,2,2,176.3881,128.52194666666668,160,80.32621666666667,31.47805333333332,HIGH_UTILIZATION_WARNING,False,True,False,80.0,95.0,True,False,HIGH_LABOR_UTILIZATION_REVIEW,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-08-03,2026-08-09,WS-FORK-SUSP,SUSPENSION_TECHNICIAN,1,1,76.9741,40.03661833333334,80,50.04577291666668,39.96338166666666,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-08-03,2026-08-09,WS-FRAME-PREP,FRAME_TECHNICIAN,2,2,176.3881,73.48037833333333,80,91.85047291666667,6.519621666666666,HIGH_UTILIZATION_WARNING,False,True,False,80.0,95.0,True,False,HIGH_LABOR_UTILIZATION_REVIEW,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-08-03,2026-08-09,WS-PACK,PACKAGING_OPERATOR,2,2,176.3881,46.84616166666667,80,58.55770208333333,33.15383833333333,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-08-03,2026-08-09,WS-QC,QUALITY_INSPECTOR,2,2,176.3881,58.28137000000001,80,72.8517125,21.71862999999999,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-08-03,2026-08-09,WS-WHEEL-SUB,WHEEL_ASSEMBLY_TECHNICIAN,2,2,176.3881,84.93958500000002,120,70.78298750000002,35.06041499999998,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-08-10,2026-08-16,WS-BRAKE-SUB,BRAKE_ASSEMBLY_TECHNICIAN,2,2,176.3881,67.23410833333334,80,84.04263541666668,12.765891666666661,HIGH_UTILIZATION_WARNING,False,True,False,80.0,95.0,True,False,HIGH_LABOR_UTILIZATION_REVIEW,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-08-10,2026-08-16,WS-FINAL-ASM,FINAL_ASSEMBLY_OPERATOR,2,2,176.3881,128.52194666666668,160,80.32621666666667,31.47805333333332,HIGH_UTILIZATION_WARNING,False,True,False,80.0,95.0,True,False,HIGH_LABOR_UTILIZATION_REVIEW,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-08-10,2026-08-16,WS-FORK-SUSP,SUSPENSION_TECHNICIAN,1,1,76.9741,40.03661833333334,80,50.04577291666668,39.96338166666666,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-08-10,2026-08-16,WS-FRAME-PREP,FRAME_TECHNICIAN,2,2,176.3881,73.48037833333333,80,91.85047291666667,6.519621666666666,HIGH_UTILIZATION_WARNING,False,True,False,80.0,95.0,True,False,HIGH_LABOR_UTILIZATION_REVIEW,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-08-10,2026-08-16,WS-PACK,PACKAGING_OPERATOR,2,2,176.3881,46.84616166666667,80,58.55770208333333,33.15383833333333,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-08-10,2026-08-16,WS-QC,QUALITY_INSPECTOR,2,2,176.3881,58.28137000000001,80,72.8517125,21.71862999999999,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-08-10,2026-08-16,WS-WHEEL-SUB,WHEEL_ASSEMBLY_TECHNICIAN,2,2,176.3881,84.93958500000002,120,70.78298750000002,35.06041499999998,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-08-17,2026-08-23,WS-BRAKE-SUB,BRAKE_ASSEMBLY_TECHNICIAN,2,2,176.3881,67.23410833333334,80,84.04263541666668,12.765891666666661,HIGH_UTILIZATION_WARNING,False,True,False,80.0,95.0,True,False,HIGH_LABOR_UTILIZATION_REVIEW,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-08-17,2026-08-23,WS-FINAL-ASM,FINAL_ASSEMBLY_OPERATOR,2,2,176.3881,128.52194666666668,160,80.32621666666667,31.47805333333332,HIGH_UTILIZATION_WARNING,False,True,False,80.0,95.0,True,False,HIGH_LABOR_UTILIZATION_REVIEW,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-08-17,2026-08-23,WS-FORK-SUSP,SUSPENSION_TECHNICIAN,1,1,76.9741,40.03661833333334,80,50.04577291666668,39.96338166666666,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-08-17,2026-08-23,WS-FRAME-PREP,FRAME_TECHNICIAN,2,2,176.3881,73.48037833333333,80,91.85047291666667,6.519621666666666,HIGH_UTILIZATION_WARNING,False,True,False,80.0,95.0,True,False,HIGH_LABOR_UTILIZATION_REVIEW,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-08-17,2026-08-23,WS-PACK,PACKAGING_OPERATOR,2,2,176.3881,46.84616166666667,80,58.55770208333333,33.15383833333333,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-08-17,2026-08-23,WS-QC,QUALITY_INSPECTOR,2,2,176.3881,58.28137000000001,80,72.8517125,21.71862999999999,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-08-17,2026-08-23,WS-WHEEL-SUB,WHEEL_ASSEMBLY_TECHNICIAN,2,2,176.3881,84.93958500000002,120,70.78298750000002,35.06041499999998,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-08-24,2026-08-30,WS-BRAKE-SUB,BRAKE_ASSEMBLY_TECHNICIAN,2,2,176.3881,67.23410833333334,80,84.04263541666668,12.765891666666661,HIGH_UTILIZATION_WARNING,False,True,False,80.0,95.0,True,False,HIGH_LABOR_UTILIZATION_REVIEW,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-08-24,2026-08-30,WS-FINAL-ASM,FINAL_ASSEMBLY_OPERATOR,2,2,176.3881,128.52194666666668,160,80.32621666666667,31.47805333333332,HIGH_UTILIZATION_WARNING,False,True,False,80.0,95.0,True,False,HIGH_LABOR_UTILIZATION_REVIEW,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-08-24,2026-08-30,WS-FORK-SUSP,SUSPENSION_TECHNICIAN,1,1,76.9741,40.03661833333334,80,50.04577291666668,39.96338166666666,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-08-24,2026-08-30,WS-FRAME-PREP,FRAME_TECHNICIAN,2,2,176.3881,73.48037833333333,80,91.85047291666667,6.519621666666666,HIGH_UTILIZATION_WARNING,False,True,False,80.0,95.0,True,False,HIGH_LABOR_UTILIZATION_REVIEW,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-08-24,2026-08-30,WS-PACK,PACKAGING_OPERATOR,2,2,176.3881,46.84616166666667,80,58.55770208333333,33.15383833333333,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-08-24,2026-08-30,WS-QC,QUALITY_INSPECTOR,2,2,176.3881,58.28137000000001,80,72.8517125,21.71862999999999,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-08-24,2026-08-30,WS-WHEEL-SUB,WHEEL_ASSEMBLY_TECHNICIAN,2,2,176.3881,84.93958500000002,120,70.78298750000002,35.06041499999998,FEASIBLE,False,False,False,80.0,95.0,False,False,LOW_OR_NORMAL_LABOR_LOAD,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-08-31,2026-09-06,WS-BRAKE-SUB,BRAKE_ASSEMBLY_TECHNICIAN,2,2,176.3881,67.23410833333334,80,84.04263541666668,12.765891666666661,HIGH_UTILIZATION_WARNING,False,True,False,80.0,95.0,True,False,HIGH_LABOR_UTILIZATION_REVIEW,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
PHASE4-MPS-20260701140123,2026-08-31,2026-09-06,WS-FINAL-ASM,FINAL_ASSEMBLY_OPERATOR,2,2,176.3881,128.52194666666668,160,80.32621666666667,31.47805333333332,HIGH_UTILIZATION_WARNING,False,True,False,80.0,95.0,True,False,HIGH_LABOR_UTILIZATION_REVIEW,MPS_ROUTING_LABOR_SKILL_LOAD,PHASE4_OPERATION_DETAIL_ROUTING_LABOR_MASTER,True
