planning_run_id,schedule_candidate_id,finished_sku,operation_id,operation_name,workstation_id,candidate_schedule_period,candidate_schedule_day,candidate_schedule_shift,previous_setup_family_id,current_setup_family_id,changeover_time_minutes,changeover_complexity,setup_penalty_flag,preferred_sequence_flag,avoid_sequence_flag,batching_opportunity_flag,estimated_setup_capacity_loss_minutes,setup_sequence_status,source_phase,advisory_only_flag
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260824,SKU-BIKE-MT-001,MT-OP-040,Brake Subassembly,WS-BRAKE-SUB,2026-08-24,2026-08-27,SHIFT-A,ROAD_BRAKE_SUBASSEMBLY,MTB_BRAKE_SUBASSEMBLY,12.0,LOW,True,False,False,True,12.0,BATCHING_OPPORTUNITY,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260831,SKU-BIKE-ROAD-001,ROAD-OP-030,Brake Subassembly,WS-BRAKE-SUB,2026-08-31,2026-09-04,SHIFT-B,,ROAD_BRAKE_SUBASSEMBLY,0.0,NONE,False,False,False,False,0.0,LOW_SETUP_IMPACT,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260831,SKU-BIKE-MT-001,MT-OP-040,Brake Subassembly,WS-BRAKE-SUB,2026-08-31,2026-09-04,SHIFT-B,ROAD_BRAKE_SUBASSEMBLY,MTB_BRAKE_SUBASSEMBLY,12.0,LOW,True,False,False,True,12.0,BATCHING_OPPORTUNITY,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260907,SKU-BIKE-ROAD-001,ROAD-OP-030,Brake Subassembly,WS-BRAKE-SUB,2026-09-07,2026-09-07,SHIFT-A,,ROAD_BRAKE_SUBASSEMBLY,0.0,NONE,False,False,False,False,0.0,LOW_SETUP_IMPACT,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260907,SKU-BIKE-MT-001,MT-OP-040,Brake Subassembly,WS-BRAKE-SUB,2026-09-07,2026-09-07,SHIFT-A,ROAD_BRAKE_SUBASSEMBLY,MTB_BRAKE_SUBASSEMBLY,12.0,LOW,True,False,False,True,12.0,BATCHING_OPPORTUNITY,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260914,SKU-BIKE-ROAD-001,ROAD-OP-030,Brake Subassembly,WS-BRAKE-SUB,2026-09-14,2026-09-15,SHIFT-B,,ROAD_BRAKE_SUBASSEMBLY,0.0,NONE,False,False,False,False,0.0,LOW_SETUP_IMPACT,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260914,SKU-BIKE-MT-001,MT-OP-040,Brake Subassembly,WS-BRAKE-SUB,2026-09-14,2026-09-15,SHIFT-B,ROAD_BRAKE_SUBASSEMBLY,MTB_BRAKE_SUBASSEMBLY,12.0,LOW,True,False,False,True,12.0,BATCHING_OPPORTUNITY,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260921,SKU-BIKE-ROAD-001,ROAD-OP-030,Brake Subassembly,WS-BRAKE-SUB,2026-09-21,2026-09-23,SHIFT-A,,ROAD_BRAKE_SUBASSEMBLY,0.0,NONE,False,False,False,False,0.0,LOW_SETUP_IMPACT,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260921,SKU-BIKE-MT-001,MT-OP-040,Brake Subassembly,WS-BRAKE-SUB,2026-09-21,2026-09-23,SHIFT-A,ROAD_BRAKE_SUBASSEMBLY,MTB_BRAKE_SUBASSEMBLY,12.0,LOW,True,False,False,True,12.0,BATCHING_OPPORTUNITY,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260928,SKU-BIKE-ROAD-001,ROAD-OP-030,Brake Subassembly,WS-BRAKE-SUB,2026-09-28,2026-10-01,SHIFT-B,,ROAD_BRAKE_SUBASSEMBLY,0.0,NONE,False,False,False,False,0.0,LOW_SETUP_IMPACT,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260928,SKU-BIKE-MT-001,MT-OP-040,Brake Subassembly,WS-BRAKE-SUB,2026-09-28,2026-10-01,SHIFT-B,ROAD_BRAKE_SUBASSEMBLY,MTB_BRAKE_SUBASSEMBLY,12.0,LOW,True,False,False,True,12.0,BATCHING_OPPORTUNITY,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260629,SKU-BIKE-ROAD-001,ROAD-OP-040,Final Assembly,WS-FINAL-ASM,2026-06-29,2026-06-29,SHIFT-A,,ROAD_FINAL_ASSEMBLY,0.0,NONE,False,False,False,False,0.0,LOW_SETUP_IMPACT,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260629,SKU-BIKE-MT-001,MT-OP-050,Final Assembly,WS-FINAL-ASM,2026-06-29,2026-06-29,SHIFT-A,ROAD_FINAL_ASSEMBLY,MTB_FINAL_ASSEMBLY,24.0,HIGH,True,False,True,True,24.0,AVOID_SEQUENCE_REVIEW,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260706,SKU-BIKE-ROAD-001,ROAD-OP-040,Final Assembly,WS-FINAL-ASM,2026-07-06,2026-07-07,SHIFT-B,,ROAD_FINAL_ASSEMBLY,0.0,NONE,False,False,False,False,0.0,LOW_SETUP_IMPACT,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,MT-OP-050,Final Assembly,WS-FINAL-ASM,2026-07-06,2026-07-07,SHIFT-B,ROAD_FINAL_ASSEMBLY,MTB_FINAL_ASSEMBLY,24.0,HIGH,True,False,True,True,24.0,AVOID_SEQUENCE_REVIEW,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260713,SKU-BIKE-ROAD-001,ROAD-OP-040,Final Assembly,WS-FINAL-ASM,2026-07-13,2026-07-15,SHIFT-A,,ROAD_FINAL_ASSEMBLY,0.0,NONE,False,False,False,False,0.0,LOW_SETUP_IMPACT,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,MT-OP-050,Final Assembly,WS-FINAL-ASM,2026-07-13,2026-07-15,SHIFT-A,ROAD_FINAL_ASSEMBLY,MTB_FINAL_ASSEMBLY,24.0,HIGH,True,False,True,True,24.0,AVOID_SEQUENCE_REVIEW,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260720,SKU-BIKE-ROAD-001,ROAD-OP-040,Final Assembly,WS-FINAL-ASM,2026-07-20,2026-07-23,SHIFT-B,,ROAD_FINAL_ASSEMBLY,0.0,NONE,False,False,False,False,0.0,LOW_SETUP_IMPACT,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,MT-OP-050,Final Assembly,WS-FINAL-ASM,2026-07-20,2026-07-23,SHIFT-B,ROAD_FINAL_ASSEMBLY,MTB_FINAL_ASSEMBLY,24.0,HIGH,True,False,True,True,24.0,AVOID_SEQUENCE_REVIEW,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260727,SKU-BIKE-ROAD-001,ROAD-OP-040,Final Assembly,WS-FINAL-ASM,2026-07-27,2026-07-31,SHIFT-A,,ROAD_FINAL_ASSEMBLY,0.0,NONE,False,False,False,False,0.0,LOW_SETUP_IMPACT,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260727,SKU-BIKE-MT-001,MT-OP-050,Final Assembly,WS-FINAL-ASM,2026-07-27,2026-07-31,SHIFT-A,ROAD_FINAL_ASSEMBLY,MTB_FINAL_ASSEMBLY,24.0,HIGH,True,False,True,True,24.0,AVOID_SEQUENCE_REVIEW,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260803,SKU-BIKE-ROAD-001,ROAD-OP-040,Final Assembly,WS-FINAL-ASM,2026-08-03,2026-08-03,SHIFT-B,,ROAD_FINAL_ASSEMBLY,0.0,NONE,False,False,False,False,0.0,LOW_SETUP_IMPACT,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260803,SKU-BIKE-MT-001,MT-OP-050,Final Assembly,WS-FINAL-ASM,2026-08-03,2026-08-03,SHIFT-B,ROAD_FINAL_ASSEMBLY,MTB_FINAL_ASSEMBLY,24.0,HIGH,True,False,True,True,24.0,AVOID_SEQUENCE_REVIEW,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260810,SKU-BIKE-ROAD-001,ROAD-OP-040,Final Assembly,WS-FINAL-ASM,2026-08-10,2026-08-11,SHIFT-A,,ROAD_FINAL_ASSEMBLY,0.0,NONE,False,False,False,False,0.0,LOW_SETUP_IMPACT,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260810,SKU-BIKE-MT-001,MT-OP-050,Final Assembly,WS-FINAL-ASM,2026-08-10,2026-08-11,SHIFT-A,ROAD_FINAL_ASSEMBLY,MTB_FINAL_ASSEMBLY,24.0,HIGH,True,False,True,True,24.0,AVOID_SEQUENCE_REVIEW,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260817,SKU-BIKE-ROAD-001,ROAD-OP-040,Final Assembly,WS-FINAL-ASM,2026-08-17,2026-08-19,SHIFT-B,,ROAD_FINAL_ASSEMBLY,0.0,NONE,False,False,False,False,0.0,LOW_SETUP_IMPACT,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260817,SKU-BIKE-MT-001,MT-OP-050,Final Assembly,WS-FINAL-ASM,2026-08-17,2026-08-19,SHIFT-B,ROAD_FINAL_ASSEMBLY,MTB_FINAL_ASSEMBLY,24.0,HIGH,True,False,True,True,24.0,AVOID_SEQUENCE_REVIEW,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260824,SKU-BIKE-ROAD-001,ROAD-OP-040,Final Assembly,WS-FINAL-ASM,2026-08-24,2026-08-27,SHIFT-A,,ROAD_FINAL_ASSEMBLY,0.0,NONE,False,False,False,False,0.0,LOW_SETUP_IMPACT,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260824,SKU-BIKE-MT-001,MT-OP-050,Final Assembly,WS-FINAL-ASM,2026-08-24,2026-08-27,SHIFT-A,ROAD_FINAL_ASSEMBLY,MTB_FINAL_ASSEMBLY,24.0,HIGH,True,False,True,True,24.0,AVOID_SEQUENCE_REVIEW,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260831,SKU-BIKE-ROAD-001,ROAD-OP-040,Final Assembly,WS-FINAL-ASM,2026-08-31,2026-09-04,SHIFT-B,,ROAD_FINAL_ASSEMBLY,0.0,NONE,False,False,False,False,0.0,LOW_SETUP_IMPACT,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260831,SKU-BIKE-MT-001,MT-OP-050,Final Assembly,WS-FINAL-ASM,2026-08-31,2026-09-04,SHIFT-B,ROAD_FINAL_ASSEMBLY,MTB_FINAL_ASSEMBLY,24.0,HIGH,True,False,True,True,24.0,AVOID_SEQUENCE_REVIEW,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260907,SKU-BIKE-ROAD-001,ROAD-OP-040,Final Assembly,WS-FINAL-ASM,2026-09-07,2026-09-07,SHIFT-A,,ROAD_FINAL_ASSEMBLY,0.0,NONE,False,False,False,False,0.0,LOW_SETUP_IMPACT,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260907,SKU-BIKE-MT-001,MT-OP-050,Final Assembly,WS-FINAL-ASM,2026-09-07,2026-09-07,SHIFT-A,ROAD_FINAL_ASSEMBLY,MTB_FINAL_ASSEMBLY,24.0,HIGH,True,False,True,True,24.0,AVOID_SEQUENCE_REVIEW,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260914,SKU-BIKE-ROAD-001,ROAD-OP-040,Final Assembly,WS-FINAL-ASM,2026-09-14,2026-09-15,SHIFT-B,,ROAD_FINAL_ASSEMBLY,0.0,NONE,False,False,False,False,0.0,LOW_SETUP_IMPACT,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260914,SKU-BIKE-MT-001,MT-OP-050,Final Assembly,WS-FINAL-ASM,2026-09-14,2026-09-15,SHIFT-B,ROAD_FINAL_ASSEMBLY,MTB_FINAL_ASSEMBLY,24.0,HIGH,True,False,True,True,24.0,AVOID_SEQUENCE_REVIEW,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260921,SKU-BIKE-ROAD-001,ROAD-OP-040,Final Assembly,WS-FINAL-ASM,2026-09-21,2026-09-23,SHIFT-A,,ROAD_FINAL_ASSEMBLY,0.0,NONE,False,False,False,False,0.0,LOW_SETUP_IMPACT,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260921,SKU-BIKE-MT-001,MT-OP-050,Final Assembly,WS-FINAL-ASM,2026-09-21,2026-09-23,SHIFT-A,ROAD_FINAL_ASSEMBLY,MTB_FINAL_ASSEMBLY,24.0,HIGH,True,False,True,True,24.0,AVOID_SEQUENCE_REVIEW,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260928,SKU-BIKE-ROAD-001,ROAD-OP-040,Final Assembly,WS-FINAL-ASM,2026-09-28,2026-10-01,SHIFT-B,,ROAD_FINAL_ASSEMBLY,0.0,NONE,False,False,False,False,0.0,LOW_SETUP_IMPACT,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260928,SKU-BIKE-MT-001,MT-OP-050,Final Assembly,WS-FINAL-ASM,2026-09-28,2026-10-01,SHIFT-B,ROAD_FINAL_ASSEMBLY,MTB_FINAL_ASSEMBLY,24.0,HIGH,True,False,True,True,24.0,AVOID_SEQUENCE_REVIEW,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260629,SKU-BIKE-MT-001,MT-OP-020,Fork and Suspension Prep,WS-FORK-SUSP,2026-06-29,2026-06-29,SHIFT-A,,FORK_PREP,0.0,NONE,False,False,False,False,0.0,LOW_SETUP_IMPACT,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,MT-OP-020,Fork and Suspension Prep,WS-FORK-SUSP,2026-07-06,2026-07-07,SHIFT-B,,FORK_PREP,0.0,NONE,False,False,False,False,0.0,LOW_SETUP_IMPACT,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,MT-OP-020,Fork and Suspension Prep,WS-FORK-SUSP,2026-07-13,2026-07-15,SHIFT-A,,FORK_PREP,0.0,NONE,False,False,False,False,0.0,LOW_SETUP_IMPACT,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,MT-OP-020,Fork and Suspension Prep,WS-FORK-SUSP,2026-07-20,2026-07-23,SHIFT-B,,FORK_PREP,0.0,NONE,False,False,False,False,0.0,LOW_SETUP_IMPACT,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260727,SKU-BIKE-MT-001,MT-OP-020,Fork and Suspension Prep,WS-FORK-SUSP,2026-07-27,2026-07-31,SHIFT-A,,FORK_PREP,0.0,NONE,False,False,False,False,0.0,LOW_SETUP_IMPACT,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260803,SKU-BIKE-MT-001,MT-OP-020,Fork and Suspension Prep,WS-FORK-SUSP,2026-08-03,2026-08-03,SHIFT-B,,FORK_PREP,0.0,NONE,False,False,False,False,0.0,LOW_SETUP_IMPACT,PHASE4_STEP8E_WIP_ACCESS_SETUP_CHANGEOVER_FOUNDATION,True
