planning_run_id,edge_id,schedule_candidate_id,from_node_id,to_node_id,finished_sku,from_operation_id,to_operation_id,dependency_type,required_quantity,available_quantity,critical_edge_flag,blocker_reason,source_phase,advisory_only_flag
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260629-ROAD-OP-020-ROAD-OP-040,PSC-SKU-BIKE-ROAD-001-20260629,PSC-SKU-BIKE-ROAD-001-20260629-ROAD-OP-020,PSC-SKU-BIKE-ROAD-001-20260629-ROAD-OP-040,SKU-BIKE-ROAD-001,ROAD-OP-020,ROAD-OP-040,MERGE_DEPENDENCY,53.9995,53.9995,True,,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260629-ROAD-OP-030-ROAD-OP-040,PSC-SKU-BIKE-ROAD-001-20260629,PSC-SKU-BIKE-ROAD-001-20260629-ROAD-OP-030,PSC-SKU-BIKE-ROAD-001-20260629-ROAD-OP-040,SKU-BIKE-ROAD-001,ROAD-OP-030,ROAD-OP-040,MERGE_DEPENDENCY,53.9995,53.9995,True,,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260629-ROAD-OP-040-ROAD-OP-050,PSC-SKU-BIKE-ROAD-001-20260629,PSC-SKU-BIKE-ROAD-001-20260629-ROAD-OP-040,PSC-SKU-BIKE-ROAD-001-20260629-ROAD-OP-050,SKU-BIKE-ROAD-001,ROAD-OP-040,ROAD-OP-050,FINISH_TO_START,40.0,53.9995,False,,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260629-ROAD-OP-050-ROAD-OP-060,PSC-SKU-BIKE-ROAD-001-20260629,PSC-SKU-BIKE-ROAD-001-20260629-ROAD-OP-050,PSC-SKU-BIKE-ROAD-001-20260629-ROAD-OP-060,SKU-BIKE-ROAD-001,ROAD-OP-050,ROAD-OP-060,FINISH_TO_START,53.9995,40.0,True,,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260706-MT-OP-010-MT-OP-020,PSC-SKU-BIKE-MT-001-20260706,PSC-SKU-BIKE-MT-001-20260706-MT-OP-010,PSC-SKU-BIKE-MT-001-20260706-MT-OP-020,SKU-BIKE-MT-001,MT-OP-010,MT-OP-020,FINISH_TO_START,76.9741,76.9741,True,,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260706-MT-OP-010-MT-OP-030,PSC-SKU-BIKE-MT-001-20260706,PSC-SKU-BIKE-MT-001-20260706-MT-OP-010,PSC-SKU-BIKE-MT-001-20260706-MT-OP-030,SKU-BIKE-MT-001,MT-OP-010,MT-OP-030,FINISH_TO_START,75.0,76.9741,False,MATERIAL_SHORTAGE_REVIEW,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260706-MT-OP-010-MT-OP-040,PSC-SKU-BIKE-MT-001-20260706,PSC-SKU-BIKE-MT-001-20260706-MT-OP-010,PSC-SKU-BIKE-MT-001-20260706-MT-OP-040,SKU-BIKE-MT-001,MT-OP-010,MT-OP-040,FINISH_TO_START,76.9741,76.9741,True,MATERIAL_SHORTAGE_REVIEW,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260706-MT-OP-020-MT-OP-050,PSC-SKU-BIKE-MT-001-20260706,PSC-SKU-BIKE-MT-001-20260706-MT-OP-020,PSC-SKU-BIKE-MT-001-20260706-MT-OP-050,SKU-BIKE-MT-001,MT-OP-020,MT-OP-050,MERGE_DEPENDENCY,60.0,76.9741,False,MATERIAL_SHORTAGE_REVIEW,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260706-MT-OP-030-MT-OP-050,PSC-SKU-BIKE-MT-001-20260706,PSC-SKU-BIKE-MT-001-20260706-MT-OP-030,PSC-SKU-BIKE-MT-001-20260706-MT-OP-050,SKU-BIKE-MT-001,MT-OP-030,MT-OP-050,MERGE_DEPENDENCY,60.0,75.0,False,MATERIAL_SHORTAGE_REVIEW,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260706-MT-OP-040-MT-OP-050,PSC-SKU-BIKE-MT-001-20260706,PSC-SKU-BIKE-MT-001-20260706-MT-OP-040,PSC-SKU-BIKE-MT-001-20260706-MT-OP-050,SKU-BIKE-MT-001,MT-OP-040,MT-OP-050,MERGE_DEPENDENCY,60.0,76.9741,False,MATERIAL_SHORTAGE_REVIEW,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260706-MT-OP-050-MT-OP-060,PSC-SKU-BIKE-MT-001-20260706,PSC-SKU-BIKE-MT-001-20260706-MT-OP-050,PSC-SKU-BIKE-MT-001-20260706-MT-OP-060,SKU-BIKE-MT-001,MT-OP-050,MT-OP-060,FINISH_TO_START,42.0,60.0,False,,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260706-MT-OP-060-MT-OP-070,PSC-SKU-BIKE-MT-001-20260706,PSC-SKU-BIKE-MT-001-20260706-MT-OP-060,PSC-SKU-BIKE-MT-001-20260706-MT-OP-070,SKU-BIKE-MT-001,MT-OP-060,MT-OP-070,FINISH_TO_START,60.0,42.0,True,,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260706-ROAD-OP-010-ROAD-OP-020,PSC-SKU-BIKE-ROAD-001-20260706,PSC-SKU-BIKE-ROAD-001-20260706-ROAD-OP-010,PSC-SKU-BIKE-ROAD-001-20260706-ROAD-OP-020,SKU-BIKE-ROAD-001,ROAD-OP-010,ROAD-OP-020,FINISH_TO_START,80.0,80.0,True,MATERIAL_SHORTAGE_REVIEW,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260706-ROAD-OP-010-ROAD-OP-030,PSC-SKU-BIKE-ROAD-001-20260706,PSC-SKU-BIKE-ROAD-001-20260706-ROAD-OP-010,PSC-SKU-BIKE-ROAD-001-20260706-ROAD-OP-030,SKU-BIKE-ROAD-001,ROAD-OP-010,ROAD-OP-030,FINISH_TO_START,80.0,80.0,True,MATERIAL_SHORTAGE_REVIEW,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260706-ROAD-OP-020-ROAD-OP-040,PSC-SKU-BIKE-ROAD-001-20260706,PSC-SKU-BIKE-ROAD-001-20260706-ROAD-OP-020,PSC-SKU-BIKE-ROAD-001-20260706-ROAD-OP-040,SKU-BIKE-ROAD-001,ROAD-OP-020,ROAD-OP-040,MERGE_DEPENDENCY,46.0005,80.0,False,MATERIAL_SHORTAGE_REVIEW,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260706-ROAD-OP-030-ROAD-OP-040,PSC-SKU-BIKE-ROAD-001-20260706,PSC-SKU-BIKE-ROAD-001-20260706-ROAD-OP-030,PSC-SKU-BIKE-ROAD-001-20260706-ROAD-OP-040,SKU-BIKE-ROAD-001,ROAD-OP-030,ROAD-OP-040,MERGE_DEPENDENCY,46.0005,80.0,False,MATERIAL_SHORTAGE_REVIEW,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260706-ROAD-OP-040-ROAD-OP-050,PSC-SKU-BIKE-ROAD-001-20260706,PSC-SKU-BIKE-ROAD-001-20260706-ROAD-OP-040,PSC-SKU-BIKE-ROAD-001-20260706-ROAD-OP-050,SKU-BIKE-ROAD-001,ROAD-OP-040,ROAD-OP-050,FINISH_TO_START,53.9995,46.0005,True,,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260706-ROAD-OP-050-ROAD-OP-060,PSC-SKU-BIKE-ROAD-001-20260706,PSC-SKU-BIKE-ROAD-001-20260706-ROAD-OP-050,PSC-SKU-BIKE-ROAD-001-20260706-ROAD-OP-060,SKU-BIKE-ROAD-001,ROAD-OP-050,ROAD-OP-060,FINISH_TO_START,60.0,53.9995,True,,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260713-MT-OP-010-MT-OP-020,PSC-SKU-BIKE-MT-001-20260713,PSC-SKU-BIKE-MT-001-20260713-MT-OP-010,PSC-SKU-BIKE-MT-001-20260713-MT-OP-020,SKU-BIKE-MT-001,MT-OP-010,MT-OP-020,FINISH_TO_START,76.9741,76.9741,True,,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260713-MT-OP-010-MT-OP-030,PSC-SKU-BIKE-MT-001-20260713,PSC-SKU-BIKE-MT-001-20260713-MT-OP-010,PSC-SKU-BIKE-MT-001-20260713-MT-OP-030,SKU-BIKE-MT-001,MT-OP-010,MT-OP-030,FINISH_TO_START,60.0,76.9741,False,MATERIAL_SHORTAGE_REVIEW,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260713-MT-OP-010-MT-OP-040,PSC-SKU-BIKE-MT-001-20260713,PSC-SKU-BIKE-MT-001-20260713-MT-OP-010,PSC-SKU-BIKE-MT-001-20260713-MT-OP-040,SKU-BIKE-MT-001,MT-OP-010,MT-OP-040,FINISH_TO_START,64.0259,76.9741,False,MATERIAL_SHORTAGE_REVIEW,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260713-MT-OP-020-MT-OP-050,PSC-SKU-BIKE-MT-001-20260713,PSC-SKU-BIKE-MT-001-20260713-MT-OP-020,PSC-SKU-BIKE-MT-001-20260713-MT-OP-050,SKU-BIKE-MT-001,MT-OP-020,MT-OP-050,MERGE_DEPENDENCY,42.0,76.9741,False,,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260713-MT-OP-030-MT-OP-050,PSC-SKU-BIKE-MT-001-20260713,PSC-SKU-BIKE-MT-001-20260713-MT-OP-030,PSC-SKU-BIKE-MT-001-20260713-MT-OP-050,SKU-BIKE-MT-001,MT-OP-030,MT-OP-050,MERGE_DEPENDENCY,42.0,60.0,False,,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260713-MT-OP-040-MT-OP-050,PSC-SKU-BIKE-MT-001-20260713,PSC-SKU-BIKE-MT-001-20260713-MT-OP-040,PSC-SKU-BIKE-MT-001-20260713-MT-OP-050,SKU-BIKE-MT-001,MT-OP-040,MT-OP-050,MERGE_DEPENDENCY,42.0,64.0259,False,,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260713-MT-OP-050-MT-OP-060,PSC-SKU-BIKE-MT-001-20260713,PSC-SKU-BIKE-MT-001-20260713-MT-OP-050,PSC-SKU-BIKE-MT-001-20260713-MT-OP-060,SKU-BIKE-MT-001,MT-OP-050,MT-OP-060,FINISH_TO_START,60.0,42.0,True,,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260713-MT-OP-060-MT-OP-070,PSC-SKU-BIKE-MT-001-20260713,PSC-SKU-BIKE-MT-001-20260713-MT-OP-060,PSC-SKU-BIKE-MT-001-20260713-MT-OP-070,SKU-BIKE-MT-001,MT-OP-060,MT-OP-070,FINISH_TO_START,60.0,60.0,True,,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260713-ROAD-OP-010-ROAD-OP-020,PSC-SKU-BIKE-ROAD-001-20260713,PSC-SKU-BIKE-ROAD-001-20260713-ROAD-OP-010,PSC-SKU-BIKE-ROAD-001-20260713-ROAD-OP-020,SKU-BIKE-ROAD-001,ROAD-OP-010,ROAD-OP-020,FINISH_TO_START,46.0005,80.0,False,MATERIAL_SHORTAGE_REVIEW,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260713-ROAD-OP-010-ROAD-OP-030,PSC-SKU-BIKE-ROAD-001-20260713,PSC-SKU-BIKE-ROAD-001-20260713-ROAD-OP-010,PSC-SKU-BIKE-ROAD-001-20260713-ROAD-OP-030,SKU-BIKE-ROAD-001,ROAD-OP-010,ROAD-OP-030,FINISH_TO_START,48.0005,80.0,False,MATERIAL_SHORTAGE_REVIEW,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260713-ROAD-OP-020-ROAD-OP-040,PSC-SKU-BIKE-ROAD-001-20260713,PSC-SKU-BIKE-ROAD-001-20260713-ROAD-OP-020,PSC-SKU-BIKE-ROAD-001-20260713-ROAD-OP-040,SKU-BIKE-ROAD-001,ROAD-OP-020,ROAD-OP-040,MERGE_DEPENDENCY,53.9995,46.0005,True,,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260713-ROAD-OP-030-ROAD-OP-040,PSC-SKU-BIKE-ROAD-001-20260713,PSC-SKU-BIKE-ROAD-001-20260713-ROAD-OP-030,PSC-SKU-BIKE-ROAD-001-20260713-ROAD-OP-040,SKU-BIKE-ROAD-001,ROAD-OP-030,ROAD-OP-040,MERGE_DEPENDENCY,53.9995,48.0005,True,,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260713-ROAD-OP-040-ROAD-OP-050,PSC-SKU-BIKE-ROAD-001-20260713,PSC-SKU-BIKE-ROAD-001-20260713-ROAD-OP-040,PSC-SKU-BIKE-ROAD-001-20260713-ROAD-OP-050,SKU-BIKE-ROAD-001,ROAD-OP-040,ROAD-OP-050,FINISH_TO_START,60.0,53.9995,True,,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260713-ROAD-OP-050-ROAD-OP-060,PSC-SKU-BIKE-ROAD-001-20260713,PSC-SKU-BIKE-ROAD-001-20260713-ROAD-OP-050,PSC-SKU-BIKE-ROAD-001-20260713-ROAD-OP-060,SKU-BIKE-ROAD-001,ROAD-OP-050,ROAD-OP-060,FINISH_TO_START,60.0,60.0,True,,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260720-MT-OP-010-MT-OP-020,PSC-SKU-BIKE-MT-001-20260720,PSC-SKU-BIKE-MT-001-20260720-MT-OP-010,PSC-SKU-BIKE-MT-001-20260720-MT-OP-020,SKU-BIKE-MT-001,MT-OP-010,MT-OP-020,FINISH_TO_START,61.0518,61.0518,True,,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260720-MT-OP-010-MT-OP-030,PSC-SKU-BIKE-MT-001-20260720,PSC-SKU-BIKE-MT-001-20260720-MT-OP-010,PSC-SKU-BIKE-MT-001-20260720-MT-OP-030,SKU-BIKE-MT-001,MT-OP-010,MT-OP-030,FINISH_TO_START,42.0,61.0518,False,MATERIAL_SHORTAGE_REVIEW,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260720-MT-OP-010-MT-OP-040,PSC-SKU-BIKE-MT-001-20260720,PSC-SKU-BIKE-MT-001-20260720-MT-OP-010,PSC-SKU-BIKE-MT-001-20260720-MT-OP-040,SKU-BIKE-MT-001,MT-OP-010,MT-OP-040,FINISH_TO_START,42.0,61.0518,False,MATERIAL_SHORTAGE_REVIEW,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260720-MT-OP-020-MT-OP-050,PSC-SKU-BIKE-MT-001-20260720,PSC-SKU-BIKE-MT-001-20260720-MT-OP-020,PSC-SKU-BIKE-MT-001-20260720-MT-OP-050,SKU-BIKE-MT-001,MT-OP-020,MT-OP-050,MERGE_DEPENDENCY,60.0,61.0518,False,,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260720-MT-OP-030-MT-OP-050,PSC-SKU-BIKE-MT-001-20260720,PSC-SKU-BIKE-MT-001-20260720-MT-OP-030,PSC-SKU-BIKE-MT-001-20260720-MT-OP-050,SKU-BIKE-MT-001,MT-OP-030,MT-OP-050,MERGE_DEPENDENCY,60.0,42.0,True,,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260720-MT-OP-040-MT-OP-050,PSC-SKU-BIKE-MT-001-20260720,PSC-SKU-BIKE-MT-001-20260720-MT-OP-040,PSC-SKU-BIKE-MT-001-20260720-MT-OP-050,SKU-BIKE-MT-001,MT-OP-040,MT-OP-050,MERGE_DEPENDENCY,60.0,42.0,True,,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260720-MT-OP-050-MT-OP-060,PSC-SKU-BIKE-MT-001-20260720,PSC-SKU-BIKE-MT-001-20260720-MT-OP-050,PSC-SKU-BIKE-MT-001-20260720-MT-OP-060,SKU-BIKE-MT-001,MT-OP-050,MT-OP-060,FINISH_TO_START,60.0,60.0,True,,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260720-MT-OP-060-MT-OP-070,PSC-SKU-BIKE-MT-001-20260720,PSC-SKU-BIKE-MT-001-20260720-MT-OP-060,PSC-SKU-BIKE-MT-001-20260720-MT-OP-070,SKU-BIKE-MT-001,MT-OP-060,MT-OP-070,FINISH_TO_START,60.0,60.0,True,,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260720-ROAD-OP-010-ROAD-OP-020,PSC-SKU-BIKE-ROAD-001-20260720,PSC-SKU-BIKE-ROAD-001-20260720-ROAD-OP-010,PSC-SKU-BIKE-ROAD-001-20260720-ROAD-OP-020,SKU-BIKE-ROAD-001,ROAD-OP-010,ROAD-OP-020,FINISH_TO_START,53.9995,46.0005,True,,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260720-ROAD-OP-010-ROAD-OP-030,PSC-SKU-BIKE-ROAD-001-20260720,PSC-SKU-BIKE-ROAD-001-20260720-ROAD-OP-010,PSC-SKU-BIKE-ROAD-001-20260720-ROAD-OP-030,SKU-BIKE-ROAD-001,ROAD-OP-010,ROAD-OP-030,FINISH_TO_START,53.9995,46.0005,True,,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260720-ROAD-OP-020-ROAD-OP-040,PSC-SKU-BIKE-ROAD-001-20260720,PSC-SKU-BIKE-ROAD-001-20260720-ROAD-OP-020,PSC-SKU-BIKE-ROAD-001-20260720-ROAD-OP-040,SKU-BIKE-ROAD-001,ROAD-OP-020,ROAD-OP-040,MERGE_DEPENDENCY,60.0,53.9995,True,,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260720-ROAD-OP-030-ROAD-OP-040,PSC-SKU-BIKE-ROAD-001-20260720,PSC-SKU-BIKE-ROAD-001-20260720-ROAD-OP-030,PSC-SKU-BIKE-ROAD-001-20260720-ROAD-OP-040,SKU-BIKE-ROAD-001,ROAD-OP-030,ROAD-OP-040,MERGE_DEPENDENCY,60.0,53.9995,True,,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260720-ROAD-OP-040-ROAD-OP-050,PSC-SKU-BIKE-ROAD-001-20260720,PSC-SKU-BIKE-ROAD-001-20260720-ROAD-OP-040,PSC-SKU-BIKE-ROAD-001-20260720-ROAD-OP-050,SKU-BIKE-ROAD-001,ROAD-OP-040,ROAD-OP-050,FINISH_TO_START,60.0,60.0,True,,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260720-ROAD-OP-050-ROAD-OP-060,PSC-SKU-BIKE-ROAD-001-20260720,PSC-SKU-BIKE-ROAD-001-20260720-ROAD-OP-050,PSC-SKU-BIKE-ROAD-001-20260720-ROAD-OP-060,SKU-BIKE-ROAD-001,ROAD-OP-050,ROAD-OP-060,FINISH_TO_START,60.0,60.0,True,,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260727-MT-OP-010-MT-OP-020,PSC-SKU-BIKE-MT-001-20260727,PSC-SKU-BIKE-MT-001-20260727-MT-OP-010,PSC-SKU-BIKE-MT-001-20260727-MT-OP-020,SKU-BIKE-MT-001,MT-OP-010,MT-OP-020,FINISH_TO_START,42.0,42.0,True,,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
