planning_run_id,period_start,period_end,workstation_id,workstation_name,workstation_capacity_status,workstation_utilization_pct,capacity_gap_hours,machine_constraint_flag,labor_constraint_flag,labor_high_utilization_warning_flag,estimated_queue_pressure_score,estimated_queue_pressure_level,estimated_wip_risk_level,routing_join_pressure_flag,parallel_merge_pressure_flag,period_bottleneck_visibility_score,period_bottleneck_visibility_level,period_bottleneck_reason,evidence_type,confirmation_status,source_phase,advisory_only_flag
PHASE4-MPS-20260701122722,2026-07-06,2026-07-12,WS-PACK,Packaging Station,OVERLOADED,128.95203218390805,-10.495111666666666,False,False,False,60.0,HIGH,HIGH,False,False,81.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,CAPACITY_AND_ESTIMATED_QUEUE_PRESSURE,PLANNING_EVIDENCE_ONLY_NOT_SIMULATION_CONFIRMED,PHASE4_STEP5B_BOTTLENECK_VISIBILITY,True
PHASE4-MPS-20260701122722,2026-07-13,2026-07-19,WS-FRAME-PREP,Frame Preparation Station,OVERLOADED,202.70449195402296,-37.23037833333333,False,False,True,100.0,CRITICAL,CRITICAL,False,False,115.0,HIGH,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,CAPACITY_AND_ESTIMATED_QUEUE_PRESSURE,PLANNING_EVIDENCE_ONLY_NOT_SIMULATION_CONFIRMED,PHASE4_STEP5B_BOTTLENECK_VISIBILITY,True
PHASE4-MPS-20260701122722,2026-07-13,2026-07-19,WS-WHEEL-SUB,Wheel Subassembly Station,OVERLOADED,234.31609655172417,-48.68958500000002,False,False,False,100.0,CRITICAL,CRITICAL,False,False,125.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,CAPACITY_AND_ESTIMATED_QUEUE_PRESSURE,PLANNING_EVIDENCE_ONLY_NOT_SIMULATION_CONFIRMED,PHASE4_STEP5B_BOTTLENECK_VISIBILITY,True
PHASE4-MPS-20260701122722,2026-07-13,2026-07-19,WS-BRAKE-SUB,Brake Subassembly Station,OVERLOADED,185.4734022988506,-30.98410833333334,False,False,True,100.0,CRITICAL,CRITICAL,False,False,115.0,HIGH,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,CAPACITY_AND_ESTIMATED_QUEUE_PRESSURE,PLANNING_EVIDENCE_ONLY_NOT_SIMULATION_CONFIRMED,PHASE4_STEP5B_BOTTLENECK_VISIBILITY,True
PHASE4-MPS-20260701122722,2026-07-13,2026-07-19,WS-FORK-SUSP,Fork and Suspension Prep Station,OVERLOADED,110.44584367816093,-3.7866183333333368,False,False,False,60.0,HIGH,HIGH,False,False,81.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,CAPACITY_AND_ESTIMATED_QUEUE_PRESSURE,PLANNING_EVIDENCE_ONLY_NOT_SIMULATION_CONFIRMED,PHASE4_STEP5B_BOTTLENECK_VISIBILITY,True
PHASE4-MPS-20260701122722,2026-07-13,2026-07-19,WS-FINAL-ASM,Final Assembly Station,OVERLOADED,354.5433011494253,-92.27194666666668,False,False,True,185.0,CRITICAL,CRITICAL,True,True,206.0,CRITICAL,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE;ROUTING_JOIN_PRESSURE,CAPACITY_AND_ESTIMATED_QUEUE_PRESSURE,PLANNING_EVIDENCE_ONLY_NOT_SIMULATION_CONFIRMED,PHASE4_STEP5B_BOTTLENECK_VISIBILITY,True
PHASE4-MPS-20260701122722,2026-07-13,2026-07-19,WS-QC,Final Quality Control Station,OVERLOADED,160.7761931034483,-22.03137000000001,False,False,False,80.0,HIGH,HIGH,False,False,93.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,CAPACITY_AND_ESTIMATED_QUEUE_PRESSURE,PLANNING_EVIDENCE_ONLY_NOT_SIMULATION_CONFIRMED,PHASE4_STEP5B_BOTTLENECK_VISIBILITY,True
PHASE4-MPS-20260701122722,2026-07-13,2026-07-19,WS-PACK,Packaging Station,OVERLOADED,129.2307908045977,-10.596161666666667,False,False,False,60.0,HIGH,HIGH,False,False,81.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,CAPACITY_AND_ESTIMATED_QUEUE_PRESSURE,PLANNING_EVIDENCE_ONLY_NOT_SIMULATION_CONFIRMED,PHASE4_STEP5B_BOTTLENECK_VISIBILITY,True
PHASE4-MPS-20260701122722,2026-07-20,2026-07-26,WS-FRAME-PREP,Frame Preparation Station,OVERLOADED,202.70449195402296,-37.23037833333333,False,False,True,100.0,CRITICAL,CRITICAL,False,False,115.0,HIGH,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,CAPACITY_AND_ESTIMATED_QUEUE_PRESSURE,PLANNING_EVIDENCE_ONLY_NOT_SIMULATION_CONFIRMED,PHASE4_STEP5B_BOTTLENECK_VISIBILITY,True
PHASE4-MPS-20260701122722,2026-07-20,2026-07-26,WS-WHEEL-SUB,Wheel Subassembly Station,OVERLOADED,234.31609655172417,-48.68958500000002,False,False,False,100.0,CRITICAL,CRITICAL,False,False,125.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,CAPACITY_AND_ESTIMATED_QUEUE_PRESSURE,PLANNING_EVIDENCE_ONLY_NOT_SIMULATION_CONFIRMED,PHASE4_STEP5B_BOTTLENECK_VISIBILITY,True
PHASE4-MPS-20260701122722,2026-07-20,2026-07-26,WS-BRAKE-SUB,Brake Subassembly Station,OVERLOADED,185.4734022988506,-30.98410833333334,False,False,True,100.0,CRITICAL,CRITICAL,False,False,115.0,HIGH,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,CAPACITY_AND_ESTIMATED_QUEUE_PRESSURE,PLANNING_EVIDENCE_ONLY_NOT_SIMULATION_CONFIRMED,PHASE4_STEP5B_BOTTLENECK_VISIBILITY,True
PHASE4-MPS-20260701122722,2026-07-20,2026-07-26,WS-FORK-SUSP,Fork and Suspension Prep Station,OVERLOADED,110.44584367816093,-3.7866183333333368,False,False,False,60.0,HIGH,HIGH,False,False,81.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,CAPACITY_AND_ESTIMATED_QUEUE_PRESSURE,PLANNING_EVIDENCE_ONLY_NOT_SIMULATION_CONFIRMED,PHASE4_STEP5B_BOTTLENECK_VISIBILITY,True
PHASE4-MPS-20260701122722,2026-07-20,2026-07-26,WS-FINAL-ASM,Final Assembly Station,OVERLOADED,354.5433011494253,-92.27194666666668,False,False,True,185.0,CRITICAL,CRITICAL,True,True,206.0,CRITICAL,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE;ROUTING_JOIN_PRESSURE,CAPACITY_AND_ESTIMATED_QUEUE_PRESSURE,PLANNING_EVIDENCE_ONLY_NOT_SIMULATION_CONFIRMED,PHASE4_STEP5B_BOTTLENECK_VISIBILITY,True
PHASE4-MPS-20260701122722,2026-07-20,2026-07-26,WS-QC,Final Quality Control Station,OVERLOADED,160.7761931034483,-22.03137000000001,False,False,False,80.0,HIGH,HIGH,False,False,93.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,CAPACITY_AND_ESTIMATED_QUEUE_PRESSURE,PLANNING_EVIDENCE_ONLY_NOT_SIMULATION_CONFIRMED,PHASE4_STEP5B_BOTTLENECK_VISIBILITY,True
PHASE4-MPS-20260701122722,2026-07-20,2026-07-26,WS-PACK,Packaging Station,OVERLOADED,129.2307908045977,-10.596161666666667,False,False,False,60.0,HIGH,HIGH,False,False,81.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,CAPACITY_AND_ESTIMATED_QUEUE_PRESSURE,PLANNING_EVIDENCE_ONLY_NOT_SIMULATION_CONFIRMED,PHASE4_STEP5B_BOTTLENECK_VISIBILITY,True
PHASE4-MPS-20260701122722,2026-07-27,2026-08-02,WS-FRAME-PREP,Frame Preparation Station,OVERLOADED,202.70449195402296,-37.23037833333333,False,False,True,100.0,CRITICAL,CRITICAL,False,False,115.0,HIGH,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,CAPACITY_AND_ESTIMATED_QUEUE_PRESSURE,PLANNING_EVIDENCE_ONLY_NOT_SIMULATION_CONFIRMED,PHASE4_STEP5B_BOTTLENECK_VISIBILITY,True
PHASE4-MPS-20260701122722,2026-07-27,2026-08-02,WS-WHEEL-SUB,Wheel Subassembly Station,OVERLOADED,234.31609655172417,-48.68958500000002,False,False,False,100.0,CRITICAL,CRITICAL,False,False,125.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,CAPACITY_AND_ESTIMATED_QUEUE_PRESSURE,PLANNING_EVIDENCE_ONLY_NOT_SIMULATION_CONFIRMED,PHASE4_STEP5B_BOTTLENECK_VISIBILITY,True
PHASE4-MPS-20260701122722,2026-07-27,2026-08-02,WS-BRAKE-SUB,Brake Subassembly Station,OVERLOADED,185.4734022988506,-30.98410833333334,False,False,True,100.0,CRITICAL,CRITICAL,False,False,115.0,HIGH,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,CAPACITY_AND_ESTIMATED_QUEUE_PRESSURE,PLANNING_EVIDENCE_ONLY_NOT_SIMULATION_CONFIRMED,PHASE4_STEP5B_BOTTLENECK_VISIBILITY,True
PHASE4-MPS-20260701122722,2026-07-27,2026-08-02,WS-FORK-SUSP,Fork and Suspension Prep Station,OVERLOADED,110.44584367816093,-3.7866183333333368,False,False,False,60.0,HIGH,HIGH,False,False,81.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,CAPACITY_AND_ESTIMATED_QUEUE_PRESSURE,PLANNING_EVIDENCE_ONLY_NOT_SIMULATION_CONFIRMED,PHASE4_STEP5B_BOTTLENECK_VISIBILITY,True
PHASE4-MPS-20260701122722,2026-07-27,2026-08-02,WS-FINAL-ASM,Final Assembly Station,OVERLOADED,354.5433011494253,-92.27194666666668,False,False,True,185.0,CRITICAL,CRITICAL,True,True,206.0,CRITICAL,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE;ROUTING_JOIN_PRESSURE,CAPACITY_AND_ESTIMATED_QUEUE_PRESSURE,PLANNING_EVIDENCE_ONLY_NOT_SIMULATION_CONFIRMED,PHASE4_STEP5B_BOTTLENECK_VISIBILITY,True
PHASE4-MPS-20260701122722,2026-07-27,2026-08-02,WS-QC,Final Quality Control Station,OVERLOADED,160.7761931034483,-22.03137000000001,False,False,False,80.0,HIGH,HIGH,False,False,93.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,CAPACITY_AND_ESTIMATED_QUEUE_PRESSURE,PLANNING_EVIDENCE_ONLY_NOT_SIMULATION_CONFIRMED,PHASE4_STEP5B_BOTTLENECK_VISIBILITY,True
PHASE4-MPS-20260701122722,2026-07-27,2026-08-02,WS-PACK,Packaging Station,OVERLOADED,129.2307908045977,-10.596161666666667,False,False,False,60.0,HIGH,HIGH,False,False,81.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,CAPACITY_AND_ESTIMATED_QUEUE_PRESSURE,PLANNING_EVIDENCE_ONLY_NOT_SIMULATION_CONFIRMED,PHASE4_STEP5B_BOTTLENECK_VISIBILITY,True
PHASE4-MPS-20260701122722,2026-08-03,2026-08-09,WS-FRAME-PREP,Frame Preparation Station,OVERLOADED,202.70449195402296,-37.23037833333333,False,False,True,100.0,CRITICAL,CRITICAL,False,False,115.0,HIGH,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,CAPACITY_AND_ESTIMATED_QUEUE_PRESSURE,PLANNING_EVIDENCE_ONLY_NOT_SIMULATION_CONFIRMED,PHASE4_STEP5B_BOTTLENECK_VISIBILITY,True
PHASE4-MPS-20260701122722,2026-08-03,2026-08-09,WS-WHEEL-SUB,Wheel Subassembly Station,OVERLOADED,234.31609655172417,-48.68958500000002,False,False,False,100.0,CRITICAL,CRITICAL,False,False,125.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,CAPACITY_AND_ESTIMATED_QUEUE_PRESSURE,PLANNING_EVIDENCE_ONLY_NOT_SIMULATION_CONFIRMED,PHASE4_STEP5B_BOTTLENECK_VISIBILITY,True
PHASE4-MPS-20260701122722,2026-08-03,2026-08-09,WS-BRAKE-SUB,Brake Subassembly Station,OVERLOADED,185.4734022988506,-30.98410833333334,False,False,True,100.0,CRITICAL,CRITICAL,False,False,115.0,HIGH,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,CAPACITY_AND_ESTIMATED_QUEUE_PRESSURE,PLANNING_EVIDENCE_ONLY_NOT_SIMULATION_CONFIRMED,PHASE4_STEP5B_BOTTLENECK_VISIBILITY,True
PHASE4-MPS-20260701122722,2026-08-03,2026-08-09,WS-FORK-SUSP,Fork and Suspension Prep Station,OVERLOADED,110.44584367816093,-3.7866183333333368,False,False,False,60.0,HIGH,HIGH,False,False,81.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,CAPACITY_AND_ESTIMATED_QUEUE_PRESSURE,PLANNING_EVIDENCE_ONLY_NOT_SIMULATION_CONFIRMED,PHASE4_STEP5B_BOTTLENECK_VISIBILITY,True
PHASE4-MPS-20260701122722,2026-08-03,2026-08-09,WS-FINAL-ASM,Final Assembly Station,OVERLOADED,354.5433011494253,-92.27194666666668,False,False,True,185.0,CRITICAL,CRITICAL,True,True,206.0,CRITICAL,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE;ROUTING_JOIN_PRESSURE,CAPACITY_AND_ESTIMATED_QUEUE_PRESSURE,PLANNING_EVIDENCE_ONLY_NOT_SIMULATION_CONFIRMED,PHASE4_STEP5B_BOTTLENECK_VISIBILITY,True
PHASE4-MPS-20260701122722,2026-08-03,2026-08-09,WS-QC,Final Quality Control Station,OVERLOADED,160.7761931034483,-22.03137000000001,False,False,False,80.0,HIGH,HIGH,False,False,93.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,CAPACITY_AND_ESTIMATED_QUEUE_PRESSURE,PLANNING_EVIDENCE_ONLY_NOT_SIMULATION_CONFIRMED,PHASE4_STEP5B_BOTTLENECK_VISIBILITY,True
PHASE4-MPS-20260701122722,2026-08-03,2026-08-09,WS-PACK,Packaging Station,OVERLOADED,129.2307908045977,-10.596161666666667,False,False,False,60.0,HIGH,HIGH,False,False,81.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,CAPACITY_AND_ESTIMATED_QUEUE_PRESSURE,PLANNING_EVIDENCE_ONLY_NOT_SIMULATION_CONFIRMED,PHASE4_STEP5B_BOTTLENECK_VISIBILITY,True
PHASE4-MPS-20260701122722,2026-08-10,2026-08-16,WS-FRAME-PREP,Frame Preparation Station,OVERLOADED,202.70449195402296,-37.23037833333333,False,False,True,100.0,CRITICAL,CRITICAL,False,False,115.0,HIGH,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,CAPACITY_AND_ESTIMATED_QUEUE_PRESSURE,PLANNING_EVIDENCE_ONLY_NOT_SIMULATION_CONFIRMED,PHASE4_STEP5B_BOTTLENECK_VISIBILITY,True
PHASE4-MPS-20260701122722,2026-08-10,2026-08-16,WS-WHEEL-SUB,Wheel Subassembly Station,OVERLOADED,234.31609655172417,-48.68958500000002,False,False,False,100.0,CRITICAL,CRITICAL,False,False,125.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,CAPACITY_AND_ESTIMATED_QUEUE_PRESSURE,PLANNING_EVIDENCE_ONLY_NOT_SIMULATION_CONFIRMED,PHASE4_STEP5B_BOTTLENECK_VISIBILITY,True
PHASE4-MPS-20260701122722,2026-08-10,2026-08-16,WS-BRAKE-SUB,Brake Subassembly Station,OVERLOADED,185.4734022988506,-30.98410833333334,False,False,True,100.0,CRITICAL,CRITICAL,False,False,115.0,HIGH,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,CAPACITY_AND_ESTIMATED_QUEUE_PRESSURE,PLANNING_EVIDENCE_ONLY_NOT_SIMULATION_CONFIRMED,PHASE4_STEP5B_BOTTLENECK_VISIBILITY,True
PHASE4-MPS-20260701122722,2026-08-10,2026-08-16,WS-FORK-SUSP,Fork and Suspension Prep Station,OVERLOADED,110.44584367816093,-3.7866183333333368,False,False,False,60.0,HIGH,HIGH,False,False,81.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,CAPACITY_AND_ESTIMATED_QUEUE_PRESSURE,PLANNING_EVIDENCE_ONLY_NOT_SIMULATION_CONFIRMED,PHASE4_STEP5B_BOTTLENECK_VISIBILITY,True
PHASE4-MPS-20260701122722,2026-08-10,2026-08-16,WS-FINAL-ASM,Final Assembly Station,OVERLOADED,354.5433011494253,-92.27194666666668,False,False,True,185.0,CRITICAL,CRITICAL,True,True,206.0,CRITICAL,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE;ROUTING_JOIN_PRESSURE,CAPACITY_AND_ESTIMATED_QUEUE_PRESSURE,PLANNING_EVIDENCE_ONLY_NOT_SIMULATION_CONFIRMED,PHASE4_STEP5B_BOTTLENECK_VISIBILITY,True
PHASE4-MPS-20260701122722,2026-08-10,2026-08-16,WS-QC,Final Quality Control Station,OVERLOADED,160.7761931034483,-22.03137000000001,False,False,False,80.0,HIGH,HIGH,False,False,93.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,CAPACITY_AND_ESTIMATED_QUEUE_PRESSURE,PLANNING_EVIDENCE_ONLY_NOT_SIMULATION_CONFIRMED,PHASE4_STEP5B_BOTTLENECK_VISIBILITY,True
PHASE4-MPS-20260701122722,2026-08-10,2026-08-16,WS-PACK,Packaging Station,OVERLOADED,129.2307908045977,-10.596161666666667,False,False,False,60.0,HIGH,HIGH,False,False,81.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,CAPACITY_AND_ESTIMATED_QUEUE_PRESSURE,PLANNING_EVIDENCE_ONLY_NOT_SIMULATION_CONFIRMED,PHASE4_STEP5B_BOTTLENECK_VISIBILITY,True
PHASE4-MPS-20260701122722,2026-08-17,2026-08-23,WS-FRAME-PREP,Frame Preparation Station,OVERLOADED,202.70449195402296,-37.23037833333333,False,False,True,100.0,CRITICAL,CRITICAL,False,False,115.0,HIGH,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,CAPACITY_AND_ESTIMATED_QUEUE_PRESSURE,PLANNING_EVIDENCE_ONLY_NOT_SIMULATION_CONFIRMED,PHASE4_STEP5B_BOTTLENECK_VISIBILITY,True
PHASE4-MPS-20260701122722,2026-08-17,2026-08-23,WS-WHEEL-SUB,Wheel Subassembly Station,OVERLOADED,234.31609655172417,-48.68958500000002,False,False,False,100.0,CRITICAL,CRITICAL,False,False,125.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,CAPACITY_AND_ESTIMATED_QUEUE_PRESSURE,PLANNING_EVIDENCE_ONLY_NOT_SIMULATION_CONFIRMED,PHASE4_STEP5B_BOTTLENECK_VISIBILITY,True
PHASE4-MPS-20260701122722,2026-08-17,2026-08-23,WS-BRAKE-SUB,Brake Subassembly Station,OVERLOADED,185.4734022988506,-30.98410833333334,False,False,True,100.0,CRITICAL,CRITICAL,False,False,115.0,HIGH,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE,CAPACITY_AND_ESTIMATED_QUEUE_PRESSURE,PLANNING_EVIDENCE_ONLY_NOT_SIMULATION_CONFIRMED,PHASE4_STEP5B_BOTTLENECK_VISIBILITY,True
PHASE4-MPS-20260701122722,2026-08-17,2026-08-23,WS-FORK-SUSP,Fork and Suspension Prep Station,OVERLOADED,110.44584367816093,-3.7866183333333368,False,False,False,60.0,HIGH,HIGH,False,False,81.0,HIGH,WORKSTATION_OVERLOAD;QUEUE_PRESSURE,CAPACITY_AND_ESTIMATED_QUEUE_PRESSURE,PLANNING_EVIDENCE_ONLY_NOT_SIMULATION_CONFIRMED,PHASE4_STEP5B_BOTTLENECK_VISIBILITY,True
PHASE4-MPS-20260701122722,2026-08-17,2026-08-23,WS-FINAL-ASM,Final Assembly Station,OVERLOADED,354.5433011494253,-92.27194666666668,False,False,True,185.0,CRITICAL,CRITICAL,True,True,206.0,CRITICAL,WORKSTATION_OVERLOAD;LABOR_STRESS_WARNING;QUEUE_PRESSURE;ROUTING_JOIN_PRESSURE,CAPACITY_AND_ESTIMATED_QUEUE_PRESSURE,PLANNING_EVIDENCE_ONLY_NOT_SIMULATION_CONFIRMED,PHASE4_STEP5B_BOTTLENECK_VISIBILITY,True
