planning_run_id,alternative_id,finished_sku,operation_id,required_input_wip_item_id,output_wip_item_id,wip_buffer_id,accepted_wip_available_qty,required_wip_qty,projected_wip_build_qty,projected_wip_draw_qty_advisory,projected_wip_ending_qty_advisory,wip_shortage_qty,wip_overflow_qty,wip_impact_status,wip_shortage_penalty,wip_overflow_penalty,buffer_capacity_before_production,buffer_balance_before_production,available_buffer_space_qty,requested_output_qty,buffer_supported_output_qty,buffer_blocked_output_qty,allowed_buffer_capacity_qty,overflow_policy,buffer_capacity_status,buffer_capacity_blocker_reason,buffer_check_datetime,projected_balance_at_completion,projected_space_at_completion,buffer_release_datetime,buffer_delay_minutes,buffer_reservation_qty,buffer_reservation_status,buffer_search_attempt_count,note_no_wip_consumption_flag,source_phase,advisory_only_flag
PHASE4-MPS-20260726202343,ALT-BASELINE,SKU-BIKE-MT-001,MT-OP-020,WIP-MT-FRAME-TO-FORK,WIP-MT-FORK-READY,BUF-MT-FORK,0.0,76.9741,76.9741,0.0,76.9741,76.9741,0.0,WIP_SHORTAGE_RISK,1924.3525,0.0,120.0,35.0,85.0,76.9741,10.9963,0.0,120.0,TEMPORARY_OVERFLOW_ALLOWED,BUFFER_RESERVATION_ACCEPTED,TEMPORARY_OVERFLOW_CAPACITY_UNDEFINED,2026-09-15T11:47,35.0,85.0,2026-10-01T08:00,22812.8659,10.9963,BUFFER_SPACE_RESERVED,1,True,PHASE4_STEP8F_FINITE_CAPACITY_SCHEDULE_ALTERNATIVES,True
PHASE4-MPS-20260726202343,ALT-BASELINE,SKU-BIKE-MT-001,MT-OP-030,WIP-MT-FRAME-TO-WHEEL,WIP-MT-WHEEL-SET-READY,BUF-MT-WHEEL,0.0,76.9741,75.0,0.0,120.0,76.9741,0.0,WIP_SHORTAGE_RISK,1924.3525,0.0,120.0,60.0,60.0,76.9741,10.9963,0.0,120.0,TEMPORARY_OVERFLOW_ALLOWED,BUFFER_RESERVATION_ACCEPTED,TEMPORARY_OVERFLOW_CAPACITY_UNDEFINED,2026-09-15T11:48,60.0,60.0,2026-10-01T08:00,22811.3539,10.9963,BUFFER_SPACE_RESERVED,1,True,PHASE4_STEP8F_FINITE_CAPACITY_SCHEDULE_ALTERNATIVES,True
PHASE4-MPS-20260726202343,ALT-BASELINE,SKU-BIKE-MT-001,MT-OP-040,WIP-MT-FRAME-TO-BRAKE,WIP-MT-BRAKE-SET-READY,BUF-MT-BRAKE,0.0,76.9741,76.9741,0.0,115.9741,76.9741,0.0,WIP_SHORTAGE_RISK,1924.3525,0.0,120.0,60.0,60.0,76.9741,10.9963,0.0,120.0,TEMPORARY_OVERFLOW_ALLOWED,BUFFER_RESERVATION_ACCEPTED,TEMPORARY_OVERFLOW_CAPACITY_UNDEFINED,2026-09-15T10:18,60.0,60.0,2026-10-01T08:00,22901.5939,10.9963,BUFFER_SPACE_RESERVED,1,True,PHASE4_STEP8F_FINITE_CAPACITY_SCHEDULE_ALTERNATIVES,True
PHASE4-MPS-20260726202343,ALT-BASELINE,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-FORK-READY,WIP-MT-FINAL-ASSEMBLY-READY,BUF-MT-ASM,0.0,76.9741,60.0,0.0,60.0,76.9741,0.0,WIP_SHORTAGE_RISK,1924.3525,0.0,60.0,0.0,60.0,76.9741,0.2882,0.0,60.0,MANAGER_REVIEW,BUFFER_CAPACITY_AVAILABLE,,2026-09-30T15:15,0.0,60.0,2026-10-12T12:09,17094.2413,0.2882,BUFFER_SPACE_RESERVED,1,True,PHASE4_STEP8F_FINITE_CAPACITY_SCHEDULE_ALTERNATIVES,True
PHASE4-MPS-20260726202343,ALT-BASELINE,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-WHEEL-SET-READY,WIP-MT-FINAL-ASSEMBLY-READY,BUF-MT-ASM,45.0,76.9741,60.0,0.0,60.0,31.9741,0.0,WIP_PARTIALLY_SUPPORTS_OPERATION,799.3525,0.0,60.0,0.0,60.0,76.9741,0.2882,0.0,60.0,MANAGER_REVIEW,BUFFER_CAPACITY_AVAILABLE,,2026-09-30T15:15,0.0,60.0,2026-10-12T12:09,17094.2413,0.2882,BUFFER_SPACE_RESERVED,1,True,PHASE4_STEP8F_FINITE_CAPACITY_SCHEDULE_ALTERNATIVES,True
PHASE4-MPS-20260726202343,ALT-BASELINE,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-BRAKE-SET-READY,WIP-MT-FINAL-ASSEMBLY-READY,BUF-MT-ASM,39.0,76.9741,60.0,0.0,60.0,37.9741,0.0,WIP_PARTIALLY_SUPPORTS_OPERATION,949.3525,0.0,60.0,0.0,60.0,76.9741,0.2882,0.0,60.0,MANAGER_REVIEW,BUFFER_CAPACITY_AVAILABLE,,2026-09-30T15:15,0.0,60.0,2026-10-12T12:09,17094.2413,0.2882,BUFFER_SPACE_RESERVED,1,True,PHASE4_STEP8F_FINITE_CAPACITY_SCHEDULE_ALTERNATIVES,True
PHASE4-MPS-20260726202343,ALT-BASELINE,SKU-BIKE-MT-001,MT-OP-060,WIP-MT-FINAL-ASSEMBLY-READY,WIP-MT-QC-PASSED,BUF-MT-QC,0.0,76.9741,42.0,0.0,60.0,76.9741,0.0,WIP_SHORTAGE_RISK,1924.3525,0.0,60.0,0.0,0.0,76.9741,0.0,10.9963,60.0,MANAGER_REVIEW,OUTPUT_BUFFER_CAPACITY_BLOCK,OUTPUT_BUFFER_CAPACITY_BLOCK,,0.0,0.0,,0.0,0.0,BUFFER_NOT_RESERVED,1,True,PHASE4_STEP8F_FINITE_CAPACITY_SCHEDULE_ALTERNATIVES,True
PHASE4-MPS-20260726202343,ALT-BASELINE,SKU-BIKE-MT-001,MT-OP-070,WIP-MT-QC-PASSED,,BUF-MT-QC,18.0,76.9741,0.0,0.0,18.0,58.9741,0.0,WIP_PARTIALLY_SUPPORTS_OPERATION,1474.3525,0.0,0.0,0.0,0.0,76.9741,0.0,0.0,0.0,FINAL_OPERATION_NO_OUTPUT_WIP,NO_OUTPUT_WIP_REQUIRED,,,0.0,0.0,,0.0,0.0,NO_OUTPUT_WIP_REQUIRED,0,True,PHASE4_STEP8F_FINITE_CAPACITY_SCHEDULE_ALTERNATIVES,True
PHASE4-MPS-20260726202343,ALT-BASELINE,SKU-BIKE-ROAD-001,ROAD-OP-010,,WIP-ROAD-FRAME-TO-WHEEL,BUF-ROAD-FRAME-WHEEL,0.0,0.0,80.0,0.0,80.0,0.0,0.0,NO_WIP_REQUIRED,0.0,0.0,80.0,5.798,74.202,99.0098,14.202,0.0,80.0,MANAGER_REVIEW,BUFFER_CAPACITY_AVAILABLE,,2026-10-13T10:42,5.798,74.202,,0.0,14.202,BUFFER_SPACE_RESERVED,2,True,PHASE4_STEP8F_FINITE_CAPACITY_SCHEDULE_ALTERNATIVES,True
PHASE4-MPS-20260726202343,ALT-BASELINE,SKU-BIKE-ROAD-001,ROAD-OP-020,WIP-ROAD-FRAME-TO-WHEEL,WIP-ROAD-WHEEL-SET-READY,BUF-ROAD-WHEEL,0.0,99.0098,80.0,0.0,120.0,99.0098,0.0,WIP_SHORTAGE_RISK,2475.245,0.0,120.0,60.0,60.0,99.0098,14.202,0.0,120.0,TEMPORARY_OVERFLOW_ALLOWED,BUFFER_RESERVATION_ACCEPTED,TEMPORARY_OVERFLOW_CAPACITY_UNDEFINED,2026-09-23T12:38,60.0,60.0,2026-10-12T12:09,27330.2717,14.202,BUFFER_SPACE_RESERVED,2,True,PHASE4_STEP8F_FINITE_CAPACITY_SCHEDULE_ALTERNATIVES,True
PHASE4-MPS-20260726202343,ALT-BASELINE,SKU-BIKE-ROAD-001,ROAD-OP-030,WIP-ROAD-FRAME-TO-BRAKE,WIP-ROAD-BRAKE-SET-READY,BUF-ROAD-BRAKE,0.0,99.0098,80.0,0.0,118.0,99.0098,0.0,WIP_SHORTAGE_RISK,2475.245,0.0,120.0,60.0,60.0,99.0098,14.202,0.0,120.0,TEMPORARY_OVERFLOW_ALLOWED,BUFFER_RESERVATION_ACCEPTED,TEMPORARY_OVERFLOW_CAPACITY_UNDEFINED,2026-09-23T10:49,60.0,60.0,2026-10-12T12:09,27439.4037,14.202,BUFFER_SPACE_RESERVED,2,True,PHASE4_STEP8F_FINITE_CAPACITY_SCHEDULE_ALTERNATIVES,True
PHASE4-MPS-20260726202343,ALT-BASELINE,SKU-BIKE-ROAD-001,ROAD-OP-040,WIP-ROAD-WHEEL-SET-READY,WIP-ROAD-FINAL-ASSEMBLY-READY,BUF-ROAD-ASM,40.0,99.0098,46.0005,0.0,60.0,59.0098,0.0,WIP_PARTIALLY_SUPPORTS_OPERATION,1475.245,0.0,60.0,0.0,0.0,99.0098,0.0,14.202,60.0,MANAGER_REVIEW,OUTPUT_BUFFER_CAPACITY_BLOCK,OUTPUT_BUFFER_CAPACITY_BLOCK,,0.0,0.0,,0.0,0.0,BUFFER_NOT_RESERVED,1,True,PHASE4_STEP8F_FINITE_CAPACITY_SCHEDULE_ALTERNATIVES,True
PHASE4-MPS-20260726202343,ALT-BASELINE,SKU-BIKE-ROAD-001,ROAD-OP-040,WIP-ROAD-BRAKE-SET-READY,WIP-ROAD-FINAL-ASSEMBLY-READY,BUF-ROAD-ASM,38.0,99.0098,46.0005,0.0,60.0,61.0098,0.0,WIP_PARTIALLY_SUPPORTS_OPERATION,1525.245,0.0,60.0,0.0,0.0,99.0098,0.0,14.202,60.0,MANAGER_REVIEW,OUTPUT_BUFFER_CAPACITY_BLOCK,OUTPUT_BUFFER_CAPACITY_BLOCK,,0.0,0.0,,0.0,0.0,BUFFER_NOT_RESERVED,1,True,PHASE4_STEP8F_FINITE_CAPACITY_SCHEDULE_ALTERNATIVES,True
PHASE4-MPS-20260726202343,ALT-BASELINE,SKU-BIKE-ROAD-001,ROAD-OP-050,WIP-ROAD-FINAL-ASSEMBLY-READY,WIP-ROAD-QC-PASSED,BUF-ROAD-QC,0.0,99.0098,53.9995,0.0,60.0,99.0098,0.0,WIP_SHORTAGE_RISK,2475.245,0.0,60.0,0.0,0.0,99.0098,0.0,0.0,60.0,MANAGER_REVIEW,OUTPUT_BUFFER_CAPACITY_BLOCK,OUTPUT_BUFFER_CAPACITY_BLOCK,,0.0,0.0,,0.0,0.0,BUFFER_NOT_RESERVED,0,True,PHASE4_STEP8F_FINITE_CAPACITY_SCHEDULE_ALTERNATIVES,True
PHASE4-MPS-20260726202343,ALT-BASELINE,SKU-BIKE-ROAD-001,ROAD-OP-060,WIP-ROAD-QC-PASSED,,BUF-ROAD-QC,20.0,99.0098,0.0,0.0,20.0,79.0098,0.0,WIP_PARTIALLY_SUPPORTS_OPERATION,1975.245,0.0,0.0,0.0,14.202,99.0098,14.202,0.0,0.0,FINAL_OPERATION_NO_OUTPUT_WIP,NO_OUTPUT_WIP_REQUIRED,,,0.0,14.202,,0.0,0.0,NO_OUTPUT_WIP_REQUIRED,1,True,PHASE4_STEP8F_FINITE_CAPACITY_SCHEDULE_ALTERNATIVES,True
PHASE4-MPS-20260726202343,ALT-BASELINE,SKU-BIKE-MT-001,MT-OP-010,,WIP-MT-FRAME-TO-FORK,BUF-MT-FRAME-FORK,0.0,0.0,76.9741,0.0,76.9741,0.0,0.0,NO_WIP_REQUIRED,0.0,0.0,80.0,39.4373,40.5627,76.9741,10.9963,0.0,80.0,MANAGER_REVIEW,BUFFER_CAPACITY_AVAILABLE,,2026-10-21T12:05,39.4373,40.5627,,0.0,10.9963,BUFFER_SPACE_RESERVED,3,True,PHASE4_STEP8F_FINITE_CAPACITY_SCHEDULE_ALTERNATIVES,True
PHASE4-MPS-20260726202343,ALT-BASELINE,SKU-BIKE-MT-001,MT-OP-020,WIP-MT-FRAME-TO-FORK,WIP-MT-FORK-READY,BUF-MT-FORK,0.0,76.9741,76.9741,0.0,93.9482,76.9741,0.0,WIP_SHORTAGE_RISK,1924.3525,0.0,120.0,35.0,85.0,76.9741,10.9963,0.0,120.0,TEMPORARY_OVERFLOW_ALLOWED,BUFFER_RESERVATION_ACCEPTED,TEMPORARY_OVERFLOW_CAPACITY_UNDEFINED,2026-09-15T11:47,35.0,85.0,2026-10-01T08:00,22812.8659,10.9963,BUFFER_SPACE_RESERVED,1,True,PHASE4_STEP8F_FINITE_CAPACITY_SCHEDULE_ALTERNATIVES,True
PHASE4-MPS-20260726202343,ALT-BASELINE,SKU-BIKE-MT-001,MT-OP-030,WIP-MT-FRAME-TO-WHEEL,WIP-MT-WHEEL-SET-READY,BUF-MT-WHEEL,0.0,76.9741,60.0,0.0,120.0,76.9741,0.0,WIP_SHORTAGE_RISK,1924.3525,0.0,120.0,60.0,60.0,76.9741,10.9963,0.0,120.0,TEMPORARY_OVERFLOW_ALLOWED,BUFFER_RESERVATION_ACCEPTED,TEMPORARY_OVERFLOW_CAPACITY_UNDEFINED,2026-09-15T11:48,60.0,60.0,2026-10-01T08:00,22811.3539,10.9963,BUFFER_SPACE_RESERVED,1,True,PHASE4_STEP8F_FINITE_CAPACITY_SCHEDULE_ALTERNATIVES,True
PHASE4-MPS-20260726202343,ALT-BASELINE,SKU-BIKE-MT-001,MT-OP-040,WIP-MT-FRAME-TO-BRAKE,WIP-MT-BRAKE-SET-READY,BUF-MT-BRAKE,0.0,76.9741,64.0259,0.0,120.0,76.9741,0.0,WIP_SHORTAGE_RISK,1924.3525,0.0,120.0,60.0,60.0,76.9741,10.9963,0.0,120.0,TEMPORARY_OVERFLOW_ALLOWED,BUFFER_RESERVATION_ACCEPTED,TEMPORARY_OVERFLOW_CAPACITY_UNDEFINED,2026-09-15T10:18,60.0,60.0,2026-10-01T08:00,22901.5939,10.9963,BUFFER_SPACE_RESERVED,1,True,PHASE4_STEP8F_FINITE_CAPACITY_SCHEDULE_ALTERNATIVES,True
PHASE4-MPS-20260726202343,ALT-BASELINE,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-FORK-READY,WIP-MT-FINAL-ASSEMBLY-READY,BUF-MT-ASM,0.0,76.9741,42.0,0.0,60.0,76.9741,0.0,WIP_SHORTAGE_RISK,1924.3525,0.0,60.0,0.0,60.0,76.9741,0.2882,0.0,60.0,MANAGER_REVIEW,BUFFER_CAPACITY_AVAILABLE,,2026-09-30T15:15,0.0,60.0,2026-10-12T12:09,17094.2413,0.2882,BUFFER_SPACE_RESERVED,1,True,PHASE4_STEP8F_FINITE_CAPACITY_SCHEDULE_ALTERNATIVES,True
PHASE4-MPS-20260726202343,ALT-BASELINE,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-WHEEL-SET-READY,WIP-MT-FINAL-ASSEMBLY-READY,BUF-MT-ASM,45.0,76.9741,42.0,0.0,60.0,31.9741,0.0,WIP_PARTIALLY_SUPPORTS_OPERATION,799.3525,0.0,60.0,0.0,60.0,76.9741,0.2882,0.0,60.0,MANAGER_REVIEW,BUFFER_CAPACITY_AVAILABLE,,2026-09-30T15:15,0.0,60.0,2026-10-12T12:09,17094.2413,0.2882,BUFFER_SPACE_RESERVED,1,True,PHASE4_STEP8F_FINITE_CAPACITY_SCHEDULE_ALTERNATIVES,True
