planning_run_id,period_start,period_end,workstation_id,workstation_name,operation_count,finished_sku_count,total_planned_production_qty,required_setup_hours,required_run_hours,required_move_hours,total_required_hours,available_hours,utilization_pct,capacity_gap_hours,capacity_status,overload_flag,near_capacity_flag,no_capacity_record_flag,workstation_capacity_basis,workstation_capacity_unit_count,effective_workstation_available_hours,workstation_capacity_interpretation,capacity_planning_basis,source_phase,advisory_only_flag
PHASE4-MPS-20260628165504,2026-07-06,2026-07-12,WS-FORK-SUSP,Fork and Suspension Prep Station,1,1,76.9741,0.26666666666666666,33.355443333333334,6.414508333333334,40.03661833333334,36.25,110.44584367816093,-3.7866183333333368,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-07-06,2026-07-12,WS-FINAL-ASM,Final Assembly Station,2,2,175.9839,0.6666666666666666,109.98742333333334,17.598390000000002,128.25248,36.25,353.79994482758616,-92.00247999999999,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-07-06,2026-07-12,WS-QC,Final Quality Control Station,2,2,175.9839,0.23333333333333334,46.19451666666667,11.73226,58.16011,36.25,160.4416827586207,-21.910110000000003,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-07-06,2026-07-12,WS-PACK,Packaging Station,2,2,175.9839,0.18333333333333335,37.76258333333334,8.799195000000001,46.745111666666666,36.25,128.95203218390805,-10.495111666666666,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-07-13,2026-07-19,WS-FRAME-PREP,Frame Preparation Station,2,2,176.3881,0.7333333333333334,58.048036666666675,14.699008333333333,73.48037833333333,36.25,202.70449195402298,-37.230378333333334,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-07-13,2026-07-19,WS-WHEEL-SUB,Wheel Subassembly Station,2,2,176.3881,0.43333333333333335,69.80724333333333,14.699008333333333,84.93958500000002,36.25,234.31609655172417,-48.68958500000002,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-07-13,2026-07-19,WS-BRAKE-SUB,Brake Subassembly Station,2,2,176.3881,0.3666666666666667,52.16843333333334,14.699008333333333,67.23410833333334,36.25,185.4734022988506,-30.98410833333334,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-07-13,2026-07-19,WS-FORK-SUSP,Fork and Suspension Prep Station,1,1,76.9741,0.26666666666666666,33.355443333333334,6.414508333333334,40.03661833333334,36.25,110.44584367816093,-3.7866183333333368,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-07-13,2026-07-19,WS-FINAL-ASM,Final Assembly Station,2,2,176.3881,0.6666666666666666,110.21647000000002,17.63881,128.52194666666668,36.25,354.5433011494253,-92.27194666666668,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-07-13,2026-07-19,WS-QC,Final Quality Control Station,2,2,176.3881,0.23333333333333334,46.288830000000004,11.759206666666667,58.28137000000001,36.25,160.7761931034483,-22.03137000000001,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-07-13,2026-07-19,WS-PACK,Packaging Station,2,2,176.3881,0.18333333333333335,37.843423333333334,8.819405,46.84616166666667,36.25,129.2307908045977,-10.596161666666667,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-07-20,2026-07-26,WS-FRAME-PREP,Frame Preparation Station,2,2,176.3881,0.7333333333333334,58.048036666666675,14.699008333333333,73.48037833333333,36.25,202.70449195402298,-37.230378333333334,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-07-20,2026-07-26,WS-WHEEL-SUB,Wheel Subassembly Station,2,2,176.3881,0.43333333333333335,69.80724333333333,14.699008333333333,84.93958500000002,36.25,234.31609655172417,-48.68958500000002,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-07-20,2026-07-26,WS-BRAKE-SUB,Brake Subassembly Station,2,2,176.3881,0.3666666666666667,52.16843333333334,14.699008333333333,67.23410833333334,36.25,185.4734022988506,-30.98410833333334,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-07-20,2026-07-26,WS-FORK-SUSP,Fork and Suspension Prep Station,1,1,76.9741,0.26666666666666666,33.355443333333334,6.414508333333334,40.03661833333334,36.25,110.44584367816093,-3.7866183333333368,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-07-20,2026-07-26,WS-FINAL-ASM,Final Assembly Station,2,2,176.3881,0.6666666666666666,110.21647000000002,17.63881,128.52194666666668,36.25,354.5433011494253,-92.27194666666668,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-07-20,2026-07-26,WS-QC,Final Quality Control Station,2,2,176.3881,0.23333333333333334,46.288830000000004,11.759206666666667,58.28137000000001,36.25,160.7761931034483,-22.03137000000001,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-07-20,2026-07-26,WS-PACK,Packaging Station,2,2,176.3881,0.18333333333333335,37.843423333333334,8.819405,46.84616166666667,36.25,129.2307908045977,-10.596161666666667,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-07-27,2026-08-02,WS-FRAME-PREP,Frame Preparation Station,2,2,176.3881,0.7333333333333334,58.048036666666675,14.699008333333333,73.48037833333333,36.25,202.70449195402298,-37.230378333333334,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-07-27,2026-08-02,WS-WHEEL-SUB,Wheel Subassembly Station,2,2,176.3881,0.43333333333333335,69.80724333333333,14.699008333333333,84.93958500000002,36.25,234.31609655172417,-48.68958500000002,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-07-27,2026-08-02,WS-BRAKE-SUB,Brake Subassembly Station,2,2,176.3881,0.3666666666666667,52.16843333333334,14.699008333333333,67.23410833333334,36.25,185.4734022988506,-30.98410833333334,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-07-27,2026-08-02,WS-FORK-SUSP,Fork and Suspension Prep Station,1,1,76.9741,0.26666666666666666,33.355443333333334,6.414508333333334,40.03661833333334,36.25,110.44584367816093,-3.7866183333333368,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-07-27,2026-08-02,WS-FINAL-ASM,Final Assembly Station,2,2,176.3881,0.6666666666666666,110.21647000000002,17.63881,128.52194666666668,36.25,354.5433011494253,-92.27194666666668,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-07-27,2026-08-02,WS-QC,Final Quality Control Station,2,2,176.3881,0.23333333333333334,46.288830000000004,11.759206666666667,58.28137000000001,36.25,160.7761931034483,-22.03137000000001,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-07-27,2026-08-02,WS-PACK,Packaging Station,2,2,176.3881,0.18333333333333335,37.843423333333334,8.819405,46.84616166666667,36.25,129.2307908045977,-10.596161666666667,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-08-03,2026-08-09,WS-FRAME-PREP,Frame Preparation Station,2,2,176.3881,0.7333333333333334,58.048036666666675,14.699008333333333,73.48037833333333,36.25,202.70449195402298,-37.230378333333334,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-08-03,2026-08-09,WS-WHEEL-SUB,Wheel Subassembly Station,2,2,176.3881,0.43333333333333335,69.80724333333333,14.699008333333333,84.93958500000002,36.25,234.31609655172417,-48.68958500000002,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-08-03,2026-08-09,WS-BRAKE-SUB,Brake Subassembly Station,2,2,176.3881,0.3666666666666667,52.16843333333334,14.699008333333333,67.23410833333334,36.25,185.4734022988506,-30.98410833333334,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-08-03,2026-08-09,WS-FORK-SUSP,Fork and Suspension Prep Station,1,1,76.9741,0.26666666666666666,33.355443333333334,6.414508333333334,40.03661833333334,36.25,110.44584367816093,-3.7866183333333368,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-08-03,2026-08-09,WS-FINAL-ASM,Final Assembly Station,2,2,176.3881,0.6666666666666666,110.21647000000002,17.63881,128.52194666666668,36.25,354.5433011494253,-92.27194666666668,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-08-03,2026-08-09,WS-QC,Final Quality Control Station,2,2,176.3881,0.23333333333333334,46.288830000000004,11.759206666666667,58.28137000000001,36.25,160.7761931034483,-22.03137000000001,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-08-03,2026-08-09,WS-PACK,Packaging Station,2,2,176.3881,0.18333333333333335,37.843423333333334,8.819405,46.84616166666667,36.25,129.2307908045977,-10.596161666666667,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-08-10,2026-08-16,WS-FRAME-PREP,Frame Preparation Station,2,2,176.3881,0.7333333333333334,58.048036666666675,14.699008333333333,73.48037833333333,36.25,202.70449195402298,-37.230378333333334,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-08-10,2026-08-16,WS-WHEEL-SUB,Wheel Subassembly Station,2,2,176.3881,0.43333333333333335,69.80724333333333,14.699008333333333,84.93958500000002,36.25,234.31609655172417,-48.68958500000002,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-08-10,2026-08-16,WS-BRAKE-SUB,Brake Subassembly Station,2,2,176.3881,0.3666666666666667,52.16843333333334,14.699008333333333,67.23410833333334,36.25,185.4734022988506,-30.98410833333334,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-08-10,2026-08-16,WS-FORK-SUSP,Fork and Suspension Prep Station,1,1,76.9741,0.26666666666666666,33.355443333333334,6.414508333333334,40.03661833333334,36.25,110.44584367816093,-3.7866183333333368,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-08-10,2026-08-16,WS-FINAL-ASM,Final Assembly Station,2,2,176.3881,0.6666666666666666,110.21647000000002,17.63881,128.52194666666668,36.25,354.5433011494253,-92.27194666666668,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-08-10,2026-08-16,WS-QC,Final Quality Control Station,2,2,176.3881,0.23333333333333334,46.288830000000004,11.759206666666667,58.28137000000001,36.25,160.7761931034483,-22.03137000000001,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-08-10,2026-08-16,WS-PACK,Packaging Station,2,2,176.3881,0.18333333333333335,37.843423333333334,8.819405,46.84616166666667,36.25,129.2307908045977,-10.596161666666667,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-08-17,2026-08-23,WS-FRAME-PREP,Frame Preparation Station,2,2,176.3881,0.7333333333333334,58.048036666666675,14.699008333333333,73.48037833333333,36.25,202.70449195402298,-37.230378333333334,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-08-17,2026-08-23,WS-WHEEL-SUB,Wheel Subassembly Station,2,2,176.3881,0.43333333333333335,69.80724333333333,14.699008333333333,84.93958500000002,36.25,234.31609655172417,-48.68958500000002,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-08-17,2026-08-23,WS-BRAKE-SUB,Brake Subassembly Station,2,2,176.3881,0.3666666666666667,52.16843333333334,14.699008333333333,67.23410833333334,36.25,185.4734022988506,-30.98410833333334,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-08-17,2026-08-23,WS-FORK-SUSP,Fork and Suspension Prep Station,1,1,76.9741,0.26666666666666666,33.355443333333334,6.414508333333334,40.03661833333334,36.25,110.44584367816093,-3.7866183333333368,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-08-17,2026-08-23,WS-FINAL-ASM,Final Assembly Station,2,2,176.3881,0.6666666666666666,110.21647000000002,17.63881,128.52194666666668,36.25,354.5433011494253,-92.27194666666668,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-08-17,2026-08-23,WS-QC,Final Quality Control Station,2,2,176.3881,0.23333333333333334,46.288830000000004,11.759206666666667,58.28137000000001,36.25,160.7761931034483,-22.03137000000001,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-08-17,2026-08-23,WS-PACK,Packaging Station,2,2,176.3881,0.18333333333333335,37.843423333333334,8.819405,46.84616166666667,36.25,129.2307908045977,-10.596161666666667,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-08-24,2026-08-30,WS-FRAME-PREP,Frame Preparation Station,2,2,176.3881,0.7333333333333334,58.048036666666675,14.699008333333333,73.48037833333333,36.25,202.70449195402298,-37.230378333333334,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
PHASE4-MPS-20260628165504,2026-08-24,2026-08-30,WS-WHEEL-SUB,Wheel Subassembly Station,2,2,176.3881,0.43333333333333335,69.80724333333333,14.699008333333333,84.93958500000002,36.25,234.31609655172417,-48.68958500000002,OVERLOADED,True,False,False,SINGLE_STATION_CALENDAR,1,36.25,SINGLE_CALENDAR_SLOT_OVERLOADED,MPS_ROUTING_WORKSTATION_LOAD,PHASE4_MPS_ROUTING_RESOURCE_CALENDAR,True
