planning_run_id,review_item_id,period_start,period_end,workstation_id,workstation_name,issue_type,issue_severity,issue_description,main_constraint_layer,utilization_pct,capacity_gap_hours,suggested_review_action,auto_action_allowed,advisory_only_flag
PHASE4-MPS-20260628165504,CAP-REV-0016,2026-06-29,2026-07-05,WS-BRAKE-SUB,Brake Subassembly Station,WORKSTATION_OVERLOAD,HIGH,Brake Subassembly Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,101.40354022988505,-0.5087833333333265,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0017,2026-06-29,2026-07-05,WS-FINAL-ASM,Final Assembly Station,WORKSTATION_OVERLOAD,HIGH,Final Assembly Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,193.7973333333333,-34.00153333333333,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0018,2026-06-29,2026-07-05,WS-QC,Final Quality Control Station,WORKSTATION_NEAR_CAPACITY,MEDIUM,Final Quality Control Station has NEAR_CAPACITY workstation calendar load.,WORKSTATION_CALENDAR,87.79696551724136,4.423600000000004,REVIEW_SHIFT_CAPACITY,False,True
PHASE4-MPS-20260628165504,CAP-REV-0019,2026-07-06,2026-07-12,WS-FRAME-PREP,Frame Preparation Station,WORKSTATION_OVERLOAD,HIGH,Frame Preparation Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,202.2770620689655,-37.075435,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0020,2026-07-06,2026-07-12,WS-WHEEL-SUB,Wheel Subassembly Station,WORKSTATION_OVERLOAD,HIGH,Wheel Subassembly Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,233.81433103448282,-48.50769500000001,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0021,2026-07-06,2026-07-12,WS-BRAKE-SUB,Brake Subassembly Station,WORKSTATION_OVERLOAD,HIGH,Brake Subassembly Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,185.08314022988503,-30.842638333333326,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0022,2026-07-06,2026-07-12,WS-FORK-SUSP,Fork and Suspension Prep Station,WORKSTATION_OVERLOAD,HIGH,Fork and Suspension Prep Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,110.44584367816093,-3.7866183333333368,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0023,2026-07-06,2026-07-12,WS-FINAL-ASM,Final Assembly Station,WORKSTATION_OVERLOAD,HIGH,Final Assembly Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,353.79994482758616,-92.00247999999999,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0024,2026-07-06,2026-07-12,WS-QC,Final Quality Control Station,WORKSTATION_OVERLOAD,HIGH,Final Quality Control Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,160.4416827586207,-21.910110000000003,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0025,2026-07-06,2026-07-12,WS-PACK,Packaging Station,WORKSTATION_OVERLOAD,HIGH,Packaging Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,128.95203218390805,-10.495111666666666,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0026,2026-07-13,2026-07-19,WS-FRAME-PREP,Frame Preparation Station,WORKSTATION_OVERLOAD,HIGH,Frame Preparation Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,202.70449195402298,-37.230378333333334,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0027,2026-07-13,2026-07-19,WS-WHEEL-SUB,Wheel Subassembly Station,WORKSTATION_OVERLOAD,HIGH,Wheel Subassembly Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,234.31609655172417,-48.68958500000002,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0028,2026-07-13,2026-07-19,WS-BRAKE-SUB,Brake Subassembly Station,WORKSTATION_OVERLOAD,HIGH,Brake Subassembly Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,185.4734022988506,-30.98410833333334,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0029,2026-07-13,2026-07-19,WS-FORK-SUSP,Fork and Suspension Prep Station,WORKSTATION_OVERLOAD,HIGH,Fork and Suspension Prep Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,110.44584367816093,-3.7866183333333368,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0030,2026-07-13,2026-07-19,WS-FINAL-ASM,Final Assembly Station,WORKSTATION_OVERLOAD,HIGH,Final Assembly Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,354.5433011494253,-92.27194666666668,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0031,2026-07-13,2026-07-19,WS-QC,Final Quality Control Station,WORKSTATION_OVERLOAD,HIGH,Final Quality Control Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,160.7761931034483,-22.03137000000001,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0032,2026-07-13,2026-07-19,WS-PACK,Packaging Station,WORKSTATION_OVERLOAD,HIGH,Packaging Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,129.2307908045977,-10.596161666666667,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0033,2026-07-20,2026-07-26,WS-FRAME-PREP,Frame Preparation Station,WORKSTATION_OVERLOAD,HIGH,Frame Preparation Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,202.70449195402298,-37.230378333333334,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0034,2026-07-20,2026-07-26,WS-WHEEL-SUB,Wheel Subassembly Station,WORKSTATION_OVERLOAD,HIGH,Wheel Subassembly Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,234.31609655172417,-48.68958500000002,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0035,2026-07-20,2026-07-26,WS-BRAKE-SUB,Brake Subassembly Station,WORKSTATION_OVERLOAD,HIGH,Brake Subassembly Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,185.4734022988506,-30.98410833333334,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0036,2026-07-20,2026-07-26,WS-FORK-SUSP,Fork and Suspension Prep Station,WORKSTATION_OVERLOAD,HIGH,Fork and Suspension Prep Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,110.44584367816093,-3.7866183333333368,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0037,2026-07-20,2026-07-26,WS-FINAL-ASM,Final Assembly Station,WORKSTATION_OVERLOAD,HIGH,Final Assembly Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,354.5433011494253,-92.27194666666668,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0038,2026-07-20,2026-07-26,WS-QC,Final Quality Control Station,WORKSTATION_OVERLOAD,HIGH,Final Quality Control Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,160.7761931034483,-22.03137000000001,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0039,2026-07-20,2026-07-26,WS-PACK,Packaging Station,WORKSTATION_OVERLOAD,HIGH,Packaging Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,129.2307908045977,-10.596161666666667,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0040,2026-07-27,2026-08-02,WS-FRAME-PREP,Frame Preparation Station,WORKSTATION_OVERLOAD,HIGH,Frame Preparation Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,202.70449195402298,-37.230378333333334,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0041,2026-07-27,2026-08-02,WS-WHEEL-SUB,Wheel Subassembly Station,WORKSTATION_OVERLOAD,HIGH,Wheel Subassembly Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,234.31609655172417,-48.68958500000002,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0042,2026-07-27,2026-08-02,WS-BRAKE-SUB,Brake Subassembly Station,WORKSTATION_OVERLOAD,HIGH,Brake Subassembly Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,185.4734022988506,-30.98410833333334,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0043,2026-07-27,2026-08-02,WS-FORK-SUSP,Fork and Suspension Prep Station,WORKSTATION_OVERLOAD,HIGH,Fork and Suspension Prep Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,110.44584367816093,-3.7866183333333368,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0044,2026-07-27,2026-08-02,WS-FINAL-ASM,Final Assembly Station,WORKSTATION_OVERLOAD,HIGH,Final Assembly Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,354.5433011494253,-92.27194666666668,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0045,2026-07-27,2026-08-02,WS-QC,Final Quality Control Station,WORKSTATION_OVERLOAD,HIGH,Final Quality Control Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,160.7761931034483,-22.03137000000001,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0046,2026-07-27,2026-08-02,WS-PACK,Packaging Station,WORKSTATION_OVERLOAD,HIGH,Packaging Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,129.2307908045977,-10.596161666666667,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0047,2026-08-03,2026-08-09,WS-FRAME-PREP,Frame Preparation Station,WORKSTATION_OVERLOAD,HIGH,Frame Preparation Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,202.70449195402298,-37.230378333333334,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0048,2026-08-03,2026-08-09,WS-WHEEL-SUB,Wheel Subassembly Station,WORKSTATION_OVERLOAD,HIGH,Wheel Subassembly Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,234.31609655172417,-48.68958500000002,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0049,2026-08-03,2026-08-09,WS-BRAKE-SUB,Brake Subassembly Station,WORKSTATION_OVERLOAD,HIGH,Brake Subassembly Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,185.4734022988506,-30.98410833333334,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0050,2026-08-03,2026-08-09,WS-FORK-SUSP,Fork and Suspension Prep Station,WORKSTATION_OVERLOAD,HIGH,Fork and Suspension Prep Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,110.44584367816093,-3.7866183333333368,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0051,2026-08-03,2026-08-09,WS-FINAL-ASM,Final Assembly Station,WORKSTATION_OVERLOAD,HIGH,Final Assembly Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,354.5433011494253,-92.27194666666668,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0052,2026-08-03,2026-08-09,WS-QC,Final Quality Control Station,WORKSTATION_OVERLOAD,HIGH,Final Quality Control Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,160.7761931034483,-22.03137000000001,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0053,2026-08-03,2026-08-09,WS-PACK,Packaging Station,WORKSTATION_OVERLOAD,HIGH,Packaging Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,129.2307908045977,-10.596161666666667,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0054,2026-08-10,2026-08-16,WS-FRAME-PREP,Frame Preparation Station,WORKSTATION_OVERLOAD,HIGH,Frame Preparation Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,202.70449195402298,-37.230378333333334,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0055,2026-08-10,2026-08-16,WS-WHEEL-SUB,Wheel Subassembly Station,WORKSTATION_OVERLOAD,HIGH,Wheel Subassembly Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,234.31609655172417,-48.68958500000002,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0056,2026-08-10,2026-08-16,WS-BRAKE-SUB,Brake Subassembly Station,WORKSTATION_OVERLOAD,HIGH,Brake Subassembly Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,185.4734022988506,-30.98410833333334,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0057,2026-08-10,2026-08-16,WS-FORK-SUSP,Fork and Suspension Prep Station,WORKSTATION_OVERLOAD,HIGH,Fork and Suspension Prep Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,110.44584367816093,-3.7866183333333368,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0058,2026-08-10,2026-08-16,WS-FINAL-ASM,Final Assembly Station,WORKSTATION_OVERLOAD,HIGH,Final Assembly Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,354.5433011494253,-92.27194666666668,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0059,2026-08-10,2026-08-16,WS-QC,Final Quality Control Station,WORKSTATION_OVERLOAD,HIGH,Final Quality Control Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,160.7761931034483,-22.03137000000001,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0060,2026-08-10,2026-08-16,WS-PACK,Packaging Station,WORKSTATION_OVERLOAD,HIGH,Packaging Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,129.2307908045977,-10.596161666666667,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0061,2026-08-17,2026-08-23,WS-FRAME-PREP,Frame Preparation Station,WORKSTATION_OVERLOAD,HIGH,Frame Preparation Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,202.70449195402298,-37.230378333333334,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0062,2026-08-17,2026-08-23,WS-WHEEL-SUB,Wheel Subassembly Station,WORKSTATION_OVERLOAD,HIGH,Wheel Subassembly Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,234.31609655172417,-48.68958500000002,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0063,2026-08-17,2026-08-23,WS-BRAKE-SUB,Brake Subassembly Station,WORKSTATION_OVERLOAD,HIGH,Brake Subassembly Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,185.4734022988506,-30.98410833333334,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0064,2026-08-17,2026-08-23,WS-FORK-SUSP,Fork and Suspension Prep Station,WORKSTATION_OVERLOAD,HIGH,Fork and Suspension Prep Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,110.44584367816093,-3.7866183333333368,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0065,2026-08-17,2026-08-23,WS-FINAL-ASM,Final Assembly Station,WORKSTATION_OVERLOAD,HIGH,Final Assembly Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,354.5433011494253,-92.27194666666668,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0066,2026-08-17,2026-08-23,WS-QC,Final Quality Control Station,WORKSTATION_OVERLOAD,HIGH,Final Quality Control Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,160.7761931034483,-22.03137000000001,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0067,2026-08-17,2026-08-23,WS-PACK,Packaging Station,WORKSTATION_OVERLOAD,HIGH,Packaging Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,129.2307908045977,-10.596161666666667,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0068,2026-08-24,2026-08-30,WS-FRAME-PREP,Frame Preparation Station,WORKSTATION_OVERLOAD,HIGH,Frame Preparation Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,202.70449195402298,-37.230378333333334,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0069,2026-08-24,2026-08-30,WS-WHEEL-SUB,Wheel Subassembly Station,WORKSTATION_OVERLOAD,HIGH,Wheel Subassembly Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,234.31609655172417,-48.68958500000002,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0070,2026-08-24,2026-08-30,WS-BRAKE-SUB,Brake Subassembly Station,WORKSTATION_OVERLOAD,HIGH,Brake Subassembly Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,185.4734022988506,-30.98410833333334,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0071,2026-08-24,2026-08-30,WS-FORK-SUSP,Fork and Suspension Prep Station,WORKSTATION_OVERLOAD,HIGH,Fork and Suspension Prep Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,110.44584367816093,-3.7866183333333368,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0072,2026-08-24,2026-08-30,WS-FINAL-ASM,Final Assembly Station,WORKSTATION_OVERLOAD,HIGH,Final Assembly Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,354.5433011494253,-92.27194666666668,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0073,2026-08-24,2026-08-30,WS-QC,Final Quality Control Station,WORKSTATION_OVERLOAD,HIGH,Final Quality Control Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,160.7761931034483,-22.03137000000001,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0074,2026-08-24,2026-08-30,WS-PACK,Packaging Station,WORKSTATION_OVERLOAD,HIGH,Packaging Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,129.2307908045977,-10.596161666666667,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0075,2026-08-31,2026-09-06,WS-FRAME-PREP,Frame Preparation Station,WORKSTATION_OVERLOAD,HIGH,Frame Preparation Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,202.70449195402298,-37.230378333333334,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0076,2026-08-31,2026-09-06,WS-WHEEL-SUB,Wheel Subassembly Station,WORKSTATION_OVERLOAD,HIGH,Wheel Subassembly Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,234.31609655172417,-48.68958500000002,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0077,2026-08-31,2026-09-06,WS-BRAKE-SUB,Brake Subassembly Station,WORKSTATION_OVERLOAD,HIGH,Brake Subassembly Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,185.4734022988506,-30.98410833333334,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0078,2026-08-31,2026-09-06,WS-FORK-SUSP,Fork and Suspension Prep Station,WORKSTATION_OVERLOAD,HIGH,Fork and Suspension Prep Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,110.44584367816093,-3.7866183333333368,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0079,2026-08-31,2026-09-06,WS-FINAL-ASM,Final Assembly Station,WORKSTATION_OVERLOAD,HIGH,Final Assembly Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,354.5433011494253,-92.27194666666668,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0080,2026-08-31,2026-09-06,WS-QC,Final Quality Control Station,WORKSTATION_OVERLOAD,HIGH,Final Quality Control Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,160.7761931034483,-22.03137000000001,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0081,2026-08-31,2026-09-06,WS-PACK,Packaging Station,WORKSTATION_OVERLOAD,HIGH,Packaging Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,129.2307908045977,-10.596161666666667,REVIEW_WORKSTATION_CALENDAR,False,True
PHASE4-MPS-20260628165504,CAP-REV-0082,2026-09-07,2026-09-13,WS-FRAME-PREP,Frame Preparation Station,WORKSTATION_OVERLOAD,HIGH,Frame Preparation Station has OVERLOADED workstation calendar load.,WORKSTATION_CALENDAR,202.70449195402298,-37.230378333333334,REVIEW_WORKSTATION_CALENDAR,False,True
