planning_run_id,period_start,period_end,workstation_id,workstation_name,workstation_capacity_status,workstation_utilization_pct,workstation_overload_flag,machine_constraint_flag,overloaded_machine_types,highest_machine_utilization_pct,labor_constraint_flag,overloaded_labor_skills,labor_high_utilization_warning_flag,labor_hard_overload_flag,high_utilization_labor_skills,highest_labor_utilization_pct,workstation_capacity_basis,workstation_capacity_interpretation,combined_constraint_type,constraint_interpretation,constraint_review_required_flag,capacity_planning_basis,source_phase,advisory_only_flag
PHASE4-MPS-20260706124809,2026-07-06,2026-07-12,WS-FORK-SUSP,Fork and Suspension Prep Station,OVERLOADED,110.44584367816093,True,False,,25.02288645833334,False,,False,False,,50.04577291666668,SINGLE_STATION_CALENDAR,SINGLE_CALENDAR_SLOT_OVERLOADED,WORKSTATION_ONLY,WORKSTATION_CALENDAR_LIMITED_MACHINE_AND_LABOR_OK,True,MPS_ROUTING_CAPACITY_CONSTRAINT_BRIDGE,PHASE4_WORKSTATION_MACHINE_LABOR_CAPACITY,True
PHASE4-MPS-20260706124809,2026-07-06,2026-07-12,WS-FINAL-ASM,Final Assembly Station,OVERLOADED,353.79994482758616,True,False,,20.03945,False,,True,False,FINAL_ASSEMBLY_OPERATOR,80.1578,SINGLE_STATION_CALENDAR,SINGLE_CALENDAR_SLOT_OVERLOADED,WORKSTATION_WITH_LABOR_HIGH_UTILIZATION_WARNING,WORKSTATION_CALENDAR_LIMITED_WITH_LABOR_STRESS_WARNING,True,MPS_ROUTING_CAPACITY_CONSTRAINT_BRIDGE,PHASE4_WORKSTATION_MACHINE_LABOR_CAPACITY,True
PHASE4-MPS-20260706124809,2026-07-06,2026-07-12,WS-QC,Final Quality Control Station,OVERLOADED,160.4416827586207,True,False,,36.350068750000005,False,,False,False,,72.70013750000001,SINGLE_STATION_CALENDAR,SINGLE_CALENDAR_SLOT_OVERLOADED,WORKSTATION_ONLY,WORKSTATION_CALENDAR_LIMITED_MACHINE_AND_LABOR_OK,True,MPS_ROUTING_CAPACITY_CONSTRAINT_BRIDGE,PHASE4_WORKSTATION_MACHINE_LABOR_CAPACITY,True
PHASE4-MPS-20260706124809,2026-07-06,2026-07-12,WS-PACK,Packaging Station,OVERLOADED,128.95203218390805,True,False,,29.215694791666667,False,,False,False,,58.431389583333335,SINGLE_STATION_CALENDAR,SINGLE_CALENDAR_SLOT_OVERLOADED,WORKSTATION_ONLY,WORKSTATION_CALENDAR_LIMITED_MACHINE_AND_LABOR_OK,True,MPS_ROUTING_CAPACITY_CONSTRAINT_BRIDGE,PHASE4_WORKSTATION_MACHINE_LABOR_CAPACITY,True
PHASE4-MPS-20260706124809,2026-07-13,2026-07-19,WS-FRAME-PREP,Frame Preparation Station,OVERLOADED,202.70449195402298,True,False,,45.92523645833334,False,,True,False,FRAME_TECHNICIAN,91.85047291666667,SINGLE_STATION_CALENDAR,SINGLE_CALENDAR_SLOT_OVERLOADED,WORKSTATION_WITH_LABOR_HIGH_UTILIZATION_WARNING,WORKSTATION_CALENDAR_LIMITED_WITH_LABOR_STRESS_WARNING,True,MPS_ROUTING_CAPACITY_CONSTRAINT_BRIDGE,PHASE4_WORKSTATION_MACHINE_LABOR_CAPACITY,True
PHASE4-MPS-20260706124809,2026-07-13,2026-07-19,WS-WHEEL-SUB,Wheel Subassembly Station,OVERLOADED,234.31609655172417,True,False,,23.59432916666667,False,,False,False,,70.78298750000002,SINGLE_STATION_CALENDAR,SINGLE_CALENDAR_SLOT_OVERLOADED,WORKSTATION_ONLY,WORKSTATION_CALENDAR_LIMITED_MACHINE_AND_LABOR_OK,True,MPS_ROUTING_CAPACITY_CONSTRAINT_BRIDGE,PHASE4_WORKSTATION_MACHINE_LABOR_CAPACITY,True
PHASE4-MPS-20260706124809,2026-07-13,2026-07-19,WS-BRAKE-SUB,Brake Subassembly Station,OVERLOADED,185.4734022988506,True,False,,42.02131770833334,False,,True,False,BRAKE_ASSEMBLY_TECHNICIAN,84.04263541666668,SINGLE_STATION_CALENDAR,SINGLE_CALENDAR_SLOT_OVERLOADED,WORKSTATION_WITH_LABOR_HIGH_UTILIZATION_WARNING,WORKSTATION_CALENDAR_LIMITED_WITH_LABOR_STRESS_WARNING,True,MPS_ROUTING_CAPACITY_CONSTRAINT_BRIDGE,PHASE4_WORKSTATION_MACHINE_LABOR_CAPACITY,True
PHASE4-MPS-20260706124809,2026-07-13,2026-07-19,WS-FORK-SUSP,Fork and Suspension Prep Station,OVERLOADED,110.44584367816093,True,False,,25.02288645833334,False,,False,False,,50.04577291666668,SINGLE_STATION_CALENDAR,SINGLE_CALENDAR_SLOT_OVERLOADED,WORKSTATION_ONLY,WORKSTATION_CALENDAR_LIMITED_MACHINE_AND_LABOR_OK,True,MPS_ROUTING_CAPACITY_CONSTRAINT_BRIDGE,PHASE4_WORKSTATION_MACHINE_LABOR_CAPACITY,True
PHASE4-MPS-20260706124809,2026-07-13,2026-07-19,WS-FINAL-ASM,Final Assembly Station,OVERLOADED,354.5433011494253,True,False,,20.081554166666667,False,,True,False,FINAL_ASSEMBLY_OPERATOR,80.32621666666667,SINGLE_STATION_CALENDAR,SINGLE_CALENDAR_SLOT_OVERLOADED,WORKSTATION_WITH_LABOR_HIGH_UTILIZATION_WARNING,WORKSTATION_CALENDAR_LIMITED_WITH_LABOR_STRESS_WARNING,True,MPS_ROUTING_CAPACITY_CONSTRAINT_BRIDGE,PHASE4_WORKSTATION_MACHINE_LABOR_CAPACITY,True
PHASE4-MPS-20260706124809,2026-07-13,2026-07-19,WS-QC,Final Quality Control Station,OVERLOADED,160.7761931034483,True,False,,36.42585625,False,,False,False,,72.8517125,SINGLE_STATION_CALENDAR,SINGLE_CALENDAR_SLOT_OVERLOADED,WORKSTATION_ONLY,WORKSTATION_CALENDAR_LIMITED_MACHINE_AND_LABOR_OK,True,MPS_ROUTING_CAPACITY_CONSTRAINT_BRIDGE,PHASE4_WORKSTATION_MACHINE_LABOR_CAPACITY,True
PHASE4-MPS-20260706124809,2026-07-13,2026-07-19,WS-PACK,Packaging Station,OVERLOADED,129.2307908045977,True,False,,29.278851041666666,False,,False,False,,58.55770208333333,SINGLE_STATION_CALENDAR,SINGLE_CALENDAR_SLOT_OVERLOADED,WORKSTATION_ONLY,WORKSTATION_CALENDAR_LIMITED_MACHINE_AND_LABOR_OK,True,MPS_ROUTING_CAPACITY_CONSTRAINT_BRIDGE,PHASE4_WORKSTATION_MACHINE_LABOR_CAPACITY,True
PHASE4-MPS-20260706124809,2026-07-20,2026-07-26,WS-FRAME-PREP,Frame Preparation Station,OVERLOADED,202.70449195402298,True,False,,45.92523645833334,False,,True,False,FRAME_TECHNICIAN,91.85047291666667,SINGLE_STATION_CALENDAR,SINGLE_CALENDAR_SLOT_OVERLOADED,WORKSTATION_WITH_LABOR_HIGH_UTILIZATION_WARNING,WORKSTATION_CALENDAR_LIMITED_WITH_LABOR_STRESS_WARNING,True,MPS_ROUTING_CAPACITY_CONSTRAINT_BRIDGE,PHASE4_WORKSTATION_MACHINE_LABOR_CAPACITY,True
PHASE4-MPS-20260706124809,2026-07-20,2026-07-26,WS-WHEEL-SUB,Wheel Subassembly Station,OVERLOADED,234.31609655172417,True,False,,23.59432916666667,False,,False,False,,70.78298750000002,SINGLE_STATION_CALENDAR,SINGLE_CALENDAR_SLOT_OVERLOADED,WORKSTATION_ONLY,WORKSTATION_CALENDAR_LIMITED_MACHINE_AND_LABOR_OK,True,MPS_ROUTING_CAPACITY_CONSTRAINT_BRIDGE,PHASE4_WORKSTATION_MACHINE_LABOR_CAPACITY,True
PHASE4-MPS-20260706124809,2026-07-20,2026-07-26,WS-BRAKE-SUB,Brake Subassembly Station,OVERLOADED,185.4734022988506,True,False,,42.02131770833334,False,,True,False,BRAKE_ASSEMBLY_TECHNICIAN,84.04263541666668,SINGLE_STATION_CALENDAR,SINGLE_CALENDAR_SLOT_OVERLOADED,WORKSTATION_WITH_LABOR_HIGH_UTILIZATION_WARNING,WORKSTATION_CALENDAR_LIMITED_WITH_LABOR_STRESS_WARNING,True,MPS_ROUTING_CAPACITY_CONSTRAINT_BRIDGE,PHASE4_WORKSTATION_MACHINE_LABOR_CAPACITY,True
PHASE4-MPS-20260706124809,2026-07-20,2026-07-26,WS-FORK-SUSP,Fork and Suspension Prep Station,OVERLOADED,110.44584367816093,True,False,,25.02288645833334,False,,False,False,,50.04577291666668,SINGLE_STATION_CALENDAR,SINGLE_CALENDAR_SLOT_OVERLOADED,WORKSTATION_ONLY,WORKSTATION_CALENDAR_LIMITED_MACHINE_AND_LABOR_OK,True,MPS_ROUTING_CAPACITY_CONSTRAINT_BRIDGE,PHASE4_WORKSTATION_MACHINE_LABOR_CAPACITY,True
PHASE4-MPS-20260706124809,2026-07-20,2026-07-26,WS-FINAL-ASM,Final Assembly Station,OVERLOADED,354.5433011494253,True,False,,20.081554166666667,False,,True,False,FINAL_ASSEMBLY_OPERATOR,80.32621666666667,SINGLE_STATION_CALENDAR,SINGLE_CALENDAR_SLOT_OVERLOADED,WORKSTATION_WITH_LABOR_HIGH_UTILIZATION_WARNING,WORKSTATION_CALENDAR_LIMITED_WITH_LABOR_STRESS_WARNING,True,MPS_ROUTING_CAPACITY_CONSTRAINT_BRIDGE,PHASE4_WORKSTATION_MACHINE_LABOR_CAPACITY,True
PHASE4-MPS-20260706124809,2026-07-20,2026-07-26,WS-QC,Final Quality Control Station,OVERLOADED,160.7761931034483,True,False,,36.42585625,False,,False,False,,72.8517125,SINGLE_STATION_CALENDAR,SINGLE_CALENDAR_SLOT_OVERLOADED,WORKSTATION_ONLY,WORKSTATION_CALENDAR_LIMITED_MACHINE_AND_LABOR_OK,True,MPS_ROUTING_CAPACITY_CONSTRAINT_BRIDGE,PHASE4_WORKSTATION_MACHINE_LABOR_CAPACITY,True
PHASE4-MPS-20260706124809,2026-07-20,2026-07-26,WS-PACK,Packaging Station,OVERLOADED,129.2307908045977,True,False,,29.278851041666666,False,,False,False,,58.55770208333333,SINGLE_STATION_CALENDAR,SINGLE_CALENDAR_SLOT_OVERLOADED,WORKSTATION_ONLY,WORKSTATION_CALENDAR_LIMITED_MACHINE_AND_LABOR_OK,True,MPS_ROUTING_CAPACITY_CONSTRAINT_BRIDGE,PHASE4_WORKSTATION_MACHINE_LABOR_CAPACITY,True
PHASE4-MPS-20260706124809,2026-07-27,2026-08-02,WS-FRAME-PREP,Frame Preparation Station,OVERLOADED,202.70449195402298,True,False,,45.92523645833334,False,,True,False,FRAME_TECHNICIAN,91.85047291666667,SINGLE_STATION_CALENDAR,SINGLE_CALENDAR_SLOT_OVERLOADED,WORKSTATION_WITH_LABOR_HIGH_UTILIZATION_WARNING,WORKSTATION_CALENDAR_LIMITED_WITH_LABOR_STRESS_WARNING,True,MPS_ROUTING_CAPACITY_CONSTRAINT_BRIDGE,PHASE4_WORKSTATION_MACHINE_LABOR_CAPACITY,True
PHASE4-MPS-20260706124809,2026-07-27,2026-08-02,WS-WHEEL-SUB,Wheel Subassembly Station,OVERLOADED,234.31609655172417,True,False,,23.59432916666667,False,,False,False,,70.78298750000002,SINGLE_STATION_CALENDAR,SINGLE_CALENDAR_SLOT_OVERLOADED,WORKSTATION_ONLY,WORKSTATION_CALENDAR_LIMITED_MACHINE_AND_LABOR_OK,True,MPS_ROUTING_CAPACITY_CONSTRAINT_BRIDGE,PHASE4_WORKSTATION_MACHINE_LABOR_CAPACITY,True
PHASE4-MPS-20260706124809,2026-07-27,2026-08-02,WS-BRAKE-SUB,Brake Subassembly Station,OVERLOADED,185.4734022988506,True,False,,42.02131770833334,False,,True,False,BRAKE_ASSEMBLY_TECHNICIAN,84.04263541666668,SINGLE_STATION_CALENDAR,SINGLE_CALENDAR_SLOT_OVERLOADED,WORKSTATION_WITH_LABOR_HIGH_UTILIZATION_WARNING,WORKSTATION_CALENDAR_LIMITED_WITH_LABOR_STRESS_WARNING,True,MPS_ROUTING_CAPACITY_CONSTRAINT_BRIDGE,PHASE4_WORKSTATION_MACHINE_LABOR_CAPACITY,True
PHASE4-MPS-20260706124809,2026-07-27,2026-08-02,WS-FORK-SUSP,Fork and Suspension Prep Station,OVERLOADED,110.44584367816093,True,False,,25.02288645833334,False,,False,False,,50.04577291666668,SINGLE_STATION_CALENDAR,SINGLE_CALENDAR_SLOT_OVERLOADED,WORKSTATION_ONLY,WORKSTATION_CALENDAR_LIMITED_MACHINE_AND_LABOR_OK,True,MPS_ROUTING_CAPACITY_CONSTRAINT_BRIDGE,PHASE4_WORKSTATION_MACHINE_LABOR_CAPACITY,True
PHASE4-MPS-20260706124809,2026-07-27,2026-08-02,WS-FINAL-ASM,Final Assembly Station,OVERLOADED,354.5433011494253,True,False,,20.081554166666667,False,,True,False,FINAL_ASSEMBLY_OPERATOR,80.32621666666667,SINGLE_STATION_CALENDAR,SINGLE_CALENDAR_SLOT_OVERLOADED,WORKSTATION_WITH_LABOR_HIGH_UTILIZATION_WARNING,WORKSTATION_CALENDAR_LIMITED_WITH_LABOR_STRESS_WARNING,True,MPS_ROUTING_CAPACITY_CONSTRAINT_BRIDGE,PHASE4_WORKSTATION_MACHINE_LABOR_CAPACITY,True
PHASE4-MPS-20260706124809,2026-07-27,2026-08-02,WS-QC,Final Quality Control Station,OVERLOADED,160.7761931034483,True,False,,36.42585625,False,,False,False,,72.8517125,SINGLE_STATION_CALENDAR,SINGLE_CALENDAR_SLOT_OVERLOADED,WORKSTATION_ONLY,WORKSTATION_CALENDAR_LIMITED_MACHINE_AND_LABOR_OK,True,MPS_ROUTING_CAPACITY_CONSTRAINT_BRIDGE,PHASE4_WORKSTATION_MACHINE_LABOR_CAPACITY,True
PHASE4-MPS-20260706124809,2026-07-27,2026-08-02,WS-PACK,Packaging Station,OVERLOADED,129.2307908045977,True,False,,29.278851041666666,False,,False,False,,58.55770208333333,SINGLE_STATION_CALENDAR,SINGLE_CALENDAR_SLOT_OVERLOADED,WORKSTATION_ONLY,WORKSTATION_CALENDAR_LIMITED_MACHINE_AND_LABOR_OK,True,MPS_ROUTING_CAPACITY_CONSTRAINT_BRIDGE,PHASE4_WORKSTATION_MACHINE_LABOR_CAPACITY,True
PHASE4-MPS-20260706124809,2026-08-03,2026-08-09,WS-FRAME-PREP,Frame Preparation Station,OVERLOADED,202.70449195402298,True,False,,45.92523645833334,False,,True,False,FRAME_TECHNICIAN,91.85047291666667,SINGLE_STATION_CALENDAR,SINGLE_CALENDAR_SLOT_OVERLOADED,WORKSTATION_WITH_LABOR_HIGH_UTILIZATION_WARNING,WORKSTATION_CALENDAR_LIMITED_WITH_LABOR_STRESS_WARNING,True,MPS_ROUTING_CAPACITY_CONSTRAINT_BRIDGE,PHASE4_WORKSTATION_MACHINE_LABOR_CAPACITY,True
PHASE4-MPS-20260706124809,2026-08-03,2026-08-09,WS-WHEEL-SUB,Wheel Subassembly Station,OVERLOADED,234.31609655172417,True,False,,23.59432916666667,False,,False,False,,70.78298750000002,SINGLE_STATION_CALENDAR,SINGLE_CALENDAR_SLOT_OVERLOADED,WORKSTATION_ONLY,WORKSTATION_CALENDAR_LIMITED_MACHINE_AND_LABOR_OK,True,MPS_ROUTING_CAPACITY_CONSTRAINT_BRIDGE,PHASE4_WORKSTATION_MACHINE_LABOR_CAPACITY,True
PHASE4-MPS-20260706124809,2026-08-03,2026-08-09,WS-BRAKE-SUB,Brake Subassembly Station,OVERLOADED,185.4734022988506,True,False,,42.02131770833334,False,,True,False,BRAKE_ASSEMBLY_TECHNICIAN,84.04263541666668,SINGLE_STATION_CALENDAR,SINGLE_CALENDAR_SLOT_OVERLOADED,WORKSTATION_WITH_LABOR_HIGH_UTILIZATION_WARNING,WORKSTATION_CALENDAR_LIMITED_WITH_LABOR_STRESS_WARNING,True,MPS_ROUTING_CAPACITY_CONSTRAINT_BRIDGE,PHASE4_WORKSTATION_MACHINE_LABOR_CAPACITY,True
PHASE4-MPS-20260706124809,2026-08-03,2026-08-09,WS-FORK-SUSP,Fork and Suspension Prep Station,OVERLOADED,110.44584367816093,True,False,,25.02288645833334,False,,False,False,,50.04577291666668,SINGLE_STATION_CALENDAR,SINGLE_CALENDAR_SLOT_OVERLOADED,WORKSTATION_ONLY,WORKSTATION_CALENDAR_LIMITED_MACHINE_AND_LABOR_OK,True,MPS_ROUTING_CAPACITY_CONSTRAINT_BRIDGE,PHASE4_WORKSTATION_MACHINE_LABOR_CAPACITY,True
PHASE4-MPS-20260706124809,2026-08-03,2026-08-09,WS-FINAL-ASM,Final Assembly Station,OVERLOADED,354.5433011494253,True,False,,20.081554166666667,False,,True,False,FINAL_ASSEMBLY_OPERATOR,80.32621666666667,SINGLE_STATION_CALENDAR,SINGLE_CALENDAR_SLOT_OVERLOADED,WORKSTATION_WITH_LABOR_HIGH_UTILIZATION_WARNING,WORKSTATION_CALENDAR_LIMITED_WITH_LABOR_STRESS_WARNING,True,MPS_ROUTING_CAPACITY_CONSTRAINT_BRIDGE,PHASE4_WORKSTATION_MACHINE_LABOR_CAPACITY,True
PHASE4-MPS-20260706124809,2026-08-03,2026-08-09,WS-QC,Final Quality Control Station,OVERLOADED,160.7761931034483,True,False,,36.42585625,False,,False,False,,72.8517125,SINGLE_STATION_CALENDAR,SINGLE_CALENDAR_SLOT_OVERLOADED,WORKSTATION_ONLY,WORKSTATION_CALENDAR_LIMITED_MACHINE_AND_LABOR_OK,True,MPS_ROUTING_CAPACITY_CONSTRAINT_BRIDGE,PHASE4_WORKSTATION_MACHINE_LABOR_CAPACITY,True
PHASE4-MPS-20260706124809,2026-08-03,2026-08-09,WS-PACK,Packaging Station,OVERLOADED,129.2307908045977,True,False,,29.278851041666666,False,,False,False,,58.55770208333333,SINGLE_STATION_CALENDAR,SINGLE_CALENDAR_SLOT_OVERLOADED,WORKSTATION_ONLY,WORKSTATION_CALENDAR_LIMITED_MACHINE_AND_LABOR_OK,True,MPS_ROUTING_CAPACITY_CONSTRAINT_BRIDGE,PHASE4_WORKSTATION_MACHINE_LABOR_CAPACITY,True
PHASE4-MPS-20260706124809,2026-08-10,2026-08-16,WS-FRAME-PREP,Frame Preparation Station,OVERLOADED,202.70449195402298,True,False,,45.92523645833334,False,,True,False,FRAME_TECHNICIAN,91.85047291666667,SINGLE_STATION_CALENDAR,SINGLE_CALENDAR_SLOT_OVERLOADED,WORKSTATION_WITH_LABOR_HIGH_UTILIZATION_WARNING,WORKSTATION_CALENDAR_LIMITED_WITH_LABOR_STRESS_WARNING,True,MPS_ROUTING_CAPACITY_CONSTRAINT_BRIDGE,PHASE4_WORKSTATION_MACHINE_LABOR_CAPACITY,True
PHASE4-MPS-20260706124809,2026-08-10,2026-08-16,WS-WHEEL-SUB,Wheel Subassembly Station,OVERLOADED,234.31609655172417,True,False,,23.59432916666667,False,,False,False,,70.78298750000002,SINGLE_STATION_CALENDAR,SINGLE_CALENDAR_SLOT_OVERLOADED,WORKSTATION_ONLY,WORKSTATION_CALENDAR_LIMITED_MACHINE_AND_LABOR_OK,True,MPS_ROUTING_CAPACITY_CONSTRAINT_BRIDGE,PHASE4_WORKSTATION_MACHINE_LABOR_CAPACITY,True
PHASE4-MPS-20260706124809,2026-08-10,2026-08-16,WS-BRAKE-SUB,Brake Subassembly Station,OVERLOADED,185.4734022988506,True,False,,42.02131770833334,False,,True,False,BRAKE_ASSEMBLY_TECHNICIAN,84.04263541666668,SINGLE_STATION_CALENDAR,SINGLE_CALENDAR_SLOT_OVERLOADED,WORKSTATION_WITH_LABOR_HIGH_UTILIZATION_WARNING,WORKSTATION_CALENDAR_LIMITED_WITH_LABOR_STRESS_WARNING,True,MPS_ROUTING_CAPACITY_CONSTRAINT_BRIDGE,PHASE4_WORKSTATION_MACHINE_LABOR_CAPACITY,True
PHASE4-MPS-20260706124809,2026-08-10,2026-08-16,WS-FORK-SUSP,Fork and Suspension Prep Station,OVERLOADED,110.44584367816093,True,False,,25.02288645833334,False,,False,False,,50.04577291666668,SINGLE_STATION_CALENDAR,SINGLE_CALENDAR_SLOT_OVERLOADED,WORKSTATION_ONLY,WORKSTATION_CALENDAR_LIMITED_MACHINE_AND_LABOR_OK,True,MPS_ROUTING_CAPACITY_CONSTRAINT_BRIDGE,PHASE4_WORKSTATION_MACHINE_LABOR_CAPACITY,True
PHASE4-MPS-20260706124809,2026-08-10,2026-08-16,WS-FINAL-ASM,Final Assembly Station,OVERLOADED,354.5433011494253,True,False,,20.081554166666667,False,,True,False,FINAL_ASSEMBLY_OPERATOR,80.32621666666667,SINGLE_STATION_CALENDAR,SINGLE_CALENDAR_SLOT_OVERLOADED,WORKSTATION_WITH_LABOR_HIGH_UTILIZATION_WARNING,WORKSTATION_CALENDAR_LIMITED_WITH_LABOR_STRESS_WARNING,True,MPS_ROUTING_CAPACITY_CONSTRAINT_BRIDGE,PHASE4_WORKSTATION_MACHINE_LABOR_CAPACITY,True
PHASE4-MPS-20260706124809,2026-08-10,2026-08-16,WS-QC,Final Quality Control Station,OVERLOADED,160.7761931034483,True,False,,36.42585625,False,,False,False,,72.8517125,SINGLE_STATION_CALENDAR,SINGLE_CALENDAR_SLOT_OVERLOADED,WORKSTATION_ONLY,WORKSTATION_CALENDAR_LIMITED_MACHINE_AND_LABOR_OK,True,MPS_ROUTING_CAPACITY_CONSTRAINT_BRIDGE,PHASE4_WORKSTATION_MACHINE_LABOR_CAPACITY,True
PHASE4-MPS-20260706124809,2026-08-10,2026-08-16,WS-PACK,Packaging Station,OVERLOADED,129.2307908045977,True,False,,29.278851041666666,False,,False,False,,58.55770208333333,SINGLE_STATION_CALENDAR,SINGLE_CALENDAR_SLOT_OVERLOADED,WORKSTATION_ONLY,WORKSTATION_CALENDAR_LIMITED_MACHINE_AND_LABOR_OK,True,MPS_ROUTING_CAPACITY_CONSTRAINT_BRIDGE,PHASE4_WORKSTATION_MACHINE_LABOR_CAPACITY,True
