planning_run_id,period_start,period_end,finished_sku,operation_id,operation_name,workstation_id,workstation_name,planned_production_qty,original_total_required_hours,defect_rate_used,rework_rate_used,scrap_rate_used,defect_rate_source,rework_rate_source,scrap_rate_source,discount_review_rate_used,other_disposition_share_used,disposition_rate_balance_status,rework_success_probability,first_pass_good_units,defective_units,reworkable_defect_units,direct_scrap_units,discount_review_units,other_defect_disposition_units,defect_disposition_total_units,defect_disposition_balance_check,defect_disposition_balance_status,rework_success_units,rework_failure_units,final_expected_good_units,total_expected_loss_units,final_quality_balance_check,final_quality_balance_status,disposition_model_basis,expected_defect_units,expected_rework_units,expected_scrap_units,expected_good_units_after_quality,expected_rework_success_units,expected_rework_failure_units,extra_rework_time_hours,processing_time_trend,processing_time_trend_adjustment_factor,processing_time_trend_adjustment_hours,quality_adjusted_required_hours,quality_impact_level,quality_impact_reason,confirmation_status,advisory_only_flag
PHASE4-MPS-20260711134649,2026-06-29,2026-07-05,SKU-BIKE-MT-001,MT-OP-010,Frame Preparation,WS-FRAME-PREP,Frame Preparation Station,41.9815,19.291675,0.04,0.5,0.125,QUALITY_RULE,QUALITY_RULE,QUALITY_RULE,0,0.375,BALANCED,0.9,40.30224,1.67926,0.83963,0.2099075,0.0,0.6297225,1.67926,0.0,BALANCED,0.755667,0.08396299999999998,41.057907,0.9235929999999999,-3.1086244689504383e-15,BALANCED,DEFECT_DISPOSITION_RECONCILIATION,1.67926,0.83963,0.2099075,41.057907,0.755667,0.08396299999999998,0.19591366666666668,IMPROVING,-0.0242424242424242,-0.4676769696969689,19.291675,MEDIUM,defect_rate=0.0400; rework_hours=0.20; processing_trend=IMPROVING; adjusted_hours=19.29,PLANNING_ESTIMATE_ONLY_NOT_EXECUTION_CONFIRMED,True
PHASE4-MPS-20260711134649,2026-07-06,2026-07-12,SKU-BIKE-MT-001,MT-OP-050,Final Assembly,WS-FINAL-ASM,Final Assembly Station,76.9741,61.94594666666667,0.07,0.6428571428571428,0.1714285714285714,QUALITY_RULE,QUALITY_RULE,QUALITY_RULE,0,0.1857142857142858,BALANCED,0.8,71.585913,5.388187000000001,3.4638345000000004,0.9236892000000001,0.0,1.0006633000000007,5.388187000000002,-8.881784197001252e-16,BALANCED,2.7710676000000003,0.6927669,74.3569806,2.617119400000001,6.217248937900877e-15,BALANCED,DEFECT_DISPOSITION_RECONCILIATION,5.388187000000001,3.4638345000000004,0.9236892000000001,74.3569806,2.7710676000000003,0.6927669,1.8473784000000002,WORSENING,0.0982843137254901,6.088314856209145,69.88163992287582,HIGH,defect_rate=0.0700; rework_hours=1.85; processing_trend=WORSENING; adjusted_hours=69.88,PLANNING_ESTIMATE_ONLY_NOT_EXECUTION_CONFIRMED,True
PHASE4-MPS-20260711134649,2026-07-06,2026-07-12,SKU-BIKE-MT-001,MT-OP-060,Final Quality Control,WS-QC,Final Quality Control Station,76.9741,28.357170000000004,0.045,0.5555555555555556,0.13333333333333333,QUALITY_RULE,QUALITY_RULE,QUALITY_RULE,0,0.3111111111111111,BALANCED,0.84,73.5102655,3.4638345000000004,1.9243525000000004,0.46184460000000005,0.0,1.0776374000000002,3.463834500000001,-4.440892098500626e-16,BALANCED,1.6164561000000002,0.3078964000000001,75.1267216,1.8473784000000004,1.0436096431476471e-14,BALANCED,DEFECT_DISPOSITION_RECONCILIATION,3.4638345000000004,1.9243525000000004,0.46184460000000005,75.1267216,1.6164561000000002,0.3078964000000001,0.7055959166666668,STABLE,0.0,0.0,29.06276591666667,MEDIUM,defect_rate=0.0450; rework_hours=0.71; processing_trend=STABLE; adjusted_hours=29.06,PLANNING_ESTIMATE_ONLY_NOT_EXECUTION_CONFIRMED,True
PHASE4-MPS-20260711134649,2026-07-06,2026-07-12,SKU-BIKE-MT-001,MT-OP-070,Packaging,WS-PACK,Packaging Station,76.9741,21.90932833333333,0.02,0.25,0.0,QUALITY_RULE,QUALITY_RULE,QUALITY_RULE,0,0.75,REVIEW_REQUIRED,0.98,75.434618,1.5394820000000002,0.38487050000000006,0.0,0.0,1.1546115000000001,1.5394820000000002,0.0,BALANCED,0.37717309000000004,0.007697410000000008,75.81179109,1.1623089100000001,7.105427357601002e-15,BALANCED,DEFECT_DISPOSITION_RECONCILIATION,1.5394820000000002,0.38487050000000006,0.0,75.81179109,0.37717309000000004,0.007697410000000008,0.04490155833333334,STABLE,0.0,0.0,21.954229891666664,MEDIUM,defect_rate=0.0200; rework_hours=0.04; processing_trend=STABLE; adjusted_hours=21.95,PLANNING_ESTIMATE_ONLY_NOT_EXECUTION_CONFIRMED,True
PHASE4-MPS-20260711134649,2026-07-13,2026-07-19,SKU-BIKE-MT-001,MT-OP-010,Frame Preparation,WS-FRAME-PREP,Frame Preparation Station,76.9741,35.03834500000001,0.04,0.5,0.125,QUALITY_RULE,QUALITY_RULE,QUALITY_RULE,0,0.375,BALANCED,0.9,73.89513600000001,3.0789640000000005,1.5394820000000002,0.38487050000000006,0.0,1.1546115000000001,3.0789640000000005,0.0,BALANCED,1.3855338000000001,0.15394819999999998,75.28066980000001,1.6934302,-5.551115123125783e-15,BALANCED,DEFECT_DISPOSITION_RECONCILIATION,3.0789640000000005,1.5394820000000002,0.38487050000000006,75.28066980000001,1.3855338000000001,0.15394819999999998,0.35921246666666673,IMPROVING,-0.0242424242424242,-0.849414424242423,35.03834500000001,MEDIUM,defect_rate=0.0400; rework_hours=0.36; processing_trend=IMPROVING; adjusted_hours=35.04,PLANNING_ESTIMATE_ONLY_NOT_EXECUTION_CONFIRMED,True
PHASE4-MPS-20260711134649,2026-07-13,2026-07-19,SKU-BIKE-MT-001,MT-OP-020,Fork and Suspension Prep,WS-FORK-SUSP,Fork and Suspension Prep Station,76.9741,40.03661833333334,0.05,0.6,0.16,QUALITY_RULE,QUALITY_RULE,QUALITY_RULE,0,0.24000000000000002,BALANCED,0.82,73.12539500000001,3.8487050000000007,2.3092230000000002,0.6157928000000001,0.0,0.9236892000000002,3.8487050000000007,0.0,BALANCED,1.89356286,0.4156601400000002,75.01895786000001,1.9551421400000004,-7.993605777301127e-15,BALANCED,DEFECT_DISPOSITION_RECONCILIATION,3.8487050000000007,2.3092230000000002,0.6157928000000001,75.01895786000001,1.89356286,0.4156601400000002,0.9236892000000001,WORSENING,0.0509615384615385,2.0403276650641042,43.00063519839744,HIGH,defect_rate=0.0500; rework_hours=0.92; processing_trend=WORSENING; adjusted_hours=43.00,PLANNING_ESTIMATE_ONLY_NOT_EXECUTION_CONFIRMED,True
PHASE4-MPS-20260711134649,2026-07-13,2026-07-19,SKU-BIKE-MT-001,MT-OP-030,Wheel Subassembly,WS-WHEEL-SUB,Wheel Subassembly Station,76.9741,40.003285000000005,0.05,0.6,0.16,QUALITY_RULE,QUALITY_RULE,QUALITY_RULE,0,0.24000000000000002,BALANCED,0.86,73.12539500000001,3.8487050000000007,2.3092230000000002,0.6157928000000001,0.0,0.9236892000000002,3.8487050000000007,0.0,BALANCED,1.9859317800000003,0.32329122000000005,75.11132678000001,1.8627732200000002,-6.217248937900877e-15,BALANCED,DEFECT_DISPOSITION_RECONCILIATION,3.8487050000000007,2.3092230000000002,0.6157928000000001,75.11132678000001,1.9859317800000003,0.32329122000000005,0.769741,WORSENING,0.0601835664335664,2.4075403603583907,43.1805663603584,HIGH,defect_rate=0.0500; rework_hours=0.77; processing_trend=WORSENING; adjusted_hours=43.18,PLANNING_ESTIMATE_ONLY_NOT_EXECUTION_CONFIRMED,True
PHASE4-MPS-20260711134649,2026-07-13,2026-07-19,SKU-BIKE-MT-001,MT-OP-040,Brake Subassembly,WS-BRAKE-SUB,Brake Subassembly Station,76.9741,32.27254166666667,0.035,0.5714285714285714,0.14285714285714285,QUALITY_RULE,QUALITY_RULE,QUALITY_RULE,0,0.28571428571428575,BALANCED,0.9,74.28000650000001,2.6940935000000006,1.5394820000000002,0.38487050000000006,0.0,0.7697410000000002,2.6940935000000006,0.0,BALANCED,1.3855338000000001,0.15394819999999998,75.66554030000002,1.3085597000000002,-1.0880185641326534e-14,BALANCED,DEFECT_DISPOSITION_RECONCILIATION,2.6940935000000006,1.5394820000000002,0.38487050000000006,75.66554030000002,1.3855338000000001,0.15394819999999998,0.38487050000000006,STABLE,0.0,0.0,32.65741216666667,MEDIUM,defect_rate=0.0350; rework_hours=0.38; processing_trend=STABLE; adjusted_hours=32.66,PLANNING_ESTIMATE_ONLY_NOT_EXECUTION_CONFIRMED,True
PHASE4-MPS-20260711134649,2026-07-13,2026-07-19,SKU-BIKE-MT-001,MT-OP-050,Final Assembly,WS-FINAL-ASM,Final Assembly Station,76.9741,61.94594666666667,0.07,0.6428571428571428,0.1714285714285714,QUALITY_RULE,QUALITY_RULE,QUALITY_RULE,0,0.1857142857142858,BALANCED,0.8,71.585913,5.388187000000001,3.4638345000000004,0.9236892000000001,0.0,1.0006633000000007,5.388187000000002,-8.881784197001252e-16,BALANCED,2.7710676000000003,0.6927669,74.3569806,2.617119400000001,6.217248937900877e-15,BALANCED,DEFECT_DISPOSITION_RECONCILIATION,5.388187000000001,3.4638345000000004,0.9236892000000001,74.3569806,2.7710676000000003,0.6927669,1.8473784000000002,WORSENING,0.0982843137254901,6.088314856209145,69.88163992287582,HIGH,defect_rate=0.0700; rework_hours=1.85; processing_trend=WORSENING; adjusted_hours=69.88,PLANNING_ESTIMATE_ONLY_NOT_EXECUTION_CONFIRMED,True
PHASE4-MPS-20260711134649,2026-07-13,2026-07-19,SKU-BIKE-MT-001,MT-OP-060,Final Quality Control,WS-QC,Final Quality Control Station,76.9741,28.357170000000004,0.045,0.5555555555555556,0.13333333333333333,QUALITY_RULE,QUALITY_RULE,QUALITY_RULE,0,0.3111111111111111,BALANCED,0.84,73.5102655,3.4638345000000004,1.9243525000000004,0.46184460000000005,0.0,1.0776374000000002,3.463834500000001,-4.440892098500626e-16,BALANCED,1.6164561000000002,0.3078964000000001,75.1267216,1.8473784000000004,1.0436096431476471e-14,BALANCED,DEFECT_DISPOSITION_RECONCILIATION,3.4638345000000004,1.9243525000000004,0.46184460000000005,75.1267216,1.6164561000000002,0.3078964000000001,0.7055959166666668,STABLE,0.0,0.0,29.06276591666667,MEDIUM,defect_rate=0.0450; rework_hours=0.71; processing_trend=STABLE; adjusted_hours=29.06,PLANNING_ESTIMATE_ONLY_NOT_EXECUTION_CONFIRMED,True
PHASE4-MPS-20260711134649,2026-07-13,2026-07-19,SKU-BIKE-MT-001,MT-OP-070,Packaging,WS-PACK,Packaging Station,76.9741,21.90932833333333,0.02,0.25,0.0,QUALITY_RULE,QUALITY_RULE,QUALITY_RULE,0,0.75,REVIEW_REQUIRED,0.98,75.434618,1.5394820000000002,0.38487050000000006,0.0,0.0,1.1546115000000001,1.5394820000000002,0.0,BALANCED,0.37717309000000004,0.007697410000000008,75.81179109,1.1623089100000001,7.105427357601002e-15,BALANCED,DEFECT_DISPOSITION_RECONCILIATION,1.5394820000000002,0.38487050000000006,0.0,75.81179109,0.37717309000000004,0.007697410000000008,0.04490155833333334,STABLE,0.0,0.0,21.954229891666664,MEDIUM,defect_rate=0.0200; rework_hours=0.04; processing_trend=STABLE; adjusted_hours=21.95,PLANNING_ESTIMATE_ONLY_NOT_EXECUTION_CONFIRMED,True
PHASE4-MPS-20260711134649,2026-07-20,2026-07-26,SKU-BIKE-MT-001,MT-OP-010,Frame Preparation,WS-FRAME-PREP,Frame Preparation Station,76.9741,35.03834500000001,0.04,0.5,0.125,QUALITY_RULE,QUALITY_RULE,QUALITY_RULE,0,0.375,BALANCED,0.9,73.89513600000001,3.0789640000000005,1.5394820000000002,0.38487050000000006,0.0,1.1546115000000001,3.0789640000000005,0.0,BALANCED,1.3855338000000001,0.15394819999999998,75.28066980000001,1.6934302,-5.551115123125783e-15,BALANCED,DEFECT_DISPOSITION_RECONCILIATION,3.0789640000000005,1.5394820000000002,0.38487050000000006,75.28066980000001,1.3855338000000001,0.15394819999999998,0.35921246666666673,IMPROVING,-0.0242424242424242,-0.849414424242423,35.03834500000001,MEDIUM,defect_rate=0.0400; rework_hours=0.36; processing_trend=IMPROVING; adjusted_hours=35.04,PLANNING_ESTIMATE_ONLY_NOT_EXECUTION_CONFIRMED,True
PHASE4-MPS-20260711134649,2026-07-20,2026-07-26,SKU-BIKE-MT-001,MT-OP-020,Fork and Suspension Prep,WS-FORK-SUSP,Fork and Suspension Prep Station,76.9741,40.03661833333334,0.05,0.6,0.16,QUALITY_RULE,QUALITY_RULE,QUALITY_RULE,0,0.24000000000000002,BALANCED,0.82,73.12539500000001,3.8487050000000007,2.3092230000000002,0.6157928000000001,0.0,0.9236892000000002,3.8487050000000007,0.0,BALANCED,1.89356286,0.4156601400000002,75.01895786000001,1.9551421400000004,-7.993605777301127e-15,BALANCED,DEFECT_DISPOSITION_RECONCILIATION,3.8487050000000007,2.3092230000000002,0.6157928000000001,75.01895786000001,1.89356286,0.4156601400000002,0.9236892000000001,WORSENING,0.0509615384615385,2.0403276650641042,43.00063519839744,HIGH,defect_rate=0.0500; rework_hours=0.92; processing_trend=WORSENING; adjusted_hours=43.00,PLANNING_ESTIMATE_ONLY_NOT_EXECUTION_CONFIRMED,True
PHASE4-MPS-20260711134649,2026-07-20,2026-07-26,SKU-BIKE-MT-001,MT-OP-030,Wheel Subassembly,WS-WHEEL-SUB,Wheel Subassembly Station,76.9741,40.003285000000005,0.05,0.6,0.16,QUALITY_RULE,QUALITY_RULE,QUALITY_RULE,0,0.24000000000000002,BALANCED,0.86,73.12539500000001,3.8487050000000007,2.3092230000000002,0.6157928000000001,0.0,0.9236892000000002,3.8487050000000007,0.0,BALANCED,1.9859317800000003,0.32329122000000005,75.11132678000001,1.8627732200000002,-6.217248937900877e-15,BALANCED,DEFECT_DISPOSITION_RECONCILIATION,3.8487050000000007,2.3092230000000002,0.6157928000000001,75.11132678000001,1.9859317800000003,0.32329122000000005,0.769741,WORSENING,0.0601835664335664,2.4075403603583907,43.1805663603584,HIGH,defect_rate=0.0500; rework_hours=0.77; processing_trend=WORSENING; adjusted_hours=43.18,PLANNING_ESTIMATE_ONLY_NOT_EXECUTION_CONFIRMED,True
PHASE4-MPS-20260711134649,2026-07-20,2026-07-26,SKU-BIKE-MT-001,MT-OP-040,Brake Subassembly,WS-BRAKE-SUB,Brake Subassembly Station,76.9741,32.27254166666667,0.035,0.5714285714285714,0.14285714285714285,QUALITY_RULE,QUALITY_RULE,QUALITY_RULE,0,0.28571428571428575,BALANCED,0.9,74.28000650000001,2.6940935000000006,1.5394820000000002,0.38487050000000006,0.0,0.7697410000000002,2.6940935000000006,0.0,BALANCED,1.3855338000000001,0.15394819999999998,75.66554030000002,1.3085597000000002,-1.0880185641326534e-14,BALANCED,DEFECT_DISPOSITION_RECONCILIATION,2.6940935000000006,1.5394820000000002,0.38487050000000006,75.66554030000002,1.3855338000000001,0.15394819999999998,0.38487050000000006,STABLE,0.0,0.0,32.65741216666667,MEDIUM,defect_rate=0.0350; rework_hours=0.38; processing_trend=STABLE; adjusted_hours=32.66,PLANNING_ESTIMATE_ONLY_NOT_EXECUTION_CONFIRMED,True
PHASE4-MPS-20260711134649,2026-07-20,2026-07-26,SKU-BIKE-MT-001,MT-OP-050,Final Assembly,WS-FINAL-ASM,Final Assembly Station,76.9741,61.94594666666667,0.07,0.6428571428571428,0.1714285714285714,QUALITY_RULE,QUALITY_RULE,QUALITY_RULE,0,0.1857142857142858,BALANCED,0.8,71.585913,5.388187000000001,3.4638345000000004,0.9236892000000001,0.0,1.0006633000000007,5.388187000000002,-8.881784197001252e-16,BALANCED,2.7710676000000003,0.6927669,74.3569806,2.617119400000001,6.217248937900877e-15,BALANCED,DEFECT_DISPOSITION_RECONCILIATION,5.388187000000001,3.4638345000000004,0.9236892000000001,74.3569806,2.7710676000000003,0.6927669,1.8473784000000002,WORSENING,0.0982843137254901,6.088314856209145,69.88163992287582,HIGH,defect_rate=0.0700; rework_hours=1.85; processing_trend=WORSENING; adjusted_hours=69.88,PLANNING_ESTIMATE_ONLY_NOT_EXECUTION_CONFIRMED,True
