planning_run_id,period_start,period_end,workstation_id,workstation_name,workstation_capacity_status,workstation_utilization_pct,total_required_hours,available_hours,capacity_gap_hours,overload_flag,near_capacity_flag,labor_high_utilization_warning_flag,machine_constraint_flag,labor_constraint_flag,workstation_capacity_basis,routing_join_pressure_flag,parallel_merge_pressure_flag,upstream_parallel_operation_count,downstream_join_operation_count,estimated_queue_pressure_score,estimated_queue_pressure_level,estimated_wip_risk_level,queue_risk_reason,queue_measurement_type,actual_queue_length_available_flag,actual_wait_time_available_flag,queue_supported_flag,future_actual_queue_tracking_flag,source_phase,advisory_only_flag
PHASE4-MPS-20260628102440,2026-07-06,2026-07-12,WS-FORK-SUSP,Fork and Suspension Prep Station,OVERLOADED,110.44584367816093,40.03661833333334,36.25,-3.7866183333333368,True,False,False,False,False,SINGLE_STATION_CALENDAR,False,False,0,0,60.0,HIGH,HIGH,HIGH_UTILIZATION_WITH_NEGATIVE_CAPACITY_GAP,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-07-06,2026-07-12,WS-FINAL-ASM,Final Assembly Station,OVERLOADED,353.79994482758616,128.25248,36.25,-92.00248,True,False,True,False,False,SINGLE_STATION_CALENDAR,True,True,3,2,185.0,CRITICAL,CRITICAL,WORKSTATION_OVERLOAD_AND_LABOR_STRESS,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-07-06,2026-07-12,WS-QC,Final Quality Control Station,OVERLOADED,160.4416827586207,58.16011,36.25,-21.910110000000003,True,False,False,False,False,SINGLE_STATION_CALENDAR,False,False,0,0,80.0,HIGH,HIGH,HIGH_UTILIZATION_WITH_NEGATIVE_CAPACITY_GAP,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-07-06,2026-07-12,WS-PACK,Packaging Station,OVERLOADED,128.95203218390805,46.745111666666666,36.25,-10.495111666666666,True,False,False,False,False,SINGLE_STATION_CALENDAR,False,False,0,0,60.0,HIGH,HIGH,HIGH_UTILIZATION_WITH_NEGATIVE_CAPACITY_GAP,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-07-13,2026-07-19,WS-FRAME-PREP,Frame Preparation Station,OVERLOADED,202.70449195402296,73.48037833333333,36.25,-37.23037833333333,True,False,True,False,False,SINGLE_STATION_CALENDAR,False,False,0,0,100.0,CRITICAL,CRITICAL,WORKSTATION_OVERLOAD_AND_LABOR_STRESS,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-07-13,2026-07-19,WS-WHEEL-SUB,Wheel Subassembly Station,OVERLOADED,234.31609655172417,84.93958500000002,36.25,-48.68958500000002,True,False,False,False,False,SINGLE_STATION_CALENDAR,False,False,0,0,100.0,CRITICAL,CRITICAL,HIGH_UTILIZATION_WITH_NEGATIVE_CAPACITY_GAP,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-07-13,2026-07-19,WS-BRAKE-SUB,Brake Subassembly Station,OVERLOADED,185.4734022988506,67.23410833333334,36.25,-30.98410833333334,True,False,True,False,False,SINGLE_STATION_CALENDAR,False,False,0,0,100.0,CRITICAL,CRITICAL,WORKSTATION_OVERLOAD_AND_LABOR_STRESS,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-07-13,2026-07-19,WS-FORK-SUSP,Fork and Suspension Prep Station,OVERLOADED,110.44584367816093,40.03661833333334,36.25,-3.7866183333333368,True,False,False,False,False,SINGLE_STATION_CALENDAR,False,False,0,0,60.0,HIGH,HIGH,HIGH_UTILIZATION_WITH_NEGATIVE_CAPACITY_GAP,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-07-13,2026-07-19,WS-FINAL-ASM,Final Assembly Station,OVERLOADED,354.5433011494253,128.52194666666668,36.25,-92.27194666666668,True,False,True,False,False,SINGLE_STATION_CALENDAR,True,True,3,2,185.0,CRITICAL,CRITICAL,WORKSTATION_OVERLOAD_AND_LABOR_STRESS,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-07-13,2026-07-19,WS-QC,Final Quality Control Station,OVERLOADED,160.7761931034483,58.28137000000001,36.25,-22.03137000000001,True,False,False,False,False,SINGLE_STATION_CALENDAR,False,False,0,0,80.0,HIGH,HIGH,HIGH_UTILIZATION_WITH_NEGATIVE_CAPACITY_GAP,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-07-13,2026-07-19,WS-PACK,Packaging Station,OVERLOADED,129.2307908045977,46.84616166666667,36.25,-10.596161666666667,True,False,False,False,False,SINGLE_STATION_CALENDAR,False,False,0,0,60.0,HIGH,HIGH,HIGH_UTILIZATION_WITH_NEGATIVE_CAPACITY_GAP,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-07-20,2026-07-26,WS-FRAME-PREP,Frame Preparation Station,OVERLOADED,202.70449195402296,73.48037833333333,36.25,-37.23037833333333,True,False,True,False,False,SINGLE_STATION_CALENDAR,False,False,0,0,100.0,CRITICAL,CRITICAL,WORKSTATION_OVERLOAD_AND_LABOR_STRESS,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-07-20,2026-07-26,WS-WHEEL-SUB,Wheel Subassembly Station,OVERLOADED,234.31609655172417,84.93958500000002,36.25,-48.68958500000002,True,False,False,False,False,SINGLE_STATION_CALENDAR,False,False,0,0,100.0,CRITICAL,CRITICAL,HIGH_UTILIZATION_WITH_NEGATIVE_CAPACITY_GAP,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-07-20,2026-07-26,WS-BRAKE-SUB,Brake Subassembly Station,OVERLOADED,185.4734022988506,67.23410833333334,36.25,-30.98410833333334,True,False,True,False,False,SINGLE_STATION_CALENDAR,False,False,0,0,100.0,CRITICAL,CRITICAL,WORKSTATION_OVERLOAD_AND_LABOR_STRESS,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-07-20,2026-07-26,WS-FORK-SUSP,Fork and Suspension Prep Station,OVERLOADED,110.44584367816093,40.03661833333334,36.25,-3.7866183333333368,True,False,False,False,False,SINGLE_STATION_CALENDAR,False,False,0,0,60.0,HIGH,HIGH,HIGH_UTILIZATION_WITH_NEGATIVE_CAPACITY_GAP,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-07-20,2026-07-26,WS-FINAL-ASM,Final Assembly Station,OVERLOADED,354.5433011494253,128.52194666666668,36.25,-92.27194666666668,True,False,True,False,False,SINGLE_STATION_CALENDAR,True,True,3,2,185.0,CRITICAL,CRITICAL,WORKSTATION_OVERLOAD_AND_LABOR_STRESS,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-07-20,2026-07-26,WS-QC,Final Quality Control Station,OVERLOADED,160.7761931034483,58.28137000000001,36.25,-22.03137000000001,True,False,False,False,False,SINGLE_STATION_CALENDAR,False,False,0,0,80.0,HIGH,HIGH,HIGH_UTILIZATION_WITH_NEGATIVE_CAPACITY_GAP,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-07-20,2026-07-26,WS-PACK,Packaging Station,OVERLOADED,129.2307908045977,46.84616166666667,36.25,-10.596161666666667,True,False,False,False,False,SINGLE_STATION_CALENDAR,False,False,0,0,60.0,HIGH,HIGH,HIGH_UTILIZATION_WITH_NEGATIVE_CAPACITY_GAP,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-07-27,2026-08-02,WS-FRAME-PREP,Frame Preparation Station,OVERLOADED,202.70449195402296,73.48037833333333,36.25,-37.23037833333333,True,False,True,False,False,SINGLE_STATION_CALENDAR,False,False,0,0,100.0,CRITICAL,CRITICAL,WORKSTATION_OVERLOAD_AND_LABOR_STRESS,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-07-27,2026-08-02,WS-WHEEL-SUB,Wheel Subassembly Station,OVERLOADED,234.31609655172417,84.93958500000002,36.25,-48.68958500000002,True,False,False,False,False,SINGLE_STATION_CALENDAR,False,False,0,0,100.0,CRITICAL,CRITICAL,HIGH_UTILIZATION_WITH_NEGATIVE_CAPACITY_GAP,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-07-27,2026-08-02,WS-BRAKE-SUB,Brake Subassembly Station,OVERLOADED,185.4734022988506,67.23410833333334,36.25,-30.98410833333334,True,False,True,False,False,SINGLE_STATION_CALENDAR,False,False,0,0,100.0,CRITICAL,CRITICAL,WORKSTATION_OVERLOAD_AND_LABOR_STRESS,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-07-27,2026-08-02,WS-FORK-SUSP,Fork and Suspension Prep Station,OVERLOADED,110.44584367816093,40.03661833333334,36.25,-3.7866183333333368,True,False,False,False,False,SINGLE_STATION_CALENDAR,False,False,0,0,60.0,HIGH,HIGH,HIGH_UTILIZATION_WITH_NEGATIVE_CAPACITY_GAP,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-07-27,2026-08-02,WS-FINAL-ASM,Final Assembly Station,OVERLOADED,354.5433011494253,128.52194666666668,36.25,-92.27194666666668,True,False,True,False,False,SINGLE_STATION_CALENDAR,True,True,3,2,185.0,CRITICAL,CRITICAL,WORKSTATION_OVERLOAD_AND_LABOR_STRESS,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-07-27,2026-08-02,WS-QC,Final Quality Control Station,OVERLOADED,160.7761931034483,58.28137000000001,36.25,-22.03137000000001,True,False,False,False,False,SINGLE_STATION_CALENDAR,False,False,0,0,80.0,HIGH,HIGH,HIGH_UTILIZATION_WITH_NEGATIVE_CAPACITY_GAP,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-07-27,2026-08-02,WS-PACK,Packaging Station,OVERLOADED,129.2307908045977,46.84616166666667,36.25,-10.596161666666667,True,False,False,False,False,SINGLE_STATION_CALENDAR,False,False,0,0,60.0,HIGH,HIGH,HIGH_UTILIZATION_WITH_NEGATIVE_CAPACITY_GAP,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-08-03,2026-08-09,WS-FRAME-PREP,Frame Preparation Station,OVERLOADED,202.70449195402296,73.48037833333333,36.25,-37.23037833333333,True,False,True,False,False,SINGLE_STATION_CALENDAR,False,False,0,0,100.0,CRITICAL,CRITICAL,WORKSTATION_OVERLOAD_AND_LABOR_STRESS,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-08-03,2026-08-09,WS-WHEEL-SUB,Wheel Subassembly Station,OVERLOADED,234.31609655172417,84.93958500000002,36.25,-48.68958500000002,True,False,False,False,False,SINGLE_STATION_CALENDAR,False,False,0,0,100.0,CRITICAL,CRITICAL,HIGH_UTILIZATION_WITH_NEGATIVE_CAPACITY_GAP,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-08-03,2026-08-09,WS-BRAKE-SUB,Brake Subassembly Station,OVERLOADED,185.4734022988506,67.23410833333334,36.25,-30.98410833333334,True,False,True,False,False,SINGLE_STATION_CALENDAR,False,False,0,0,100.0,CRITICAL,CRITICAL,WORKSTATION_OVERLOAD_AND_LABOR_STRESS,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-08-03,2026-08-09,WS-FORK-SUSP,Fork and Suspension Prep Station,OVERLOADED,110.44584367816093,40.03661833333334,36.25,-3.7866183333333368,True,False,False,False,False,SINGLE_STATION_CALENDAR,False,False,0,0,60.0,HIGH,HIGH,HIGH_UTILIZATION_WITH_NEGATIVE_CAPACITY_GAP,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-08-03,2026-08-09,WS-FINAL-ASM,Final Assembly Station,OVERLOADED,354.5433011494253,128.52194666666668,36.25,-92.27194666666668,True,False,True,False,False,SINGLE_STATION_CALENDAR,True,True,3,2,185.0,CRITICAL,CRITICAL,WORKSTATION_OVERLOAD_AND_LABOR_STRESS,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-08-03,2026-08-09,WS-QC,Final Quality Control Station,OVERLOADED,160.7761931034483,58.28137000000001,36.25,-22.03137000000001,True,False,False,False,False,SINGLE_STATION_CALENDAR,False,False,0,0,80.0,HIGH,HIGH,HIGH_UTILIZATION_WITH_NEGATIVE_CAPACITY_GAP,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-08-03,2026-08-09,WS-PACK,Packaging Station,OVERLOADED,129.2307908045977,46.84616166666667,36.25,-10.596161666666667,True,False,False,False,False,SINGLE_STATION_CALENDAR,False,False,0,0,60.0,HIGH,HIGH,HIGH_UTILIZATION_WITH_NEGATIVE_CAPACITY_GAP,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-08-10,2026-08-16,WS-FRAME-PREP,Frame Preparation Station,OVERLOADED,202.70449195402296,73.48037833333333,36.25,-37.23037833333333,True,False,True,False,False,SINGLE_STATION_CALENDAR,False,False,0,0,100.0,CRITICAL,CRITICAL,WORKSTATION_OVERLOAD_AND_LABOR_STRESS,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-08-10,2026-08-16,WS-WHEEL-SUB,Wheel Subassembly Station,OVERLOADED,234.31609655172417,84.93958500000002,36.25,-48.68958500000002,True,False,False,False,False,SINGLE_STATION_CALENDAR,False,False,0,0,100.0,CRITICAL,CRITICAL,HIGH_UTILIZATION_WITH_NEGATIVE_CAPACITY_GAP,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-08-10,2026-08-16,WS-BRAKE-SUB,Brake Subassembly Station,OVERLOADED,185.4734022988506,67.23410833333334,36.25,-30.98410833333334,True,False,True,False,False,SINGLE_STATION_CALENDAR,False,False,0,0,100.0,CRITICAL,CRITICAL,WORKSTATION_OVERLOAD_AND_LABOR_STRESS,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-08-10,2026-08-16,WS-FORK-SUSP,Fork and Suspension Prep Station,OVERLOADED,110.44584367816093,40.03661833333334,36.25,-3.7866183333333368,True,False,False,False,False,SINGLE_STATION_CALENDAR,False,False,0,0,60.0,HIGH,HIGH,HIGH_UTILIZATION_WITH_NEGATIVE_CAPACITY_GAP,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-08-10,2026-08-16,WS-FINAL-ASM,Final Assembly Station,OVERLOADED,354.5433011494253,128.52194666666668,36.25,-92.27194666666668,True,False,True,False,False,SINGLE_STATION_CALENDAR,True,True,3,2,185.0,CRITICAL,CRITICAL,WORKSTATION_OVERLOAD_AND_LABOR_STRESS,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-08-10,2026-08-16,WS-QC,Final Quality Control Station,OVERLOADED,160.7761931034483,58.28137000000001,36.25,-22.03137000000001,True,False,False,False,False,SINGLE_STATION_CALENDAR,False,False,0,0,80.0,HIGH,HIGH,HIGH_UTILIZATION_WITH_NEGATIVE_CAPACITY_GAP,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-08-10,2026-08-16,WS-PACK,Packaging Station,OVERLOADED,129.2307908045977,46.84616166666667,36.25,-10.596161666666667,True,False,False,False,False,SINGLE_STATION_CALENDAR,False,False,0,0,60.0,HIGH,HIGH,HIGH_UTILIZATION_WITH_NEGATIVE_CAPACITY_GAP,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-08-17,2026-08-23,WS-FRAME-PREP,Frame Preparation Station,OVERLOADED,202.70449195402296,73.48037833333333,36.25,-37.23037833333333,True,False,True,False,False,SINGLE_STATION_CALENDAR,False,False,0,0,100.0,CRITICAL,CRITICAL,WORKSTATION_OVERLOAD_AND_LABOR_STRESS,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-08-17,2026-08-23,WS-WHEEL-SUB,Wheel Subassembly Station,OVERLOADED,234.31609655172417,84.93958500000002,36.25,-48.68958500000002,True,False,False,False,False,SINGLE_STATION_CALENDAR,False,False,0,0,100.0,CRITICAL,CRITICAL,HIGH_UTILIZATION_WITH_NEGATIVE_CAPACITY_GAP,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-08-17,2026-08-23,WS-BRAKE-SUB,Brake Subassembly Station,OVERLOADED,185.4734022988506,67.23410833333334,36.25,-30.98410833333334,True,False,True,False,False,SINGLE_STATION_CALENDAR,False,False,0,0,100.0,CRITICAL,CRITICAL,WORKSTATION_OVERLOAD_AND_LABOR_STRESS,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-08-17,2026-08-23,WS-FORK-SUSP,Fork and Suspension Prep Station,OVERLOADED,110.44584367816093,40.03661833333334,36.25,-3.7866183333333368,True,False,False,False,False,SINGLE_STATION_CALENDAR,False,False,0,0,60.0,HIGH,HIGH,HIGH_UTILIZATION_WITH_NEGATIVE_CAPACITY_GAP,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-08-17,2026-08-23,WS-FINAL-ASM,Final Assembly Station,OVERLOADED,354.5433011494253,128.52194666666668,36.25,-92.27194666666668,True,False,True,False,False,SINGLE_STATION_CALENDAR,True,True,3,2,185.0,CRITICAL,CRITICAL,WORKSTATION_OVERLOAD_AND_LABOR_STRESS,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-08-17,2026-08-23,WS-QC,Final Quality Control Station,OVERLOADED,160.7761931034483,58.28137000000001,36.25,-22.03137000000001,True,False,False,False,False,SINGLE_STATION_CALENDAR,False,False,0,0,80.0,HIGH,HIGH,HIGH_UTILIZATION_WITH_NEGATIVE_CAPACITY_GAP,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
PHASE4-MPS-20260628102440,2026-08-17,2026-08-23,WS-PACK,Packaging Station,OVERLOADED,129.2307908045977,46.84616166666667,36.25,-10.596161666666667,True,False,False,False,False,SINGLE_STATION_CALENDAR,False,False,0,0,60.0,HIGH,HIGH,HIGH_UTILIZATION_WITH_NEGATIVE_CAPACITY_GAP,ESTIMATED_FROM_CAPACITY_PLAN,False,False,True,True,PHASE4_STEP5A_ESTIMATED_QUEUE_PRESSURE,True
