planning_run_id,node_id,node_type,schedule_candidate_id,finished_sku,operation_id,operation_name,workstation_id,workstation_name,proposed_start_datetime,proposed_end_datetime,critical_path_flag,slack_time_minutes,utilization_pct,bottleneck_status,material_readiness_status,wip_readiness_status,buffer_status,blocker_type,source_phase,advisory_only_flag
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260706-MT-OP-040,OPERATION,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,MT-OP-040,Brake Subassembly,WS-BRAKE-SUB,,2026-07-10T14:22,2026-07-17T11:00,False,8.206437,75.5818,CRITICAL,MATERIAL_BLOCKED_REVIEW,WIP_STATUS_NOT_CANDIDATE_SPECIFIC_REVIEW,,MATERIAL,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260706-MT-OP-050,OPERATION,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,MT-OP-050,Final Assembly,WS-FINAL-ASM,,2026-07-21T13:52,2026-07-31T10:47,True,0.0,84.1441,CRITICAL,MATERIAL_BLOCKED_REVIEW,WIP_STATUS_NOT_CANDIDATE_SPECIFIC_REVIEW,,MATERIAL,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260706-MT-OP-060,OPERATION,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,MT-OP-060,Final Quality Control,WS-QC,,2026-07-31T10:47,2026-08-04T12:16,True,0.0,73.5569,HIGH,NO_DIRECT_COMPONENT_CHECK,WIP_STATUS_NOT_CANDIDATE_SPECIFIC_REVIEW,,WIP_REVIEW,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260706-MT-OP-070,OPERATION,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,MT-OP-070,Packaging,WS-PACK,,2026-08-04T12:16,2026-08-06T15:00,True,0.0,79.1772,HIGH,NO_DIRECT_COMPONENT_CHECK,WIP_STATUS_NOT_CANDIDATE_SPECIFIC_REVIEW,,WIP_REVIEW,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260706-ROAD-OP-010,OPERATION,PSC-SKU-BIKE-ROAD-001-20260706,SKU-BIKE-ROAD-001,ROAD-OP-010,Frame Preparation,WS-FRAME-PREP,,2026-07-06T08:00,2026-07-10T10:15,True,0.0,86.2421,CRITICAL,MATERIAL_BLOCKED_REVIEW,WIP_STATUS_NOT_CANDIDATE_SPECIFIC_REVIEW,,MATERIAL,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260706-ROAD-OP-020,OPERATION,PSC-SKU-BIKE-ROAD-001-20260706,SKU-BIKE-ROAD-001,ROAD-OP-020,Wheel Subassembly,WS-WHEEL-SUB,,2026-07-10T10:15,2026-07-17T13:08,True,0.0,89.9347,CRITICAL,MATERIAL_BLOCKED_REVIEW,WIP_STATUS_NOT_CANDIDATE_SPECIFIC_REVIEW,,MATERIAL,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260706-ROAD-OP-030,OPERATION,PSC-SKU-BIKE-ROAD-001-20260706,SKU-BIKE-ROAD-001,ROAD-OP-030,Brake Subassembly,WS-BRAKE-SUB,,2026-07-10T10:15,2026-07-16T09:59,False,7.825185,79.2314,CRITICAL,MATERIAL_BLOCKED_REVIEW,WIP_STATUS_NOT_CANDIDATE_SPECIFIC_REVIEW,,MATERIAL,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260706-ROAD-OP-040,OPERATION,PSC-SKU-BIKE-ROAD-001-20260706,SKU-BIKE-ROAD-001,ROAD-OP-040,Final Assembly,WS-FINAL-ASM,,2026-07-31T10:47,2026-08-07T09:38,True,0.0,80.7082,CRITICAL,MATERIAL_BLOCKED_REVIEW,WIP_STATUS_NOT_CANDIDATE_SPECIFIC_REVIEW,,MATERIAL,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260706-ROAD-OP-050,OPERATION,PSC-SKU-BIKE-ROAD-001-20260706,SKU-BIKE-ROAD-001,ROAD-OP-050,Final Quality Control,WS-QC,,2026-08-07T09:38,2026-08-11T11:59,True,0.0,77.4398,HIGH,NO_DIRECT_COMPONENT_CHECK,WIP_STATUS_NOT_CANDIDATE_SPECIFIC_REVIEW,,WIP_REVIEW,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260706-ROAD-OP-060,OPERATION,PSC-SKU-BIKE-ROAD-001-20260706,SKU-BIKE-ROAD-001,ROAD-OP-060,Packaging,WS-PACK,,2026-08-11T11:59,2026-08-13T12:40,True,0.0,69.8186,HIGH,NO_DIRECT_COMPONENT_CHECK,WIP_STATUS_NOT_CANDIDATE_SPECIFIC_REVIEW,,WIP_REVIEW,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260713-MT-OP-010,OPERATION,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,MT-OP-010,Frame Preparation,WS-FRAME-PREP,,2026-07-13T08:00,2026-07-17T14:22,True,0.0,97.5992,CRITICAL,MATERIAL_BLOCKED_REVIEW,WIP_STATUS_NOT_CANDIDATE_SPECIFIC_REVIEW,,MATERIAL,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260713-MT-OP-020,OPERATION,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,MT-OP-020,Fork and Suspension Prep,WS-FORK-SUSP,,2026-07-17T14:22,2026-07-27T13:54,False,0.137604,84.7874,HIGH,NO_DIRECT_COMPONENT_CHECK,WIP_STATUS_NOT_CANDIDATE_SPECIFIC_REVIEW,,WIP_REVIEW,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260713-MT-OP-030,OPERATION,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,MT-OP-030,Wheel Subassembly,WS-WHEEL-SUB,,2026-07-17T14:22,2026-07-24T11:58,True,0.0,77.8048,CRITICAL,MATERIAL_BLOCKED_REVIEW,WIP_STATUS_NOT_CANDIDATE_SPECIFIC_REVIEW,,MATERIAL,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260713-MT-OP-040,OPERATION,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,MT-OP-040,Brake Subassembly,WS-BRAKE-SUB,,2026-07-17T14:22,2026-07-23T12:45,False,8.206437,75.5342,CRITICAL,MATERIAL_BLOCKED_REVIEW,WIP_STATUS_NOT_CANDIDATE_SPECIFIC_REVIEW,,MATERIAL,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260713-MT-OP-050,OPERATION,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,MT-OP-050,Final Assembly,WS-FINAL-ASM,,2026-08-07T09:38,2026-08-14T11:56,True,0.0,88.6272,CRITICAL,MATERIAL_READY_FOR_OPERATION,WIP_STATUS_NOT_CANDIDATE_SPECIFIC_REVIEW,,WIP_REVIEW,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260713-MT-OP-060,OPERATION,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,MT-OP-060,Final Quality Control,WS-QC,,2026-08-14T11:56,2026-08-19T12:59,True,0.0,78.614,HIGH,NO_DIRECT_COMPONENT_CHECK,WIP_STATUS_NOT_CANDIDATE_SPECIFIC_REVIEW,,WIP_REVIEW,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260713-MT-OP-070,OPERATION,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,MT-OP-070,Packaging,WS-PACK,,2026-08-19T12:59,2026-08-24T08:27,True,0.0,59.3829,HIGH,NO_DIRECT_COMPONENT_CHECK,WIP_STATUS_NOT_CANDIDATE_SPECIFIC_REVIEW,,WIP_REVIEW,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260713-ROAD-OP-010,OPERATION,PSC-SKU-BIKE-ROAD-001-20260713,SKU-BIKE-ROAD-001,ROAD-OP-010,Frame Preparation,WS-FRAME-PREP,,2026-07-13T08:00,2026-07-17T10:15,True,0.0,86.2422,CRITICAL,MATERIAL_BLOCKED_REVIEW,WIP_STATUS_NOT_CANDIDATE_SPECIFIC_REVIEW,,MATERIAL,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260713-ROAD-OP-020,OPERATION,PSC-SKU-BIKE-ROAD-001-20260713,SKU-BIKE-ROAD-001,ROAD-OP-020,Wheel Subassembly,WS-WHEEL-SUB,,2026-07-31T10:47,2026-08-05T11:36,True,0.0,77.8139,CRITICAL,MATERIAL_BLOCKED_REVIEW,WIP_STATUS_NOT_CANDIDATE_SPECIFIC_REVIEW,,MATERIAL,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260713-ROAD-OP-030,OPERATION,PSC-SKU-BIKE-ROAD-001-20260713,SKU-BIKE-ROAD-001,ROAD-OP-030,Brake Subassembly,WS-BRAKE-SUB,,2026-07-31T10:47,2026-08-04T13:35,False,7.825185,79.6,CRITICAL,MATERIAL_BLOCKED_REVIEW,WIP_STATUS_NOT_CANDIDATE_SPECIFIC_REVIEW,,MATERIAL,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260713-ROAD-OP-040,OPERATION,PSC-SKU-BIKE-ROAD-001-20260713,SKU-BIKE-ROAD-001,ROAD-OP-040,Final Assembly,WS-FINAL-ASM,,2026-08-14T11:56,2026-08-24T09:35,True,0.0,81.0707,CRITICAL,MATERIAL_READY_FOR_OPERATION,WIP_STATUS_NOT_CANDIDATE_SPECIFIC_REVIEW,,WIP_REVIEW,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260713-ROAD-OP-050,OPERATION,PSC-SKU-BIKE-ROAD-001-20260713,SKU-BIKE-ROAD-001,ROAD-OP-050,Final Quality Control,WS-QC,,2026-08-24T09:35,2026-08-26T13:47,True,0.0,85.9767,HIGH,NO_DIRECT_COMPONENT_CHECK,WIP_STATUS_NOT_CANDIDATE_SPECIFIC_REVIEW,,WIP_REVIEW,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260713-ROAD-OP-060,OPERATION,PSC-SKU-BIKE-ROAD-001-20260713,SKU-BIKE-ROAD-001,ROAD-OP-060,Packaging,WS-PACK,,2026-08-26T13:47,2026-08-28T14:28,True,0.0,69.8185,HIGH,NO_DIRECT_COMPONENT_CHECK,WIP_STATUS_NOT_CANDIDATE_SPECIFIC_REVIEW,,WIP_REVIEW,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260720-MT-OP-010,OPERATION,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,MT-OP-010,Frame Preparation,WS-FRAME-PREP,,2026-07-20T08:00,2026-07-23T14:22,True,0.0,96.9771,CRITICAL,MATERIAL_BLOCKED_REVIEW,WIP_STATUS_NOT_CANDIDATE_SPECIFIC_REVIEW,,MATERIAL,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260720-MT-OP-020,OPERATION,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,MT-OP-020,Fork and Suspension Prep,WS-FORK-SUSP,,2026-08-07T09:38,2026-08-13T14:46,False,0.137604,94.1484,HIGH,NO_DIRECT_COMPONENT_CHECK,WIP_STATUS_NOT_CANDIDATE_SPECIFIC_REVIEW,,WIP_REVIEW,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260720-MT-OP-030,OPERATION,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,MT-OP-030,Wheel Subassembly,WS-WHEEL-SUB,,2026-08-07T09:38,2026-08-12T11:38,True,0.0,81.8674,CRITICAL,MATERIAL_BLOCKED_REVIEW,WIP_STATUS_NOT_CANDIDATE_SPECIFIC_REVIEW,,MATERIAL,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260720-MT-OP-040,OPERATION,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,MT-OP-040,Brake Subassembly,WS-BRAKE-SUB,,2026-08-07T09:38,2026-08-11T13:10,False,8.206437,82.8985,CRITICAL,MATERIAL_BLOCKED_REVIEW,WIP_STATUS_NOT_CANDIDATE_SPECIFIC_REVIEW,,MATERIAL,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260720-MT-OP-050,OPERATION,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,MT-OP-050,Final Assembly,WS-FINAL-ASM,,2026-08-24T09:35,2026-09-02T13:44,True,0.0,94.6621,CRITICAL,MATERIAL_READY_FOR_OPERATION,WIP_STATUS_NOT_CANDIDATE_SPECIFIC_REVIEW,,WIP_REVIEW,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260720-MT-OP-060,OPERATION,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,MT-OP-060,Final Quality Control,WS-QC,,2026-09-02T13:44,2026-09-07T14:47,True,0.0,78.614,HIGH,NO_DIRECT_COMPONENT_CHECK,WIP_STATUS_NOT_CANDIDATE_SPECIFIC_REVIEW,,WIP_REVIEW,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-MT-001-20260720-MT-OP-070,OPERATION,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,MT-OP-070,Packaging,WS-PACK,,2026-09-07T14:47,2026-09-10T10:15,True,0.0,59.3829,HIGH,NO_DIRECT_COMPONENT_CHECK,WIP_STATUS_NOT_CANDIDATE_SPECIFIC_REVIEW,,WIP_REVIEW,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260720-ROAD-OP-010,OPERATION,PSC-SKU-BIKE-ROAD-001-20260720,SKU-BIKE-ROAD-001,ROAD-OP-010,Frame Preparation,WS-FRAME-PREP,,2026-07-31T10:47,2026-08-04T14:23,True,0.0,83.2359,CRITICAL,MATERIAL_BLOCKED_REVIEW,WIP_STATUS_NOT_CANDIDATE_SPECIFIC_REVIEW,,MATERIAL,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260720-ROAD-OP-020,OPERATION,PSC-SKU-BIKE-ROAD-001-20260720,SKU-BIKE-ROAD-001,ROAD-OP-020,Wheel Subassembly,WS-WHEEL-SUB,,2026-08-14T11:56,2026-08-20T09:24,True,0.0,72.996,CRITICAL,MATERIAL_READY_FOR_OPERATION,WIP_STATUS_NOT_CANDIDATE_SPECIFIC_REVIEW,,WIP_REVIEW,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260720-ROAD-OP-030,OPERATION,PSC-SKU-BIKE-ROAD-001-20260720,SKU-BIKE-ROAD-001,ROAD-OP-030,Brake Subassembly,WS-BRAKE-SUB,,2026-08-14T11:56,2026-08-19T09:38,False,7.825185,67.075,CRITICAL,MATERIAL_READY_FOR_OPERATION,WIP_STATUS_NOT_CANDIDATE_SPECIFIC_REVIEW,,WIP_REVIEW,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260720-ROAD-OP-040,OPERATION,PSC-SKU-BIKE-ROAD-001-20260720,SKU-BIKE-ROAD-001,ROAD-OP-040,Final Assembly,WS-FINAL-ASM,,2026-09-02T13:44,2026-09-11T08:39,True,0.0,78.7429,CRITICAL,MATERIAL_READY_FOR_OPERATION,WIP_STATUS_NOT_CANDIDATE_SPECIFIC_REVIEW,,WIP_REVIEW,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260720-ROAD-OP-050,OPERATION,PSC-SKU-BIKE-ROAD-001-20260720,SKU-BIKE-ROAD-001,ROAD-OP-050,Final Quality Control,WS-QC,,2026-09-11T08:39,2026-09-15T12:51,True,0.0,85.9767,HIGH,NO_DIRECT_COMPONENT_CHECK,WIP_STATUS_NOT_CANDIDATE_SPECIFIC_REVIEW,,WIP_REVIEW,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
PHASE4-MPS-20260726202343,PSC-SKU-BIKE-ROAD-001-20260720-ROAD-OP-060,OPERATION,PSC-SKU-BIKE-ROAD-001-20260720,SKU-BIKE-ROAD-001,ROAD-OP-060,Packaging,WS-PACK,,2026-09-15T12:51,2026-09-17T13:32,True,0.0,69.8185,HIGH,NO_DIRECT_COMPONENT_CHECK,WIP_STATUS_NOT_CANDIDATE_SPECIFIC_REVIEW,,WIP_REVIEW,INTEGRATED_PHASE234_ADVISORY_PLANNING_REFRESH,True
