planning_run_id,schedule_candidate_id,finished_sku,component_sku,required_qty,available_qty,mrp_period_status,period_gross_requirement_qty,period_net_requirement_qty,projected_component_ending_inventory,projected_component_shortage_qty,inventory_coverage_basis,supplier_coverage_status,material_readiness_status,material_blocker_flag,note_no_inventory_consumption_flag,note_no_inventory_reservation_flag,source_phase,advisory_only_flag
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,SKU-COMP-FRAME-MT-001,76.9741,82.0,NET_REQUIREMENT_IDENTIFIED,76.9741,36.9556,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,SKU-COMP-PEDAL-SET-001,76.9741,166.0,NET_REQUIREMENT_IDENTIFIED,175.9839,105.9649,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,SKU-COMP-TIRE-MT-29,153.9482,278.0,COVERED_BY_COMPONENT_INVENTORY,153.9482,0.0,40.0888,0.0,PERIOD_LEVEL_MRP_PROJECTED_INVENTORY,COVERED,MATERIAL_READY,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,SKU-COMP-WHEEL-MT-29,153.9482,192.0,NET_REQUIREMENT_IDENTIFIED,153.9482,45.9112,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,SKU-COMP-BOLT-KIT-001,76.9741,460.0,COVERED_BY_COMPONENT_INVENTORY,176.3881,0.0,11.647,0.0,PERIOD_LEVEL_MRP_PROJECTED_INVENTORY,COVERED,MATERIAL_READY,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,SKU-COMP-BRAKE-FRONT-001,76.9741,148.0,NET_REQUIREMENT_IDENTIFIED,176.3881,176.3881,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,SKU-COMP-BRAKE-REAR-001,76.9741,143.0,NET_REQUIREMENT_IDENTIFIED,176.3881,176.3881,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,SKU-COMP-FRAME-MT-001,76.9741,82.0,NET_REQUIREMENT_IDENTIFIED,76.9741,76.9741,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,SKU-COMP-PEDAL-SET-001,76.9741,166.0,NET_REQUIREMENT_IDENTIFIED,176.3881,176.3881,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,SKU-COMP-TIRE-MT-29,153.9482,278.0,NET_REQUIREMENT_IDENTIFIED,153.9482,113.8594,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,SKU-COMP-WHEEL-MT-29,153.9482,192.0,NET_REQUIREMENT_IDENTIFIED,153.9482,153.9482,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,SKU-COMP-BOLT-KIT-001,76.9741,460.0,NET_REQUIREMENT_IDENTIFIED,176.3881,164.7411,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,SKU-COMP-BRAKE-FRONT-001,76.9741,148.0,NET_REQUIREMENT_IDENTIFIED,176.3881,176.3881,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,SKU-COMP-BRAKE-REAR-001,76.9741,143.0,NET_REQUIREMENT_IDENTIFIED,176.3881,176.3881,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,SKU-COMP-FRAME-MT-001,76.9741,82.0,NET_REQUIREMENT_IDENTIFIED,76.9741,76.9741,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,SKU-COMP-PEDAL-SET-001,76.9741,166.0,NET_REQUIREMENT_IDENTIFIED,176.3881,176.3881,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,SKU-COMP-TIRE-MT-29,153.9482,278.0,NET_REQUIREMENT_IDENTIFIED,153.9482,153.9482,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,SKU-COMP-WHEEL-MT-29,153.9482,192.0,NET_REQUIREMENT_IDENTIFIED,153.9482,153.9482,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260727,SKU-BIKE-MT-001,SKU-COMP-BOLT-KIT-001,76.9741,460.0,NET_REQUIREMENT_IDENTIFIED,176.3881,176.3881,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260727,SKU-BIKE-MT-001,SKU-COMP-BRAKE-FRONT-001,76.9741,148.0,NET_REQUIREMENT_IDENTIFIED,176.3881,176.3881,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260727,SKU-BIKE-MT-001,SKU-COMP-BRAKE-REAR-001,76.9741,143.0,NET_REQUIREMENT_IDENTIFIED,176.3881,176.3881,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260727,SKU-BIKE-MT-001,SKU-COMP-FRAME-MT-001,76.9741,82.0,NET_REQUIREMENT_IDENTIFIED,76.9741,76.9741,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260727,SKU-BIKE-MT-001,SKU-COMP-PEDAL-SET-001,76.9741,166.0,NET_REQUIREMENT_IDENTIFIED,176.3881,176.3881,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260727,SKU-BIKE-MT-001,SKU-COMP-TIRE-MT-29,153.9482,278.0,NET_REQUIREMENT_IDENTIFIED,153.9482,153.9482,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260727,SKU-BIKE-MT-001,SKU-COMP-WHEEL-MT-29,153.9482,192.0,NET_REQUIREMENT_IDENTIFIED,153.9482,153.9482,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260803,SKU-BIKE-MT-001,SKU-COMP-BOLT-KIT-001,76.9741,460.0,NET_REQUIREMENT_IDENTIFIED,176.3881,176.3881,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260803,SKU-BIKE-MT-001,SKU-COMP-BRAKE-FRONT-001,76.9741,148.0,NET_REQUIREMENT_IDENTIFIED,176.3881,176.3881,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260803,SKU-BIKE-MT-001,SKU-COMP-BRAKE-REAR-001,76.9741,143.0,NET_REQUIREMENT_IDENTIFIED,176.3881,176.3881,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260803,SKU-BIKE-MT-001,SKU-COMP-FRAME-MT-001,76.9741,82.0,NET_REQUIREMENT_IDENTIFIED,76.9741,76.9741,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260803,SKU-BIKE-MT-001,SKU-COMP-PEDAL-SET-001,76.9741,166.0,NET_REQUIREMENT_IDENTIFIED,176.3881,176.3881,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260803,SKU-BIKE-MT-001,SKU-COMP-TIRE-MT-29,153.9482,278.0,NET_REQUIREMENT_IDENTIFIED,153.9482,153.9482,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260803,SKU-BIKE-MT-001,SKU-COMP-WHEEL-MT-29,153.9482,192.0,NET_REQUIREMENT_IDENTIFIED,153.9482,153.9482,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260810,SKU-BIKE-MT-001,SKU-COMP-BOLT-KIT-001,76.9741,460.0,NET_REQUIREMENT_IDENTIFIED,176.3881,176.3881,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260810,SKU-BIKE-MT-001,SKU-COMP-BRAKE-FRONT-001,76.9741,148.0,NET_REQUIREMENT_IDENTIFIED,176.3881,176.3881,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260810,SKU-BIKE-MT-001,SKU-COMP-BRAKE-REAR-001,76.9741,143.0,NET_REQUIREMENT_IDENTIFIED,176.3881,176.3881,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260810,SKU-BIKE-MT-001,SKU-COMP-FRAME-MT-001,76.9741,82.0,NET_REQUIREMENT_IDENTIFIED,76.9741,76.9741,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260810,SKU-BIKE-MT-001,SKU-COMP-PEDAL-SET-001,76.9741,166.0,NET_REQUIREMENT_IDENTIFIED,176.3881,176.3881,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260810,SKU-BIKE-MT-001,SKU-COMP-TIRE-MT-29,153.9482,278.0,NET_REQUIREMENT_IDENTIFIED,153.9482,153.9482,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260810,SKU-BIKE-MT-001,SKU-COMP-WHEEL-MT-29,153.9482,192.0,NET_REQUIREMENT_IDENTIFIED,153.9482,153.9482,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260817,SKU-BIKE-MT-001,SKU-COMP-BOLT-KIT-001,76.9741,460.0,NET_REQUIREMENT_IDENTIFIED,176.3881,176.3881,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260817,SKU-BIKE-MT-001,SKU-COMP-BRAKE-FRONT-001,76.9741,148.0,NET_REQUIREMENT_IDENTIFIED,176.3881,176.3881,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260817,SKU-BIKE-MT-001,SKU-COMP-BRAKE-REAR-001,76.9741,143.0,NET_REQUIREMENT_IDENTIFIED,176.3881,176.3881,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260817,SKU-BIKE-MT-001,SKU-COMP-FRAME-MT-001,76.9741,82.0,NET_REQUIREMENT_IDENTIFIED,76.9741,76.9741,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260817,SKU-BIKE-MT-001,SKU-COMP-PEDAL-SET-001,76.9741,166.0,NET_REQUIREMENT_IDENTIFIED,176.3881,176.3881,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260817,SKU-BIKE-MT-001,SKU-COMP-TIRE-MT-29,153.9482,278.0,NET_REQUIREMENT_IDENTIFIED,153.9482,153.9482,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260817,SKU-BIKE-MT-001,SKU-COMP-WHEEL-MT-29,153.9482,192.0,NET_REQUIREMENT_IDENTIFIED,153.9482,153.9482,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260824,SKU-BIKE-MT-001,SKU-COMP-BOLT-KIT-001,76.9741,460.0,NET_REQUIREMENT_IDENTIFIED,176.3881,176.3881,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260824,SKU-BIKE-MT-001,SKU-COMP-BRAKE-FRONT-001,76.9741,148.0,NET_REQUIREMENT_IDENTIFIED,176.3881,176.3881,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260824,SKU-BIKE-MT-001,SKU-COMP-BRAKE-REAR-001,76.9741,143.0,NET_REQUIREMENT_IDENTIFIED,176.3881,176.3881,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260824,SKU-BIKE-MT-001,SKU-COMP-FRAME-MT-001,76.9741,82.0,NET_REQUIREMENT_IDENTIFIED,76.9741,76.9741,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260824,SKU-BIKE-MT-001,SKU-COMP-PEDAL-SET-001,76.9741,166.0,NET_REQUIREMENT_IDENTIFIED,176.3881,176.3881,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260824,SKU-BIKE-MT-001,SKU-COMP-TIRE-MT-29,153.9482,278.0,NET_REQUIREMENT_IDENTIFIED,153.9482,153.9482,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
PHASE4-MPS-20260721170405,PSC-SKU-BIKE-MT-001-20260824,SKU-BIKE-MT-001,SKU-COMP-WHEEL-MT-29,153.9482,192.0,NET_REQUIREMENT_IDENTIFIED,153.9482,153.9482,0.0,0.0,SUPPLIER_COVERAGE_REVIEW,COVERED,SUPPLIER_COVERED_REVIEW,False,True,True,PHASE4_STEP8B_ADVISORY_PRODUCTION_SCHEDULE_CANDIDATES,True
