planning_run_id,alternative_id,shadow_wip_event_id,event_sequence,event_datetime,lot_id,lot_availability_datetime,lot_selection_method,lot_beginning_qty,lot_drawn_qty,lot_ending_qty,shelf_life_controlled_flag,shelf_life_hours,expiration_datetime,schedule_candidate_id,operation_segment_id,finished_sku,wip_item_id,wip_buffer_id,producer_operation_id,consumer_operation_id,shadow_event_type,shadow_beginning_qty,advisory_produced_qty,advisory_drawn_qty,advisory_blocked_qty,shadow_ending_qty,buffer_max_qty,buffer_overflow_qty,shadow_balance_status,note_no_actual_wip_consumption_flag,advisory_only_flag
PHASE4-MPS-20260721170405,ALT-BASELINE,SWIP-ALT-BASELINE-00011,11,2026-07-01T12:37,LOT-ALT-BASELINE-PSC-SKU-BIKE-MT-001-20260629-MT-OP-010-WIP-MT-FRAME-TO-WHEEL,2026-07-01T12:37,FIFO,41.9815,41.9815,0.0,False,,,PSC-SKU-BIKE-MT-001-20260629,,SKU-BIKE-MT-001,WIP-MT-FRAME-TO-WHEEL,BUF-MT-FRAME-WHEEL,MT-OP-010,MT-OP-030,ADVISORY_DRAW_FOR_OPERATION,41.9815,0.0,41.9815,0.0,0.0,80.0,0.0,BALANCED,True,True
PHASE4-MPS-20260721170405,ALT-BASELINE,SWIP-ALT-BASELINE-00012,12,2026-07-01T12:37,LOT-ALT-BASELINE-PSC-SKU-BIKE-MT-001-20260629-MT-OP-010-WIP-MT-FRAME-TO-BRAKE,2026-07-01T12:37,FIFO,41.9815,41.9815,0.0,False,,,PSC-SKU-BIKE-MT-001-20260629,,SKU-BIKE-MT-001,WIP-MT-FRAME-TO-BRAKE,BUF-MT-FRAME-BRAKE,MT-OP-010,MT-OP-040,ADVISORY_DRAW_FOR_OPERATION,41.9815,0.0,41.9815,0.0,0.0,80.0,0.0,BALANCED,True,True
PHASE4-MPS-20260721170405,ALT-BASELINE,SWIP-ALT-BASELINE-00013,13,2026-07-01T14:41,LOT-ALT-BASELINE-PSC-SKU-BIKE-ROAD-001-20260629-ROAD-OP-010-WIP-ROAD-FRAME-TO-WHEEL,2026-07-01T14:41,,0.0,0.0,53.9995,False,,,PSC-SKU-BIKE-ROAD-001-20260629,,SKU-BIKE-ROAD-001,WIP-ROAD-FRAME-TO-WHEEL,BUF-ROAD-FRAME-WHEEL,ROAD-OP-010,ROAD-OP-020,ADVISORY_PRODUCTION_TO_BUFFER,0.0,53.9995,0.0,0.0,53.9995,80.0,0.0,BALANCED,True,True
PHASE4-MPS-20260721170405,ALT-BASELINE,SWIP-ALT-BASELINE-00014,14,2026-07-01T14:41,LOT-ALT-BASELINE-PSC-SKU-BIKE-ROAD-001-20260629-ROAD-OP-010-WIP-ROAD-FRAME-TO-BRAKE,2026-07-01T14:41,,0.0,0.0,53.9995,False,,,PSC-SKU-BIKE-ROAD-001-20260629,,SKU-BIKE-ROAD-001,WIP-ROAD-FRAME-TO-BRAKE,BUF-ROAD-FRAME-BRAKE,ROAD-OP-010,ROAD-OP-030,ADVISORY_PRODUCTION_TO_BUFFER,0.0,53.9995,0.0,0.0,53.9995,80.0,0.0,BALANCED,True,True
PHASE4-MPS-20260721170405,ALT-BASELINE,SWIP-ALT-BASELINE-00015,15,2026-07-01T14:41,LOT-ALT-BASELINE-PSC-SKU-BIKE-ROAD-001-20260629-ROAD-OP-010-WIP-ROAD-FRAME-TO-WHEEL,2026-07-01T14:41,FIFO,53.9995,53.9995,0.0,False,,,PSC-SKU-BIKE-ROAD-001-20260629,,SKU-BIKE-ROAD-001,WIP-ROAD-FRAME-TO-WHEEL,BUF-ROAD-FRAME-WHEEL,ROAD-OP-010,ROAD-OP-020,ADVISORY_DRAW_FOR_OPERATION,53.9995,0.0,53.9995,0.0,0.0,80.0,0.0,BALANCED,True,True
PHASE4-MPS-20260721170405,ALT-BASELINE,SWIP-ALT-BASELINE-00016,16,2026-07-01T14:41,LOT-ALT-BASELINE-PSC-SKU-BIKE-ROAD-001-20260629-ROAD-OP-010-WIP-ROAD-FRAME-TO-BRAKE,2026-07-01T14:41,FIFO,53.9995,53.9995,0.0,False,,,PSC-SKU-BIKE-ROAD-001-20260629,,SKU-BIKE-ROAD-001,WIP-ROAD-FRAME-TO-BRAKE,BUF-ROAD-FRAME-BRAKE,ROAD-OP-010,ROAD-OP-030,ADVISORY_DRAW_FOR_OPERATION,53.9995,0.0,53.9995,0.0,0.0,80.0,0.0,BALANCED,True,True
PHASE4-MPS-20260721170405,ALT-BASELINE,SWIP-ALT-BASELINE-00017,17,2026-07-06T08:42,LOT-ALT-BASELINE-PSC-SKU-BIKE-MT-001-20260629-MT-OP-040-WIP-MT-BRAKE-SET-READY,2026-07-06T08:42,,0.0,0.0,41.9815,False,,,PSC-SKU-BIKE-MT-001-20260629,,SKU-BIKE-MT-001,WIP-MT-BRAKE-SET-READY,BUF-MT-BRAKE,MT-OP-040,MT-OP-050,ADVISORY_PRODUCTION_TO_BUFFER,39.0,41.9815,0.0,0.0,80.9815,120.0,0.0,BALANCED,True,True
PHASE4-MPS-20260721170405,ALT-BASELINE,SWIP-ALT-BASELINE-00018,18,2026-07-06T12:24,LOT-ALT-BASELINE-PSC-SKU-BIKE-ROAD-001-20260629-ROAD-OP-030-WIP-ROAD-BRAKE-SET-READY,2026-07-06T12:24,,0.0,0.0,53.9995,False,,,PSC-SKU-BIKE-ROAD-001-20260629,,SKU-BIKE-ROAD-001,WIP-ROAD-BRAKE-SET-READY,BUF-ROAD-BRAKE,ROAD-OP-030,ROAD-OP-040,ADVISORY_PRODUCTION_TO_BUFFER,38.0,53.9995,0.0,0.0,91.9995,120.0,0.0,BALANCED,True,True
PHASE4-MPS-20260721170405,ALT-BASELINE,SWIP-ALT-BASELINE-00019,19,2026-07-06T14:21,LOT-ALT-BASELINE-PSC-SKU-BIKE-MT-001-20260629-MT-OP-020-WIP-MT-FORK-READY,2026-07-06T14:21,,0.0,0.0,41.9815,False,,,PSC-SKU-BIKE-MT-001-20260629,,SKU-BIKE-MT-001,WIP-MT-FORK-READY,BUF-MT-FORK,MT-OP-020,MT-OP-050,ADVISORY_PRODUCTION_TO_BUFFER,0.0,41.9815,0.0,0.0,41.9815,120.0,0.0,BALANCED,True,True
PHASE4-MPS-20260721170405,ALT-BASELINE,SWIP-ALT-BASELINE-00020,20,2026-07-06T14:21,LOT-ALT-BASELINE-PSC-SKU-BIKE-MT-001-20260629-MT-OP-020-WIP-MT-FORK-READY,2026-07-06T14:21,FIFO,41.9815,41.9815,0.0,False,,,PSC-SKU-BIKE-MT-001-20260629,,SKU-BIKE-MT-001,WIP-MT-FORK-READY,BUF-MT-FORK,MT-OP-020,MT-OP-050,ADVISORY_DRAW_FOR_OPERATION,41.9815,0.0,41.9815,0.0,0.0,120.0,0.0,BALANCED,True,True
PHASE4-MPS-20260721170405,ALT-BASELINE,SWIP-ALT-BASELINE-00021,21,2026-07-06T14:21,LOT-START-WIP-MT-WHEEL-SET-READY-BUF-MT-WHEEL,2026-06-29T08:00,FIFO,45.0,41.9815,3.0185,False,,,PSC-SKU-BIKE-MT-001-20260629,,SKU-BIKE-MT-001,WIP-MT-WHEEL-SET-READY,BUF-MT-WHEEL,MT-OP-030,MT-OP-050,ADVISORY_DRAW_FOR_OPERATION,45.0,0.0,41.9815,0.0,3.0185,120.0,0.0,BALANCED,True,True
PHASE4-MPS-20260721170405,ALT-BASELINE,SWIP-ALT-BASELINE-00022,22,2026-07-06T14:21,LOT-START-WIP-MT-BRAKE-SET-READY-BUF-MT-BRAKE,2026-06-29T08:00,FIFO,39.0,39.0,0.0,False,,,PSC-SKU-BIKE-MT-001-20260629,,SKU-BIKE-MT-001,WIP-MT-BRAKE-SET-READY,BUF-MT-BRAKE,MT-OP-040,MT-OP-050,ADVISORY_DRAW_FOR_OPERATION,80.9815,0.0,39.0,0.0,41.9815,120.0,0.0,BALANCED,True,True
PHASE4-MPS-20260721170405,ALT-BASELINE,SWIP-ALT-BASELINE-00023,23,2026-07-06T14:21,LOT-ALT-BASELINE-PSC-SKU-BIKE-MT-001-20260629-MT-OP-040-WIP-MT-BRAKE-SET-READY,2026-07-06T08:42,FIFO,41.9815,2.9815,39.0,False,,,PSC-SKU-BIKE-MT-001-20260629,,SKU-BIKE-MT-001,WIP-MT-BRAKE-SET-READY,BUF-MT-BRAKE,MT-OP-040,MT-OP-050,ADVISORY_DRAW_FOR_OPERATION,41.9815,0.0,2.9815,0.0,39.0,120.0,0.0,BALANCED,True,True
PHASE4-MPS-20260721170405,ALT-BASELINE,SWIP-ALT-BASELINE-00024,24,2026-07-06T14:26,LOT-ALT-BASELINE-PSC-SKU-BIKE-MT-001-20260629-MT-OP-030-WIP-MT-WHEEL-SET-READY,2026-07-06T14:26,,0.0,0.0,41.9815,False,,,PSC-SKU-BIKE-MT-001-20260629,,SKU-BIKE-MT-001,WIP-MT-WHEEL-SET-READY,BUF-MT-WHEEL,MT-OP-030,MT-OP-050,ADVISORY_PRODUCTION_TO_BUFFER,3.0185,41.9815,0.0,0.0,45.0,120.0,0.0,BALANCED,True,True
PHASE4-MPS-20260721170405,ALT-BASELINE,SWIP-ALT-BASELINE-00025,25,2026-07-07T12:09,LOT-ALT-BASELINE-PSC-SKU-BIKE-ROAD-001-20260629-ROAD-OP-020-WIP-ROAD-WHEEL-SET-READY,2026-07-07T12:09,,0.0,0.0,53.9995,False,,,PSC-SKU-BIKE-ROAD-001-20260629,,SKU-BIKE-ROAD-001,WIP-ROAD-WHEEL-SET-READY,BUF-ROAD-WHEEL,ROAD-OP-020,ROAD-OP-040,ADVISORY_PRODUCTION_TO_BUFFER,40.0,53.9995,0.0,0.0,93.9995,120.0,0.0,BALANCED,True,True
PHASE4-MPS-20260721170405,ALT-BASELINE,SWIP-ALT-BASELINE-00026,26,2026-07-10T10:15,LOT-ALT-BASELINE-PSC-SKU-BIKE-ROAD-001-20260706-ROAD-OP-010-WIP-ROAD-FRAME-TO-WHEEL,2026-07-10T10:15,,0.0,0.0,80.0,False,,,PSC-SKU-BIKE-ROAD-001-20260706,,SKU-BIKE-ROAD-001,WIP-ROAD-FRAME-TO-WHEEL,BUF-ROAD-FRAME-WHEEL,ROAD-OP-010,ROAD-OP-020,ADVISORY_PRODUCTION_TO_BUFFER,0.0,80.0,0.0,0.0,80.0,80.0,0.0,BALANCED,True,True
PHASE4-MPS-20260721170405,ALT-BASELINE,SWIP-ALT-BASELINE-00027,27,2026-07-10T10:15,LOT-ALT-BASELINE-PSC-SKU-BIKE-ROAD-001-20260706-ROAD-OP-010-WIP-ROAD-FRAME-TO-BRAKE,2026-07-10T10:15,,0.0,0.0,80.0,False,,,PSC-SKU-BIKE-ROAD-001-20260706,,SKU-BIKE-ROAD-001,WIP-ROAD-FRAME-TO-BRAKE,BUF-ROAD-FRAME-BRAKE,ROAD-OP-010,ROAD-OP-030,ADVISORY_PRODUCTION_TO_BUFFER,0.0,80.0,0.0,0.0,80.0,80.0,0.0,BALANCED,True,True
PHASE4-MPS-20260721170405,ALT-BASELINE,SWIP-ALT-BASELINE-00028,28,2026-07-10T10:15,LOT-ALT-BASELINE-PSC-SKU-BIKE-ROAD-001-20260706-ROAD-OP-010-WIP-ROAD-FRAME-TO-WHEEL,2026-07-10T10:15,FIFO,80.0,80.0,0.0,False,,,PSC-SKU-BIKE-ROAD-001-20260706,,SKU-BIKE-ROAD-001,WIP-ROAD-FRAME-TO-WHEEL,BUF-ROAD-FRAME-WHEEL,ROAD-OP-010,ROAD-OP-020,ADVISORY_DRAW_FOR_OPERATION,80.0,0.0,80.0,0.0,0.0,80.0,0.0,BALANCED,True,True
PHASE4-MPS-20260721170405,ALT-BASELINE,SWIP-ALT-BASELINE-00029,29,2026-07-10T10:15,LOT-ALT-BASELINE-PSC-SKU-BIKE-ROAD-001-20260706-ROAD-OP-010-WIP-ROAD-FRAME-TO-BRAKE,2026-07-10T10:15,FIFO,80.0,80.0,0.0,False,,,PSC-SKU-BIKE-ROAD-001-20260706,,SKU-BIKE-ROAD-001,WIP-ROAD-FRAME-TO-BRAKE,BUF-ROAD-FRAME-BRAKE,ROAD-OP-010,ROAD-OP-030,ADVISORY_DRAW_FOR_OPERATION,80.0,0.0,80.0,0.0,0.0,80.0,0.0,BALANCED,True,True
PHASE4-MPS-20260721170405,ALT-BASELINE,SWIP-ALT-BASELINE-00030,30,2026-07-10T14:22,LOT-ALT-BASELINE-PSC-SKU-BIKE-MT-001-20260706-MT-OP-010-WIP-MT-FRAME-TO-FORK,2026-07-10T14:22,,0.0,0.0,76.9741,False,,,PSC-SKU-BIKE-MT-001-20260706,,SKU-BIKE-MT-001,WIP-MT-FRAME-TO-FORK,BUF-MT-FRAME-FORK,MT-OP-010,MT-OP-020,ADVISORY_PRODUCTION_TO_BUFFER,0.0,76.9741,0.0,0.0,76.9741,80.0,0.0,BALANCED,True,True
PHASE4-MPS-20260721170405,ALT-BASELINE,SWIP-ALT-BASELINE-00031,31,2026-07-10T14:22,LOT-ALT-BASELINE-PSC-SKU-BIKE-MT-001-20260706-MT-OP-010-WIP-MT-FRAME-TO-WHEEL,2026-07-10T14:22,,0.0,0.0,76.9741,False,,,PSC-SKU-BIKE-MT-001-20260706,,SKU-BIKE-MT-001,WIP-MT-FRAME-TO-WHEEL,BUF-MT-FRAME-WHEEL,MT-OP-010,MT-OP-030,ADVISORY_PRODUCTION_TO_BUFFER,0.0,76.9741,0.0,0.0,76.9741,80.0,0.0,BALANCED,True,True
PHASE4-MPS-20260721170405,ALT-BASELINE,SWIP-ALT-BASELINE-00032,32,2026-07-10T14:22,LOT-ALT-BASELINE-PSC-SKU-BIKE-MT-001-20260706-MT-OP-010-WIP-MT-FRAME-TO-BRAKE,2026-07-10T14:22,,0.0,0.0,76.9741,False,,,PSC-SKU-BIKE-MT-001-20260706,,SKU-BIKE-MT-001,WIP-MT-FRAME-TO-BRAKE,BUF-MT-FRAME-BRAKE,MT-OP-010,MT-OP-040,ADVISORY_PRODUCTION_TO_BUFFER,0.0,76.9741,0.0,0.0,76.9741,80.0,0.0,BALANCED,True,True
PHASE4-MPS-20260721170405,ALT-BASELINE,SWIP-ALT-BASELINE-00033,33,2026-07-10T14:22,LOT-ALT-BASELINE-PSC-SKU-BIKE-MT-001-20260706-MT-OP-010-WIP-MT-FRAME-TO-FORK,2026-07-10T14:22,FIFO,76.9741,76.9741,0.0,False,,,PSC-SKU-BIKE-MT-001-20260706,,SKU-BIKE-MT-001,WIP-MT-FRAME-TO-FORK,BUF-MT-FRAME-FORK,MT-OP-010,MT-OP-020,ADVISORY_DRAW_FOR_OPERATION,76.9741,0.0,76.9741,0.0,0.0,80.0,0.0,BALANCED,True,True
PHASE4-MPS-20260721170405,ALT-BASELINE,SWIP-ALT-BASELINE-00034,34,2026-07-10T14:22,LOT-ALT-BASELINE-PSC-SKU-BIKE-MT-001-20260706-MT-OP-010-WIP-MT-FRAME-TO-WHEEL,2026-07-10T14:22,FIFO,76.9741,75.0,1.9741,False,,,PSC-SKU-BIKE-MT-001-20260706,,SKU-BIKE-MT-001,WIP-MT-FRAME-TO-WHEEL,BUF-MT-FRAME-WHEEL,MT-OP-010,MT-OP-030,ADVISORY_DRAW_FOR_OPERATION,76.9741,0.0,75.0,0.0,1.9741,80.0,0.0,BALANCED,True,True
PHASE4-MPS-20260721170405,ALT-BASELINE,SWIP-ALT-BASELINE-00035,35,2026-07-10T14:22,LOT-ALT-BASELINE-PSC-SKU-BIKE-MT-001-20260706-MT-OP-010-WIP-MT-FRAME-TO-BRAKE,2026-07-10T14:22,FIFO,76.9741,76.9741,0.0,False,,,PSC-SKU-BIKE-MT-001-20260706,,SKU-BIKE-MT-001,WIP-MT-FRAME-TO-BRAKE,BUF-MT-FRAME-BRAKE,MT-OP-010,MT-OP-040,ADVISORY_DRAW_FOR_OPERATION,76.9741,0.0,76.9741,0.0,0.0,80.0,0.0,BALANCED,True,True
PHASE4-MPS-20260721170405,ALT-BASELINE,SWIP-ALT-BASELINE-00036,36,2026-07-14T08:59,LOT-ALT-BASELINE-PSC-SKU-BIKE-MT-001-20260629-MT-OP-050-WIP-MT-FINAL-ASSEMBLY-READY,2026-07-14T08:59,,0.0,0.0,41.9815,False,,,PSC-SKU-BIKE-MT-001-20260629,,SKU-BIKE-MT-001,WIP-MT-FINAL-ASSEMBLY-READY,BUF-MT-ASM,MT-OP-050,MT-OP-060,ADVISORY_PRODUCTION_TO_BUFFER,0.0,41.9815,0.0,0.0,41.9815,60.0,0.0,BALANCED,True,True
PHASE4-MPS-20260721170405,ALT-BASELINE,SWIP-ALT-BASELINE-00037,37,2026-07-14T08:59,LOT-ALT-BASELINE-PSC-SKU-BIKE-MT-001-20260629-MT-OP-050-WIP-MT-FINAL-ASSEMBLY-READY,2026-07-14T08:59,FIFO,41.9815,41.9815,0.0,False,,,PSC-SKU-BIKE-MT-001-20260629,,SKU-BIKE-MT-001,WIP-MT-FINAL-ASSEMBLY-READY,BUF-MT-ASM,MT-OP-050,MT-OP-060,ADVISORY_DRAW_FOR_OPERATION,41.9815,0.0,41.9815,0.0,0.0,60.0,0.0,BALANCED,True,True
PHASE4-MPS-20260721170405,ALT-BASELINE,SWIP-ALT-BASELINE-00038,38,2026-07-14T08:59,LOT-START-WIP-ROAD-WHEEL-SET-READY-BUF-ROAD-WHEEL,2026-06-29T08:00,FIFO,40.0,40.0,0.0,False,,,PSC-SKU-BIKE-ROAD-001-20260629,,SKU-BIKE-ROAD-001,WIP-ROAD-WHEEL-SET-READY,BUF-ROAD-WHEEL,ROAD-OP-020,ROAD-OP-040,ADVISORY_DRAW_FOR_OPERATION,93.9995,0.0,40.0,0.0,53.9995,120.0,0.0,BALANCED,True,True
PHASE4-MPS-20260721170405,ALT-BASELINE,SWIP-ALT-BASELINE-00039,39,2026-07-14T08:59,LOT-ALT-BASELINE-PSC-SKU-BIKE-ROAD-001-20260629-ROAD-OP-020-WIP-ROAD-WHEEL-SET-READY,2026-07-07T12:09,FIFO,53.9995,13.9995,40.0,False,,,PSC-SKU-BIKE-ROAD-001-20260629,,SKU-BIKE-ROAD-001,WIP-ROAD-WHEEL-SET-READY,BUF-ROAD-WHEEL,ROAD-OP-020,ROAD-OP-040,ADVISORY_DRAW_FOR_OPERATION,53.9995,0.0,13.9995,0.0,40.0,120.0,0.0,BALANCED,True,True
PHASE4-MPS-20260721170405,ALT-BASELINE,SWIP-ALT-BASELINE-00040,40,2026-07-14T08:59,LOT-START-WIP-ROAD-BRAKE-SET-READY-BUF-ROAD-BRAKE,2026-06-29T08:00,FIFO,38.0,38.0,0.0,False,,,PSC-SKU-BIKE-ROAD-001-20260629,,SKU-BIKE-ROAD-001,WIP-ROAD-BRAKE-SET-READY,BUF-ROAD-BRAKE,ROAD-OP-030,ROAD-OP-040,ADVISORY_DRAW_FOR_OPERATION,91.9995,0.0,38.0,0.0,53.9995,120.0,0.0,BALANCED,True,True
PHASE4-MPS-20260721170405,ALT-BASELINE,SWIP-ALT-BASELINE-00041,41,2026-07-14T08:59,LOT-ALT-BASELINE-PSC-SKU-BIKE-ROAD-001-20260629-ROAD-OP-030-WIP-ROAD-BRAKE-SET-READY,2026-07-06T12:24,FIFO,53.9995,15.9995,38.0,False,,,PSC-SKU-BIKE-ROAD-001-20260629,,SKU-BIKE-ROAD-001,WIP-ROAD-BRAKE-SET-READY,BUF-ROAD-BRAKE,ROAD-OP-030,ROAD-OP-040,ADVISORY_DRAW_FOR_OPERATION,53.9995,0.0,15.9995,0.0,38.0,120.0,0.0,BALANCED,True,True
PHASE4-MPS-20260721170405,ALT-BASELINE,SWIP-ALT-BASELINE-00042,42,2026-07-16T09:59,LOT-ALT-BASELINE-PSC-SKU-BIKE-ROAD-001-20260706-ROAD-OP-030-WIP-ROAD-BRAKE-SET-READY,2026-07-16T09:59,,0.0,0.0,80.0,False,,,PSC-SKU-BIKE-ROAD-001-20260706,,SKU-BIKE-ROAD-001,WIP-ROAD-BRAKE-SET-READY,BUF-ROAD-BRAKE,ROAD-OP-030,ROAD-OP-040,ADVISORY_PRODUCTION_TO_BUFFER,38.0,80.0,0.0,0.0,118.0,120.0,0.0,BALANCED,True,True
PHASE4-MPS-20260721170405,ALT-BASELINE,SWIP-ALT-BASELINE-00043,43,2026-07-16T10:20,LOT-ALT-BASELINE-PSC-SKU-BIKE-MT-001-20260629-MT-OP-060-WIP-MT-QC-PASSED,2026-07-16T10:20,,0.0,0.0,41.9815,False,,,PSC-SKU-BIKE-MT-001-20260629,,SKU-BIKE-MT-001,WIP-MT-QC-PASSED,BUF-MT-QC,MT-OP-060,MT-OP-070,ADVISORY_PRODUCTION_TO_BUFFER,18.0,41.9815,0.0,0.0,59.9815,60.0,0.0,BALANCED,True,True
PHASE4-MPS-20260721170405,ALT-BASELINE,SWIP-ALT-BASELINE-00044,44,2026-07-16T10:20,LOT-START-WIP-MT-QC-PASSED-BUF-MT-QC,2026-06-29T08:00,FIFO,18.0,18.0,0.0,False,,,PSC-SKU-BIKE-MT-001-20260629,,SKU-BIKE-MT-001,WIP-MT-QC-PASSED,BUF-MT-QC,MT-OP-060,MT-OP-070,ADVISORY_DRAW_FOR_OPERATION,59.9815,0.0,18.0,0.0,41.9815,60.0,0.0,BALANCED,True,True
PHASE4-MPS-20260721170405,ALT-BASELINE,SWIP-ALT-BASELINE-00045,45,2026-07-16T10:20,LOT-ALT-BASELINE-PSC-SKU-BIKE-MT-001-20260629-MT-OP-060-WIP-MT-QC-PASSED,2026-07-16T10:20,FIFO,41.9815,23.9815,18.0,False,,,PSC-SKU-BIKE-MT-001-20260629,,SKU-BIKE-MT-001,WIP-MT-QC-PASSED,BUF-MT-QC,MT-OP-060,MT-OP-070,ADVISORY_DRAW_FOR_OPERATION,41.9815,0.0,23.9815,0.0,18.0,60.0,0.0,BALANCED,True,True
