review_item_id,planning_run_id,schedule_candidate_id,finished_sku,operation_id,wip_item_id,wip_buffer_id,issue_type,issue_severity,issue_description,recommended_review_action,auto_action_allowed,advisory_only_flag
WIP8D-REV-0011,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260629,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-FORK-READY,BUF-MT-FORK,WIP_SHORTAGE_SCHEDULE_RISK,HIGH,Accepted WIP does not cover the downstream operation requirement.,REVIEW_WIP_BUFFER_BUILD_PLAN,False,True
WIP8D-REV-0012,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260629,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-FORK-READY,BUF-MT-FORK,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0013,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260629,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-FORK-READY,BUF-MT-FORK,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0014,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260629,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-WHEEL-SET-READY,BUF-MT-WHEEL,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0015,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260629,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-WHEEL-SET-READY,BUF-MT-WHEEL,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0016,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260629,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-BRAKE-SET-READY,BUF-MT-BRAKE,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0017,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260629,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-BRAKE-SET-READY,BUF-MT-BRAKE,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0018,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260629,SKU-BIKE-MT-001,MT-OP-060,WIP-MT-FINAL-ASSEMBLY-READY,BUF-MT-ASM,WIP_SHORTAGE_SCHEDULE_RISK,HIGH,Accepted WIP does not cover the downstream operation requirement.,REVIEW_WIP_BUFFER_BUILD_PLAN,False,True
WIP8D-REV-0019,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260629,SKU-BIKE-MT-001,MT-OP-060,WIP-MT-FINAL-ASSEMBLY-READY,BUF-MT-ASM,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0020,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260629,SKU-BIKE-MT-001,MT-OP-070,WIP-MT-QC-PASSED,BUF-MT-QC,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0021,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,MT-OP-010,,,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0022,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,MT-OP-010,,,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0023,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,MT-OP-020,WIP-MT-FRAME-TO-FORK,BUF-MT-FRAME-FORK,WIP_SHORTAGE_SCHEDULE_RISK,HIGH,Accepted WIP does not cover the downstream operation requirement.,REVIEW_WIP_BUFFER_BUILD_PLAN,False,True
WIP8D-REV-0024,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,MT-OP-020,WIP-MT-FRAME-TO-FORK,BUF-MT-FRAME-FORK,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0025,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,MT-OP-020,WIP-MT-FRAME-TO-FORK,BUF-MT-FRAME-FORK,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0026,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,MT-OP-030,WIP-MT-FRAME-TO-WHEEL,BUF-MT-FRAME-WHEEL,WIP_SHORTAGE_SCHEDULE_RISK,HIGH,Accepted WIP does not cover the downstream operation requirement.,REVIEW_WIP_BUFFER_BUILD_PLAN,False,True
WIP8D-REV-0027,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,MT-OP-030,WIP-MT-FRAME-TO-WHEEL,BUF-MT-FRAME-WHEEL,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0028,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,MT-OP-030,WIP-MT-FRAME-TO-WHEEL,BUF-MT-FRAME-WHEEL,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0029,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,MT-OP-040,WIP-MT-FRAME-TO-BRAKE,BUF-MT-FRAME-BRAKE,WIP_SHORTAGE_SCHEDULE_RISK,HIGH,Accepted WIP does not cover the downstream operation requirement.,REVIEW_WIP_BUFFER_BUILD_PLAN,False,True
WIP8D-REV-0030,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,MT-OP-040,WIP-MT-FRAME-TO-BRAKE,BUF-MT-FRAME-BRAKE,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0031,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,MT-OP-040,WIP-MT-FRAME-TO-BRAKE,BUF-MT-FRAME-BRAKE,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0032,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-FORK-READY,BUF-MT-FORK,WIP_SHORTAGE_SCHEDULE_RISK,HIGH,Accepted WIP does not cover the downstream operation requirement.,REVIEW_WIP_BUFFER_BUILD_PLAN,False,True
WIP8D-REV-0033,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-FORK-READY,BUF-MT-FORK,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0034,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-FORK-READY,BUF-MT-FORK,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0035,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-WHEEL-SET-READY,BUF-MT-WHEEL,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0036,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-WHEEL-SET-READY,BUF-MT-WHEEL,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0037,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-BRAKE-SET-READY,BUF-MT-BRAKE,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0038,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-BRAKE-SET-READY,BUF-MT-BRAKE,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0039,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,MT-OP-060,WIP-MT-FINAL-ASSEMBLY-READY,BUF-MT-ASM,WIP_SHORTAGE_SCHEDULE_RISK,HIGH,Accepted WIP does not cover the downstream operation requirement.,REVIEW_WIP_BUFFER_BUILD_PLAN,False,True
WIP8D-REV-0040,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,MT-OP-060,WIP-MT-FINAL-ASSEMBLY-READY,BUF-MT-ASM,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0041,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,MT-OP-060,WIP-MT-FINAL-ASSEMBLY-READY,BUF-MT-ASM,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0042,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,MT-OP-070,WIP-MT-QC-PASSED,BUF-MT-QC,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0043,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260706,SKU-BIKE-MT-001,MT-OP-070,WIP-MT-QC-PASSED,BUF-MT-QC,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0044,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,MT-OP-010,,,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0045,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,MT-OP-010,,,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0046,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,MT-OP-020,WIP-MT-FRAME-TO-FORK,BUF-MT-FRAME-FORK,WIP_SHORTAGE_SCHEDULE_RISK,HIGH,Accepted WIP does not cover the downstream operation requirement.,REVIEW_WIP_BUFFER_BUILD_PLAN,False,True
WIP8D-REV-0047,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,MT-OP-020,WIP-MT-FRAME-TO-FORK,BUF-MT-FRAME-FORK,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0048,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,MT-OP-020,WIP-MT-FRAME-TO-FORK,BUF-MT-FRAME-FORK,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0049,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,MT-OP-030,WIP-MT-FRAME-TO-WHEEL,BUF-MT-FRAME-WHEEL,WIP_SHORTAGE_SCHEDULE_RISK,HIGH,Accepted WIP does not cover the downstream operation requirement.,REVIEW_WIP_BUFFER_BUILD_PLAN,False,True
WIP8D-REV-0050,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,MT-OP-030,WIP-MT-FRAME-TO-WHEEL,BUF-MT-FRAME-WHEEL,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0051,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,MT-OP-030,WIP-MT-FRAME-TO-WHEEL,BUF-MT-FRAME-WHEEL,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0052,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,MT-OP-040,WIP-MT-FRAME-TO-BRAKE,BUF-MT-FRAME-BRAKE,WIP_SHORTAGE_SCHEDULE_RISK,HIGH,Accepted WIP does not cover the downstream operation requirement.,REVIEW_WIP_BUFFER_BUILD_PLAN,False,True
WIP8D-REV-0053,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,MT-OP-040,WIP-MT-FRAME-TO-BRAKE,BUF-MT-FRAME-BRAKE,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0054,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,MT-OP-040,WIP-MT-FRAME-TO-BRAKE,BUF-MT-FRAME-BRAKE,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0055,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-FORK-READY,BUF-MT-FORK,WIP_SHORTAGE_SCHEDULE_RISK,HIGH,Accepted WIP does not cover the downstream operation requirement.,REVIEW_WIP_BUFFER_BUILD_PLAN,False,True
WIP8D-REV-0056,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-FORK-READY,BUF-MT-FORK,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0057,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-FORK-READY,BUF-MT-FORK,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0058,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-WHEEL-SET-READY,BUF-MT-WHEEL,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0059,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-WHEEL-SET-READY,BUF-MT-WHEEL,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0060,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-BRAKE-SET-READY,BUF-MT-BRAKE,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0061,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,MT-OP-050,WIP-MT-BRAKE-SET-READY,BUF-MT-BRAKE,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0062,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,MT-OP-060,WIP-MT-FINAL-ASSEMBLY-READY,BUF-MT-ASM,WIP_SHORTAGE_SCHEDULE_RISK,HIGH,Accepted WIP does not cover the downstream operation requirement.,REVIEW_WIP_BUFFER_BUILD_PLAN,False,True
WIP8D-REV-0063,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,MT-OP-060,WIP-MT-FINAL-ASSEMBLY-READY,BUF-MT-ASM,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0064,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,MT-OP-060,WIP-MT-FINAL-ASSEMBLY-READY,BUF-MT-ASM,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0065,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,MT-OP-070,WIP-MT-QC-PASSED,BUF-MT-QC,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0066,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260713,SKU-BIKE-MT-001,MT-OP-070,WIP-MT-QC-PASSED,BUF-MT-QC,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0067,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,MT-OP-010,,,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0068,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,MT-OP-010,,,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0069,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,MT-OP-020,WIP-MT-FRAME-TO-FORK,BUF-MT-FRAME-FORK,WIP_SHORTAGE_SCHEDULE_RISK,HIGH,Accepted WIP does not cover the downstream operation requirement.,REVIEW_WIP_BUFFER_BUILD_PLAN,False,True
WIP8D-REV-0070,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,MT-OP-020,WIP-MT-FRAME-TO-FORK,BUF-MT-FRAME-FORK,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0071,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,MT-OP-020,WIP-MT-FRAME-TO-FORK,BUF-MT-FRAME-FORK,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0072,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,MT-OP-030,WIP-MT-FRAME-TO-WHEEL,BUF-MT-FRAME-WHEEL,WIP_SHORTAGE_SCHEDULE_RISK,HIGH,Accepted WIP does not cover the downstream operation requirement.,REVIEW_WIP_BUFFER_BUILD_PLAN,False,True
WIP8D-REV-0073,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,MT-OP-030,WIP-MT-FRAME-TO-WHEEL,BUF-MT-FRAME-WHEEL,CAPACITY_STILL_BLOCKED_AFTER_WIP,CRITICAL,Capacity remains blocked after WIP is considered.,REVIEW_CAPACITY_CONSTRAINT,False,True
WIP8D-REV-0074,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,MT-OP-030,WIP-MT-FRAME-TO-WHEEL,BUF-MT-FRAME-WHEEL,MAINTENANCE_STILL_BLOCKED_AFTER_WIP,CRITICAL,Maintenance remains blocked after WIP is considered.,REVIEW_MAINTENANCE_BLOCKER,False,True
WIP8D-REV-0075,PHASE4-MPS-20260711141513,PSC-SKU-BIKE-MT-001-20260720,SKU-BIKE-MT-001,MT-OP-040,WIP-MT-FRAME-TO-BRAKE,BUF-MT-FRAME-BRAKE,WIP_SHORTAGE_SCHEDULE_RISK,HIGH,Accepted WIP does not cover the downstream operation requirement.,REVIEW_WIP_BUFFER_BUILD_PLAN,False,True
