planning_run_id,period_start,period_end,finished_sku,finished_product_name,operation_id,operation_sequence,operation_name,workstation_id,planned_production_qty,setup_time_minutes,run_time_minutes_per_unit,move_time_minutes,required_setup_hours,required_run_hours,required_move_hours,total_required_hours,can_run_in_parallel_flag,parallel_group_id,join_required_before_next_flag,advisory_only_flag
PHASE4-MPS-20260711131832,2026-07-27,2026-08-02,SKU-BIKE-MT-001,Mountain Bike,MT-OP-040,40,Brake Subassembly,WS-BRAKE-SUB,76.9741,12,20,5,0.2,25.658033333333336,6.414508333333334,32.27254166666667,True,MT-PG-01,False,True
PHASE4-MPS-20260711131832,2026-07-27,2026-08-02,SKU-BIKE-MT-001,Mountain Bike,MT-OP-050,50,Final Assembly,WS-FINAL-ASM,76.9741,22,42,6,0.36666666666666664,53.881870000000006,7.6974100000000005,61.94594666666667,False,,True,True
PHASE4-MPS-20260711131832,2026-07-27,2026-08-02,SKU-BIKE-MT-001,Mountain Bike,MT-OP-060,60,Final Quality Control,WS-QC,76.9741,8,18,4,0.13333333333333333,23.092230000000004,5.131606666666667,28.357170000000004,False,,False,True
PHASE4-MPS-20260711131832,2026-07-27,2026-08-02,SKU-BIKE-MT-001,Mountain Bike,MT-OP-070,70,Packaging,WS-PACK,76.9741,6,14,3,0.1,17.960623333333334,3.8487050000000003,21.909328333333335,False,,False,True
PHASE4-MPS-20260711131832,2026-08-03,2026-08-09,SKU-BIKE-MT-001,Mountain Bike,MT-OP-010,10,Frame Preparation,WS-FRAME-PREP,76.9741,24,22,5,0.4,28.22383666666667,6.414508333333334,35.03834500000001,False,,False,True
PHASE4-MPS-20260711131832,2026-08-03,2026-08-09,SKU-BIKE-MT-001,Mountain Bike,MT-OP-020,20,Fork and Suspension Prep,WS-FORK-SUSP,76.9741,16,26,5,0.26666666666666666,33.355443333333334,6.414508333333334,40.03661833333334,True,MT-PG-01,False,True
PHASE4-MPS-20260711131832,2026-08-03,2026-08-09,SKU-BIKE-MT-001,Mountain Bike,MT-OP-030,30,Wheel Subassembly,WS-WHEEL-SUB,76.9741,14,26,5,0.23333333333333334,33.355443333333334,6.414508333333334,40.003285000000005,True,MT-PG-01,False,True
PHASE4-MPS-20260711131832,2026-08-03,2026-08-09,SKU-BIKE-MT-001,Mountain Bike,MT-OP-040,40,Brake Subassembly,WS-BRAKE-SUB,76.9741,12,20,5,0.2,25.658033333333336,6.414508333333334,32.27254166666667,True,MT-PG-01,False,True
PHASE4-MPS-20260711131832,2026-08-03,2026-08-09,SKU-BIKE-MT-001,Mountain Bike,MT-OP-050,50,Final Assembly,WS-FINAL-ASM,76.9741,22,42,6,0.36666666666666664,53.881870000000006,7.6974100000000005,61.94594666666667,False,,True,True
PHASE4-MPS-20260711131832,2026-08-03,2026-08-09,SKU-BIKE-MT-001,Mountain Bike,MT-OP-060,60,Final Quality Control,WS-QC,76.9741,8,18,4,0.13333333333333333,23.092230000000004,5.131606666666667,28.357170000000004,False,,False,True
PHASE4-MPS-20260711131832,2026-08-03,2026-08-09,SKU-BIKE-MT-001,Mountain Bike,MT-OP-070,70,Packaging,WS-PACK,76.9741,6,14,3,0.1,17.960623333333334,3.8487050000000003,21.909328333333335,False,,False,True
PHASE4-MPS-20260711131832,2026-08-10,2026-08-16,SKU-BIKE-MT-001,Mountain Bike,MT-OP-010,10,Frame Preparation,WS-FRAME-PREP,76.9741,24,22,5,0.4,28.22383666666667,6.414508333333334,35.03834500000001,False,,False,True
PHASE4-MPS-20260711131832,2026-08-10,2026-08-16,SKU-BIKE-MT-001,Mountain Bike,MT-OP-020,20,Fork and Suspension Prep,WS-FORK-SUSP,76.9741,16,26,5,0.26666666666666666,33.355443333333334,6.414508333333334,40.03661833333334,True,MT-PG-01,False,True
PHASE4-MPS-20260711131832,2026-08-10,2026-08-16,SKU-BIKE-MT-001,Mountain Bike,MT-OP-030,30,Wheel Subassembly,WS-WHEEL-SUB,76.9741,14,26,5,0.23333333333333334,33.355443333333334,6.414508333333334,40.003285000000005,True,MT-PG-01,False,True
PHASE4-MPS-20260711131832,2026-08-10,2026-08-16,SKU-BIKE-MT-001,Mountain Bike,MT-OP-040,40,Brake Subassembly,WS-BRAKE-SUB,76.9741,12,20,5,0.2,25.658033333333336,6.414508333333334,32.27254166666667,True,MT-PG-01,False,True
PHASE4-MPS-20260711131832,2026-08-10,2026-08-16,SKU-BIKE-MT-001,Mountain Bike,MT-OP-050,50,Final Assembly,WS-FINAL-ASM,76.9741,22,42,6,0.36666666666666664,53.881870000000006,7.6974100000000005,61.94594666666667,False,,True,True
PHASE4-MPS-20260711131832,2026-08-10,2026-08-16,SKU-BIKE-MT-001,Mountain Bike,MT-OP-060,60,Final Quality Control,WS-QC,76.9741,8,18,4,0.13333333333333333,23.092230000000004,5.131606666666667,28.357170000000004,False,,False,True
PHASE4-MPS-20260711131832,2026-08-10,2026-08-16,SKU-BIKE-MT-001,Mountain Bike,MT-OP-070,70,Packaging,WS-PACK,76.9741,6,14,3,0.1,17.960623333333334,3.8487050000000003,21.909328333333335,False,,False,True
PHASE4-MPS-20260711131832,2026-08-17,2026-08-23,SKU-BIKE-MT-001,Mountain Bike,MT-OP-010,10,Frame Preparation,WS-FRAME-PREP,76.9741,24,22,5,0.4,28.22383666666667,6.414508333333334,35.03834500000001,False,,False,True
PHASE4-MPS-20260711131832,2026-08-17,2026-08-23,SKU-BIKE-MT-001,Mountain Bike,MT-OP-020,20,Fork and Suspension Prep,WS-FORK-SUSP,76.9741,16,26,5,0.26666666666666666,33.355443333333334,6.414508333333334,40.03661833333334,True,MT-PG-01,False,True
PHASE4-MPS-20260711131832,2026-08-17,2026-08-23,SKU-BIKE-MT-001,Mountain Bike,MT-OP-030,30,Wheel Subassembly,WS-WHEEL-SUB,76.9741,14,26,5,0.23333333333333334,33.355443333333334,6.414508333333334,40.003285000000005,True,MT-PG-01,False,True
PHASE4-MPS-20260711131832,2026-08-17,2026-08-23,SKU-BIKE-MT-001,Mountain Bike,MT-OP-040,40,Brake Subassembly,WS-BRAKE-SUB,76.9741,12,20,5,0.2,25.658033333333336,6.414508333333334,32.27254166666667,True,MT-PG-01,False,True
PHASE4-MPS-20260711131832,2026-08-17,2026-08-23,SKU-BIKE-MT-001,Mountain Bike,MT-OP-050,50,Final Assembly,WS-FINAL-ASM,76.9741,22,42,6,0.36666666666666664,53.881870000000006,7.6974100000000005,61.94594666666667,False,,True,True
PHASE4-MPS-20260711131832,2026-08-17,2026-08-23,SKU-BIKE-MT-001,Mountain Bike,MT-OP-060,60,Final Quality Control,WS-QC,76.9741,8,18,4,0.13333333333333333,23.092230000000004,5.131606666666667,28.357170000000004,False,,False,True
PHASE4-MPS-20260711131832,2026-08-17,2026-08-23,SKU-BIKE-MT-001,Mountain Bike,MT-OP-070,70,Packaging,WS-PACK,76.9741,6,14,3,0.1,17.960623333333334,3.8487050000000003,21.909328333333335,False,,False,True
PHASE4-MPS-20260711131832,2026-08-24,2026-08-30,SKU-BIKE-MT-001,Mountain Bike,MT-OP-010,10,Frame Preparation,WS-FRAME-PREP,76.9741,24,22,5,0.4,28.22383666666667,6.414508333333334,35.03834500000001,False,,False,True
PHASE4-MPS-20260711131832,2026-08-24,2026-08-30,SKU-BIKE-MT-001,Mountain Bike,MT-OP-020,20,Fork and Suspension Prep,WS-FORK-SUSP,76.9741,16,26,5,0.26666666666666666,33.355443333333334,6.414508333333334,40.03661833333334,True,MT-PG-01,False,True
PHASE4-MPS-20260711131832,2026-08-24,2026-08-30,SKU-BIKE-MT-001,Mountain Bike,MT-OP-030,30,Wheel Subassembly,WS-WHEEL-SUB,76.9741,14,26,5,0.23333333333333334,33.355443333333334,6.414508333333334,40.003285000000005,True,MT-PG-01,False,True
PHASE4-MPS-20260711131832,2026-08-24,2026-08-30,SKU-BIKE-MT-001,Mountain Bike,MT-OP-040,40,Brake Subassembly,WS-BRAKE-SUB,76.9741,12,20,5,0.2,25.658033333333336,6.414508333333334,32.27254166666667,True,MT-PG-01,False,True
PHASE4-MPS-20260711131832,2026-08-24,2026-08-30,SKU-BIKE-MT-001,Mountain Bike,MT-OP-050,50,Final Assembly,WS-FINAL-ASM,76.9741,22,42,6,0.36666666666666664,53.881870000000006,7.6974100000000005,61.94594666666667,False,,True,True
PHASE4-MPS-20260711131832,2026-08-24,2026-08-30,SKU-BIKE-MT-001,Mountain Bike,MT-OP-060,60,Final Quality Control,WS-QC,76.9741,8,18,4,0.13333333333333333,23.092230000000004,5.131606666666667,28.357170000000004,False,,False,True
PHASE4-MPS-20260711131832,2026-08-24,2026-08-30,SKU-BIKE-MT-001,Mountain Bike,MT-OP-070,70,Packaging,WS-PACK,76.9741,6,14,3,0.1,17.960623333333334,3.8487050000000003,21.909328333333335,False,,False,True
PHASE4-MPS-20260711131832,2026-08-31,2026-09-06,SKU-BIKE-MT-001,Mountain Bike,MT-OP-010,10,Frame Preparation,WS-FRAME-PREP,76.9741,24,22,5,0.4,28.22383666666667,6.414508333333334,35.03834500000001,False,,False,True
PHASE4-MPS-20260711131832,2026-08-31,2026-09-06,SKU-BIKE-MT-001,Mountain Bike,MT-OP-020,20,Fork and Suspension Prep,WS-FORK-SUSP,76.9741,16,26,5,0.26666666666666666,33.355443333333334,6.414508333333334,40.03661833333334,True,MT-PG-01,False,True
PHASE4-MPS-20260711131832,2026-08-31,2026-09-06,SKU-BIKE-MT-001,Mountain Bike,MT-OP-030,30,Wheel Subassembly,WS-WHEEL-SUB,76.9741,14,26,5,0.23333333333333334,33.355443333333334,6.414508333333334,40.003285000000005,True,MT-PG-01,False,True
PHASE4-MPS-20260711131832,2026-08-31,2026-09-06,SKU-BIKE-MT-001,Mountain Bike,MT-OP-040,40,Brake Subassembly,WS-BRAKE-SUB,76.9741,12,20,5,0.2,25.658033333333336,6.414508333333334,32.27254166666667,True,MT-PG-01,False,True
PHASE4-MPS-20260711131832,2026-08-31,2026-09-06,SKU-BIKE-MT-001,Mountain Bike,MT-OP-050,50,Final Assembly,WS-FINAL-ASM,76.9741,22,42,6,0.36666666666666664,53.881870000000006,7.6974100000000005,61.94594666666667,False,,True,True
PHASE4-MPS-20260711131832,2026-08-31,2026-09-06,SKU-BIKE-MT-001,Mountain Bike,MT-OP-060,60,Final Quality Control,WS-QC,76.9741,8,18,4,0.13333333333333333,23.092230000000004,5.131606666666667,28.357170000000004,False,,False,True
PHASE4-MPS-20260711131832,2026-08-31,2026-09-06,SKU-BIKE-MT-001,Mountain Bike,MT-OP-070,70,Packaging,WS-PACK,76.9741,6,14,3,0.1,17.960623333333334,3.8487050000000003,21.909328333333335,False,,False,True
PHASE4-MPS-20260711131832,2026-09-07,2026-09-13,SKU-BIKE-MT-001,Mountain Bike,MT-OP-010,10,Frame Preparation,WS-FRAME-PREP,76.9741,24,22,5,0.4,28.22383666666667,6.414508333333334,35.03834500000001,False,,False,True
PHASE4-MPS-20260711131832,2026-09-07,2026-09-13,SKU-BIKE-MT-001,Mountain Bike,MT-OP-020,20,Fork and Suspension Prep,WS-FORK-SUSP,76.9741,16,26,5,0.26666666666666666,33.355443333333334,6.414508333333334,40.03661833333334,True,MT-PG-01,False,True
PHASE4-MPS-20260711131832,2026-09-07,2026-09-13,SKU-BIKE-MT-001,Mountain Bike,MT-OP-030,30,Wheel Subassembly,WS-WHEEL-SUB,76.9741,14,26,5,0.23333333333333334,33.355443333333334,6.414508333333334,40.003285000000005,True,MT-PG-01,False,True
PHASE4-MPS-20260711131832,2026-09-07,2026-09-13,SKU-BIKE-MT-001,Mountain Bike,MT-OP-040,40,Brake Subassembly,WS-BRAKE-SUB,76.9741,12,20,5,0.2,25.658033333333336,6.414508333333334,32.27254166666667,True,MT-PG-01,False,True
PHASE4-MPS-20260711131832,2026-09-07,2026-09-13,SKU-BIKE-MT-001,Mountain Bike,MT-OP-050,50,Final Assembly,WS-FINAL-ASM,76.9741,22,42,6,0.36666666666666664,53.881870000000006,7.6974100000000005,61.94594666666667,False,,True,True
PHASE4-MPS-20260711131832,2026-09-07,2026-09-13,SKU-BIKE-MT-001,Mountain Bike,MT-OP-060,60,Final Quality Control,WS-QC,76.9741,8,18,4,0.13333333333333333,23.092230000000004,5.131606666666667,28.357170000000004,False,,False,True
PHASE4-MPS-20260711131832,2026-09-07,2026-09-13,SKU-BIKE-MT-001,Mountain Bike,MT-OP-070,70,Packaging,WS-PACK,76.9741,6,14,3,0.1,17.960623333333334,3.8487050000000003,21.909328333333335,False,,False,True
PHASE4-MPS-20260711131832,2026-09-14,2026-09-20,SKU-BIKE-MT-001,Mountain Bike,MT-OP-010,10,Frame Preparation,WS-FRAME-PREP,76.9741,24,22,5,0.4,28.22383666666667,6.414508333333334,35.03834500000001,False,,False,True
PHASE4-MPS-20260711131832,2026-09-14,2026-09-20,SKU-BIKE-MT-001,Mountain Bike,MT-OP-020,20,Fork and Suspension Prep,WS-FORK-SUSP,76.9741,16,26,5,0.26666666666666666,33.355443333333334,6.414508333333334,40.03661833333334,True,MT-PG-01,False,True
PHASE4-MPS-20260711131832,2026-09-14,2026-09-20,SKU-BIKE-MT-001,Mountain Bike,MT-OP-030,30,Wheel Subassembly,WS-WHEEL-SUB,76.9741,14,26,5,0.23333333333333334,33.355443333333334,6.414508333333334,40.003285000000005,True,MT-PG-01,False,True
PHASE4-MPS-20260711131832,2026-09-14,2026-09-20,SKU-BIKE-MT-001,Mountain Bike,MT-OP-040,40,Brake Subassembly,WS-BRAKE-SUB,76.9741,12,20,5,0.2,25.658033333333336,6.414508333333334,32.27254166666667,True,MT-PG-01,False,True
PHASE4-MPS-20260711131832,2026-09-14,2026-09-20,SKU-BIKE-MT-001,Mountain Bike,MT-OP-050,50,Final Assembly,WS-FINAL-ASM,76.9741,22,42,6,0.36666666666666664,53.881870000000006,7.6974100000000005,61.94594666666667,False,,True,True
PHASE4-MPS-20260711131832,2026-09-14,2026-09-20,SKU-BIKE-MT-001,Mountain Bike,MT-OP-060,60,Final Quality Control,WS-QC,76.9741,8,18,4,0.13333333333333333,23.092230000000004,5.131606666666667,28.357170000000004,False,,False,True
PHASE4-MPS-20260711131832,2026-09-14,2026-09-20,SKU-BIKE-MT-001,Mountain Bike,MT-OP-070,70,Packaging,WS-PACK,76.9741,6,14,3,0.1,17.960623333333334,3.8487050000000003,21.909328333333335,False,,False,True
PHASE4-MPS-20260711131832,2026-09-21,2026-09-27,SKU-BIKE-MT-001,Mountain Bike,MT-OP-010,10,Frame Preparation,WS-FRAME-PREP,76.9741,24,22,5,0.4,28.22383666666667,6.414508333333334,35.03834500000001,False,,False,True
PHASE4-MPS-20260711131832,2026-09-21,2026-09-27,SKU-BIKE-MT-001,Mountain Bike,MT-OP-020,20,Fork and Suspension Prep,WS-FORK-SUSP,76.9741,16,26,5,0.26666666666666666,33.355443333333334,6.414508333333334,40.03661833333334,True,MT-PG-01,False,True
PHASE4-MPS-20260711131832,2026-09-21,2026-09-27,SKU-BIKE-MT-001,Mountain Bike,MT-OP-030,30,Wheel Subassembly,WS-WHEEL-SUB,76.9741,14,26,5,0.23333333333333334,33.355443333333334,6.414508333333334,40.003285000000005,True,MT-PG-01,False,True
PHASE4-MPS-20260711131832,2026-09-21,2026-09-27,SKU-BIKE-MT-001,Mountain Bike,MT-OP-040,40,Brake Subassembly,WS-BRAKE-SUB,76.9741,12,20,5,0.2,25.658033333333336,6.414508333333334,32.27254166666667,True,MT-PG-01,False,True
PHASE4-MPS-20260711131832,2026-09-21,2026-09-27,SKU-BIKE-MT-001,Mountain Bike,MT-OP-050,50,Final Assembly,WS-FINAL-ASM,76.9741,22,42,6,0.36666666666666664,53.881870000000006,7.6974100000000005,61.94594666666667,False,,True,True
PHASE4-MPS-20260711131832,2026-09-21,2026-09-27,SKU-BIKE-MT-001,Mountain Bike,MT-OP-060,60,Final Quality Control,WS-QC,76.9741,8,18,4,0.13333333333333333,23.092230000000004,5.131606666666667,28.357170000000004,False,,False,True
PHASE4-MPS-20260711131832,2026-09-21,2026-09-27,SKU-BIKE-MT-001,Mountain Bike,MT-OP-070,70,Packaging,WS-PACK,76.9741,6,14,3,0.1,17.960623333333334,3.8487050000000003,21.909328333333335,False,,False,True
PHASE4-MPS-20260711131832,2026-09-28,2026-10-04,SKU-BIKE-MT-001,Mountain Bike,MT-OP-010,10,Frame Preparation,WS-FRAME-PREP,10.9963,24,22,5,0.4,4.031976666666667,0.9163583333333333,5.3483350000000005,False,,False,True
PHASE4-MPS-20260711131832,2026-09-28,2026-10-04,SKU-BIKE-MT-001,Mountain Bike,MT-OP-020,20,Fork and Suspension Prep,WS-FORK-SUSP,10.9963,16,26,5,0.26666666666666666,4.765063333333333,0.9163583333333333,5.948088333333333,True,MT-PG-01,False,True
PHASE4-MPS-20260711131832,2026-09-28,2026-10-04,SKU-BIKE-MT-001,Mountain Bike,MT-OP-030,30,Wheel Subassembly,WS-WHEEL-SUB,10.9963,14,26,5,0.23333333333333334,4.765063333333333,0.9163583333333333,5.9147549999999995,True,MT-PG-01,False,True
PHASE4-MPS-20260711131832,2026-09-28,2026-10-04,SKU-BIKE-MT-001,Mountain Bike,MT-OP-040,40,Brake Subassembly,WS-BRAKE-SUB,10.9963,12,20,5,0.2,3.665433333333333,0.9163583333333333,4.781791666666667,True,MT-PG-01,False,True
PHASE4-MPS-20260711131832,2026-09-28,2026-10-04,SKU-BIKE-MT-001,Mountain Bike,MT-OP-050,50,Final Assembly,WS-FINAL-ASM,10.9963,22,42,6,0.36666666666666664,7.6974100000000005,1.09963,9.163706666666666,False,,True,True
PHASE4-MPS-20260711131832,2026-09-28,2026-10-04,SKU-BIKE-MT-001,Mountain Bike,MT-OP-060,60,Final Quality Control,WS-QC,10.9963,8,18,4,0.13333333333333333,3.29889,0.7330866666666667,4.16531,False,,False,True
PHASE4-MPS-20260711131832,2026-09-28,2026-10-04,SKU-BIKE-MT-001,Mountain Bike,MT-OP-070,70,Packaging,WS-PACK,10.9963,6,14,3,0.1,2.565803333333333,0.549815,3.2156183333333335,False,,False,True
PHASE4-MPS-20260711131832,2026-06-29,2026-07-05,SKU-BIKE-ROAD-001,Road Bike,ROAD-OP-010,10,Frame Preparation,WS-FRAME-PREP,53.9995,20,18,5,0.3333333333333333,16.19985,4.499958333333334,21.033141666666666,False,,False,True
PHASE4-MPS-20260711131832,2026-06-29,2026-07-05,SKU-BIKE-ROAD-001,Road Bike,ROAD-OP-020,20,Wheel Subassembly,WS-WHEEL-SUB,53.9995,12,22,5,0.2,19.79981666666667,4.499958333333334,24.499775,True,ROAD-PG-01,False,True
PHASE4-MPS-20260711131832,2026-06-29,2026-07-05,SKU-BIKE-ROAD-001,Road Bike,ROAD-OP-030,30,Brake Subassembly,WS-BRAKE-SUB,53.9995,10,16,5,0.16666666666666666,14.399866666666666,4.499958333333334,19.066491666666664,True,ROAD-PG-01,False,True
PHASE4-MPS-20260711131832,2026-06-29,2026-07-05,SKU-BIKE-ROAD-001,Road Bike,ROAD-OP-040,40,Final Assembly,WS-FINAL-ASM,53.9995,18,34,6,0.3,30.599716666666666,5.39995,36.29966666666667,False,,True,True
