sku_id,supplier_id,unit_cost,unit_price,currency,moq,batch_size,order_multiple,lead_time_mean_days,standard_lead_time_days,minimum_lead_time_days,maximum_lead_time_days,lead_time_std_days,lead_time_variability_days,yield_rate,defect_rate,supplier_sku_capacity_per_period,supplier_sku_available_capacity,max_order_quantity,allocation_limit_by_sku,price_break_1_quantity,price_break_1_unit_price,price_break_2_quantity,price_break_2_unit_price,price_break_3_quantity,price_break_3_unit_price,return_eligible,expedite_eligible,split_delivery_eligible,preferred_supplier_flag,backup_supplier_flag,delay_probability,partial_delivery_rate,fixed_order_cost,delivery_cost,cost_per_late_day,partial_delivery_penalty,quality_rejection_cost_per_unit,supplier_priority,is_primary_supplier
SKU-BAT-008,SUP-006,9.79,9.79,USD,250,200,100,18,18,14,26,4.5,4.5,0.929,0.071,540,250,330,250,250,9.79,500,9.4,1000,9.01,False,False,True,False,False,0.285,0.112,183.6,73.15,28.84,145.6,6.45,3,False
SKU-BAT-008,SUP-007,16.59,16.59,EUR,40,30,15,8,8,6,12,2.6,2.6,0.939,0.061,330,40,120,40,40,16.59,90,15.93,200,15.26,True,True,True,False,False,0.185,0.072,35.7,114.95,24.72,98.8,6.45,4,False
SKU-FIL-009,SUP-002,20.74,20.74,EUR,55,40,20,13,13,12,15,1.4,1.4,0.973,0.027,380,70,150,59,55,20.74,110,19.91,220,19.08,True,False,False,True,False,0.045,0.049,98.8,130.0,18.0,68.9,4.0,1,True
SKU-FIL-009,SUP-004,17.34,17.34,EUR,65,45,22,25,25,23,29,2.0,2.0,0.953,0.047,375,65,145,65,65,17.34,130,16.65,260,15.95,True,False,False,False,True,0.07,0.064,88.4,75.0,20.0,84.8,5.0,2,False
SKU-FIL-009,SUP-005,15.17,15.17,USD,55,40,20,16,16,9,31,7.8,7.8,0.898,0.102,365,55,135,55,55,15.17,110,14.56,220,13.96,False,False,False,False,False,0.36,0.244,72.8,150.0,45.0,233.2,8.0,3,False
SKU-FIL-009,SUP-006,11.15,11.15,USD,170,135,67,19,19,15,27,4.2,4.2,0.923,0.077,480,170,250,170,170,11.15,340,10.7,680,10.26,False,False,False,False,False,0.24,0.124,187.2,70.0,28.0,148.4,6.0,4,False
SKU-GFT-010,SUP-001,13.6,13.6,USD,95,70,35,15,15,9,27,6.5,6.5,0.86,0.14,425,95,175,95,95,13.6,190,13.06,380,12.51,False,False,False,True,False,0.445,0.28,65.0,182.7,56.65,280.8,9.22,1,True
SKU-GFT-010,SUP-003,18.48,18.48,USD,45,30,15,4,4,3,6,1.4,1.4,0.88,0.12,375,45,125,45,45,18.48,95,17.74,205,17.0,False,True,True,False,True,0.135,0.08,55.0,91.35,30.9,129.6,14.35,2,False
SKU-GFT-010,SUP-006,12.55,12.55,USD,195,155,77,16,16,12,24,4.5,4.5,0.935,0.065,525,195,275,195,195,12.55,390,12.05,780,11.55,False,False,True,False,False,0.255,0.1,180.0,71.05,28.84,151.2,6.15,3,False
SKU-GFT-010,SUP-007,21.27,21.27,EUR,30,20,10,7,7,5,11,2.6,2.6,0.945,0.055,360,30,110,30,30,21.27,80,20.42,190,19.57,False,True,True,False,False,0.155,0.06,35.0,111.65,24.72,102.6,6.15,4,False
SKU-COMP-FRAME-ROAD-001,SUP-002,127.2,127.2,EUR,30,20,10,18,18,15,24,2.0,2.0,0.975,0.025,412,175,256,147,30,127.2,60,122.11,120,117.02,True,False,False,True,False,0.06,0.03,95.0,135.0,18.0,65.0,4.0,1,True
SKU-COMP-FRAME-ROAD-001,SUP-003,134.4,134.4,USD,30,20,10,14,14,15,24,2.8,2.8,0.94,0.06,412,175,256,147,30,134.4,60,129.02,120,123.65,True,True,True,False,True,0.12,0.08,60.0,85.0,30.0,120.0,10.0,2,False
SKU-COMP-FRAME-MT-001,SUP-002,148.4,148.4,EUR,25,20,10,20,20,17,26,2.0,2.0,0.975,0.025,404,170,252,144,25,148.4,50,142.46,100,136.53,True,False,False,True,False,0.06,0.03,95.0,135.0,18.0,65.0,4.0,1,True
SKU-COMP-FRAME-MT-001,SUP-003,156.8,156.8,USD,25,20,10,16,16,17,26,2.8,2.8,0.94,0.06,404,170,252,144,25,156.8,50,150.53,100,144.26,True,True,True,False,True,0.12,0.08,60.0,85.0,30.0,120.0,10.0,2,False
SKU-COMP-WHEEL-ROAD-700C,SUP-002,63.6,63.6,EUR,50,25,12,14,14,11,20,2.0,2.0,0.975,0.025,396,165,248,141,50,63.6,100,61.06,200,58.51,True,False,False,True,False,0.06,0.03,95.0,135.0,18.0,65.0,4.0,1,True
SKU-COMP-WHEEL-ROAD-700C,SUP-003,67.2,67.2,USD,50,25,12,10,10,11,20,2.8,2.8,0.94,0.06,396,165,248,141,50,67.2,100,64.51,200,61.82,True,True,True,False,True,0.12,0.08,60.0,85.0,30.0,120.0,10.0,2,False
SKU-COMP-WHEEL-MT-29,SUP-002,74.2,74.2,EUR,45,25,12,16,16,13,22,2.0,2.0,0.975,0.025,388,160,244,138,45,74.2,90,71.23,180,68.26,True,False,False,True,False,0.06,0.03,95.0,135.0,18.0,65.0,4.0,1,True
SKU-COMP-WHEEL-MT-29,SUP-003,78.4,78.4,USD,45,25,12,12,12,13,22,2.8,2.8,0.94,0.06,388,160,244,138,45,78.4,90,75.26,180,72.13,True,True,True,False,True,0.12,0.08,60.0,85.0,30.0,120.0,10.0,2,False
SKU-COMP-TIRE-ROAD-700C,SUP-002,26.5,26.5,EUR,80,40,20,10,10,7,16,2.0,2.0,0.975,0.025,380,155,240,135,80,26.5,160,25.44,320,24.38,True,False,False,True,False,0.06,0.03,95.0,135.0,18.0,65.0,4.0,1,True
SKU-COMP-TIRE-ROAD-700C,SUP-003,28.0,28.0,USD,80,40,20,6,6,7,16,2.8,2.8,0.94,0.06,380,155,240,135,80,28.0,160,26.88,320,25.76,True,True,True,False,True,0.12,0.08,60.0,85.0,30.0,120.0,10.0,2,False
SKU-COMP-TIRE-MT-29,SUP-002,31.8,31.8,EUR,70,35,17,11,11,8,17,2.0,2.0,0.975,0.025,372,150,236,132,70,31.8,140,30.53,280,29.26,True,False,False,True,False,0.06,0.03,95.0,135.0,18.0,65.0,4.0,1,True
SKU-COMP-TIRE-MT-29,SUP-003,33.6,33.6,USD,70,35,17,7,7,8,17,2.8,2.8,0.94,0.06,372,150,236,132,70,33.6,140,32.26,280,30.91,True,True,True,False,True,0.12,0.08,60.0,85.0,30.0,120.0,10.0,2,False
SKU-COMP-BRAKE-FRONT-001,SUP-002,47.7,47.7,EUR,40,20,10,13,13,10,19,2.0,2.0,0.975,0.025,364,145,232,129,40,47.7,80,45.79,160,43.88,True,False,False,True,False,0.06,0.03,95.0,135.0,18.0,65.0,4.0,1,True
SKU-COMP-BRAKE-FRONT-001,SUP-003,50.4,50.4,USD,40,20,10,9,9,10,19,2.8,2.8,0.94,0.06,364,145,232,129,40,50.4,80,48.38,160,46.37,True,True,True,False,True,0.12,0.08,60.0,85.0,30.0,120.0,10.0,2,False
SKU-COMP-BRAKE-REAR-001,SUP-002,47.7,47.7,EUR,40,20,10,13,13,10,19,2.0,2.0,0.975,0.025,356,140,228,126,40,47.7,80,45.79,160,43.88,True,False,False,True,False,0.06,0.03,95.0,135.0,18.0,65.0,4.0,1,True
SKU-COMP-BRAKE-REAR-001,SUP-003,50.4,50.4,USD,40,20,10,9,9,10,19,2.8,2.8,0.94,0.06,356,140,228,126,40,50.4,80,48.38,160,46.37,True,True,True,False,True,0.12,0.08,60.0,85.0,30.0,120.0,10.0,2,False
SKU-COMP-PEDAL-SET-001,SUP-002,21.2,21.2,EUR,60,30,15,9,9,6,15,2.0,2.0,0.975,0.025,348,135,224,123,60,21.2,120,20.35,240,19.5,True,False,False,True,False,0.06,0.03,95.0,135.0,18.0,65.0,4.0,1,True
SKU-COMP-PEDAL-SET-001,SUP-003,22.4,22.4,USD,60,30,15,5,5,6,15,2.8,2.8,0.94,0.06,348,135,224,123,60,22.4,120,21.5,240,20.61,True,True,True,False,True,0.12,0.08,60.0,85.0,30.0,120.0,10.0,2,False
SKU-COMP-BOLT-KIT-001,SUP-002,5.3,5.3,EUR,120,60,30,7,7,4,13,2.0,2.0,0.975,0.025,340,130,220,120,120,5.3,240,5.09,480,4.88,True,False,False,True,False,0.06,0.03,95.0,135.0,18.0,65.0,4.0,1,True
SKU-COMP-BOLT-KIT-001,SUP-003,5.6,5.6,USD,120,60,30,3,3,4,13,2.8,2.8,0.94,0.06,340,130,220,120,120,5.6,240,5.38,480,5.15,True,True,True,False,True,0.12,0.08,60.0,85.0,30.0,120.0,10.0,2,False
SP-LUBE-OIL-001,SUP-002,18.5,18.5,EUR,6,6,1,5,5,3,9,1.0,1.0,0.99,0.01,120,80,100,60,6,18.5,12,17.95,24,17.5,True,True,True,True,False,0.03,0.01,35.0,45.0,10.0,30.0,3.0,1,True
SP-LUBE-OIL-001,SUP-003,19.4,19.4,USD,4,4,1,7,7,5,12,1.8,1.8,0.97,0.03,80,50,70,40,4,19.4,10,18.8,20,18.1,True,True,True,False,True,0.08,0.04,30.0,50.0,14.0,40.0,4.0,2,False
SP-BEARING-KIT-001,SUP-002,95.0,95.0,EUR,2,2,1,8,8,5,14,2.0,2.0,0.985,0.015,40,18,30,12,2,95.0,5,92.0,10,88.0,True,True,True,True,False,0.06,0.03,45.0,55.0,18.0,70.0,8.0,1,True
SP-BEARING-KIT-001,SUP-004,98.5,98.5,EUR,1,1,1,12,12,8,20,3.5,3.5,0.975,0.025,25,12,18,8,1,98.5,4,95.0,8,91.0,True,False,True,False,True,0.1,0.04,55.0,60.0,22.0,85.0,9.0,2,False
SP-FRAME-JIG-PAD-001,SUP-003,42.0,42.0,USD,2,2,1,6,6,4,10,1.5,1.5,0.98,0.02,35,20,28,14,2,42.0,6,40.5,12,39.0,True,True,True,True,False,0.05,0.02,35.0,45.0,14.0,50.0,5.0,1,True
SP-WHEEL-TRUING-SPARE-001,SUP-003,36.0,36.0,USD,2,2,1,6,6,4,11,1.6,1.6,0.98,0.02,35,18,28,12,2,36.0,6,34.8,12,33.5,True,True,True,True,False,0.05,0.02,35.0,45.0,14.0,50.0,5.0,1,True
SP-BRAKE-BENCH-TOOL-001,SUP-002,28.0,28.0,EUR,2,2,1,7,7,5,12,1.8,1.8,0.985,0.015,45,25,35,18,2,28.0,6,27.0,12,26.0,True,True,False,True,False,0.05,0.02,35.0,45.0,14.0,50.0,4.0,1,True
SP-FORK-SUSP-SEAL-001,SUP-004,64.0,64.0,EUR,2,2,1,9,9,6,16,2.4,2.4,0.98,0.02,35,16,26,10,2,64.0,6,62.0,12,60.0,True,True,True,True,False,0.07,0.03,45.0,55.0,18.0,70.0,6.0,1,True
SP-FINAL-ASM-JIG-001,SUP-003,72.0,72.0,USD,2,2,1,8,8,5,14,2.0,2.0,0.98,0.02,30,15,24,10,2,72.0,5,70.0,10,68.0,True,True,True,True,False,0.06,0.03,40.0,50.0,16.0,65.0,6.0,1,True
SP-QC-CALIBRATION-KIT-001,SUP-002,130.0,130.0,EUR,1,1,1,10,10,7,18,2.8,2.8,0.99,0.01,20,8,15,6,1,130.0,3,126.0,6,122.0,True,True,False,True,False,0.04,0.02,50.0,60.0,20.0,80.0,10.0,1,True
SP-PACK-BENCH-SPARE-001,SUP-003,22.0,22.0,USD,3,3,1,5,5,3,9,1.2,1.2,0.98,0.02,50,30,40,20,3,22.0,8,21.0,16,20.0,True,True,True,True,False,0.05,0.02,30.0,40.0,12.0,45.0,3.0,1,True
SP-ELECTRICAL-SENSOR-001,SUP-002,115.0,115.0,EUR,1,1,1,8,8,5,15,2.4,2.4,0.985,0.015,25,10,18,8,1,115.0,4,112.0,8,108.0,True,True,False,True,False,0.05,0.02,50.0,60.0,20.0,80.0,10.0,1,True
SP-ELECTRICAL-SENSOR-001,SUP-005,120.0,120.0,USD,1,1,1,12,12,8,22,4.0,4.0,0.97,0.03,20,8,15,6,1,120.0,4,116.0,8,112.0,True,False,True,False,True,0.12,0.05,55.0,70.0,25.0,95.0,12.0,2,False
