sku_id,warehouse_id,current_inventory,reserved_inventory,available_inventory,inventory_value,inventory_position,unit_cost_inventory,unit_holding_cost,stockout_penalty_per_unit,overstock_penalty_per_unit,storage_location_id,last_restock_date,last_movement_date,inventory_owner_type,item_planning_type,push_pull_boundary_role,unit_volume_m3,unit_weight_kg,stackable,fragile,perishable,temperature_required,security_required,handling_unit,units_per_case,cases_per_pallet,handling_cost_per_unit,handling_cost_per_case,handling_cost_per_pallet,preferred_zone,max_stack_height,heavy_low_storage_required,expiry_tracking_required,fefo_required,batch_count,total_batch_quantity_on_hand,near_expiry_batch_count,near_expiry_units,expired_batch_count,expired_units,earliest_expiry_date,minimum_days_until_expiry,expiry_tracking_present,movement_count,last_movement_date_from_movements,receipt_movement_count,demand_movement_count,pick_ship_movement_count,return_movement_count,adjustment_movement_count,total_movement_quantity,total_outbound_quantity,total_inbound_quantity,days_since_last_movement,product_name,category,demand_behavior_class,zero_demand_ratio,coefficient_of_variation,event_affected_ratio,data_sufficiency_class,total_demand,average_daily_demand,champion_model,champion_confidence_score,champion_risk_level,average_p50_forecast,average_p90_forecast,average_forecast_confidence_score,dominant_forecast_risk_level,seasonal_flag,event_frequency,recent_event_flag,promotion_sensitive_flag,phase1_context_status,phase1_context_source,forecast_demand_7d,forecast_demand_30d,forecast_demand_60d,forecast_demand_90d,average_daily_forecast_demand_30d,forecast_uncertainty_level,underforecast_risk_flag,stockout_censored_demand_flag,demand_urgency_score,recommended_supplier_id,backup_supplier_id,expected_lead_time_days,expected_arrival_date,unit_cost_procurement,moq,batch_size,expected_yield_rate,final_feasible_order_quantity,estimated_total_procurement_cost,estimated_product_cost,estimated_fixed_order_cost,estimated_delivery_cost,estimated_expected_delay_cost,estimated_expected_partial_delivery_cost,estimated_expected_quality_cost,demand_adjusted_procurement_risk_score,demand_adjusted_procurement_risk_class,recommended_supplier_feasible,recommended_supplier_requires_review,recommended_supplier_evidence_status,recommended_supplier_evidence_warning,recommended_supplier_history_status,supplier_trend_status,supplier_watchlist_flag,supplier_watchlist_reason,split_sourcing_recommendation,recommended_primary_share,recommended_backup_share,selection_reason,lead_time_std_days,delay_probability,partial_delivery_rate,defect_rate,procurement_risk_score,procurement_risk_class,supplier_score,adjusted_supplier_score,feasibility_warning,feasibility_reason,supplier_option_count,feasible_supplier_option_count,infeasible_supplier_option_count,lowest_supplier_total_cost,highest_supplier_total_cost,average_supplier_total_cost,best_adjusted_supplier_score,has_watchlist_supplier_option,has_review_required_supplier_option,supplier_accepts_returns,return_window_days,return_deduction_rate,return_transport_cost,return_policy_status,phase2_context_status,phase2_context_source,phase2_schema_version,phase2_allocation_loaded_flag,phase2_legacy_fallback_used_flag,phase2_context_warning_codes,selected_supplier_ids,supplier_allocation_quantities,total_allocated_usable_quantity,total_supplier_purchase_quantity,total_procurement_cost,stockout_signal,stockout_units,zero_inventory_signal,positive_inventory_signal,expiry_risk_signal,non_moving_signal,dead_stock_signal,supplier_review_signal,watchlist_supplier_signal,planning_context_status
SKU-BIKE-ROAD-001,WH-001,18,2,16,7920.0,18,440.0,0.22,250,60,LOC-FP-002,2026-06-05,2026-06-18,PRODUCED,FINISHED_GOOD,MAKE_TO_STOCK_ITEM,0.45,9.2,True,True,False,False,True,EACH,1.0,4.0,5.0,2.5,1.0,FAST_PICK,2.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Road Bike,Bicycles,STABLE,0,0.2215,0,UNKNOWN,0,12.2376,gradient_boosting,0.976,MEDIUM_RISK,14.154843333333334,14.154843333333334,0.5,MEDIUM_RISK,False,0,False,False,LOADED_FROM_PHASE1,PHASE1_DEMAND_PLANNING_CONTEXT,97.9993,424.6453,850.7053,1276.7653,14.1548,LOW,False,False,34.32,UNKNOWN,UNKNOWN,7.0,,0.0,1.0,1.0,0.95,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,MEDIUM,False,True,UNKNOWN,UNKNOWN,UNKNOWN,INSUFFICIENT_DATA,False,UNKNOWN,False,1.0,0.0,UNKNOWN,2,0,0,0,0.5,MEDIUM,0,0,UNKNOWN,UNKNOWN,0,0,0,0,0,0,0.0,False,False,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,LOADED_FROM_PHASE2,PHASE2_PROCUREMENT_ALLOCATION_SUMMARY,1.0,True,False,NONE,NO_FEASIBLE_SUPPLIER,NO_FEASIBLE_SUPPLIER:0.00,0.0,0.0,0.0,False,0,False,True,False,False,False,True,False,COMPLETE_CONTEXT
SKU-BIKE-MT-001,WH-001,14,1,13,8120.0,14,580.0,0.29,275,70,LOC-FP-003,2026-06-06,2026-06-18,PRODUCED,FINISHED_GOOD,MAKE_TO_STOCK_ITEM,0.58,12.5,True,True,False,False,True,EACH,1.0,3.0,5.0,2.5,1.0,FAST_PICK,2.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Mountain Bike,Bicycles,STABLE,0,0.2632,0,UNKNOWN,0,9.8895,gradient_boosting,0.9725,MEDIUM_RISK,10.9963,10.9963,0.5,MEDIUM_RISK,False,0,False,False,LOADED_FROM_PHASE1,PHASE1_DEMAND_PLANNING_CONTEXT,76.9741,329.889,659.778,989.667,10.9963,LOW,False,False,33.36,UNKNOWN,UNKNOWN,7.0,,0.0,1.0,1.0,0.95,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,MEDIUM,False,True,UNKNOWN,UNKNOWN,UNKNOWN,INSUFFICIENT_DATA,False,UNKNOWN,False,1.0,0.0,UNKNOWN,2,0,0,0,0.5,MEDIUM,0,0,UNKNOWN,UNKNOWN,0,0,0,0,0,0,0.0,False,False,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,LOADED_FROM_PHASE2,PHASE2_PROCUREMENT_ALLOCATION_SUMMARY,1.0,True,False,NONE,NO_FEASIBLE_SUPPLIER,NO_FEASIBLE_SUPPLIER:0.00,0.0,0.0,0.0,False,0,False,True,False,False,False,True,False,COMPLETE_CONTEXT
SKU-COMP-FRAME-ROAD-001,WH-001,120,10,110,14400.0,120,120.0,0.06,90,20,LOC-BK-002,2026-06-01,2026-06-15,PURCHASED,COMPONENT,ASSEMBLE_TO_ORDER_COMPONENT,0.22,2.2,True,True,False,False,False,EACH,1.0,20.0,5.0,2.5,1.0,BULK_STORAGE,4.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,UNKNOWN,UNKNOWN,UNKNOWN,0,0.0,0,UNKNOWN,0,0.0,UNKNOWN,0.5,MEDIUM_RISK,0.0,0.0,0.5,MEDIUM_RISK,False,0,False,False,LOADED_FROM_PHASE1,PHASE1_DEMAND_PLANNING_CONTEXT,0.0,0.0,0.0,0.0,0.0,UNKNOWN,False,False,0.0,UNKNOWN,UNKNOWN,18.0,2026-06-29,127.2,30.0,20.0,0.975,0,0,5088.0,95.0,135.0,2.16,1.95,4.0,0.0345431213017751,LOW,False,True,STRONG_HISTORY,NONE,HISTORICAL,HEALTHY,False,Supplier performance trend is acceptable for current review.,False,1.0,0.0,"Single sourcing recommended because supplier has LOW demand-adjusted risk and clearly highest adjusted score. Supplier selected because it is feasible, has strong total cost performance, and has sufficient historical evidence.",2,0,0,0,0.5,MEDIUM,0,0,UNKNOWN,UNKNOWN,0,0,0,0,0,0,0.7758039003944772,False,False,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,LOADED_FROM_PHASE2,PHASE2_PROCUREMENT_ALLOCATION_SUMMARY,1.0,True,False,NONE,,,0.0,0.0,0.0,False,0,False,True,False,False,False,True,False,COMPLETE_CONTEXT
SKU-COMP-FRAME-MT-001,WH-001,90,8,82,12600.0,90,140.0,0.07,95,22,LOC-BK-003,2026-06-01,2026-06-15,PURCHASED,COMPONENT,ASSEMBLE_TO_ORDER_COMPONENT,0.26,2.8,True,True,False,False,False,EACH,1.0,18.0,5.0,2.5,1.0,BULK_STORAGE,4.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,UNKNOWN,UNKNOWN,UNKNOWN,0,0.0,0,UNKNOWN,0,0.0,UNKNOWN,0.5,MEDIUM_RISK,0.0,0.0,0.5,MEDIUM_RISK,False,0,False,False,LOADED_FROM_PHASE1,PHASE1_DEMAND_PLANNING_CONTEXT,0.0,0.0,0.0,0.0,0.0,UNKNOWN,False,False,0.0,UNKNOWN,UNKNOWN,20.0,2026-07-01,148.4,25.0,20.0,0.975,0,0,5936.0,95.0,135.0,2.16,1.95,4.0,0.0345431213017751,LOW,False,True,STRONG_HISTORY,NONE,HISTORICAL,HEALTHY,False,Supplier performance trend is acceptable for current review.,False,1.0,0.0,"Single sourcing recommended because supplier has LOW demand-adjusted risk and clearly highest adjusted score. Supplier selected because it is feasible, has strong total cost performance, and has sufficient historical evidence.",2,0,0,0,0.5,MEDIUM,0,0,UNKNOWN,UNKNOWN,0,0,0,0,0,0,0.7758039003944772,False,False,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,LOADED_FROM_PHASE2,PHASE2_PROCUREMENT_ALLOCATION_SUMMARY,1.0,True,False,NONE,,,0.0,0.0,0.0,False,0,False,True,False,False,False,True,False,COMPLETE_CONTEXT
SKU-COMP-WHEEL-ROAD-700C,WH-001,260,20,240,15600.0,260,60.0,0.03,55,12,LOC-BK-004,2026-06-02,2026-06-16,PURCHASED,COMPONENT,ASSEMBLE_TO_ORDER_COMPONENT,0.14,1.1,True,True,False,False,False,EACH,2.0,30.0,5.0,2.5,1.0,BULK_STORAGE,4.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,UNKNOWN,UNKNOWN,UNKNOWN,0,0.0,0,UNKNOWN,0,0.0,UNKNOWN,0.5,MEDIUM_RISK,0.0,0.0,0.5,MEDIUM_RISK,False,0,False,False,LOADED_FROM_PHASE1,PHASE1_DEMAND_PLANNING_CONTEXT,0.0,0.0,0.0,0.0,0.0,UNKNOWN,False,False,0.0,UNKNOWN,UNKNOWN,14.0,2026-06-25,63.6,50.0,25.0,0.975,0,0,4770.0,95.0,135.0,2.16,1.95,7.5,0.0345431213017751,LOW,False,True,STRONG_HISTORY,NONE,HISTORICAL,HEALTHY,False,Supplier performance trend is acceptable for current review.,False,1.0,0.0,"Single sourcing recommended because supplier has LOW demand-adjusted risk and clearly highest adjusted score. Supplier selected because it is feasible, has strong total cost performance, and has sufficient historical evidence.",2,0,0,0,0.5,MEDIUM,0,0,UNKNOWN,UNKNOWN,0,0,0,0,0,0,0.7758039003944772,False,False,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,LOADED_FROM_PHASE2,PHASE2_PROCUREMENT_ALLOCATION_SUMMARY,1.0,True,False,NONE,,,0.0,0.0,0.0,False,0,False,True,False,False,False,True,False,COMPLETE_CONTEXT
SKU-COMP-WHEEL-MT-29,WH-001,210,18,192,14700.0,210,70.0,0.035,60,14,LOC-BK-005,2026-06-02,2026-06-16,PURCHASED,COMPONENT,ASSEMBLE_TO_ORDER_COMPONENT,0.16,1.35,True,True,False,False,False,EACH,2.0,28.0,5.0,2.5,1.0,BULK_STORAGE,4.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,UNKNOWN,UNKNOWN,UNKNOWN,0,0.0,0,UNKNOWN,0,0.0,UNKNOWN,0.5,MEDIUM_RISK,0.0,0.0,0.5,MEDIUM_RISK,False,0,False,False,LOADED_FROM_PHASE1,PHASE1_DEMAND_PLANNING_CONTEXT,0.0,0.0,0.0,0.0,0.0,UNKNOWN,False,False,0.0,UNKNOWN,UNKNOWN,16.0,2026-06-27,74.2,45.0,25.0,0.975,0,0,3710.0,95.0,135.0,2.16,1.95,5.0,0.0345431213017751,LOW,False,True,STRONG_HISTORY,NONE,HISTORICAL,HEALTHY,False,Supplier performance trend is acceptable for current review.,False,1.0,0.0,"Single sourcing recommended because supplier has LOW demand-adjusted risk and clearly highest adjusted score. Supplier selected because it is feasible, has strong total cost performance, and has sufficient historical evidence.",2,0,0,0,0.5,MEDIUM,0,0,UNKNOWN,UNKNOWN,0,0,0,0,0,0,0.7758039003944772,False,False,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,LOADED_FROM_PHASE2,PHASE2_PROCUREMENT_ALLOCATION_SUMMARY,1.0,True,False,NONE,,,0.0,0.0,0.0,False,0,False,True,False,False,False,True,False,COMPLETE_CONTEXT
SKU-COMP-TIRE-ROAD-700C,WH-001,340,25,315,8500.0,340,25.0,0.012,35,8,LOC-CP-002,2026-06-03,2026-06-17,PURCHASED,COMPONENT,ASSEMBLE_TO_ORDER_COMPONENT,0.035,0.32,True,False,False,False,False,CASE,10.0,50.0,5.0,2.5,1.0,CASE_PICKING,5.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,UNKNOWN,UNKNOWN,UNKNOWN,0,0.0,0,UNKNOWN,0,0.0,UNKNOWN,0.5,MEDIUM_RISK,0.0,0.0,0.5,MEDIUM_RISK,False,0,False,False,LOADED_FROM_PHASE1,PHASE1_DEMAND_PLANNING_CONTEXT,0.0,0.0,0.0,0.0,0.0,UNKNOWN,False,False,0.0,UNKNOWN,UNKNOWN,10.0,2026-06-21,26.5,80.0,40.0,0.975,0,0,3180.0,95.0,135.0,2.16,1.95,12.0,0.0345431213017751,LOW,False,True,STRONG_HISTORY,NONE,HISTORICAL,HEALTHY,False,Supplier performance trend is acceptable for current review.,False,1.0,0.0,"Single sourcing recommended because supplier has LOW demand-adjusted risk and clearly highest adjusted score. Supplier selected because it is feasible, has strong total cost performance, and has sufficient historical evidence.",2,0,0,0,0.5,MEDIUM,0,0,UNKNOWN,UNKNOWN,0,0,0,0,0,0,0.7758039003944772,False,False,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,LOADED_FROM_PHASE2,PHASE2_PROCUREMENT_ALLOCATION_SUMMARY,1.0,True,False,NONE,,,0.0,0.0,0.0,False,0,False,True,False,False,False,True,False,COMPLETE_CONTEXT
SKU-COMP-TIRE-MT-29,WH-001,300,22,278,9000.0,300,30.0,0.015,40,9,LOC-CP-003,2026-06-03,2026-06-17,PURCHASED,COMPONENT,ASSEMBLE_TO_ORDER_COMPONENT,0.045,0.55,True,False,False,False,False,CASE,8.0,45.0,5.0,2.5,1.0,CASE_PICKING,5.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,UNKNOWN,UNKNOWN,UNKNOWN,0,0.0,0,UNKNOWN,0,0.0,UNKNOWN,0.5,MEDIUM_RISK,0.0,0.0,0.5,MEDIUM_RISK,False,0,False,False,LOADED_FROM_PHASE1,PHASE1_DEMAND_PLANNING_CONTEXT,0.0,0.0,0.0,0.0,0.0,UNKNOWN,False,False,0.0,UNKNOWN,UNKNOWN,11.0,2026-06-22,31.8,70.0,35.0,0.975,0,0,3339.0,95.0,135.0,2.16,1.95,10.5,0.0345431213017751,LOW,False,True,STRONG_HISTORY,NONE,HISTORICAL,HEALTHY,False,Supplier performance trend is acceptable for current review.,False,1.0,0.0,"Single sourcing recommended because supplier has LOW demand-adjusted risk and clearly highest adjusted score. Supplier selected because it is feasible, has strong total cost performance, and has sufficient historical evidence.",2,0,0,0,0.5,MEDIUM,0,0,UNKNOWN,UNKNOWN,0,0,0,0,0,0,0.7758039003944772,False,False,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,LOADED_FROM_PHASE2,PHASE2_PROCUREMENT_ALLOCATION_SUMMARY,1.0,True,False,NONE,,,0.0,0.0,0.0,False,0,False,True,False,False,False,True,False,COMPLETE_CONTEXT
SKU-COMP-BRAKE-FRONT-001,WH-001,160,12,148,7200.0,160,45.0,0.023,50,10,LOC-EP-002,2026-06-04,2026-06-18,PURCHASED,COMPONENT,ASSEMBLE_TO_ORDER_COMPONENT,0.015,0.65,True,False,False,False,True,EACH,20.0,80.0,5.0,2.5,1.0,EACH_PICKING,4.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,UNKNOWN,UNKNOWN,UNKNOWN,0,0.0,0,UNKNOWN,0,0.0,UNKNOWN,0.5,MEDIUM_RISK,0.0,0.0,0.5,MEDIUM_RISK,False,0,False,False,LOADED_FROM_PHASE1,PHASE1_DEMAND_PLANNING_CONTEXT,0.0,0.0,0.0,0.0,0.0,UNKNOWN,False,False,0.0,UNKNOWN,UNKNOWN,13.0,2026-06-24,47.7,40.0,20.0,0.975,0,0,2862.0,95.0,135.0,2.16,1.95,6.0,0.0345431213017751,LOW,False,True,STRONG_HISTORY,NONE,HISTORICAL,HEALTHY,False,Supplier performance trend is acceptable for current review.,False,1.0,0.0,"Single sourcing recommended because supplier has LOW demand-adjusted risk and clearly highest adjusted score. Supplier selected because it is feasible, has strong total cost performance, and has sufficient historical evidence.",2,0,0,0,0.5,MEDIUM,0,0,UNKNOWN,UNKNOWN,0,0,0,0,0,0,0.7758039003944772,False,False,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,LOADED_FROM_PHASE2,PHASE2_PROCUREMENT_ALLOCATION_SUMMARY,1.0,True,False,NONE,,,0.0,0.0,0.0,False,0,False,True,False,False,False,True,False,COMPLETE_CONTEXT
SKU-COMP-BRAKE-REAR-001,WH-001,155,12,143,6975.0,155,45.0,0.023,50,10,LOC-EP-003,2026-06-04,2026-06-18,PURCHASED,COMPONENT,ASSEMBLE_TO_ORDER_COMPONENT,0.015,0.65,True,False,False,False,True,EACH,20.0,80.0,5.0,2.5,1.0,EACH_PICKING,4.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,UNKNOWN,UNKNOWN,UNKNOWN,0,0.0,0,UNKNOWN,0,0.0,UNKNOWN,0.5,MEDIUM_RISK,0.0,0.0,0.5,MEDIUM_RISK,False,0,False,False,LOADED_FROM_PHASE1,PHASE1_DEMAND_PLANNING_CONTEXT,0.0,0.0,0.0,0.0,0.0,UNKNOWN,False,False,0.0,UNKNOWN,UNKNOWN,13.0,2026-06-24,47.7,40.0,20.0,0.975,0,0,2862.0,95.0,135.0,2.16,1.95,6.0,0.0345431213017751,LOW,False,True,STRONG_HISTORY,NONE,HISTORICAL,HEALTHY,False,Supplier performance trend is acceptable for current review.,False,1.0,0.0,"Single sourcing recommended because supplier has LOW demand-adjusted risk and clearly highest adjusted score. Supplier selected because it is feasible, has strong total cost performance, and has sufficient historical evidence.",2,0,0,0,0.5,MEDIUM,0,0,UNKNOWN,UNKNOWN,0,0,0,0,0,0,0.7758039003944772,False,False,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,LOADED_FROM_PHASE2,PHASE2_PROCUREMENT_ALLOCATION_SUMMARY,1.0,True,False,NONE,,,0.0,0.0,0.0,False,0,False,True,False,False,False,True,False,COMPLETE_CONTEXT
SKU-COMP-PEDAL-SET-001,WH-001,180,14,166,3600.0,180,20.0,0.01,30,6,LOC-EP-004,2026-06-05,2026-06-18,PURCHASED,COMPONENT,ASSEMBLE_TO_ORDER_COMPONENT,0.025,0.75,True,False,False,False,False,EACH,12.0,60.0,5.0,2.5,1.0,EACH_PICKING,4.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,UNKNOWN,UNKNOWN,UNKNOWN,0,0.0,0,UNKNOWN,0,0.0,UNKNOWN,0.5,MEDIUM_RISK,0.0,0.0,0.5,MEDIUM_RISK,False,0,False,False,LOADED_FROM_PHASE1,PHASE1_DEMAND_PLANNING_CONTEXT,0.0,0.0,0.0,0.0,0.0,UNKNOWN,False,False,0.0,UNKNOWN,UNKNOWN,9.0,2026-06-20,21.2,60.0,30.0,0.975,0,0,1908.0,95.0,135.0,2.16,1.95,9.0,0.0345431213017751,LOW,False,True,STRONG_HISTORY,NONE,HISTORICAL,HEALTHY,False,Supplier performance trend is acceptable for current review.,False,1.0,0.0,"Single sourcing recommended because supplier has LOW demand-adjusted risk and clearly highest adjusted score. Supplier selected because it is feasible, has strong total cost performance, and has sufficient historical evidence.",2,0,0,0,0.5,MEDIUM,0,0,UNKNOWN,UNKNOWN,0,0,0,0,0,0,0.7758039003944772,False,False,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,LOADED_FROM_PHASE2,PHASE2_PROCUREMENT_ALLOCATION_SUMMARY,1.0,True,False,NONE,,,0.0,0.0,0.0,False,0,False,True,False,False,False,True,False,COMPLETE_CONTEXT
SKU-COMP-BOLT-KIT-001,WH-001,500,40,460,2500.0,500,5.0,0.0025,12,2,LOC-SC-003,2026-06-05,2026-06-18,PURCHASED,COMPONENT,ASSEMBLE_TO_ORDER_COMPONENT,0.006,0.4,True,False,False,False,True,CASE,50.0,100.0,5.0,2.5,1.0,EACH_PICKING,4.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,UNKNOWN,UNKNOWN,UNKNOWN,0,0.0,0,UNKNOWN,0,0.0,UNKNOWN,0.5,MEDIUM_RISK,0.0,0.0,0.5,MEDIUM_RISK,False,0,False,False,LOADED_FROM_PHASE1,PHASE1_DEMAND_PLANNING_CONTEXT,0.0,0.0,0.0,0.0,0.0,UNKNOWN,False,False,0.0,UNKNOWN,UNKNOWN,7.0,2026-06-18,5.3,120.0,60.0,0.975,0,0,954.0,95.0,135.0,2.16,1.95,18.0,0.0345431213017751,LOW,False,True,STRONG_HISTORY,NONE,HISTORICAL,HEALTHY,False,Supplier performance trend is acceptable for current review.,False,1.0,0.0,"Single sourcing recommended because supplier has LOW demand-adjusted risk and clearly highest adjusted score. Supplier selected because it is feasible, has strong total cost performance, and has sufficient historical evidence.",2,0,0,0,0.5,MEDIUM,0,0,UNKNOWN,UNKNOWN,0,0,0,0,0,0,0.7758039003944772,False,False,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,LOADED_FROM_PHASE2,PHASE2_PROCUREMENT_ALLOCATION_SUMMARY,1.0,True,False,NONE,,,0.0,0.0,0.0,False,0,False,True,False,False,False,True,False,COMPLETE_CONTEXT
SP-LUBE-OIL-001,WH-001,24,0,24,444.0,24,18.5,0.009,45,3,LOC-SC-004,2026-06-10,2026-06-22,PURCHASED,SPARE_PART,MAINTENANCE_SPARE_BUFFER,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,General Machine Lubricating Oil,Maintenance Spare Parts,UNKNOWN,0,0.25,0,UNKNOWN,0,4.0,UNKNOWN,0.875,MEDIUM_RISK,4.0,4.0,0.5,MEDIUM_RISK,False,0,False,False,LOADED_FROM_PHASE1,PHASE1_DEMAND_PLANNING_CONTEXT,28.0,120.0,240.0,359.0,4.0,MEDIUM,False,False,30.0,UNKNOWN,UNKNOWN,5.0,2026-06-16,18.5,6.0,6.0,0.99,0,0,555.0,35.0,45.0,0.3,0.3,0.8999999999999999,0.0436556213017751,LOW,False,True,STRONG_HISTORY,NONE,HISTORICAL,HEALTHY,False,Supplier performance trend is acceptable for current review.,False,1.0,0.0,"Single sourcing recommended because supplier has LOW demand-adjusted risk and clearly highest adjusted score. Supplier selected because it is feasible, has strong total cost performance, and has sufficient historical evidence.",2,0,0,0,0.5,MEDIUM,0,0,UNKNOWN,UNKNOWN,0,0,0,0,0,0,0.9948314003944771,False,False,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,LOADED_FROM_PHASE2,PHASE2_PROCUREMENT_ALLOCATION_SUMMARY,1.0,True,False,NONE,SUP-002,SUP-002:28.00,28.0,29.0,566.39,False,0,False,True,False,False,False,True,False,COMPLETE_CONTEXT
SP-BEARING-KIT-001,WH-001,5,0,5,475.0,5,95.0,0.0475,250,20,LOC-SC-005,2026-06-04,2026-06-15,PURCHASED,SPARE_PART,MAINTENANCE_SPARE_BUFFER,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,General Bearing Replacement Kit,Maintenance Spare Parts,UNKNOWN,0,0.0,0,UNKNOWN,0,1.0,UNKNOWN,1.0,MEDIUM_RISK,1.0,1.0,0.5,MEDIUM_RISK,False,0,False,False,LOADED_FROM_PHASE1,PHASE1_DEMAND_PLANNING_CONTEXT,7.0,30.0,60.0,90.0,1.0,LOW,False,False,30.0,UNKNOWN,UNKNOWN,8.0,2026-06-19,95.0,2.0,2.0,0.985,0,0,760.0,45.0,55.0,2.16,2.1,0.96,0.0519181213017751,LOW,False,True,STRONG_HISTORY,NONE,HISTORICAL,HEALTHY,False,Supplier performance trend is acceptable for current review.,False,1.0,0.0,Single sourcing recommended because supplier has LOW demand-adjusted risk and clearly highest adjusted score. Supplier selected due to lowest estimated total procurement cost and acceptable reliability.,2,0,0,0,0.5,MEDIUM,0,0,UNKNOWN,UNKNOWN,0,0,0,0,0,0,0.9924289003944774,True,True,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,LOADED_FROM_PHASE2,PHASE2_PROCUREMENT_ALLOCATION_SUMMARY,1.0,True,False,NONE,SUP-004,SUP-004:7.00,7.0,8.0,822.15,False,0,False,True,False,False,False,True,False,COMPLETE_CONTEXT
SP-FRAME-JIG-PAD-001,WH-001,6,0,6,252.0,6,42.0,0.021,120,10,LOC-SC-006,2026-06-05,2026-06-14,PURCHASED,SPARE_PART,MAINTENANCE_SPARE_BUFFER,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Frame Jig Wear Pad Kit,Maintenance Spare Parts,UNKNOWN,0,0.0,0,UNKNOWN,0,2.0,UNKNOWN,1.0,MEDIUM_RISK,2.0,2.0,0.5,MEDIUM_RISK,False,0,False,False,LOADED_FROM_PHASE1,PHASE1_DEMAND_PLANNING_CONTEXT,14.0,60.0,120.0,180.0,2.0,LOW,False,False,30.0,UNKNOWN,UNKNOWN,6.0,2026-06-17,42.0,2.0,2.0,0.98,0,0,672.0,35.0,45.0,1.0500000000000005,1.0,1.6,0.0480026570048309,LOW,False,True,STRONG_HISTORY,NONE,HISTORICAL,MIXED,False,Supplier performance trend is acceptable for current review.,False,1.0,0.0,Single supplier available for SKU. Supplier selected due to lowest estimated total procurement cost and acceptable reliability.,2,0,0,0,0.5,MEDIUM,0,0,UNKNOWN,UNKNOWN,0,0,0,0,0,0,0.9959817552334944,False,False,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,LOADED_FROM_PHASE2,PHASE2_PROCUREMENT_ALLOCATION_SUMMARY,1.0,True,False,NONE,SUP-003,SUP-003:14.00,14.0,15.0,634.72,False,0,False,True,False,False,False,True,False,COMPLETE_CONTEXT
