sku_id,product_name,category,current_inventory,inventory_position,recommended_order_quantity,projected_units_after_order,abc_class,fsn_class,movement_class,vitality_class,perishability_class,seasonality_class,inventory_priority_class,main_inventory_status,primary_action,action_priority,main_cost_driver,cost_risk_level,movement_count,handling_unit,unit_volume_m3,unit_weight_kg,temperature_control_required,security_control_required,forklift_required,low_level_required,ergonomic_level_required,forklift_required_reason,low_level_required_reason,fefo_required,expiry_tracking_required,fragile,hazardous,stackable,max_stack_height_m,slotting_priority_score,z_level_score,recommended_storage_zone,recommended_location_id,location_assignment_status,current_location_id,zone,aisle,rack,shelf,bin,assigned_temperature_controlled,assigned_security_controlled,assigned_forklift_accessible,assigned_perishable_allowed,assigned_fragile_allowed,assigned_heavy_allowed,zone_match_type,expired_batch_ids,near_expiry_batch_ids,healthy_batch_ids,expired_batch_count,near_expiry_batch_count,healthy_batch_count,active_expired_batch_count,active_near_expiry_batch_count,active_healthy_batch_count,expired_empty_batch_count,near_expiry_empty_batch_count,healthy_empty_batch_count,quarantine_units,near_expiry_units_for_fefo,normal_storage_units,replenishment_units,historical_expired_or_near_expiry_batch_exists,quarantine_location_id,fefo_location_id,primary_storage_location_id,replenishment_receiving_location_id,batch_split_required,batch_split_reason,active_batch_split_reason,historical_batch_trace_reason,primary_storage_units,quarantine_storage_units,fefo_storage_units,replenishment_storage_units,primary_storage_volume_m3,quarantine_storage_volume_m3,fefo_storage_volume_m3,replenishment_storage_volume_m3,primary_projected_volume_m3,primary_storage_weight_kg,quarantine_storage_weight_kg,fefo_storage_weight_kg,replenishment_storage_weight_kg,primary_projected_weight_kg,current_required_volume_m3,projected_required_volume_m3,current_required_weight_kg,projected_required_weight_kg,location_capacity_m3,location_capacity_kg,location_current_utilization_pct,location_projected_utilization_pct,location_current_weight_utilization_pct,location_projected_weight_utilization_pct,projected_space_shortage_m3,projected_weight_shortage_kg,current_space_utilization_cost,projected_space_utilization_cost,incremental_space_cost_after_order,replenishment_location_projected_utilization_pct,replenishment_location_projected_weight_utilization_pct,replenishment_location_projected_over_capacity_flag,replenishment_location_projected_capacity_pressure_flag,sku_replenishment_volume_m3,sku_replenishment_weight_kg,sku_causes_projected_staging_pressure,sku_replenishment_staging_warning,sku_replenishment_staging_reason,distance_from_receiving_m,distance_to_shipping_m,distance_to_pick_face_m,one_way_operational_distance_m,total_travel_distance_m,travel_distance_basis,travel_threshold_basis,travel_time_min,travel_cost,frequency_adjusted_travel_distance_m,frequency_adjusted_travel_cost,slotting_warning_flags,slotting_info_flags,slotting_action_recommendation,slotting_reason,map_x,map_y,map_z,map_zone,map_label,map_color_group,primary_visual_location_id,replenishment_visual_location_id,quarantine_visual_location_id,fefo_visual_location_id,primary_visual_quantity,replenishment_visual_quantity,quarantine_visual_quantity,fefo_visual_quantity,primary_visual_volume_m3,replenishment_visual_volume_m3,quarantine_visual_volume_m3,fefo_visual_volume_m3,visual_status_group,visual_warning_flags,visual_info_flags
SP-ELECTRICAL-SENSOR-001,General Machine Sensor Kit,Maintenance Spare Parts,3.0,3.0,7.0,10.0,B,N,NON_MOVING,VITAL,NON_PERISHABLE,NON_SEASONAL,HIGH_PRIORITY,CRITICAL_LOW_STOCK,ORDER_RECOMMENDED_QUANTITY,HIGH,PURCHASE_COST,MEDIUM,0.0,,0.01,1.0,False,False,False,False,False,NOT_REQUIRED,NOT_REQUIRED,False,False,False,False,False,1.8,0.29,1.0,SLOW_PICK,LOC-SP-001,ASSIGNED_WITH_WARNINGS,LOC-SC-005,SLOW_PICK,S1,C,4,,False,False,False,False,True,False,EXACT_ZONE_MATCH,,,,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,7.0,False,,,LOC-SP-001,LOC-RC-001,False,No batch split required.,No active expired or near-expiry quantity requires operational batch split.,No historical expired or near-expiry batch trace issue.,3.0,0.0,0.0,7.0,0.03,0.0,0.0,0.07,0.1,3.0,0.0,0.0,7.0,10.0,0.03,0.1,3.0,10.0,30.0,1800.0,55.4,56.1,55.84,57.01,0.0,0.0,0.08,0.28,0.2,252.89,111.95,True,False,0.07,7.0,True,REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,"Recommended replenishment quantity is staged through LOC-RC-001, whose projected utilization exceeds capacity. Review receiving/staging capacity before ordering.",47.71,29.68,29.68,29.68,77.39,LOCATION_DISTANCE_FIELDS,ONE_WAY,1.29,1.55,77.39,1.55,MISSING_SKU_STORAGE_REQUIREMENTS;REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,PRIMARY_REPLENISHMENT_LOCATION_ROLE_SPLIT;REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT,MOVE_TO_SLOW_PICK,Slow or non-moving SKU can be placed in slow-pick space to protect prime locations.,42.0,28.0,4.0,SLOW_PICK,SP-ELECTRICAL-SENSOR-001 -> LOC-SP-001,REORDER_NOW,LOC-SP-001,LOC-RC-001,,,3.0,7.0,0.0,0.0,0.03,0.07,0.0,0.0,REORDER_NOW,REPLENISHMENT_STAGING_OVER_CAPACITY;RECEIVING_CAPACITY_REVIEW_REQUIRED,REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT
SP-QC-CALIBRATION-KIT-001,QC Calibration Kit,Maintenance Spare Parts,2.0,2.0,7.0,9.0,B,N,NON_MOVING,VITAL,NON_PERISHABLE,NON_SEASONAL,HIGH_PRIORITY,CRITICAL_LOW_STOCK,ORDER_RECOMMENDED_QUANTITY,HIGH,PURCHASE_COST,MEDIUM,0.0,,0.01,1.0,False,False,False,False,False,NOT_REQUIRED,NOT_REQUIRED,False,False,False,False,False,1.8,0.29,1.0,SLOW_PICK,LOC-SP-001,ASSIGNED_WITH_WARNINGS,LOC-SC-005,SLOW_PICK,S1,C,4,,False,False,False,False,True,False,EXACT_ZONE_MATCH,,,,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,7.0,False,,,LOC-SP-001,LOC-RC-001,False,No batch split required.,No active expired or near-expiry quantity requires operational batch split.,No historical expired or near-expiry batch trace issue.,2.0,0.0,0.0,7.0,0.02,0.0,0.0,0.07,0.09,2.0,0.0,0.0,7.0,9.0,0.02,0.09,2.0,9.0,30.0,1800.0,55.47,56.4,55.96,57.51,0.0,0.0,0.06,0.25,0.2,252.89,111.95,True,False,0.07,7.0,True,REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,"Recommended replenishment quantity is staged through LOC-RC-001, whose projected utilization exceeds capacity. Review receiving/staging capacity before ordering.",47.71,29.68,29.68,29.68,77.39,LOCATION_DISTANCE_FIELDS,ONE_WAY,1.29,1.55,77.39,1.55,MISSING_SKU_STORAGE_REQUIREMENTS;REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,PRIMARY_REPLENISHMENT_LOCATION_ROLE_SPLIT;REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT,MOVE_TO_SLOW_PICK,Slow or non-moving SKU can be placed in slow-pick space to protect prime locations.,42.0,28.0,4.0,SLOW_PICK,SP-QC-CALIBRATION-KIT-001 -> LOC-SP-001,REORDER_NOW,LOC-SP-001,LOC-RC-001,,,2.0,7.0,0.0,0.0,0.02,0.07,0.0,0.0,REORDER_NOW,REPLENISHMENT_STAGING_OVER_CAPACITY;RECEIVING_CAPACITY_REVIEW_REQUIRED,REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT
SKU-COMP-WHEEL-ROAD-700C,UNKNOWN,UNKNOWN,260.0,260.0,75.0,335.0,B,N,NON_MOVING,VITAL,NON_PERISHABLE,NON_SEASONAL,HIGH_PRIORITY,OVERSTOCK,REDUCE_FUTURE_ORDERS,MEDIUM,OVERSTOCK_COST,CRITICAL,0.0,EACH,0.14,1.1,False,False,False,True,False,NOT_REQUIRED,FRAGILE_PREFERS_LOW_LEVEL,False,False,True,False,True,4.0,0.24,0.05,SLOW_PICK,,NO_FEASIBLE_LOCATION,LOC-BK-004,SLOW_PICK,S1,C,4,,False,False,False,False,True,False,NO_FEASIBLE_LOCATION,,,,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,75.0,False,,,,LOC-RC-001,False,No batch split required.,No active expired or near-expiry quantity requires operational batch split.,No historical expired or near-expiry batch trace issue.,260.0,0.0,0.0,75.0,36.4,0.0,0.0,10.5,46.9,286.0,0.0,0.0,82.5,368.5,36.4,46.9,286.0,368.5,10.0,1000.0,0.0,469.0,0.0,36.85,36.9,0.0,145.6,187.6,42.0,252.89,111.95,True,False,10.5,82.5,True,REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,"Recommended replenishment quantity is staged through LOC-RC-001, whose projected utilization exceeds capacity. Review receiving/staging capacity before ordering.",47.71,29.68,29.68,29.68,77.39,LOCATION_DISTANCE_FIELDS,ONE_WAY,1.29,1.55,77.39,1.55,NO_FEASIBLE_LOCATION_FOUND;MISSING_LOCATION_DATA;INSUFFICIENT_SPACE_AFTER_ORDER;REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,PRIMARY_REPLENISHMENT_LOCATION_ROLE_SPLIT;REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT,REVIEW_MANUALLY,No feasible location found that satisfies capacity and handling constraints.,42.0,28.0,4.0,SLOW_PICK,SKU-COMP-WHEEL-ROAD-700C -> LOC-SP-001,NO_FEASIBLE_LOCATION,,LOC-RC-001,,,260.0,75.0,0.0,0.0,36.4,10.5,0.0,0.0,NO_FEASIBLE_LOCATION,NO_FEASIBLE_LOCATION_FOUND;REPLENISHMENT_STAGING_OVER_CAPACITY;RECEIVING_CAPACITY_REVIEW_REQUIRED,REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT
SKU-COMP-WHEEL-MT-29,UNKNOWN,UNKNOWN,210.0,210.0,75.0,285.0,B,N,NON_MOVING,VITAL,NON_PERISHABLE,NON_SEASONAL,HIGH_PRIORITY,OVERSTOCK,REDUCE_FUTURE_ORDERS,MEDIUM,OVERSTOCK_COST,CRITICAL,0.0,EACH,0.16,1.35,False,False,False,True,False,NOT_REQUIRED,FRAGILE_PREFERS_LOW_LEVEL,False,False,True,False,True,4.0,0.24,0.05,SLOW_PICK,,NO_FEASIBLE_LOCATION,LOC-BK-005,SLOW_PICK,S1,C,4,,False,False,False,False,True,False,NO_FEASIBLE_LOCATION,,,,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,75.0,False,,,,LOC-RC-001,False,No batch split required.,No active expired or near-expiry quantity requires operational batch split.,No historical expired or near-expiry batch trace issue.,210.0,0.0,0.0,75.0,33.6,0.0,0.0,12.0,45.6,283.5,0.0,0.0,101.25,384.75,33.6,45.6,283.5,384.75,10.0,1000.0,0.0,456.0,0.0,38.48,35.6,0.0,134.4,182.4,48.0,252.89,111.95,True,False,12.0,101.25,True,REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,"Recommended replenishment quantity is staged through LOC-RC-001, whose projected utilization exceeds capacity. Review receiving/staging capacity before ordering.",47.71,29.68,29.68,29.68,77.39,LOCATION_DISTANCE_FIELDS,ONE_WAY,1.29,1.55,77.39,1.55,NO_FEASIBLE_LOCATION_FOUND;MISSING_LOCATION_DATA;INSUFFICIENT_SPACE_AFTER_ORDER;REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,PRIMARY_REPLENISHMENT_LOCATION_ROLE_SPLIT;REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT,REVIEW_MANUALLY,No feasible location found that satisfies capacity and handling constraints.,42.0,28.0,4.0,SLOW_PICK,SKU-COMP-WHEEL-MT-29 -> LOC-SP-001,NO_FEASIBLE_LOCATION,,LOC-RC-001,,,210.0,75.0,0.0,0.0,33.6,12.0,0.0,0.0,NO_FEASIBLE_LOCATION,NO_FEASIBLE_LOCATION_FOUND;REPLENISHMENT_STAGING_OVER_CAPACITY;RECEIVING_CAPACITY_REVIEW_REQUIRED,REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT
SKU-COMP-FRAME-ROAD-001,UNKNOWN,UNKNOWN,120.0,120.0,60.0,180.0,B,N,NON_MOVING,VITAL,NON_PERISHABLE,NON_SEASONAL,HIGH_PRIORITY,OVERSTOCK,REDUCE_FUTURE_ORDERS,MEDIUM,OVERSTOCK_COST,CRITICAL,0.0,EACH,0.22,2.2,False,False,False,True,False,NOT_REQUIRED,FRAGILE_PREFERS_LOW_LEVEL,False,False,True,False,True,4.0,0.24,0.05,SLOW_PICK,,NO_FEASIBLE_LOCATION,LOC-BK-002,SLOW_PICK,S1,C,4,,False,False,False,False,True,False,NO_FEASIBLE_LOCATION,,,,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,60.0,False,,,,LOC-RC-001,False,No batch split required.,No active expired or near-expiry quantity requires operational batch split.,No historical expired or near-expiry batch trace issue.,120.0,0.0,0.0,60.0,26.4,0.0,0.0,13.2,39.6,264.0,0.0,0.0,132.0,396.0,26.4,39.6,264.0,396.0,10.0,1000.0,0.0,396.0,0.0,39.6,29.6,0.0,105.6,158.4,52.8,252.89,111.95,True,False,13.2,132.0,True,REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,"Recommended replenishment quantity is staged through LOC-RC-001, whose projected utilization exceeds capacity. Review receiving/staging capacity before ordering.",47.71,29.68,29.68,29.68,77.39,LOCATION_DISTANCE_FIELDS,ONE_WAY,1.29,1.55,77.39,1.55,NO_FEASIBLE_LOCATION_FOUND;MISSING_LOCATION_DATA;INSUFFICIENT_SPACE_AFTER_ORDER;REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,PRIMARY_REPLENISHMENT_LOCATION_ROLE_SPLIT;REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT,REVIEW_MANUALLY,No feasible location found that satisfies capacity and handling constraints.,42.0,28.0,4.0,SLOW_PICK,SKU-COMP-FRAME-ROAD-001 -> LOC-SP-001,NO_FEASIBLE_LOCATION,,LOC-RC-001,,,120.0,60.0,0.0,0.0,26.4,13.2,0.0,0.0,NO_FEASIBLE_LOCATION,NO_FEASIBLE_LOCATION_FOUND;REPLENISHMENT_STAGING_OVER_CAPACITY;RECEIVING_CAPACITY_REVIEW_REQUIRED,REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT
SKU-COMP-FRAME-MT-001,UNKNOWN,UNKNOWN,90.0,90.0,60.0,150.0,B,N,NON_MOVING,VITAL,NON_PERISHABLE,NON_SEASONAL,HIGH_PRIORITY,OVERSTOCK,REDUCE_FUTURE_ORDERS,MEDIUM,OVERSTOCK_COST,HIGH,0.0,EACH,0.26,2.8,False,False,False,True,False,NOT_REQUIRED,FRAGILE_PREFERS_LOW_LEVEL,False,False,True,False,True,4.0,0.24,0.05,SLOW_PICK,,NO_FEASIBLE_LOCATION,LOC-BK-003,SLOW_PICK,S1,C,4,,False,False,False,False,True,False,NO_FEASIBLE_LOCATION,,,,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,60.0,False,,,,LOC-RC-001,False,No batch split required.,No active expired or near-expiry quantity requires operational batch split.,No historical expired or near-expiry batch trace issue.,90.0,0.0,0.0,60.0,23.4,0.0,0.0,15.6,39.0,252.0,0.0,0.0,168.0,420.0,23.4,39.0,252.0,420.0,10.0,1000.0,0.0,390.0,0.0,42.0,29.0,0.0,93.6,156.0,62.4,252.89,111.95,True,False,15.6,168.0,True,REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,"Recommended replenishment quantity is staged through LOC-RC-001, whose projected utilization exceeds capacity. Review receiving/staging capacity before ordering.",47.71,29.68,29.68,29.68,77.39,LOCATION_DISTANCE_FIELDS,ONE_WAY,1.29,1.55,77.39,1.55,NO_FEASIBLE_LOCATION_FOUND;MISSING_LOCATION_DATA;INSUFFICIENT_SPACE_AFTER_ORDER;REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,PRIMARY_REPLENISHMENT_LOCATION_ROLE_SPLIT;REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT,REVIEW_MANUALLY,No feasible location found that satisfies capacity and handling constraints.,42.0,28.0,4.0,SLOW_PICK,SKU-COMP-FRAME-MT-001 -> LOC-SP-001,NO_FEASIBLE_LOCATION,,LOC-RC-001,,,90.0,60.0,0.0,0.0,23.4,15.6,0.0,0.0,NO_FEASIBLE_LOCATION,NO_FEASIBLE_LOCATION_FOUND;REPLENISHMENT_STAGING_OVER_CAPACITY;RECEIVING_CAPACITY_REVIEW_REQUIRED,REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT
SKU-COMP-TIRE-MT-29,UNKNOWN,UNKNOWN,300.0,300.0,105.0,405.0,B,N,NON_MOVING,VITAL,NON_PERISHABLE,NON_SEASONAL,HIGH_PRIORITY,OVERSTOCK,REDUCE_FUTURE_ORDERS,MEDIUM,OVERSTOCK_COST,HIGH,0.0,CASE,0.045,0.55,False,False,False,False,False,NOT_REQUIRED,NOT_REQUIRED,False,False,False,False,True,5.0,0.24,0.75,SLOW_PICK,LOC-PL-002,ASSIGNED,LOC-CP-003,PALLET_STORAGE,P2,B,2,,False,False,True,False,False,True,COMPATIBLE_ZONE_MATCH,,,,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,105.0,False,,,LOC-PL-002,LOC-RC-001,False,No batch split required.,No active expired or near-expiry quantity requires operational batch split.,No historical expired or near-expiry batch trace issue.,300.0,0.0,0.0,105.0,13.5,0.0,0.0,4.72,18.22,165.0,0.0,0.0,57.75,222.75,13.5,18.22,165.0,222.75,84.0,8500.0,83.07,88.7,68.94,69.62,0.0,0.0,54.0,72.9,18.9,252.89,111.95,True,False,4.72,57.75,True,REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,"Recommended replenishment quantity is staged through LOC-RC-001, whose projected utilization exceeds capacity. Review receiving/staging capacity before ordering.",26.08,36.4,23.85,23.85,62.48,LOCATION_DISTANCE_FIELDS,ONE_WAY,1.04,1.25,62.48,1.25,REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,PRIMARY_REPLENISHMENT_LOCATION_ROLE_SPLIT;REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT,REVIEW_MANUALLY,Recommended location satisfies constraints but differs from the preferred zone; review manually before moving.,24.0,16.0,2.0,PALLET_STORAGE,SKU-COMP-TIRE-MT-29 -> LOC-PL-002,OVERSTOCK,LOC-PL-002,LOC-RC-001,,,300.0,105.0,0.0,0.0,13.5,4.72,0.0,0.0,PROJECTED_OVER_CAPACITY,REPLENISHMENT_STAGING_OVER_CAPACITY;RECEIVING_CAPACITY_REVIEW_REQUIRED,REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT
SKU-COMP-TIRE-ROAD-700C,UNKNOWN,UNKNOWN,340.0,340.0,120.0,460.0,B,N,NON_MOVING,VITAL,NON_PERISHABLE,NON_SEASONAL,HIGH_PRIORITY,OVERSTOCK,REDUCE_FUTURE_ORDERS,MEDIUM,OVERSTOCK_COST,HIGH,0.0,CASE,0.035,0.32,False,False,False,False,False,NOT_REQUIRED,NOT_REQUIRED,False,False,False,False,True,5.0,0.24,0.45,SLOW_PICK,LOC-BK-001,ASSIGNED,LOC-CP-002,BULK_STORAGE,B1,A,1,,False,False,True,False,False,True,COMPATIBLE_ZONE_MATCH,,,,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,120.0,False,,,LOC-BK-001,LOC-RC-001,False,No batch split required.,No active expired or near-expiry quantity requires operational batch split.,No historical expired or near-expiry batch trace issue.,340.0,0.0,0.0,120.0,11.9,0.0,0.0,4.2,16.1,108.8,0.0,0.0,38.4,147.2,11.9,16.1,108.8,147.2,160.0,15000.0,63.19,65.81,56.21,56.46,0.0,0.0,38.08,51.52,13.44,252.89,111.95,True,False,4.2,38.4,True,REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,"Recommended replenishment quantity is staged through LOC-RC-001, whose projected utilization exceeds capacity. Review receiving/staging capacity before ordering.",49.4,19.72,19.72,19.72,69.12,LOCATION_DISTANCE_FIELDS,ONE_WAY,1.15,1.38,69.12,1.38,REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,PRIMARY_REPLENISHMENT_LOCATION_ROLE_SPLIT;REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT,REVIEW_MANUALLY,Recommended location satisfies constraints but differs from the preferred zone; review manually before moving.,48.0,20.0,1.0,BULK_STORAGE,SKU-COMP-TIRE-ROAD-700C -> LOC-BK-001,OVERSTOCK,LOC-BK-001,LOC-RC-001,,,340.0,120.0,0.0,0.0,11.9,4.2,0.0,0.0,PROJECTED_OVER_CAPACITY,REPLENISHMENT_STAGING_OVER_CAPACITY;RECEIVING_CAPACITY_REVIEW_REQUIRED,REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT
SKU-GFT-010,Premium Gift Wrap Roll,Stationery,310.0,310.0,0.0,310.0,C,S,SLOW_MOVING,IMPORTANT,NON_PERISHABLE,NON_SEASONAL,MEDIUM_PRIORITY,OVERSTOCK,REDUCE_FUTURE_ORDERS,MEDIUM,OVERSTOCK_COST,HIGH,5.0,EACH,0.015,0.65,False,True,False,True,False,NOT_REQUIRED,FRAGILE_PREFERS_LOW_LEVEL,False,False,True,False,False,2.0,0.24,1.0,SECURITY_CONTROLLED,,NO_FEASIBLE_LOCATION,LOC-SC-002,EACH_PICKING,SEC1,A,2,,False,True,False,False,True,False,NO_FEASIBLE_LOCATION,,,BATCH-010-01;BATCH-010-02,0,0,2,0,0,2,0,0,0,0.0,0.0,310.0,0.0,False,,,,,False,No batch split required.,No active expired or near-expiry quantity requires operational batch split.,No historical expired or near-expiry batch trace issue.,310.0,0.0,0.0,0.0,4.65,0.0,0.0,0.0,4.65,201.5,0.0,0.0,0.0,201.5,4.65,4.65,201.5,201.5,10.0,1000.0,0.0,46.5,0.0,20.15,0.0,0.0,26.04,26.04,0.0,0.0,0.0,False,False,0.0,0.0,False,,No replenishment staging quantity is assigned for this SKU.,32.56,24.52,24.52,24.52,57.08,LOCATION_DISTANCE_FIELDS,ONE_WAY,0.95,1.14,285.4,5.7,NO_FEASIBLE_LOCATION_FOUND;MISSING_LOCATION_DATA;LOW_LOCATION_UTILIZATION,,REVIEW_MANUALLY,No feasible location found that satisfies capacity and handling constraints.,34.0,8.0,2.0,EACH_PICKING,SKU-GFT-010 -> LOC-SC-001,NO_FEASIBLE_LOCATION,,,,,310.0,0.0,0.0,0.0,4.65,0.0,0.0,0.0,NO_FEASIBLE_LOCATION,NO_FEASIBLE_LOCATION_FOUND,
SKU-CHC-005,Valentine Chocolate Box 250g,Confectionery,35.0,35.0,150.0,185.0,B,N,NON_MOVING,IMPORTANT,SPOILAGE_RISK,NON_SEASONAL,LIQUIDATION_PRIORITY,UNKNOWN_STATUS,REVIEW_POLICY_PARAMETERS,HIGH,EXPIRY_COST,MEDIUM,3.0,EACH,0.0015,0.09,True,False,False,True,False,NOT_REQUIRED,FRAGILE_PREFERS_LOW_LEVEL,True,True,True,False,False,3.0,0.24,1.0,TEMPERATURE_CONTROLLED,LOC-TC-003,ASSIGNED_WITH_WARNINGS,LOC-TC-003,EACH_PICKING,T3,C,2,,True,False,False,True,True,False,CAPABILITY_MATCH,BATCH-005-01,,,1,0,0,1,0,0,0,0,0,35.0,0.0,0.0,150.0,True,LOC-QA-001,,LOC-TC-003,LOC-TC-003,True,Expired batches are assigned separately to quarantine; primary SKU location remains normal storage for sellable or replenishment inventory.,Active expired units require quarantine; healthy/replenishment units remain in normal storage.,Historical expired or near-expiry batch records exist and active quantities are handled separately.,0.0,35.0,0.0,150.0,0.0,0.05,0.0,0.23,0.23,0.0,3.15,0.0,13.5,13.5,0.0,0.23,0.0,13.5,18.0,1000.0,77.71,80.96,77.69,82.27,0.0,0.0,0.0,1.35,1.35,80.99,82.27,False,False,0.23,13.5,False,,Recommended replenishment quantity can be staged through LOC-TC-003 within current configured capacity.,34.99,47.8,33.12,33.12,82.79,LOCATION_DISTANCE_FIELDS,ONE_WAY,1.38,1.66,248.37,4.98,WHOLE_SKU_QUARANTINE_AVOIDED_BY_BATCH_SPLIT;SKU_VOLUME_SPLIT_BY_BATCH_STATUS,CAPABILITY_MATCH_NON_EXACT_ZONE;CURRENT_VS_PROJECTED_CAPACITY_SPLIT,QUARANTINE_EXPIRED_BATCHES_ONLY,"Expired batches are assigned to quarantine separately, while sellable and replenishment inventory remains in normal storage.",20.0,32.0,2.0,EACH_PICKING,SKU-CHC-005 -> LOC-TC-003,PERISHABLE,LOC-TC-003,LOC-TC-003,LOC-QA-001,,0.0,150.0,35.0,0.0,0.0,0.23,0.05,0.0,QUARANTINE_EXPIRED,,CAPABILITY_MATCH_NON_EXACT_ZONE;CURRENT_VS_PROJECTED_CAPACITY_SPLIT
